sequence,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhFGeBlgB?UiBaoBXmBTsB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhFCeBlgB?UiBOoBXmBTsB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeG8IvhF6iBTeB?lgBZnBXmB8sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8Je37IvhFRdBSjB?zlBFnB8sBmrB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhFSiBTeB?lgBXmBOsB8sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8Je37IvhFRdBSjB?lhBzlBOsB8sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeWCJvhFcjBlgB?xmBzlBinB3sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeZCJvhFGeBlgB?cmBziBCmB3sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhFcjBlgB?GiBXmBKsBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhFqiBTeB?lgBXmB2sBUsB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhF+iBTeB?lgBXmB8sBasB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR9IvhFSjBlgB?3hBOsB8sBzqB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JelAJvhFcmBxiB?XjB2sBCmBTsB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8Je+BJvhFlgBxiB?XjBKsBzqB0sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8Je+BJvhFlgBxiB?0iBKsBzqBXtB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8Je+BJvhFxdBlgB?XjBKsB0sBzqB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeT+IvhFxgBOnB?0iBCmBFmB3sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhF+iBTeB?lgBXmBysBUsB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8Je+BJvhFxdBlgB?0iBKsBXtBzqB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeT+IvhFxgB0iB?ulBimBFnB3sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeF8IvhFxdB6lB?cmBXjB2sBTsB
OTLSJIZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSJZI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLSZIJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSZJI,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLZIJS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZISJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZJIS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZJSI,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTLZSIJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZSJI,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJILSZ,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJILZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJISLZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJISZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJIZLS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJIZSL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLISZ,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJLIZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJLSIZ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJLSZI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
OTJLZIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLZSI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTJSILZ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJSIZL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSLIZ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJSLZI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJSZIL,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJSZLI,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTJZILS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZISL,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZLIS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZLSI,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZSIL,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZSLI,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSILJZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSILZJ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIJLZ,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTSIJZL,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSIZLJ,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
OTSIZJL,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
OTSLIJZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSLIZJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLJIZ,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSLJZI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
OTSLZIJ,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSLZJI,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTSJILZ,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTSJIZL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSJLIZ,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSJLZI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSJZIL,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTSJZLI,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OTSZILJ,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
OTSZIJL,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
OTSZLIJ,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
OTSZLJI,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTSZJIL,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSZJLI,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTZILJS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZILSJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZIJLS,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZIJSL,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZISLJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZISJL,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLIJS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLISJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLJIS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLJSI,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZLSIJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLSJI,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZJILS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJISL,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJLIS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJLSI,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZJSIL,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTZJSLI,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTZSILJ,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZSIJL,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZSLIJ,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZSLJI,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTZSJIL,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZSJLI,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OITLJSZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLJZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLSJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OITLSZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLZJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITLZSJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITJLSZ,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OITJLZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITJSLZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITJSZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITJZLS,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITJZSL,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSLJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OITSLZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSJLZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OITSJZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OITSZLJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITSZJL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITZLJS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZLSJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZJLS,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZJSL,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZSLJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZSJL,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTJSZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTJZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTSJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OILTSZJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTZJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILTZSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJTSZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJTZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJSTZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
OILJSZT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OILJZTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILJZST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILSTJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OILSTZJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSJTZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OILSJZT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OILSZTJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILSZJT,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OILZTJS,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILZTSJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZJTS,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILZJST,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILZSTJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZSJT,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OIJTLSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OIJTLZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJTSLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTSZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTZLS,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTZSL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLTSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLTZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLSTZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OIJLSZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OIJLZTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OIJLZST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OIJSTLZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OIJSTZL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OIJSLTZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OIJSLZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OIJSZTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OIJSZLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OIJZTLS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZTSL,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIJZLTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZLST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZSTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZSLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTLJZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OISTLZJ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTJLZ,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OISTJZL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OISTZLJ,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
OISTZJL,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
OISLTJZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OISLTZJ,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLJTZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OISLJZT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OISLZTJ,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OISLZJT,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OISJTLZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OISJTZL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OISJLTZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OISJLZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OISJZTL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OISJZLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OISZTLJ,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
OISZTJL,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
OISZLTJ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OISZLJT,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OISZJTL,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
OISZJLT,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OIZTLJS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZTLSJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZTJLS,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZTJSL,O,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIZTSLJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZTSJL,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIZLTJS,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OIZLTSJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZLJTS,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OIZLJST,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OIZLSTJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZLSJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OIZJTLS,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZJTSL,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZJLTS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZJLST,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZJSTL,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIZJSLT,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZSTLJ,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
OIZSTJL,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
OIZSLTJ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OIZSLJT,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OIZSJTL,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
OIZSJLT,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OLTIJSZ,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OLTIJZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLTISJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OLTISZJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTIZJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OLTIZSJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTJISZ,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OLTJIZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLTJSIZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OLTJSZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
OLTJZIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTJZSI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OLTSIJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OLTSIZJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTSJIZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTSJZI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OLTSZIJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTSZJI,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OLTZIJS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTZISJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTZJIS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTZJSI,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OLTZSIJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTZSJI,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OLITJSZ,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OLITJZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLITSJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OLITSZJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLITZJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OLITZSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIJTSZ,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OLIJTZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLIJSTZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
OLIJSZT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OLIJZTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OLIJZST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OLISTJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OLISTZJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLISJTZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OLISJZT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OLISZTJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OLISZJT,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OLIZTJS,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OLIZTSJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIZJTS,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OLIZJST,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OLIZSTJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIZSJT,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OLJTISZ,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OLJTIZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLJTSIZ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OLJTSZI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
OLJTZIS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
