sequence,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8JeR7IvhF3cB1iB?6jBzfBWmB0qB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8JeF7IvhF0cBxdB?flBGjBCmBzqB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jez6IvhFRcB1iB?6jBWmBUlBXrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8JeqAJvhFxdBzfB?lhBGjBUlBXrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jez6IvhF0dB6jB?lhBRlB+lBXrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jez6IvhFxdBlhB?GjBUlBfrBCrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8JeWAJvhF0dB6jB?lhBRlBTlBXrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jez6IvhFFcBxdB?3hBGjBUlBqqB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jez6IvhFqgBxdB?lhBGjBUlBXrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jeq/IvhFxdB0gB?lhBGjBTlBXrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jeq/IvhFTbBXhB?xiBlhBGjB0qB
SIJOTLZ,X,O,X,X,X,X,X,X,X,X,X
SIJOTZL,X,O,X,X,X,X,X,X,X,X,X
SIJOLTZ,X,O,X,X,X,X,X,X,X,X,X
SIJOLZT,X,O,X,X,X,X,X,X,X,X,X
SIJOZTL,X,O,X,X,X,X,X,X,X,X,X
SIJOZLT,X,O,X,X,X,X,X,O,X,X,X
SIZTLJO,X,O,X,X,O,X,O,O,X,X,X
SIZTLOJ,X,O,X,X,O,X,X,O,X,X,O
SIZTJLO,X,O,X,X,X,X,O,X,X,X,X
SIZTJOL,X,O,X,X,X,X,X,X,X,X,X
SIZTOLJ,X,O,X,X,O,X,X,X,X,X,X
SIZTOJL,X,O,X,X,X,X,X,X,X,X,X
SIZLTJO,X,O,X,X,O,X,O,O,X,X,X
SIZLTOJ,X,O,X,X,O,X,X,O,X,X,O
SIZLJTO,X,O,X,X,X,X,O,O,X,X,X
SIZLJOT,X,O,X,X,X,X,X,O,X,X,O
SIZLOTJ,X,O,X,X,O,X,X,O,X,X,O
SIZLOJT,X,X,X,X,X,X,X,O,X,X,O
SIZJTLO,X,O,X,X,X,X,O,O,X,X,X
SIZJTOL,X,O,X,X,X,X,X,X,X,X,X
SIZJLTO,X,O,X,X,X,X,O,O,X,X,X
SIZJLOT,X,O,X,X,X,X,X,O,X,X,O
SIZJOTL,X,O,X,X,X,X,X,X,X,X,X
SIZJOLT,X,O,X,X,X,X,X,O,X,X,X
SIZOTLJ,X,O,X,X,O,X,X,X,X,X,X
SIZOTJL,X,O,X,X,X,X,X,X,X,X,X
SIZOLTJ,X,O,X,X,O,X,X,O,X,X,O
SIZOLJT,X,X,X,X,X,X,X,O,X,X,O
SIZOJTL,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,X,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,X,X,X,X,O,X,X,X,X,X,X
SIOTLZJ,X,X,X,X,O,X,X,X,X,X,X
SIOTJLZ,X,X,X,X,X,X,X,X,X,X,X
SIOTJZL,X,X,X,X,X,X,X,X,X,X,X
SIOTZLJ,X,X,X,X,O,X,X,X,X,X,X
SIOTZJL,X,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,X,X,X,X,O,X,X,X,X,X,O
SIOLTZJ,X,X,X,X,O,X,X,X,X,X,O
SIOLJTZ,X,X,X,X,X,X,X,X,X,X,O
SIOLJZT,X,X,X,X,X,X,X,X,X,X,O
SIOLZTJ,X,X,X,X,O,X,X,X,X,X,O
SIOLZJT,X,X,X,X,X,X,X,X,X,X,O
SIOJTLZ,X,X,X,X,X,X,X,X,X,X,X
SIOJTZL,X,X,X,X,X,X,X,X,X,X,X
SIOJLTZ,X,X,X,X,X,X,X,X,X,X,X
SIOJLZT,X,X,X,X,X,X,X,X,X,X,X
SIOJZTL,X,X,X,X,X,X,X,X,X,X,X
SIOJZLT,X,X,X,X,X,X,X,X,X,X,X
SIOZTLJ,X,X,X,X,O,X,X,X,X,X,X
SIOZTJL,X,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,X,X,X,X,O,X,X,O,X,X,X
SIOZLJT,X,X,X,X,X,X,X,O,X,X,X
SIOZJTL,X,X,X,X,X,X,X,X,X,X,X
SIOZJLT,X,X,X,X,X,X,X,X,X,X,X
SLTIJZO,O,O,O,X,O,X,O,X,X,X,X
SLTIJOZ,O,O,X,X,O,X,X,X,X,X,X
SLTIZJO,O,O,O,X,O,X,O,X,X,X,X
SLTIZOJ,O,O,O,X,O,X,X,X,X,X,X
SLTIOJZ,O,X,X,X,O,X,X,X,X,X,O
SLTIOZJ,O,X,X,X,O,X,X,X,X,X,O
SLTJIZO,O,O,O,X,X,X,X,X,O,O,X
SLTJIOZ,O,O,X,O,X,X,X,X,X,X,X
SLTJZIO,O,O,O,X,X,X,X,X,O,O,X
SLTJZOI,O,O,O,X,X,X,X,X,O,O,X
SLTJOIZ,O,O,X,O,X,X,X,X,X,X,X
SLTJOZI,O,O,X,O,X,X,X,X,X,X,X
SLTZIJO,O,O,O,X,O,X,O,X,X,X,X
SLTZIOJ,O,O,O,X,O,X,X,X,X,X,X
SLTZJIO,O,O,O,X,X,X,X,X,O,O,X
SLTZJOI,O,O,O,X,X,X,X,X,O,O,X
SLTZOIJ,O,O,O,X,X,X,X,X,X,X,X
SLTZOJI,O,O,O,X,X,X,X,X,O,X,X
SLTOIJZ,O,X,X,X,X,X,X,X,X,X,O
SLTOIZJ,O,X,X,X,X,X,X,X,X,X,O
SLTOJIZ,O,O,X,O,X,X,X,X,X,X,X
SLTOJZI,O,O,X,O,X,X,X,X,X,X,X
SLTOZIJ,O,O,X,X,X,X,X,X,X,X,X
SLTOZJI,O,O,X,X,X,X,X,X,X,X,X
SLITJZO,X,O,X,X,O,X,O,X,X,X,X
SLITJOZ,X,O,X,X,O,X,X,X,X,X,X
SLITZJO,X,O,X,X,O,X,O,X,X,X,X
SLITZOJ,X,O,X,X,O,X,X,X,X,X,X
SLITOJZ,X,X,X,X,O,X,X,X,X,X,O
SLITOZJ,X,X,X,X,O,X,X,X,X,X,O
SLIJTZO,X,O,X,X,X,X,O,X,X,X,X
SLIJTOZ,X,O,X,X,X,X,X,X,X,X,X
SLIJZTO,X,O,X,X,X,X,O,X,X,X,X
SLIJZOT,X,O,X,X,X,X,X,X,X,X,X
SLIJOTZ,X,O,X,X,X,X,X,X,X,X,O
SLIJOZT,X,O,X,X,X,X,X,X,X,X,O
SLIZTJO,X,O,X,X,O,X,O,O,X,X,X
SLIZTOJ,X,O,X,X,O,X,X,O,X,X,O
SLIZJTO,X,O,X,X,X,X,O,O,X,X,X
SLIZJOT,X,O,X,X,X,X,X,O,X,X,O
SLIZOTJ,X,O,X,X,O,X,X,O,X,X,O
SLIZOJT,X,X,X,X,X,X,X,O,X,X,O
SLIOTJZ,X,X,X,X,O,X,X,X,X,X,O
SLIOTZJ,X,X,X,X,O,X,X,X,X,X,O
SLIOJTZ,X,X,X,X,X,X,X,X,X,X,O
SLIOJZT,X,X,X,X,X,X,X,X,X,X,O
SLIOZTJ,X,X,X,X,O,X,X,X,X,X,O
SLIOZJT,X,X,X,X,X,X,X,X,X,X,O
SLJTIZO,O,O,O,X,X,X,X,X,O,O,X
SLJTIOZ,O,O,X,O,X,X,X,X,X,X,X
SLJTZIO,O,O,O,X,X,X,X,X,O,O,X
SLJTZOI,O,O,O,X,X,X,X,X,O,O,X
SLJTOIZ,O,O,X,O,X,X,X,X,X,X,X
SLJTOZI,O,O,X,O,X,X,X,X,X,X,X
SLJITZO,O,O,X,X,X,X,X,X,O,O,X
SLJITOZ,O,O,X,O,X,X,X,X,X,X,X
SLJIZTO,X,O,X,X,X,X,X,O,O,O,X
SLJIZOT,X,O,X,X,X,X,X,O,O,X,X
SLJIOTZ,X,O,X,O,X,X,X,X,X,X,O
SLJIOZT,X,O,X,X,X,X,X,X,X,X,O
SLJZTIO,X,O,O,X,X,X,X,O,O,O,X
SLJZTOI,X,O,O,X,X,X,X,O,O,O,X
SLJZITO,X,O,X,X,X,X,X,O,O,O,X
SLJZIOT,X,O,X,X,X,X,X,O,O,X,X
SLJZOTI,X,O,O,X,X,X,X,O,O,X,X
SLJZOIT,X,O,X,X,X,X,X,O,O,X,X
SLJOTIZ,O,O,X,O,X,X,X,X,X,X,X
SLJOTZI,O,O,X,O,X,X,X,X,X,X,X
SLJOITZ,O,O,X,O,X,X,X,X,X,X,O
SLJOIZT,X,O,X,X,X,X,X,X,X,X,O
SLJOZTI,X,O,X,X,X,X,X,X,X,X,X
SLJOZIT,X,O,X,X,X,X,X,X,X,X,X
SLZTIJO,O,O,O,X,O,X,O,O,X,X,X
SLZTIOJ,O,O,O,X,O,X,X,O,X,X,O
SLZTJIO,O,O,O,X,X,X,X,O,O,O,X
SLZTJOI,O,O,O,X,X,X,X,O,O,O,X
SLZTOIJ,O,O,O,X,X,X,X,O,X,X,O
SLZTOJI,O,O,O,X,X,X,X,O,O,X,X
SLZITJO,X,O,X,X,O,X,O,O,X,X,X
SLZITOJ,X,O,X,X,O,X,X,O,X,X,O
SLZIJTO,X,O,X,X,X,X,O,O,X,X,X
SLZIJOT,X,O,X,X,X,X,X,O,X,X,O
SLZIOTJ,X,O,X,X,O,X,X,O,X,X,O
SLZIOJT,X,X,X,X,X,X,X,O,X,X,O
SLZJTIO,O,O,O,X,X,X,X,O,O,O,X
SLZJTOI,O,O,O,X,X,X,X,O,O,O,X
SLZJITO,O,O,X,X,X,X,X,O,O,O,X
SLZJIOT,X,O,X,X,X,X,X,O,O,X,O
SLZJOTI,O,O,O,X,X,X,X,O,O,X,X
SLZJOIT,O,O,X,X,X,X,X,O,O,X,O
SLZOTIJ,O,O,O,X,X,X,X,O,X,X,O
SLZOTJI,O,O,O,X,X,X,X,O,O,X,X
SLZOITJ,O,O,X,X,X,X,X,O,X,X,O
SLZOIJT,O,X,X,X,X,X,X,O,X,X,O
SLZOJTI,O,O,O,X,X,X,X,O,O,X,X
SLZOJIT,O,O,X,X,X,X,X,O,O,X,O
SLOTIJZ,O,X,X,X,X,X,X,X,X,X,O
SLOTIZJ,O,X,X,X,X,X,X,X,X,X,O
SLOTJIZ,O,O,X,O,X,X,X,X,X,X,X
SLOTJZI,O,O,X,O,X,X,X,X,X,X,X
SLOTZIJ,O,O,X,X,X,X,X,X,X,X,X
SLOTZJI,O,O,X,X,X,X,X,X,X,X,X
SLOITJZ,O,X,X,X,X,X,X,X,X,X,O
SLOITZJ,O,X,X,X,X,X,X,X,X,X,O
SLOIJTZ,O,X,X,X,X,X,X,X,X,X,O
SLOIJZT,X,X,X,X,X,X,X,X,X,X,O
SLOIZTJ,O,X,X,X,X,X,X,X,X,X,O
SLOIZJT,O,X,X,X,X,X,X,X,X,X,O
SLOJTIZ,O,O,X,O,X,X,X,X,X,X,X
SLOJTZI,O,O,X,O,X,X,X,X,X,X,X
SLOJITZ,O,O,X,O,X,X,X,X,X,X,O
SLOJIZT,X,O,X,X,X,X,X,X,X,X,O
SLOJZTI,X,O,X,X,X,X,X,X,X,X,X
SLOJZIT,X,O,X,X,X,X,X,X,X,X,X
SLOZTIJ,O,O,X,X,X,X,X,X,X,X,X
SLOZTJI,O,O,X,X,X,X,X,X,X,X,X
SLOZITJ,O,O,X,X,X,X,X,X,X,X,O
SLOZIJT,O,X,X,X,X,X,X,X,X,X,O
SLOZJTI,O,O,X,X,X,X,X,X,X,X,X
SLOZJIT,O,O,X,X,X,X,X,X,X,X,X
SJTILZO,O,O,O,X,X,X,X,X,O,O,X
SJTILOZ,O,O,X,O,X,X,X,X,X,X,X
SJTIZLO,O,O,O,X,X,X,X,O,X,X,X
SJTIZOL,X,O,O,X,X,X,X,X,X,X,X
SJTIOLZ,O,O,X,O,X,X,X,X,X,X,X
SJTIOZL,O,O,X,X,X,X,X,X,X,X,X
SJTLIZO,O,O,O,X,X,X,X,X,O,O,X
SJTLIOZ,O,O,X,O,X,X,X,X,X,X,X
SJTLZIO,O,O,O,X,X,X,X,X,O,O,X
SJTLZOI,O,O,O,X,X,X,X,X,O,O,X
SJTLOIZ,O,O,X,O,X,X,X,X,X,X,X
SJTLOZI,O,O,X,O,X,X,X,X,X,X,X
SJTZILO,O,O,O,X,X,X,X,O,X,X,X
SJTZIOL,X,O,O,X,X,X,X,X,X,X,X
SJTZLIO,O,O,O,X,X,X,X,O,X,X,X
SJTZLOI,O,O,O,X,X,X,X,O,X,X,X
SJTZOIL,O,O,O,X,X,X,X,X,X,X,X
SJTZOLI,O,X,O,X,X,X,X,X,X,X,X
SJTOILZ,O,O,X,O,X,X,X,X,X,X,X
SJTOIZL,O,O,X,X,X,X,X,X,X,X,X
SJTOLIZ,O,O,X,O,X,X,X,X,X,X,X
SJTOLZI,O,O,X,O,X,X,X,X,X,X,X
SJTOZIL,O,O,X,X,X,X,X,X,X,X,X
SJTOZLI,O,X,X,X,X,X,X,X,X,X,X
SJITLZO,O,O,O,X,X,X,X,X,O,O,X
SJITLOZ,O,O,X,O,X,X,X,X,X,X,X
SJITZLO,O,O,O,X,X,X,X,O,X,X,X
SJITZOL,X,O,O,X,X,X,X,X,X,X,X
SJITOLZ,O,O,X,O,X,X,X,X,X,X,X
SJITOZL,O,O,X,X,X,X,X,X,X,X,X
SJILTZO,O,O,X,X,X,X,X,X,O,O,X
SJILTOZ,O,O,X,O,X,X,X,X,X,X,X
SJILZTO,X,O,X,X,X,X,X,O,O,O,X
SJILZOT,X,O,X,X,X,X,X,O,O,X,X
SJILOTZ,X,O,X,O,X,X,X,X,X,X,O
SJILOZT,X,O,X,X,X,X,X,X,X,X,O
SJIZTLO,O,O,O,X,X,O,X,O,X,X,X
SJIZTOL,X,O,O,X,X,O,X,X,X,X,X
SJIZLTO,X,O,X,X,X,O,X,O,X,X,X
SJIZLOT,X,O,X,X,X,O,X,O,X,X,X
SJIZOTL,X,O,O,X,X,O,X,X,X,X,X
SJIZOLT,X,O,X,X,X,O,X,O,X,X,X
SJIOTLZ,O,O,X,O,X,X,X,X,X,X,X
SJIOTZL,O,O,X,X,X,X,X,X,X,X,X
SJIOLTZ,O,O,X,O,X,X,X,X,X,X,X
SJIOLZT,X,O,X,X,X,X,X,X,X,X,X
SJIOZTL,O,O,X,X,X,X,X,X,X,X,X
SJIOZLT,X,O,X,X,X,X,X,O,X,X,X
SJLTIZO,O,O,O,X,X,X,X,X,O,O,X
SJLTIOZ,O,O,X,O,X,X,X,X,X,X,X
SJLTZIO,O,O,O,X,X,X,X,X,O,O,X
SJLTZOI,O,O,O,X,X,X,X,X,O,O,X
SJLTOIZ,O,O,X,O,X,X,X,X,X,X,X
SJLTOZI,O,O,X,O,X,X,X,X,X,X,X
SJLITZO,O,O,X,X,X,X,X,X,O,O,X
SJLITOZ,O,O,X,O,X,X,X,X,X,X,X
SJLIZTO,X,O,X,X,X,X,X,O,O,O,X
SJLIZOT,X,O,X,X,X,X,X,O,O,X,X
SJLIOTZ,X,O,X,O,X,X,X,X,X,X,O
SJLIOZT,X,O,X,X,X,X,X,X,X,X,O
SJLZTIO,X,O,O,X,X,X,X,O,O,O,X
SJLZTOI,X,O,O,X,X,X,X,O,O,O,X
SJLZITO,X,O,X,X,X,X,X,O,O,O,X
SJLZIOT,X,O,X,X,X,X,X,O,O,X,X
SJLZOTI,X,O,O,X,X,X,X,O,O,X,X
SJLZOIT,X,O,X,X,X,X,X,O,O,X,X
SJLOTIZ,O,O,X,O,X,X,X,X,X,X,X
SJLOTZI,O,O,X,O,X,X,X,X,X,X,X
SJLOITZ,O,O,X,O,X,X,X,X,X,X,O
SJLOIZT,X,O,X,X,X,X,X,X,X,X,O
SJLOZTI,X,O,X,X,X,X,X,X,X,X,X
SJLOZIT,X,O,X,X,X,X,X,X,X,X,X
SJZTILO,O,O,O,X,X,O,X,O,X,X,X
SJZTIOL,X,O,O,X,X,O,X,X,X,X,X
SJZTLIO,O,O,O,X,X,O,X,O,X,X,X
SJZTLOI,O,O,O,X,X,O,X,O,X,X,X
SJZTOIL,O,O,O,X,X,O,X,X,X,X,X
SJZTOLI,O,X,O,X,X,O,X,X,X,X,X
SJZITLO,O,O,O,X,X,O,X,O,X,X,X
SJZITOL,X,O,O,X,X,O,X,X,X,X,X
SJZILTO,X,O,X,X,X,O,X,O,X,X,X
SJZILOT,X,O,X,X,X,O,X,O,X,X,X
SJZIOTL,X,O,O,X,X,O,X,X,X,X,X
SJZIOLT,X,O,X,X,X,O,X,O,X,X,X
SJZLTIO,X,O,O,X,X,O,X,O,X,X,X
SJZLTOI,X,O,O,X,X,O,X,O,X,X,X
SJZLITO,X,O,X,X,X,O,X,O,X,X,X
SJZLIOT,X,O,X,X,X,O,X,O,X,X,X
SJZLOTI,X,O,O,X,X,O,X,O,X,X,X
SJZLOIT,X,O,X,X,X,O,X,O,X,X,X
SJZOTIL,O,O,O,X,X,O,X,X,X,X,X
SJZOTLI,O,X,O,X,X,O,X,X,X,X,X
SJZOITL,O,O,O,X,X,O,X,X,X,X,X
SJZOILT,X,O,X,X,X,O,X,O,X,X,X
SJZOLTI,X,O,O,X,X,O,X,O,X,X,X
SJZOLIT,X,O,X,X,X,O,X,O,X,X,X
SJOTILZ,O,O,X,O,X,X,X,X,X,X,X
SJOTIZL,O,O,X,X,X,X,X,X,X,X,X
SJOTLIZ,O,O,X,O,X,X,X,X,X,X,X
SJOTLZI,O,O,X,O,X,X,X,X,X,X,X
SJOTZIL,O,O,X,X,X,X,X,X,X,X,X
SJOTZLI,O,X,X,X,X,X,X,X,X,X,X
SJOITLZ,O,O,X,O,X,X,X,X,X,X,X
SJOITZL,O,O,X,X,X,X,X,X,X,X,X
SJOILTZ,O,O,X,O,X,X,X,X,X,X,X
SJOILZT,X,O,X,X,X,X,X,X,X,X,X
SJOIZTL,O,O,X,X,X,X,X,X,X,X,X
SJOIZLT,X,O,X,X,X,X,X,O,X,X,X
SJOLTIZ,O,O,X,O,X,X,X,X,X,X,X
SJOLTZI,O,O,X,O,X,X,X,X,X,X,X
SJOLITZ,O,O,X,O,X,X,X,X,X,X,X
SJOLIZT,X,O,X,X,X,X,X,X,X,X,X
SJOLZTI,X,O,X,X,X,X,X,X,X,X,X
SJOLZIT,X,O,X,X,X,X,X,X,X,X,X
SJOZTIL,O,O,X,X,X,X,X,X,X,X,X
SJOZTLI,O,X,X,X,X,X,X,X,X,X,X
SJOZITL,O,O,X,X,X,X,X,X,X,X,X
SJOZILT,X,O,X,X,X,X,X,O,X,X,X
SJOZLTI,X,O,X,X,X,X,X,O,X,X,X
SJOZLIT,X,O,X,X,X,X,X,O,X,X,X
SZTILJO,O,O,O,X,O,X,O,O,X,X,X
SZTILOJ,O,O,O,X,O,X,X,O,X,X,O
SZTIJLO,O,O,O,X,X,O,O,X,X,X,X
SZTIJOL,O,O,O,X,X,O,X,X,X,X,X
SZTIOLJ,O,O,O,X,O,X,X,X,X,X,X
SZTIOJL,O,O,X,X,X,O,X,X,X,X,X
SZTLIJO,O,O,O,X,O,X,O,O,X,X,X
SZTLIOJ,O,O,O,X,O,X,X,O,X,X,O
SZTLJIO,O,O,O,X,X,O,X,O,X,X,X
SZTLJOI,O,O,O,X,X,O,X,O,X,X,X
SZTLOIJ,O,O,O,X,X,X,X,O,X,X,O
SZTLOJI,O,O,O,X,X,O,X,O,X,X,X
SZTJILO,O,O,O,X,X,O,X,O,X,X,X
SZTJIOL,O,O,O,X,X,O,X,X,X,X,X
SZTJLIO,O,O,O,X,X,O,X,O,X,X,X
SZTJLOI,O,O,O,X,X,O,X,O,X,X,X
SZTJOIL,O,O,O,X,X,O,X,X,X,X,X
SZTJOLI,O,X,O,X,X,O,X,X,X,X,X
SZTOILJ,O,O,O,X,X,X,X,X,X,X,X
SZTOIJL,O,O,X,X,X,O,X,X,X,X,X
SZTOLIJ,O,X,O,X,X,X,X,X,X,X,X
SZTOLJI,O,X,O,X,X,O,X,X,X,X,X
SZTOJIL,O,O,O,X,X,O,X,X,X,X,X
SZTOJLI,O,X,O,X,X,O,X,X,X,X,X
SZITLJO,X,O,X,X,O,X,O,O,X,X,X
SZITLOJ,X,O,X,X,O,X,X,O,X,X,O
SZITJLO,X,O,X,X,X,O,O,X,X,X,X
SZITJOL,X,O,X,X,X,O,X,X,X,X,X
SZITOLJ,X,O,X,X,O,X,X,X,X,X,X
SZITOJL,X,O,X,X,X,O,X,X,X,X,X
SZILTJO,X,O,X,X,O,X,O,O,X,X,X
SZILTOJ,X,O,X,X,O,X,X,O,X,X,O
SZILJTO,X,O,X,X,X,X,O,O,X,X,X
SZILJOT,X,O,X,X,X,X,X,O,X,X,O
SZILOTJ,X,O,X,X,O,X,X,O,X,X,O
SZILOJT,X,X,X,X,X,X,X,O,X,X,O
SZIJTLO,X,O,X,X,X,O,O,O,X,X,X
SZIJTOL,X,O,X,X,X,O,X,X,X,X,X
SZIJLTO,X,O,X,X,X,O,O,O,X,X,X
SZIJLOT,X,O,X,X,X,O,X,O,X,X,O
SZIJOTL,X,O,X,X,X,O,X,X,X,X,X
SZIJOLT,X,O,X,X,X,O,X,O,X,X,X
SZIOTLJ,X,O,X,X,O,X,X,X,X,X,X
SZIOTJL,X,O,X,X,X,O,X,X,X,X,X
SZIOLTJ,X,O,X,X,O,X,X,O,X,X,O
SZIOLJT,X,X,X,X,X,X,X,O,X,X,O
SZIOJTL,X,X,X,X,X,O,X,X,X,X,X
SZIOJLT,X,X,X,X,X,O,X,X,X,X,X
SZLTIJO,O,O,O,X,O,X,O,O,X,X,X
SZLTIOJ,O,O,O,X,O,X,X,O,X,X,O
SZLTJIO,O,O,O,X,X,O,X,O,X,X,X
SZLTJOI,O,O,O,X,X,O,X,O,X,X,X
SZLTOIJ,O,O,O,X,X,X,X,O,X,X,O
SZLTOJI,O,O,O,X,X,O,X,O,X,X,X
SZLITJO,X,O,X,X,O,X,O,O,X,X,X
SZLITOJ,X,O,X,X,O,X,X,O,X,X,O
SZLIJTO,X,O,X,X,X,X,O,O,X,X,X
SZLIJOT,X,O,X,X,X,X,X,O,X,X,O
SZLIOTJ,X,O,X,X,O,X,X,O,X,X,O
SZLIOJT,X,X,X,X,X,X,X,O,X,X,O
SZLJTIO,O,O,O,X,X,O,X,O,X,X,X
SZLJTOI,O,O,O,X,X,O,X,O,X,X,X
SZLJITO,O,O,X,X,X,O,X,O,X,X,X
SZLJIOT,X,O,X,X,X,O,X,O,X,X,O
SZLJOTI,O,O,O,X,X,O,X,O,X,X,X
SZLJOIT,O,O,X,X,X,O,X,O,X,X,O
SZLOTIJ,O,O,O,X,X,X,X,O,X,X,O
SZLOTJI,O,O,O,X,X,O,X,O,X,X,X
SZLOITJ,O,O,X,X,X,X,X,O,X,X,O
SZLOIJT,O,X,X,X,X,X,X,O,X,X,O
SZLOJTI,O,O,O,X,X,O,X,O,X,X,X
SZLOJIT,O,O,X,X,X,O,X,O,X,X,O
SZJTILO,O,O,O,X,X,O,X,O,X,X,X
SZJTIOL,O,O,O,X,X,O,X,X,X,X,X
SZJTLIO,O,O,O,X,X,O,X,O,X,X,X
SZJTLOI,O,O,O,X,X,O,X,O,X,X,X
SZJTOIL,O,O,O,X,X,O,X,X,X,X,X
SZJTOLI,O,X,O,X,X,O,X,X,X,X,X
SZJITLO,O,O,O,X,X,O,X,O,X,X,X
SZJITOL,O,O,O,X,X,O,X,X,X,X,X
SZJILTO,O,O,X,X,X,O,X,O,X,X,X
SZJILOT,X,O,X,X,X,O,X,O,X,X,O
SZJIOTL,O,O,O,X,X,O,X,X,X,X,X
SZJIOLT,O,O,X,X,X,O,X,O,X,X,X
SZJLTIO,O,O,O,X,X,O,X,O,X,X,X
SZJLTOI,O,O,O,X,X,O,X,O,X,X,X
SZJLITO,O,O,X,X,X,O,X,O,X,X,X
SZJLIOT,X,O,X,X,X,O,X,O,X,X,O
SZJLOTI,O,O,O,X,X,O,X,O,X,X,X
SZJLOIT,O,O,X,X,X,O,X,O,X,X,O
SZJOTIL,O,O,O,X,X,O,X,X,X,X,X
SZJOTLI,O,X,O,X,X,O,X,X,X,X,X
SZJOITL,O,O,O,X,X,O,X,X,X,X,X
SZJOILT,O,O,X,X,X,O,X,O,X,X,X
SZJOLTI,O,O,O,X,X,O,X,O,X,X,X
SZJOLIT,O,O,X,X,X,O,X,O,X,X,X
SZOTILJ,O,O,O,X,X,X,X,X,X,X,X
SZOTIJL,O,O,X,X,X,O,X,X,X,X,X
SZOTLIJ,O,X,O,X,X,X,X,X,X,X,X
SZOTLJI,O,X,O,X,X,O,X,X,X,X,X
SZOTJIL,O,O,O,X,X,O,X,X,X,X,X
SZOTJLI,O,X,O,X,X,O,X,X,X,X,X
SZOITLJ,O,O,X,X,X,X,X,X,X,X,X
SZOITJL,O,O,X,X,X,O,X,X,X,X,X
SZOILTJ,O,O,X,X,X,X,X,O,X,X,O
SZOILJT,O,X,X,X,X,X,X,O,X,X,O
SZOIJTL,O,X,X,X,X,O,X,X,X,X,X
SZOIJLT,O,X,X,X,X,O,X,X,X,X,X
SZOLTIJ,O,O,O,X,X,X,X,O,X,X,O
SZOLTJI,O,O,O,X,X,O,X,O,X,X,X
SZOLITJ,O,O,X,X,X,X,X,O,X,X,O
SZOLIJT,O,X,X,X,X,X,X,O,X,X,O
SZOLJTI,O,O,O,X,X,O,X,O,X,X,X
SZOLJIT,O,O,X,X,X,O,X,O,X,X,O
SZOJTIL,O,O,O,X,X,O,X,X,X,X,X
SZOJTLI,O,X,O,X,X,O,X,X,X,X,X
SZOJITL,O,O,O,X,X,O,X,X,X,X,X
SZOJILT,O,O,X,X,X,O,X,O,X,X,X
SZOJLTI,O,O,O,X,X,O,X,O,X,X,X
SZOJLIT,O,O,X,X,X,O,X,O,X,X,X
SOTILJZ,O,X,X,X,X,X,X,X,X,X,X
SOTILZJ,O,X,X,X,X,X,X,X,X,X,X
SOTIJLZ,O,X,X,X,X,X,X,X,X,X,X
SOTIJZL,O,X,X,X,X,X,X,X,X,X,X
SOTIZLJ,O,X,X,X,X,X,X,X,X,X,X
SOTIZJL,X,X,X,X,X,X,X,X,X,X,X
SOTLIJZ,O,X,X,X,X,X,X,X,X,X,X
SOTLIZJ,O,X,X,X,X,X,X,X,X,X,X
SOTLJIZ,O,O,X,O,X,X,X,X,X,X,X
SOTLJZI,O,O,X,O,X,X,X,X,X,X,X
SOTLZIJ,O,O,X,X,X,X,X,X,X,X,X
SOTLZJI,O,O,X,X,X,X,X,X,X,X,X
SOTJILZ,O,O,X,O,X,X,X,X,X,X,X
SOTJIZL,O,O,X,X,X,X,X,X,X,X,X
SOTJLIZ,O,O,X,O,X,X,X,X,X,X,X
SOTJLZI,O,O,X,O,X,X,X,X,X,X,X
SOTJZIL,O,O,X,X,X,X,X,X,X,X,X
SOTJZLI,O,X,X,X,X,X,X,X,X,X,X
SOTZILJ,O,O,X,X,X,X,X,X,X,X,X
SOTZIJL,O,O,X,X,X,X,X,X,X,X,X
SOTZLIJ,O,X,X,X,X,X,X,X,X,X,X
SOTZLJI,O,X,X,X,X,X,X,X,X,X,X
SOTZJIL,O,O,X,X,X,X,X,X,X,X,X
SOTZJLI,O,X,X,X,X,X,X,X,X,X,X
SOITLJZ,O,X,X,X,X,X,X,X,X,X,X
SOITLZJ,O,X,X,X,X,X,X,X,X,X,X
SOITJLZ,O,X,X,X,X,X,X,X,X,X,X
SOITJZL,O,X,X,X,X,X,X,X,X,X,X
SOITZLJ,O,X,X,X,X,X,X,X,X,X,X
