sequence,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je6AJvhFZhBfiB8iB+?jBtrBTsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jem7IvhFxdBfmBSnBT?jBUsBtrB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jem7IvhFCeBfmB5mBN?nBToBUsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jex7IvhFyhBGeBfmBU?jBtrBTsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je6AJvhF0cBxdBTjBm?rB/rB9sB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jex7IvhF8iB+jBChBd?nB/rBTsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jex7IvhF9jBzgBfnB0?rB6sBmsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je07IvhFxdBGiBTjBX?hB9rBKsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je07IvhFxdBTjBmrBt?rB6sBXrB,v115@zgB8HeC8GeC8GeD8CeH8CeB8JeU9IvhF9jBzgB5mBi?nBmlB3sB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je07IvhFXdBTeBWoBd?mB5mBKsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je6AJvhFxdBNmBTjBX?nBGsB0rB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jem7IvhFUdB9jBfmB5?mBziBKsB
LTZOJIS,X,X,X,X,X,X,X,O,X,X,X,X,X
LTZOJSI,X,X,X,X,X,X,X,O,X,X,X,X,X
LTZOSIJ,X,X,X,X,X,X,O,O,X,X,X,O,X
LTZOSJI,X,X,X,X,X,X,O,O,X,X,X,O,X
LTOIJSZ,O,X,O,X,O,X,X,O,X,X,X,X,X
LTOIJZS,O,X,X,X,O,X,X,O,X,O,X,X,X
LTOISJZ,O,X,O,X,X,X,X,O,X,X,X,O,O
LTOISZJ,X,O,O,X,X,X,X,O,X,O,X,O,O
LTOIZJS,X,X,X,X,X,X,X,O,X,O,X,X,X
LTOIZSJ,X,X,O,X,X,X,O,O,X,O,X,X,O
LTOJISZ,O,X,O,X,O,X,X,O,X,X,X,X,X
LTOJIZS,O,X,X,X,O,X,X,O,X,O,X,X,X
LTOJSIZ,O,X,O,X,O,X,X,O,X,X,X,O,X
LTOJSZI,O,X,O,X,O,X,X,O,X,X,X,O,X
LTOJZIS,O,X,X,X,O,X,X,O,X,X,X,X,X
LTOJZSI,O,X,X,X,O,X,X,O,X,X,X,X,X
LTOSIJZ,O,X,O,X,X,X,X,O,X,X,X,O,O
LTOSIZJ,X,O,O,X,X,X,X,O,X,O,X,O,O
LTOSJIZ,O,X,O,X,X,X,X,O,X,X,X,O,O
LTOSJZI,O,O,O,X,X,X,X,O,X,X,X,O,X
LTOSZIJ,X,O,O,X,X,X,X,O,X,X,X,O,X
LTOSZJI,X,O,O,X,X,X,X,O,X,X,X,O,X
LTOZIJS,X,X,X,X,X,X,X,O,X,O,X,X,X
LTOZISJ,X,X,O,X,X,X,O,O,X,O,X,X,X
LTOZJIS,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOZJSI,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOZSIJ,X,X,O,X,X,X,O,O,X,X,X,O,X
LTOZSJI,X,X,O,X,X,X,O,O,X,X,X,O,X
LITJSZO,O,X,X,X,X,O,X,X,X,X,X,X,O
LITJSOZ,O,X,X,X,X,O,X,X,X,X,X,X,O
LITJZSO,O,X,X,X,X,X,X,X,X,X,X,X,O
LITJZOS,O,X,X,X,X,X,X,O,X,O,X,X,X
LITJOSZ,O,X,X,X,X,X,X,O,X,X,X,X,X
LITJOZS,O,X,X,X,X,X,X,O,X,O,X,X,X
LITSJZO,O,X,X,X,X,O,X,X,X,X,X,X,O
LITSJOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
LITSZJO,O,X,X,X,X,O,X,X,X,X,X,X,O
LITSZOJ,X,X,X,X,X,X,X,X,X,O,X,X,O
LITSOJZ,O,X,O,X,X,O,X,X,X,X,X,O,O
LITSOZJ,X,X,O,X,X,X,X,X,X,O,X,O,O
LITZJSO,O,X,X,X,X,X,X,X,X,X,X,X,O
LITZJOS,O,X,X,X,X,X,X,O,X,O,X,X,X
LITZSJO,O,X,X,X,X,X,X,X,X,X,X,X,O
LITZSOJ,X,X,X,X,X,X,X,X,X,O,X,X,O
LITZOJS,X,X,X,X,X,X,X,O,X,O,X,X,X
LITZOSJ,X,X,X,X,X,X,O,O,X,O,X,X,O
LITOJSZ,O,X,O,X,X,X,X,O,X,X,X,X,X
LITOJZS,O,X,X,X,X,X,X,O,X,O,X,X,X
LITOSJZ,O,X,O,X,X,X,X,O,X,X,X,O,O
LITOSZJ,X,X,O,X,X,X,X,O,X,O,X,O,O
LITOZJS,X,X,X,X,X,X,X,O,X,O,X,X,X
LITOZSJ,X,X,O,X,X,X,O,O,X,O,X,X,O
LIJTSZO,O,X,X,X,O,O,X,X,X,X,X,X,O
LIJTSOZ,O,X,X,X,O,O,X,X,X,X,X,X,O
LIJTZSO,O,X,X,X,O,X,X,X,X,X,X,X,O
LIJTZOS,O,X,X,X,X,X,X,X,X,O,X,X,X
LIJTOSZ,O,X,X,X,O,X,X,X,X,X,X,X,X
LIJTOZS,O,X,X,X,O,X,X,X,X,O,X,X,X
LIJSTZO,O,X,X,X,O,O,X,X,X,X,X,X,O
LIJSTOZ,O,X,X,X,O,O,X,X,X,X,X,X,O
LIJSZTO,O,X,X,X,O,O,X,X,X,X,X,X,O
LIJSZOT,X,X,X,X,O,X,X,X,X,X,O,X,O
LIJSOTZ,X,X,X,X,O,O,X,X,X,X,X,X,O
LIJSOZT,X,X,X,X,X,X,X,X,X,X,O,X,O
LIJZTSO,O,X,X,X,X,X,X,X,X,X,X,X,O
LIJZTOS,O,X,X,X,X,X,X,X,X,O,X,X,X
LIJZSTO,O,X,X,X,X,O,X,X,X,X,X,X,O
LIJZSOT,X,X,X,X,X,X,X,X,X,X,O,X,O
LIJZOTS,O,X,X,X,X,X,X,O,X,O,X,X,X
LIJZOST,X,X,X,X,X,X,X,O,X,X,O,X,X
LIJOTSZ,O,X,X,X,O,X,X,X,X,X,X,X,X
LIJOTZS,O,X,X,X,O,X,X,O,X,O,X,X,X
LIJOSTZ,X,X,X,X,O,O,X,X,X,X,X,X,X
LIJOSZT,X,X,X,X,X,X,X,O,X,X,O,X,X
LIJOZTS,O,X,X,X,O,X,X,O,X,O,X,X,X
LIJOZST,X,X,X,X,X,X,X,O,X,X,O,X,X
LISTJZO,O,X,X,O,X,O,X,X,X,X,X,X,O
LISTJOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
LISTZJO,O,X,X,O,X,O,X,X,X,X,X,X,O
LISTZOJ,X,X,X,O,X,X,X,X,X,O,X,X,O
LISTOJZ,O,X,O,O,X,O,X,X,X,X,X,O,O
LISTOZJ,X,X,O,O,X,X,X,X,X,O,X,O,O
LISJTZO,O,X,X,X,X,O,X,X,X,X,X,X,O
LISJTOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
LISJZTO,O,X,X,O,X,O,X,X,X,X,X,X,O
LISJZOT,X,X,X,O,X,X,X,X,X,X,O,X,O
LISJOTZ,X,X,O,X,X,O,X,X,X,X,X,X,O
LISJOZT,X,O,X,X,X,X,X,X,X,X,O,X,O
LISZTJO,X,X,X,O,X,O,X,X,X,X,X,X,O
LISZTOJ,X,X,X,X,X,X,X,X,X,O,X,X,O
LISZJTO,X,X,X,O,X,O,X,X,X,X,X,X,O
LISZJOT,X,X,X,O,X,X,X,X,X,X,O,X,O
LISZOTJ,X,X,X,X,X,X,X,X,X,O,X,X,O
LISZOJT,X,X,X,O,X,X,X,X,X,X,X,X,O
LISOTJZ,X,X,O,X,X,O,X,X,X,X,X,O,O
LISOTZJ,X,O,O,X,X,X,X,X,X,O,X,O,O
LISOJTZ,X,X,O,X,X,O,X,X,X,X,X,O,O
LISOJZT,X,O,X,X,X,X,X,X,X,X,X,X,O
LISOZTJ,X,O,X,X,X,X,X,X,X,O,X,O,O
LISOZJT,X,O,X,O,X,X,X,X,X,X,X,X,O
LIZTJSO,O,X,X,X,X,X,X,X,X,X,X,X,O
LIZTJOS,O,X,X,X,X,X,X,X,X,O,X,X,X
LIZTSJO,O,X,X,X,X,X,X,X,X,X,X,X,O
LIZTSOJ,X,X,X,X,X,X,X,X,X,O,X,X,O
LIZTOJS,X,X,X,X,X,X,X,X,X,O,X,X,X
LIZTOSJ,X,X,X,X,X,X,O,X,X,O,X,X,O
LIZJTSO,O,X,X,X,X,X,X,X,X,X,X,X,O
LIZJTOS,O,X,X,X,X,X,X,X,X,O,X,X,X
LIZJSTO,O,X,X,X,X,O,X,X,X,X,X,X,O
LIZJSOT,X,X,X,X,X,X,X,X,X,X,O,X,O
LIZJOTS,O,X,X,X,X,X,X,O,X,O,X,X,X
LIZJOST,X,X,X,X,X,X,X,O,X,X,O,X,X
LIZSTJO,X,X,X,O,X,O,X,X,X,X,X,X,O
LIZSTOJ,X,X,X,X,X,X,X,X,X,O,X,X,O
LIZSJTO,X,X,X,O,X,O,X,X,X,X,X,X,O
LIZSJOT,X,X,X,O,X,X,X,X,X,X,O,X,O
LIZSOTJ,X,X,X,X,X,X,X,X,X,O,X,X,O
LIZSOJT,X,X,X,O,X,X,X,X,X,X,X,X,O
LIZOTJS,X,X,X,X,X,X,X,O,X,O,X,X,X
LIZOTSJ,X,X,X,X,X,X,O,X,X,O,X,X,O
LIZOJTS,X,X,X,X,X,X,X,O,X,O,X,X,X
LIZOJST,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZOSTJ,X,X,X,X,X,X,O,X,X,O,X,X,O
LIZOSJT,X,X,X,X,X,X,O,O,X,X,X,X,O
LIOTJSZ,O,X,O,X,O,X,X,O,X,X,X,X,X
LIOTJZS,O,X,X,X,O,X,X,O,X,O,X,X,X
LIOTSJZ,O,X,O,X,X,X,X,O,X,X,X,O,O
LIOTSZJ,X,O,O,X,X,X,X,O,X,O,X,O,O
LIOTZJS,X,X,X,X,X,X,X,O,X,O,X,X,X
LIOTZSJ,X,X,O,X,X,X,O,O,X,O,X,X,O
LIOJTSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LIOJTZS,O,X,X,X,O,X,X,O,X,O,X,X,X
LIOJSTZ,X,X,X,X,O,O,X,X,X,X,X,O,X
LIOJSZT,X,O,X,X,X,X,X,O,X,X,X,X,X
LIOJZTS,O,X,X,X,O,X,X,O,X,O,X,X,X
LIOJZST,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOSTJZ,X,X,O,X,X,O,X,O,X,X,X,O,O
LIOSTZJ,X,O,O,X,X,X,X,O,X,O,X,O,O
LIOSJTZ,X,X,O,X,O,O,X,X,X,X,X,O,O
LIOSJZT,X,O,X,X,X,X,X,O,X,X,X,X,O
LIOSZTJ,X,O,X,X,X,X,X,X,X,O,X,O,O
LIOSZJT,X,O,X,X,X,X,X,O,X,X,X,X,O
LIOZTJS,X,X,X,X,X,X,X,O,X,O,X,X,X
LIOZTSJ,X,X,X,X,X,X,O,O,X,O,X,X,O
LIOZJTS,X,X,X,X,O,X,X,O,X,O,X,X,X
LIOZJST,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOZSTJ,X,O,X,X,X,X,O,X,X,O,X,O,O
LIOZSJT,X,O,X,X,X,X,O,O,X,X,X,X,O
LJTISZO,O,X,X,X,O,O,X,X,X,X,X,X,O
LJTISOZ,O,X,X,X,O,O,X,X,X,X,X,X,O
LJTIZSO,O,X,X,X,O,X,X,X,X,X,X,X,O
LJTIZOS,O,X,X,X,X,X,X,O,O,O,X,X,X
LJTIOSZ,O,X,X,X,O,X,X,O,O,X,X,X,X
LJTIOZS,O,X,X,X,O,X,X,O,O,O,X,X,X
LJTSIZO,O,X,X,X,O,O,X,X,X,X,X,X,O
LJTSIOZ,O,X,X,X,O,O,X,X,X,X,X,X,O
LJTSZIO,O,X,X,X,O,O,X,X,X,X,X,X,O
LJTSZOI,O,X,X,X,O,O,X,O,O,X,O,X,X
LJTSOIZ,O,X,X,X,O,O,X,O,O,X,X,O,O
LJTSOZI,O,X,X,X,O,O,X,O,O,X,O,O,X
LJTZISO,O,X,X,X,O,X,X,X,X,X,X,X,X
LJTZIOS,O,X,X,X,X,X,X,O,O,X,X,X,X
LJTZSIO,O,X,X,X,O,X,X,X,X,X,X,X,X
LJTZSOI,O,X,X,X,O,X,X,O,O,X,O,X,X
LJTZOIS,O,X,X,X,O,X,X,O,O,X,X,X,X
LJTZOSI,O,X,X,X,O,X,X,O,O,X,O,X,X
LJTOISZ,O,X,X,X,O,X,X,O,O,X,X,X,X
LJTOIZS,O,X,X,X,O,X,X,O,O,O,X,X,X
LJTOSIZ,O,X,X,X,O,X,X,O,O,X,X,O,X
LJTOSZI,O,X,X,X,O,X,X,O,O,X,O,O,X
LJTOZIS,O,X,X,X,O,X,X,O,O,X,X,X,X
LJTOZSI,O,X,X,X,O,X,X,O,O,X,O,X,X
LJITSZO,O,X,X,X,O,O,X,X,X,X,X,X,O
LJITSOZ,O,X,X,X,O,O,X,X,X,X,X,X,O
LJITZSO,O,X,X,X,O,X,X,X,X,X,X,X,O
LJITZOS,O,X,X,X,X,X,X,X,O,O,X,X,X
LJITOSZ,O,X,X,X,O,X,X,X,O,X,X,X,X
LJITOZS,O,X,X,X,O,X,X,X,O,O,X,X,X
LJISTZO,O,X,X,X,O,O,X,X,X,X,X,X,O
LJISTOZ,O,X,X,X,O,O,X,X,X,X,X,X,O
LJISZTO,O,X,X,X,O,O,X,X,X,X,X,X,O
LJISZOT,X,X,X,X,O,X,X,X,X,X,O,X,O
LJISOTZ,X,X,X,X,O,O,X,X,X,X,X,X,O
LJISOZT,X,X,X,X,X,X,X,X,X,X,O,X,O
LJIZTSO,O,X,X,X,X,X,X,X,X,X,X,X,O
LJIZTOS,O,X,X,X,X,X,X,X,X,O,X,X,X
LJIZSTO,O,X,X,X,X,O,X,X,X,X,X,X,O
LJIZSOT,X,X,X,X,X,X,X,X,X,X,O,X,O
LJIZOTS,O,X,X,X,X,X,X,O,X,O,X,X,X
LJIZOST,X,X,X,X,X,X,X,O,X,X,O,X,X
LJIOTSZ,O,X,X,X,O,X,X,X,O,X,X,X,X
LJIOTZS,O,X,X,X,O,X,X,O,O,O,X,X,X
LJIOSTZ,X,X,X,X,O,O,X,X,O,X,X,X,X
LJIOSZT,X,X,X,X,X,X,X,O,X,X,O,X,X
LJIOZTS,O,X,X,X,O,X,X,O,O,O,X,X,X
LJIOZST,X,X,X,X,X,X,X,O,X,X,O,X,X
LJSTIZO,O,X,X,X,O,O,X,X,X,X,X,X,O
LJSTIOZ,O,X,X,X,O,O,X,X,X,X,X,X,O
LJSTZIO,O,X,X,X,O,O,X,X,X,X,X,X,O
LJSTZOI,O,X,X,X,O,O,X,X,O,X,O,X,X
LJSTOIZ,O,X,X,X,O,O,X,X,O,X,X,O,O
LJSTOZI,O,O,X,X,O,O,X,X,O,X,O,O,X
LJSITZO,O,X,X,X,O,O,X,X,X,X,X,X,O
LJSITOZ,O,X,X,X,O,O,X,X,X,X,X,X,O
LJSIZTO,O,X,X,X,O,O,X,X,X,X,X,X,O
LJSIZOT,X,X,X,X,O,X,X,X,X,X,O,X,O
LJSIOTZ,X,X,X,X,O,O,X,X,X,X,X,X,O
LJSIOZT,X,O,X,X,X,X,X,X,X,X,O,X,O
LJSZTIO,O,X,X,X,O,O,X,X,X,X,X,X,O
LJSZTOI,O,X,X,X,O,O,X,X,X,X,O,X,X
LJSZITO,O,X,X,X,O,O,X,X,X,X,X,X,O
LJSZIOT,X,X,X,X,O,X,X,X,X,X,O,X,O
LJSZOTI,X,O,X,X,O,X,X,O,X,X,O,X,X
LJSZOIT,X,O,X,X,O,X,X,O,X,X,O,X,X
LJSOTIZ,X,X,X,X,O,O,X,X,O,X,X,O,O
LJSOTZI,X,O,X,X,O,O,X,X,O,X,O,O,X
LJSOITZ,X,X,X,X,O,O,X,X,O,X,X,O,O
LJSOIZT,X,O,X,X,X,X,X,O,X,X,O,X,O
LJSOZTI,X,O,X,X,O,X,X,O,X,X,O,X,X
LJSOZIT,X,O,X,X,O,X,X,O,X,X,O,X,X
LJZTISO,O,X,X,X,O,X,X,X,X,X,X,X,X
LJZTIOS,O,X,X,X,X,X,X,X,O,X,X,X,X
LJZTSIO,O,X,X,X,O,X,X,X,X,X,X,X,X
LJZTSOI,O,X,X,X,O,X,X,X,O,X,O,X,X
LJZTOIS,O,X,X,X,O,X,X,O,O,X,X,X,X
LJZTOSI,O,X,X,X,O,X,X,O,O,X,O,X,X
LJZITSO,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZITOS,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZISTO,O,X,X,X,X,O,X,X,X,X,X,X,X
LJZISOT,X,X,X,X,X,X,X,X,X,X,O,X,X
LJZIOTS,O,X,X,X,X,X,X,O,X,X,X,X,X
LJZIOST,X,X,X,X,X,X,X,O,X,X,O,X,X
LJZSTIO,O,X,X,X,O,O,X,X,X,X,X,X,X
LJZSTOI,O,X,X,X,O,O,X,X,X,X,O,X,X
LJZSITO,O,X,X,X,O,O,X,X,X,X,X,X,X
LJZSIOT,X,X,X,X,O,X,X,X,X,X,O,X,X
LJZSOTI,X,X,X,X,O,X,X,O,X,X,O,X,X
LJZSOIT,X,X,X,X,O,X,X,O,X,X,O,X,X
LJZOTIS,O,X,X,X,O,X,X,O,O,X,X,X,X
LJZOTSI,O,X,X,X,O,X,X,O,O,X,O,X,X
LJZOITS,O,X,X,X,O,X,X,O,O,X,X,X,X
LJZOIST,X,X,X,X,X,X,X,O,X,X,O,X,X
LJZOSTI,X,X,X,X,O,X,X,O,X,X,O,X,X
LJZOSIT,X,X,X,X,X,X,X,O,X,X,O,X,X
LJOTISZ,O,X,X,X,O,X,X,O,O,X,X,X,X
LJOTIZS,O,X,X,X,O,X,X,O,O,O,X,X,X
LJOTSIZ,O,X,X,X,O,X,X,O,O,X,X,O,X
LJOTSZI,O,X,X,X,O,X,X,O,O,X,O,O,X
LJOTZIS,O,X,X,X,O,X,X,O,O,X,X,X,X
LJOTZSI,O,X,X,X,O,X,X,O,O,X,O,X,X
LJOITSZ,O,X,X,X,O,X,X,O,O,X,X,X,X
LJOITZS,O,X,X,X,O,X,X,O,O,O,X,X,X
LJOISTZ,X,X,X,X,O,O,X,X,O,X,X,O,X
LJOISZT,X,O,X,X,X,X,X,O,X,X,O,X,X
LJOIZTS,O,X,X,X,O,X,X,O,O,O,X,X,X
LJOIZST,X,X,X,X,X,X,X,O,X,X,O,X,X
LJOSTIZ,X,X,X,X,O,O,X,X,O,X,X,O,X
LJOSTZI,X,O,X,X,O,O,X,X,O,X,O,O,X
LJOSITZ,X,X,X,X,O,O,X,X,O,X,X,O,X
LJOSIZT,X,O,X,X,X,X,X,O,X,X,O,X,X
LJOSZTI,X,O,X,X,O,X,X,O,X,X,O,X,X
LJOSZIT,X,O,X,X,O,X,X,O,X,X,O,X,X
LJOZTIS,O,X,X,X,O,X,X,O,O,X,X,X,X
LJOZTSI,O,X,X,X,O,X,X,O,O,X,O,X,X
LJOZITS,O,X,X,X,O,X,X,O,O,X,X,X,X
LJOZIST,X,X,X,X,X,X,X,O,X,X,O,X,X
LJOZSTI,X,X,X,X,O,X,X,O,X,X,O,X,X
LJOZSIT,X,X,X,X,X,X,X,O,X,X,O,X,X
LSTIJZO,O,X,X,O,X,O,X,X,X,X,X,X,O
LSTIJOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
LSTIZJO,O,X,X,O,X,O,X,X,X,X,X,X,O
LSTIZOJ,X,X,X,O,X,X,X,X,X,O,X,X,O
LSTIOJZ,O,X,O,O,X,O,X,X,X,X,X,O,O
LSTIOZJ,X,X,O,O,X,X,X,X,X,O,X,O,O
LSTJIZO,O,X,X,O,X,O,X,X,X,X,X,X,O
LSTJIOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
LSTJZIO,O,X,X,O,X,O,X,X,X,X,X,X,O
LSTJZOI,O,X,X,O,X,O,X,O,X,X,O,X,X
LSTJOIZ,O,X,O,X,X,O,X,O,X,X,X,O,O
LSTJOZI,O,O,O,X,X,O,X,O,X,X,O,O,X
LSTZIJO,O,X,X,O,X,O,X,X,X,X,X,X,O
LSTZIOJ,X,X,X,O,X,X,X,X,X,X,X,X,O
LSTZJIO,O,X,X,O,X,O,X,X,X,X,X,X,O
LSTZJOI,O,X,X,O,X,O,X,O,X,X,O,X,X
LSTZOIJ,X,X,X,O,X,X,X,O,X,X,X,O,X
LSTZOJI,X,X,X,O,X,X,X,O,X,X,X,O,X
LSTOIJZ,O,X,O,O,X,O,X,O,X,X,X,O,O
LSTOIZJ,X,O,O,O,X,X,X,O,X,O,X,O,O
LSTOJIZ,O,X,O,O,X,O,X,O,X,X,X,O,O
LSTOJZI,O,O,O,O,X,O,X,O,X,X,X,O,X
LSTOZIJ,X,O,O,O,X,X,X,O,X,X,X,O,X
LSTOZJI,X,O,O,O,X,X,X,O,X,X,X,O,X
LSITJZO,O,X,X,O,X,O,X,X,X,X,X,X,O
LSITJOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
LSITZJO,O,X,X,O,X,O,X,X,X,X,X,X,O
LSITZOJ,X,X,X,O,X,X,X,X,X,O,X,X,O
LSITOJZ,O,X,O,O,X,O,X,X,X,X,X,O,O
LSITOZJ,X,X,O,O,X,X,X,X,X,O,X,O,O
LSIJTZO,O,X,X,X,X,O,X,X,X,X,X,X,O
LSIJTOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
LSIJZTO,O,X,X,O,X,O,X,X,X,X,X,X,O
LSIJZOT,X,X,X,O,X,X,X,X,X,X,O,X,O
LSIJOTZ,X,X,O,X,X,O,X,X,X,X,X,X,O
LSIJOZT,X,O,X,X,X,X,X,X,X,X,O,X,O
LSIZTJO,X,X,X,O,X,O,X,X,X,X,X,X,O
LSIZTOJ,X,X,X,X,X,X,X,X,X,O,X,X,O
LSIZJTO,X,X,X,O,X,O,X,X,X,X,X,X,O
LSIZJOT,X,X,X,O,X,X,X,X,X,X,O,X,O
LSIZOTJ,X,X,X,X,X,X,X,X,X,O,X,X,O
LSIZOJT,X,X,X,O,X,X,X,X,X,X,X,X,O
LSIOTJZ,X,X,O,X,X,O,X,X,X,X,X,O,O
LSIOTZJ,X,O,O,X,X,X,X,X,X,O,X,O,O
LSIOJTZ,X,X,O,X,X,O,X,X,X,X,X,O,O
LSIOJZT,X,O,X,X,X,X,X,X,X,X,X,X,O
LSIOZTJ,X,O,X,X,X,X,X,X,X,O,X,O,O
LSIOZJT,X,O,X,O,X,X,X,X,X,X,X,X,O
LSJTIZO,O,X,X,X,O,O,X,X,X,X,X,X,O
LSJTIOZ,O,X,O,X,O,O,X,X,X,X,X,X,O
LSJTZIO,O,X,X,X,O,O,X,X,X,X,X,X,O
LSJTZOI,O,X,X,X,O,O,X,X,X,X,O,X,X
LSJTOIZ,O,X,O,X,O,O,X,X,X,X,X,O,O
LSJTOZI,O,O,O,X,O,O,X,X,X,X,O,O,X
LSJITZO,O,X,X,X,O,O,X,X,X,X,X,X,O
LSJITOZ,O,X,O,X,O,O,X,X,X,X,X,X,O
LSJIZTO,O,X,X,O,O,O,X,X,X,X,X,X,O
LSJIZOT,X,X,X,O,O,X,X,X,X,X,O,X,O
LSJIOTZ,X,X,O,X,O,O,X,X,X,X,X,X,O
LSJIOZT,X,O,X,X,X,X,X,X,X,X,O,X,O
LSJZTIO,O,X,X,O,O,O,X,X,X,X,X,X,O
LSJZTOI,O,O,X,X,O,O,X,X,X,X,O,X,X
LSJZITO,O,X,X,O,O,O,X,X,X,X,X,X,O
LSJZIOT,X,O,X,O,O,X,X,X,X,X,O,X,O
LSJZOTI,X,O,X,X,O,X,X,O,X,X,O,X,X
LSJZOIT,X,O,X,O,O,X,X,O,X,X,O,X,X
LSJOTIZ,X,X,O,X,O,O,X,X,X,X,X,O,O
LSJOTZI,X,O,O,X,O,O,X,X,X,X,O,O,X
LSJOITZ,X,X,O,X,O,O,X,X,X,X,X,O,O
LSJOIZT,X,O,X,X,X,X,X,O,X,X,O,X,O
LSJOZTI,X,O,O,X,O,X,X,O,X,X,O,X,X
LSJOZIT,X,O,X,X,O,X,X,O,X,X,O,X,X
LSZTIJO,X,X,X,O,X,O,X,X,X,X,X,X,O
LSZTIOJ,X,X,X,O,X,X,X,X,X,X,X,X,O
LSZTJIO,X,X,X,O,X,O,X,X,X,X,X,X,O
LSZTJOI,X,O,X,O,X,O,X,X,X,X,O,X,X
LSZTOIJ,X,O,X,O,X,X,X,X,X,X,X,O,X
LSZTOJI,X,O,X,O,X,X,X,X,X,X,X,O,X
LSZITJO,X,X,X,O,X,O,X,X,X,X,X,X,O
LSZITOJ,X,X,X,X,X,X,X,X,X,X,X,X,O
LSZIJTO,X,X,X,O,X,O,X,X,X,X,X,X,O
LSZIJOT,X,O,X,O,X,X,X,X,X,X,O,X,O
LSZIOTJ,X,O,X,X,X,X,X,X,X,X,X,X,O
LSZIOJT,X,O,X,O,X,X,X,X,X,X,X,X,O
LSZJTIO,X,X,X,O,X,O,X,X,X,X,X,X,O
LSZJTOI,X,O,X,O,X,O,X,X,X,X,O,X,X
LSZJITO,X,X,X,O,X,O,X,X,X,X,X,X,O
LSZJIOT,X,O,X,O,X,X,X,X,X,X,O,X,O
LSZJOTI,X,O,X,X,X,X,X,O,X,X,O,X,X
LSZJOIT,X,O,X,O,X,X,X,O,X,X,O,X,X
LSZOTIJ,X,O,X,X,X,X,X,X,X,X,X,O,X
LSZOTJI,X,O,X,X,X,X,X,X,X,X,X,O,X
LSZOITJ,X,O,X,X,X,X,X,X,X,X,X,O,X
LSZOIJT,X,O,X,O,X,X,X,O,X,X,X,X,X
LSZOJTI,X,O,X,X,X,X,X,O,X,X,O,X,X
LSZOJIT,X,O,X,O,X,X,X,O,X,X,O,X,X
LSOTIJZ,X,X,O,X,X,O,X,O,X,X,X,O,O
LSOTIZJ,X,O,O,X,X,X,X,O,X,O,X,O,O
LSOTJIZ,X,X,O,X,X,O,X,O,X,X,X,O,O
LSOTJZI,X,O,O,X,X,O,X,O,X,X,X,O,X
LSOTZIJ,X,O,O,X,X,X,X,O,X,X,X,O,X
LSOTZJI,X,O,O,X,X,X,X,O,X,X,X,O,X
LSOITJZ,X,X,O,X,X,O,X,O,X,X,X,O,O
LSOITZJ,X,O,O,X,X,X,X,O,X,O,X,O,O
LSOIJTZ,X,X,O,X,O,O,X,X,X,X,X,O,O
LSOIJZT,X,O,X,X,X,X,X,O,X,X,X,X,O
LSOIZTJ,X,O,X,X,X,X,X,X,X,O,X,O,O
LSOIZJT,X,O,X,O,X,X,X,O,X,X,X,X,O
LSOJTIZ,X,X,O,X,O,O,X,X,X,X,X,O,O
LSOJTZI,X,O,O,X,O,O,X,X,X,X,O,O,X
LSOJITZ,X,X,O,X,O,O,X,X,X,X,X,O,O
LSOJIZT,X,O,X,X,X,X,X,O,X,X,O,X,O
LSOJZTI,X,O,O,X,O,X,X,O,X,X,O,X,X
LSOJZIT,X,O,X,X,X,X,X,O,X,X,O,X,X
LSOZTIJ,X,O,O,X,X,X,X,X,X,X,X,O,X
LSOZTJI,X,O,O,X,X,X,X,X,X,X,X,O,X
LSOZITJ,X,O,X,X,X,X,X,X,X,X,X,O,X
LSOZIJT,X,O,X,O,X,X,X,O,X,X,X,X,X
LSOZJTI,X,O,O,X,X,X,X,O,X,X,O,X,X
LSOZJIT,X,O,X,O,X,X,X,O,X,X,O,X,X
LZTIJSO,O,X,X,X,X,X,X,X,X,X,X,X,O
LZTIJOS,O,X,X,X,X,X,X,O,X,O,X,X,X
