sequence,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFqfBTbB?ehB3dBUiBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8Jei6IvhFRdBckB?mgBTiB3gBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFqfBTbB?ehBUdB3iBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFSgBehB?3dBzfBUiBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeO/IvhFVgBahB?RdBTiB3kBcqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFufBahB?3dBTgBUiBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFSgBehB?UdBzfB3iBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8Je2/IvhFRbB3dB?zgBUiBikBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8Je2/IvhFRbBUdB?zgB3iBikBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeO/IvhFRdB8lB?TiB3kBFlBiqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeaBJvhFRdBOkB?XgBTiBcqBlpB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFzbB3dB?ukBUiBllBaqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeO/IvhFlbBRdB?8lBTiB3kBaqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFlbBaiB?uiB8lBzkBfqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeK/IvhFfgBlbB?RdB8lBTiBmpB
TJZLSOI,O,O,O,X,X,X,X,X,O,X,O,X,X,X,O
TJZLOIS,O,O,O,X,X,X,O,X,O,X,O,X,X,O,O
TJZLOSI,O,O,O,X,X,X,X,X,O,X,O,X,X,X,O
TJZSILO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TJZSIOL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TJZSLIO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TJZSLOI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TJZSOIL,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X
TJZSOLI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TJZOILS,X,O,O,X,X,O,O,X,X,X,O,X,X,O,O
TJZOISL,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X
TJZOLIS,O,O,O,X,X,O,O,X,O,X,O,X,X,O,O
TJZOLSI,O,O,O,X,X,O,X,X,O,X,O,X,X,X,O
TJZOSIL,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X
TJZOSLI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TJOILSZ,O,X,O,O,X,O,X,X,X,X,X,O,X,X,O
TJOILZS,O,O,O,X,X,O,O,X,X,X,O,X,X,O,O
TJOISLZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
TJOISZL,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
TJOIZLS,X,O,O,X,X,O,O,X,X,X,O,X,X,O,O
TJOIZSL,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X
TJOLISZ,O,X,O,O,X,O,X,O,O,X,X,O,X,X,O
TJOLIZS,O,O,O,X,X,O,O,O,O,X,O,X,X,O,O
TJOLSIZ,O,X,O,O,X,O,X,O,O,X,X,O,X,X,O
TJOLSZI,O,X,O,X,X,O,X,O,O,X,X,X,X,X,O
TJOLZIS,O,O,O,X,X,O,O,O,O,X,O,X,X,O,O
TJOLZSI,O,O,O,X,X,O,X,O,O,X,O,X,X,X,O
TJOSILZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
TJOSIZL,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
TJOSLIZ,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X
TJOSLZI,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TJOSZIL,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
TJOSZLI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TJOZILS,X,O,O,X,X,O,O,X,X,X,O,X,X,O,O
TJOZISL,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X
TJOZLIS,O,O,O,X,X,O,O,X,O,X,O,X,X,O,O
TJOZLSI,O,O,O,X,X,O,X,X,O,X,O,X,X,X,O
TJOZSIL,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X
TJOZSLI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TSILJZO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSILJOZ,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X
TSILZJO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSILZOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TSILOJZ,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X
TSILOZJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TSIJLZO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TSIJLOZ,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X
TSIJZLO,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X
TSIJZOL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
TSIJOLZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
TSIJOZL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TSIZLJO,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TSIZLOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSIZJLO,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X
TSIZJOL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
TSIZOLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSIZOJL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
TSIOLJZ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X
TSIOLZJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TSIOJLZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
TSIOJZL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TSIOZLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSIOZJL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TSLIJZO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLIJOZ,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X
TSLIZJO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSLIZOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TSLIOJZ,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X
TSLIOZJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TSLJIZO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLJIOZ,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X
TSLJZIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLJZOI,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TSLJOIZ,O,X,O,O,X,O,X,O,O,X,X,O,X,X,X
TSLJOZI,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X
TSLZIJO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSLZIOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TSLZJIO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSLZJOI,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X
TSLZOIJ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TSLZOJI,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TSLOIJZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X
TSLOIZJ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TSLOJIZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X
TSLOJZI,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X
TSLOZIJ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TSLOZJI,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TSJILZO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TSJILOZ,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X
TSJIZLO,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X
TSJIZOL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
TSJIOLZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
TSJIOZL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TSJLIZO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TSJLIOZ,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X
TSJLZIO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TSJLZOI,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSJLOIZ,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X
TSJLOZI,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSJZILO,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X
TSJZIOL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
TSJZLIO,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X
TSJZLOI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
TSJZOIL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
TSJZOLI,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X
TSJOILZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
TSJOIZL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
TSJOLIZ,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X
TSJOLZI,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSJOZIL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
TSJOZLI,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X
TSZILJO,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TSZILOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSZIJLO,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X
TSZIJOL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
TSZIOLJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TSZIOJL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
TSZLIJO,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TSZLIOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSZLJIO,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TSZLJOI,O,O,O,X,X,X,X,O,O,X,X,X,O,X,X
TSZLOIJ,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X
TSZLOJI,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X
TSZJILO,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X
TSZJIOL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
TSZJLIO,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X
TSZJLOI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
TSZJOIL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
TSZJOLI,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X
TSZOILJ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
TSZOIJL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
TSZOLIJ,X,O,X,X,X,O,X,O,O,X,X,X,O,X,X
TSZOLJI,X,O,X,X,X,O,X,O,O,X,X,X,O,X,X
TSZOJIL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
TSZOJLI,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X
TSOILJZ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X
TSOILZJ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
TSOIJLZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
TSOIJZL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
TSOIZLJ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
TSOIZJL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
TSOLIJZ,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X
TSOLIZJ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TSOLJIZ,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X
TSOLJZI,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
TSOLZIJ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TSOLZJI,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TSOJILZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
TSOJIZL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
TSOJLIZ,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X
TSOJLZI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TSOJZIL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
TSOJZLI,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X
TSOZILJ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
TSOZIJL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
TSOZLIJ,X,O,X,X,X,O,X,O,O,X,X,X,O,X,X
TSOZLJI,X,O,X,X,X,O,X,O,O,X,X,X,O,X,X
TSOZJIL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
TSOZJLI,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X
TZILJSO,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
TZILJOS,O,O,O,X,O,X,O,X,O,X,X,X,X,O,X
TZILSJO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
TZILSOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TZILOJS,O,O,O,X,O,O,X,X,O,X,X,X,X,O,X
TZILOSJ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
TZIJLSO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,O
TZIJLOS,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X
TZIJSLO,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
TZIJSOL,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
TZIJOLS,X,O,O,X,O,O,O,X,X,X,X,X,X,O,X
TZIJOSL,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X
TZISLJO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
TZISLOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TZISJLO,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
TZISJOL,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
TZISOLJ,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X
TZISOJL,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
TZIOLJS,X,O,O,X,O,O,X,X,O,X,X,X,X,O,X
TZIOLSJ,X,O,X,X,O,O,X,X,O,X,X,X,O,X,X
TZIOJLS,X,O,O,X,O,O,O,X,X,X,X,X,X,O,X
TZIOJSL,X,O,X,X,O,O,X,X,X,X,X,O,O,X,X
TZIOSLJ,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X
TZIOSJL,X,O,X,X,O,O,X,X,X,X,X,O,O,X,X
TZLIJSO,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
TZLIJOS,O,O,O,X,O,X,O,X,O,X,X,X,X,O,X
TZLISJO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
TZLISOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TZLIOJS,O,O,O,X,O,O,X,X,O,X,X,X,X,O,X
TZLIOSJ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
TZLJISO,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
TZLJIOS,O,O,O,X,O,X,O,X,O,X,X,X,X,O,X
TZLJSIO,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
TZLJSOI,O,O,O,X,O,X,X,O,O,X,O,X,X,X,X
TZLJOIS,O,O,O,X,O,X,O,O,O,X,O,X,X,O,X
TZLJOSI,O,O,O,X,O,X,X,O,O,X,O,X,X,X,X
TZLSIJO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
TZLSIOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TZLSJIO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
TZLSJOI,O,O,O,X,O,X,X,O,O,X,O,X,O,X,X
TZLSOIJ,O,O,X,X,O,O,X,O,O,X,O,X,O,X,X
TZLSOJI,O,O,X,X,O,O,X,O,O,X,O,X,O,X,X
TZLOIJS,O,O,O,X,O,O,X,O,O,X,O,X,X,O,X
TZLOISJ,O,O,X,X,O,O,X,O,O,X,O,X,O,X,X
TZLOJIS,O,O,O,X,O,O,X,O,O,X,O,X,X,O,X
TZLOJSI,O,O,O,X,O,O,X,O,O,X,O,X,X,X,X
TZLOSIJ,O,O,X,X,O,O,X,O,O,X,O,X,O,X,X
TZLOSJI,O,O,X,X,O,O,X,O,O,X,O,X,O,X,X
TZJILSO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,O
TZJILOS,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X
TZJISLO,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
TZJISOL,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
TZJIOLS,X,O,O,X,O,O,O,X,X,X,X,X,X,O,X
TZJIOSL,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X
TZJLISO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,O
TZJLIOS,O,O,O,X,O,X,O,X,O,X,X,X,X,O,X
TZJLSIO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,O
TZJLSOI,O,O,O,X,O,X,X,X,O,X,O,X,X,X,O
TZJLOIS,O,O,O,X,O,X,O,X,O,X,O,X,X,O,O
TZJLOSI,O,O,O,X,O,X,X,X,O,X,O,X,X,X,O
TZJSILO,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
TZJSIOL,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
TZJSLIO,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
TZJSLOI,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X
TZJSOIL,X,O,X,X,O,O,X,X,X,X,O,O,O,X,X
TZJSOLI,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X
TZJOILS,X,O,O,X,O,O,O,X,X,X,O,X,X,O,O
TZJOISL,X,O,X,X,O,O,X,X,X,X,O,O,O,X,X
TZJOLIS,O,O,O,X,O,O,O,X,O,X,O,X,X,O,O
TZJOLSI,O,O,O,X,O,O,X,X,O,X,O,X,X,X,O
TZJOSIL,X,O,X,X,O,O,X,X,X,X,O,O,O,X,X
TZJOSLI,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X
TZSILJO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
TZSILOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TZSIJLO,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
TZSIJOL,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
TZSIOLJ,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X
TZSIOJL,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
TZSLIJO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
TZSLIOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TZSLJIO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
TZSLJOI,O,O,O,X,O,X,X,O,O,X,O,X,O,X,X
TZSLOIJ,O,O,X,X,O,O,X,O,O,X,O,X,O,X,X
TZSLOJI,O,O,X,X,O,O,X,O,O,X,O,X,O,X,X
TZSJILO,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
TZSJIOL,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
TZSJLIO,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
TZSJLOI,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X
TZSJOIL,X,O,X,X,O,O,X,X,X,O,O,O,O,X,X
TZSJOLI,O,O,O,X,O,O,X,X,X,O,O,X,O,X,X
TZSOILJ,X,O,X,X,O,O,X,X,X,X,O,X,O,X,X
TZSOIJL,X,O,X,X,O,O,X,X,X,O,O,O,O,X,X
TZSOLIJ,X,O,X,X,O,O,X,O,O,X,O,X,O,X,X
TZSOLJI,X,O,X,X,O,O,X,O,O,X,O,X,O,X,X
TZSOJIL,X,O,X,X,O,O,X,X,X,O,O,O,O,X,X
TZSOJLI,X,O,X,X,O,O,X,X,X,O,O,X,O,X,X
TZOILJS,X,O,O,X,O,O,X,X,O,X,O,X,X,O,X
TZOILSJ,X,O,X,X,O,O,X,X,O,X,O,X,O,X,X
TZOIJLS,X,O,O,X,O,O,O,X,X,X,O,X,X,O,O
TZOIJSL,X,O,X,X,O,O,X,X,X,X,O,O,O,X,X
TZOISLJ,X,O,X,X,O,O,X,X,X,X,O,X,O,X,X
TZOISJL,X,O,X,X,O,O,X,X,X,O,O,O,O,X,X
TZOLIJS,X,O,O,X,O,O,X,O,O,X,O,X,X,O,X
TZOLISJ,X,O,X,X,O,O,X,O,O,X,O,X,O,X,X
TZOLJIS,X,O,O,X,O,O,X,O,O,X,O,X,X,O,X
TZOLJSI,X,O,O,X,O,O,X,O,O,X,O,X,X,X,X
TZOLSIJ,X,O,X,X,O,O,X,O,O,X,O,X,O,X,X
TZOLSJI,X,O,X,X,O,O,X,O,O,X,O,X,O,X,X
TZOJILS,X,O,O,X,O,O,O,X,X,X,O,X,X,O,O
TZOJISL,X,O,X,X,O,O,X,X,X,X,O,O,O,X,X
TZOJLIS,X,O,O,X,O,O,O,X,O,X,O,X,X,O,O
TZOJLSI,X,O,O,X,O,O,X,X,O,X,O,X,X,X,O
TZOJSIL,X,O,X,X,O,O,X,X,X,X,O,O,O,X,X
TZOJSLI,X,O,O,X,O,O,X,X,X,X,O,X,O,X,X
TZOSILJ,X,O,X,X,O,O,X,X,X,X,O,X,O,X,X
TZOSIJL,X,O,X,X,O,O,X,X,X,O,O,O,O,X,X
TZOSLIJ,X,O,X,X,O,O,X,O,O,X,O,X,O,X,X
TZOSLJI,X,O,X,X,O,O,X,O,O,X,O,X,O,X,X
TZOSJIL,X,O,X,X,O,O,X,X,X,O,O,O,O,X,X
TZOSJLI,X,O,X,X,O,O,X,X,X,O,O,X,O,X,X
TOILJSZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X
TOILJZS,O,O,O,X,X,O,X,O,O,X,O,X,X,O,X
TOILSJZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X
TOILSZJ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TOILZJS,O,O,O,X,O,O,X,O,O,X,O,X,X,O,X
TOILZSJ,O,O,X,X,O,O,X,O,O,X,O,X,X,X,X
TOIJLSZ,O,X,O,O,X,O,X,X,X,X,X,O,X,X,O
TOIJLZS,O,O,O,X,X,O,O,X,X,X,O,X,X,O,O
TOIJSLZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
TOIJSZL,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
TOIJZLS,X,O,O,X,X,O,O,X,X,X,O,X,X,O,O
TOIJZSL,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X
TOISLJZ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X
TOISLZJ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
TOISJLZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
TOISJZL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
TOISZLJ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
TOISZJL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
TOIZLJS,X,O,O,X,O,O,X,X,O,X,O,X,X,O,X
TOIZLSJ,X,O,X,X,O,O,X,X,O,X,O,X,O,X,X
TOIZJLS,X,O,O,X,O,O,O,X,X,X,O,X,X,O,O
TOIZJSL,X,O,X,X,O,O,X,X,X,X,O,O,O,X,X
TOIZSLJ,X,O,X,X,O,O,X,X,X,X,O,X,O,X,X
TOIZSJL,X,O,X,X,O,O,X,X,X,O,O,O,O,X,X
TOLIJSZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X
TOLIJZS,O,O,O,X,X,O,X,O,O,X,O,X,X,O,X
TOLISJZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X
TOLISZJ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TOLIZJS,O,O,O,X,O,O,X,O,O,X,O,X,X,O,X
TOLIZSJ,O,O,X,X,O,O,X,O,O,X,O,X,X,X,X
TOLJISZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X
TOLJIZS,O,O,O,X,X,O,X,O,O,X,O,X,X,O,X
TOLJSIZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X
TOLJSZI,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X
TOLJZIS,O,O,O,X,X,O,X,O,O,X,O,X,X,O,X
TOLJZSI,O,O,O,X,X,O,X,O,O,X,O,X,X,X,X
TOLSIJZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X
TOLSIZJ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TOLSJIZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X
TOLSJZI,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X
TOLSZIJ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TOLSZJI,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TOLZIJS,O,O,O,X,O,O,X,O,O,X,O,X,X,O,X
TOLZISJ,O,O,X,X,O,O,X,O,O,X,O,X,X,X,X
TOLZJIS,O,O,O,X,O,O,X,O,O,X,O,X,X,O,X
TOLZJSI,O,O,O,X,O,O,X,O,O,X,O,X,X,X,X
TOLZSIJ,O,O,X,X,O,O,X,O,O,X,O,X,X,X,X
TOLZSJI,O,O,X,X,O,O,X,O,O,X,O,X,X,X,X
TOJILSZ,O,X,O,O,X,O,X,X,X,X,X,O,X,X,O
TOJILZS,O,O,O,X,X,O,O,X,X,X,O,X,X,O,O
TOJISLZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
TOJISZL,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
TOJIZLS,X,O,O,X,X,O,O,X,X,X,O,X,X,O,O
TOJIZSL,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X
TOJLISZ,O,X,O,O,X,O,X,O,O,X,X,O,X,X,O
TOJLIZS,O,O,O,X,X,O,O,O,O,X,O,X,X,O,O
TOJLSIZ,O,X,O,O,X,O,X,O,O,X,X,O,X,X,O
TOJLSZI,O,X,O,X,X,O,X,O,O,X,X,X,X,X,O
TOJLZIS,O,O,O,X,X,O,O,O,O,X,O,X,X,O,O
TOJLZSI,O,O,O,X,X,O,X,O,O,X,O,X,X,X,O
TOJSILZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
TOJSIZL,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
TOJSLIZ,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X
TOJSLZI,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TOJSZIL,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
