sequence,v115@7gB8GeE8FeE8DeF8AeA8BeC8JeT6IvhFxbBXdBigBu?qBFnB0rB,v115@7gB8GeE8FeE8DeF8AeA8BeC8JeT6IvhFxbBXdBmgB6?qBFnB0rB,v115@7gB8GeE8FeE8DeF8AeA8BeC8JeT6IvhFOgB0cB5lBK?mBFnBXsB,v115@7gB8GeE8FeE8DeF8AeA8BeC8JeT6IvhFOgBXdB5lBK?mBFnB0rB,v115@7gB8GeE8FeE8DeF8AeA8BeC8JeT6IvhFibBFdB3gB5?mB8qBOsB,v115@7gB8GeE8FeE8DeF8AeA8BeC8Je2/IvhFRbBCdB3gBV?nB8qBzrB,v115@7gB8GeE8FeE8DeF8AeA8BeC8Jex6IvhFXdBmfBzgBF?nBCrB0rB,v115@7gB8GeE8FeE8DeF8AeA8BeC8Jex6IvhF0cBmfBzgBF?nBCrBXsB,v115@7gB8GeE8FeE8DeF8AeA8BeC8Jei6IvhFTcBUgB/rBF?nB5lBOsB,v115@7gB8GeE8FeE8DeF8AeA8BeC8Jei6IvhFFdBRgBWnB3?gB8qBzrB,v115@7gB8GeE8FeE8DeF8AeA8BeC8JeT6IvhFZhB/lBWnB8?rB6qBFsB,v115@7gB8GeE8FeE8DeF8AeA8BeC8Jei6IvhFFdBUgBxmBX?mBzrBuqB
JOIZSLT,O,X,X,X,O,O,X,X,X,O,O,O
JOLTISZ,O,O,O,O,X,O,O,O,X,O,X,X
JOLTIZS,O,O,O,O,O,O,O,O,X,O,X,O
JOLTSIZ,O,O,X,O,X,O,O,O,X,O,X,X
JOLTSZI,O,O,X,X,X,O,O,O,X,O,X,X
JOLTZIS,O,O,O,X,O,O,O,O,X,O,X,O
JOLTZSI,O,O,X,X,O,O,O,O,X,O,X,X
JOLITSZ,O,O,O,O,X,O,O,O,X,O,X,X
JOLITZS,O,O,O,O,O,O,O,O,X,O,X,O
JOLISTZ,O,O,O,O,X,X,O,O,X,O,X,X
JOLISZT,O,O,O,X,X,X,X,O,X,X,O,X
JOLIZTS,O,O,O,O,O,X,O,O,X,O,X,O
JOLIZST,O,O,O,X,O,X,X,O,X,O,X,O
JOLSTIZ,O,O,X,X,X,X,O,O,X,O,X,X
JOLSTZI,O,O,X,X,X,X,O,O,X,O,X,X
JOLSITZ,O,O,X,X,X,X,O,O,X,O,X,X
JOLSIZT,O,O,X,X,X,X,X,O,X,X,O,X
JOLSZTI,O,O,X,X,X,X,X,O,X,O,X,X
JOLSZIT,O,O,X,X,X,X,X,O,X,O,X,X
JOLZTIS,O,O,X,X,O,X,O,O,X,O,X,O
JOLZTSI,O,O,X,X,O,X,O,O,X,O,X,X
JOLZITS,O,O,O,X,O,X,O,O,X,O,X,O
JOLZIST,O,O,O,X,O,X,X,O,X,O,X,O
JOLZSTI,O,O,X,X,O,O,X,O,X,O,X,X
JOLZSIT,O,O,X,X,O,O,X,O,X,O,X,X
JOSTILZ,O,O,X,X,X,O,X,X,X,O,X,X
JOSTIZL,O,X,X,X,O,X,X,X,X,X,O,X
JOSTLIZ,O,O,X,O,X,O,O,X,X,O,X,X
JOSTLZI,O,O,X,X,X,O,O,X,X,O,X,X
JOSTZIL,O,X,X,X,O,O,X,X,X,O,X,X
JOSTZLI,O,X,X,X,O,O,X,X,X,O,X,X
JOSITLZ,O,O,X,X,X,O,X,X,X,O,X,X
JOSITZL,O,X,X,X,O,X,X,X,X,X,O,X
JOSILTZ,O,O,O,O,X,X,X,X,X,O,X,X
JOSILZT,O,O,O,X,X,X,X,X,X,X,O,X
JOSIZTL,O,O,X,X,O,X,X,X,X,X,O,X
JOSIZLT,O,O,X,X,O,X,X,X,X,X,O,X
JOSLTIZ,O,O,X,X,X,X,X,X,X,O,X,X
JOSLTZI,O,X,X,X,X,X,X,X,X,O,X,X
JOSLITZ,O,O,X,X,X,X,X,X,X,O,X,X
JOSLIZT,O,O,X,X,X,X,X,X,X,X,O,X
JOSLZTI,O,X,X,X,X,X,X,X,X,O,X,X
JOSLZIT,O,O,X,X,X,X,X,X,X,O,X,X
JOSZTIL,O,O,X,X,O,O,X,X,X,O,X,X
JOSZTLI,O,O,X,X,O,O,X,X,X,O,X,X
JOSZITL,O,O,X,X,O,O,X,X,X,O,O,X
JOSZILT,O,O,X,X,O,O,X,X,X,O,O,X
JOSZLTI,O,O,X,X,O,O,X,X,X,O,X,X
JOSZLIT,O,O,X,X,O,O,X,X,X,O,X,X
JOZTILS,O,O,X,X,O,O,X,X,X,O,X,O
JOZTISL,O,O,X,X,O,O,X,X,X,O,X,O
JOZTLIS,O,O,X,X,O,O,X,X,X,O,X,O
JOZTLSI,O,O,X,X,O,O,X,X,X,O,X,X
JOZTSIL,O,O,X,X,O,O,X,X,X,O,X,X
JOZTSLI,O,O,X,X,O,O,X,X,X,O,X,X
JOZITLS,O,O,X,X,O,O,X,X,X,O,X,O
JOZITSL,O,O,X,X,O,X,X,X,X,O,X,O
JOZILTS,O,X,O,O,O,X,X,X,X,O,X,O
JOZILST,O,O,O,X,O,X,X,X,X,O,X,O
JOZISTL,O,O,X,X,O,O,X,X,X,O,O,O
JOZISLT,O,O,X,X,O,O,X,X,X,O,O,O
JOZLTIS,O,O,X,X,O,X,X,X,X,O,X,O
JOZLTSI,O,O,X,X,O,X,X,X,X,O,X,X
JOZLITS,O,O,X,X,O,X,X,X,X,O,X,O
JOZLIST,O,O,X,X,O,X,X,X,X,O,X,O
JOZLSTI,O,O,X,X,O,O,X,X,X,O,X,X
JOZLSIT,O,O,X,X,O,O,X,X,X,O,X,X
JOZSTIL,O,O,X,X,O,O,X,X,X,O,X,X
JOZSTLI,O,O,X,X,O,O,X,X,X,O,X,X
JOZSITL,O,O,X,X,O,O,X,X,X,O,O,X
JOZSILT,O,O,X,X,O,O,X,X,X,O,O,X
JOZSLTI,O,O,X,X,O,O,X,X,X,O,X,X
JOZSLIT,O,O,X,X,O,O,X,X,X,O,X,X
STILJZO,X,O,X,O,X,X,X,X,X,X,X,X
STILJOZ,O,O,X,O,X,X,O,X,X,X,X,X
STILZJO,X,O,X,O,X,X,X,X,O,X,X,X
STILZOJ,O,O,X,O,X,X,X,X,O,X,X,X
STILOJZ,O,O,X,O,X,X,O,X,X,X,X,X
STILOZJ,O,O,X,O,X,X,X,X,X,X,X,X
STIJLZO,O,X,X,X,X,X,X,X,X,X,X,X
STIJLOZ,O,X,X,X,X,X,O,X,X,X,X,X
STIJZLO,X,X,X,X,X,X,X,X,X,X,O,X
STIJZOL,O,X,X,X,X,X,X,X,X,X,O,X
STIJOLZ,O,O,X,X,X,X,X,X,X,X,X,X
STIJOZL,O,X,X,X,X,X,X,X,X,X,O,X
STIZLJO,X,X,X,X,O,X,X,X,O,X,X,X
STIZLOJ,X,X,X,X,O,X,X,X,O,X,X,X
STIZJLO,X,X,X,X,O,X,X,X,O,X,X,X
STIZJOL,O,X,X,X,O,X,X,X,O,X,X,X
STIZOLJ,O,O,X,X,O,X,X,X,O,X,X,X
STIZOJL,O,X,X,X,O,X,X,X,O,X,X,X
STIOLJZ,O,O,X,O,X,X,X,X,X,X,X,X
STIOLZJ,O,O,X,O,X,X,X,X,X,X,X,X
STIOJLZ,O,O,X,X,X,X,X,X,X,X,X,X
STIOJZL,O,X,X,X,X,X,X,X,X,X,O,X
STIOZLJ,O,O,X,X,O,X,X,X,O,X,X,X
STIOZJL,O,O,X,X,O,X,X,X,O,X,X,X
STLIJZO,X,O,O,O,X,X,X,X,X,X,X,X
STLIJOZ,O,O,O,O,X,X,O,X,X,X,X,X
STLIZJO,X,O,O,O,X,X,X,X,O,X,X,X
STLIZOJ,O,O,O,O,X,X,X,X,O,X,X,X
STLIOJZ,O,O,O,O,X,X,O,X,X,X,X,X
STLIOZJ,O,O,O,O,X,X,X,X,X,X,X,X
STLJIZO,O,O,X,O,X,O,X,X,X,O,X,X
STLJIOZ,O,O,X,O,X,X,O,X,X,X,X,X
STLJZIO,O,O,X,X,X,O,X,X,O,O,X,X
STLJZOI,O,O,X,X,X,O,O,X,O,X,X,X
STLJOIZ,O,O,X,O,X,X,O,O,X,X,X,X
STLJOZI,O,O,X,X,X,X,O,O,X,X,X,X
STLZIJO,X,O,O,O,X,O,X,X,O,X,X,X
STLZIOJ,O,O,O,O,X,O,X,X,O,X,X,X
STLZJIO,X,O,X,X,X,O,X,X,O,X,X,X
STLZJOI,X,O,X,X,X,O,O,X,O,X,X,X
STLZOIJ,O,O,O,O,X,O,X,X,O,X,X,X
STLZOJI,O,O,X,X,X,O,O,O,O,X,X,X
STLOIJZ,O,O,O,O,X,X,O,X,X,X,X,X
STLOIZJ,O,O,O,O,X,X,X,X,X,X,X,O
STLOJIZ,O,O,X,O,X,X,O,O,X,O,X,X
STLOJZI,O,O,X,X,X,X,O,O,X,O,X,X
STLOZIJ,O,O,O,O,X,X,X,X,O,X,X,O
STLOZJI,O,O,X,X,X,X,O,O,O,X,X,X
STJILZO,O,X,X,X,X,O,X,X,X,O,X,X
STJILOZ,O,X,X,X,X,X,O,X,X,X,X,X
STJIZLO,X,X,X,X,O,X,X,X,X,X,O,X
STJIZOL,O,X,X,X,O,X,X,X,X,X,O,X
STJIOLZ,O,O,X,X,X,X,X,X,X,X,X,X
STJIOZL,O,X,X,X,O,X,X,X,X,X,O,X
STJLIZO,O,O,X,O,X,O,X,X,X,O,X,X
STJLIOZ,O,O,X,O,X,X,O,X,X,X,X,X
STJLZIO,O,O,X,X,X,O,X,X,O,O,X,X
STJLZOI,O,O,X,X,X,O,O,X,O,X,X,X
STJLOIZ,O,O,X,O,X,X,O,O,X,X,X,X
STJLOZI,O,O,X,X,X,X,O,O,X,X,X,X
STJZILO,X,X,X,X,O,O,X,X,O,O,X,X
STJZIOL,O,X,X,X,O,O,X,X,O,X,X,X
STJZLIO,O,X,X,X,O,O,X,X,O,O,X,X
STJZLOI,O,X,X,X,O,O,O,X,O,X,X,X
STJZOIL,O,X,X,X,O,O,X,X,O,X,X,X
STJZOLI,O,X,X,X,O,O,X,X,O,X,X,X
STJOILZ,O,O,X,X,X,X,X,X,X,X,X,X
STJOIZL,O,X,X,X,O,X,X,X,X,X,O,X
STJOLIZ,O,O,X,O,X,X,O,X,X,X,X,X
STJOLZI,O,O,X,X,X,X,O,X,X,X,X,X
STJOZIL,O,X,X,X,O,X,X,X,O,X,X,X
STJOZLI,O,X,X,X,O,X,X,X,O,X,X,X
STZILJO,X,X,X,X,O,O,X,X,O,X,X,X
STZILOJ,X,X,X,X,O,O,X,X,O,X,X,X
STZIJLO,X,X,X,X,O,O,X,X,O,X,X,X
STZIJOL,O,O,X,X,O,O,X,X,O,X,X,X
STZIOLJ,O,O,X,X,O,O,X,X,O,X,X,X
STZIOJL,O,O,X,X,O,O,X,X,O,X,X,X
STZLIJO,X,O,O,O,X,O,X,X,O,X,X,X
STZLIOJ,O,O,O,O,O,O,X,X,O,X,X,X
STZLJIO,X,O,X,X,X,O,X,X,O,X,X,X
STZLJOI,X,O,X,X,O,O,O,X,O,X,X,X
STZLOIJ,O,O,O,O,O,O,X,X,O,X,X,X
STZLOJI,O,O,X,X,O,O,O,O,O,X,X,X
STZJILO,X,X,X,X,X,O,X,X,O,X,X,X
STZJIOL,O,O,X,X,X,O,X,X,O,X,X,X
STZJLIO,O,X,X,X,X,O,X,X,O,X,X,X
STZJLOI,O,X,X,X,O,O,O,X,O,X,X,X
STZJOIL,O,O,X,X,X,O,X,X,O,X,X,X
STZJOLI,O,O,X,X,O,O,X,X,O,X,X,X
STZOILJ,O,O,X,X,O,O,X,X,O,X,X,X
STZOIJL,O,O,X,X,O,O,X,X,O,X,X,X
STZOLIJ,O,O,O,O,O,O,X,X,O,X,X,X
STZOLJI,O,O,X,X,O,O,X,X,O,X,X,X
STZOJIL,O,O,X,X,X,O,X,X,O,X,X,X
STZOJLI,O,O,X,X,O,O,X,X,O,X,X,X
STOILJZ,O,O,X,O,X,X,X,X,X,X,X,X
STOILZJ,O,O,X,O,X,X,X,X,X,X,X,O
STOIJLZ,O,O,X,X,X,X,X,X,X,X,X,X
STOIJZL,O,X,X,X,X,X,X,X,X,X,O,X
STOIZLJ,O,O,X,X,O,X,X,X,O,X,X,O
STOIZJL,O,O,X,X,O,X,X,X,O,X,X,O
STOLIJZ,O,O,O,O,X,X,O,X,X,X,X,X
STOLIZJ,O,O,O,O,X,X,X,X,X,X,X,O
STOLJIZ,O,O,X,O,X,X,O,X,X,O,X,X
STOLJZI,O,O,X,X,X,X,O,X,X,O,X,X
STOLZIJ,O,O,O,O,X,X,X,X,O,X,X,O
STOLZJI,O,O,X,X,X,X,O,X,O,X,X,X
STOJILZ,O,O,X,X,X,X,X,X,X,O,X,X
STOJIZL,O,X,X,X,O,X,X,X,X,X,O,X
STOJLIZ,O,O,X,O,X,X,O,X,X,O,X,X
STOJLZI,O,O,X,X,X,X,O,X,X,O,X,X
STOJZIL,O,X,X,X,O,X,X,X,O,O,X,X
STOJZLI,O,X,X,X,O,X,X,X,O,O,X,X
STOZILJ,O,O,X,X,O,X,X,X,O,X,X,O
STOZIJL,O,O,X,X,O,X,X,X,O,X,X,O
STOZLIJ,O,O,O,O,O,X,X,X,O,X,X,O
STOZLJI,O,O,X,X,O,X,X,X,O,X,X,X
STOZJIL,O,O,X,X,X,X,X,X,O,X,X,X
STOZJLI,O,O,X,X,O,X,X,X,O,X,X,X
SITLJZO,X,O,X,O,X,X,X,X,X,X,X,X
SITLJOZ,O,O,X,O,X,X,O,X,X,X,X,X
SITLZJO,X,O,X,O,X,X,X,X,O,X,X,X
SITLZOJ,O,O,X,O,X,X,X,X,O,X,X,X
SITLOJZ,O,O,X,O,X,X,O,X,X,X,X,X
SITLOZJ,O,O,X,O,X,X,X,X,X,X,X,X
SITJLZO,O,X,X,X,X,X,X,X,X,X,X,X
SITJLOZ,O,X,X,X,X,X,O,X,X,X,X,X
SITJZLO,X,X,X,X,X,X,X,X,X,X,O,X
SITJZOL,O,X,X,X,X,X,X,X,X,X,O,X
SITJOLZ,O,O,X,X,X,X,X,X,X,X,X,X
SITJOZL,O,X,X,X,X,X,X,X,X,X,O,X
SITZLJO,X,X,X,X,O,X,X,X,O,X,X,X
SITZLOJ,X,X,X,X,O,X,X,X,O,X,X,X
SITZJLO,X,X,X,X,O,X,X,X,O,X,X,X
SITZJOL,O,X,X,X,O,X,X,X,O,X,X,X
SITZOLJ,O,O,X,X,O,X,X,X,O,X,X,X
SITZOJL,O,X,X,X,O,X,X,X,O,X,X,X
SITOLJZ,O,O,X,O,X,X,X,X,X,X,X,X
SITOLZJ,O,O,X,O,X,X,X,X,X,X,X,X
SITOJLZ,O,O,X,X,X,X,X,X,X,X,X,X
SITOJZL,O,X,X,X,X,X,X,X,X,X,O,X
SITOZLJ,O,O,X,X,O,X,X,X,O,X,X,X
SITOZJL,O,O,X,X,O,X,X,X,O,X,X,X
SILTJZO,X,X,O,O,X,X,X,X,X,X,X,X
SILTJOZ,O,O,O,O,X,X,X,X,X,X,X,X
SILTZJO,X,X,O,O,X,X,X,X,O,X,X,X
SILTZOJ,X,X,O,O,X,X,X,X,O,X,X,X
SILTOJZ,O,O,O,O,X,X,X,X,X,X,X,X
SILTOZJ,O,O,O,O,X,X,X,X,X,X,X,X
SILJTZO,X,X,O,O,X,X,X,X,X,O,X,X
SILJTOZ,X,O,O,O,X,X,X,X,X,X,X,X
SILJZTO,X,X,X,X,X,X,X,X,X,X,O,X
SILJZOT,X,O,O,X,X,X,X,X,X,X,O,X
SILJOTZ,O,O,O,O,X,X,X,X,X,X,X,X
SILJOZT,O,O,O,X,X,X,X,X,X,X,O,X
SILZTJO,X,X,X,X,X,X,X,X,O,X,X,X
SILZTOJ,X,X,X,X,X,X,X,X,O,X,X,X
SILZJTO,X,X,X,X,X,X,X,X,X,O,X,X
SILZJOT,X,O,O,X,X,X,X,X,X,X,X,X
SILZOTJ,O,X,X,X,X,X,X,X,X,X,X,O
SILZOJT,O,O,O,X,X,X,X,X,X,O,X,O
SILOTJZ,O,O,O,O,X,X,X,X,X,X,X,X
SILOTZJ,O,O,O,O,X,X,X,X,X,X,X,X
SILOJTZ,O,O,O,O,X,X,X,X,X,O,X,X
SILOJZT,O,O,O,X,X,X,X,X,X,X,O,X
SILOZTJ,O,O,X,X,X,X,X,X,X,X,X,X
SILOZJT,O,O,O,X,X,X,X,X,X,X,X,X
SIJTLZO,X,X,X,X,X,X,X,X,X,O,X,X
SIJTLOZ,O,X,X,X,X,X,O,X,X,X,X,X
SIJTZLO,X,X,X,X,X,X,X,X,X,X,O,X
SIJTZOL,O,X,X,X,X,X,X,X,X,X,O,X
SIJTOLZ,O,O,X,X,X,X,X,X,X,X,X,X
SIJTOZL,O,X,X,X,X,X,X,X,X,X,O,X
SIJLTZO,X,X,O,O,X,X,X,X,X,O,X,X
SIJLTOZ,O,X,O,O,X,X,X,X,X,X,X,X
SIJLZTO,X,X,X,X,X,X,X,X,X,X,O,X
SIJLZOT,O,X,O,X,X,X,X,X,X,X,O,X
SIJLOTZ,O,X,O,O,X,X,X,X,X,X,X,X
SIJLOZT,O,X,O,X,X,X,X,X,X,X,O,X
SIJZTLO,X,X,X,X,X,X,X,X,X,X,O,X
SIJZTOL,X,X,X,X,X,X,X,X,X,X,O,X
SIJZLTO,X,X,X,X,X,X,X,X,X,X,O,X
SIJZLOT,X,X,X,X,X,X,X,X,X,X,O,X
SIJZOTL,X,X,X,X,X,X,X,X,X,X,O,X
SIJZOLT,O,X,X,X,X,X,X,X,X,X,O,X
SIJOTLZ,O,O,X,X,X,X,X,X,X,X,X,X
SIJOTZL,O,X,X,X,X,X,X,X,X,X,O,X
SIJOLTZ,O,O,O,O,X,X,X,X,X,X,X,X
SIJOLZT,O,O,O,X,X,X,X,X,X,X,O,X
SIJOZTL,O,O,X,X,X,X,X,X,X,X,O,X
SIJOZLT,O,O,X,X,X,X,X,X,X,X,O,X
SIZTLJO,X,X,X,X,O,X,X,X,O,X,X,X
SIZTLOJ,X,X,X,X,O,X,X,X,O,X,X,X
SIZTJLO,X,X,X,X,O,X,X,X,O,X,X,X
SIZTJOL,O,O,X,X,O,X,X,X,O,X,X,X
SIZTOLJ,O,O,X,X,O,X,X,X,O,X,X,X
SIZTOJL,O,O,X,X,O,X,X,X,O,X,X,X
SIZLTJO,X,O,X,X,O,X,X,X,O,X,X,X
SIZLTOJ,O,O,X,X,O,X,X,X,O,X,X,X
SIZLJTO,X,O,X,X,O,X,X,X,X,O,X,X
SIZLJOT,O,O,X,X,O,X,X,X,X,X,X,X
SIZLOTJ,O,O,X,X,O,X,X,X,X,X,X,O
SIZLOJT,O,O,X,X,O,X,X,X,X,O,X,O
SIZJTLO,X,X,X,X,O,X,X,X,X,O,O,X
SIZJTOL,O,O,X,X,O,X,X,X,X,X,O,X
SIZJLTO,O,X,X,X,O,X,X,X,X,O,O,X
SIZJLOT,O,O,X,X,O,X,X,X,X,X,O,X
SIZJOTL,O,O,X,X,O,X,X,X,X,X,O,X
SIZJOLT,O,O,X,X,O,X,X,X,X,X,O,X
SIZOTLJ,O,O,X,X,O,X,X,X,X,X,X,O
SIZOTJL,O,O,X,X,O,X,X,X,X,X,X,O
SIZOLTJ,O,O,X,X,O,X,X,X,X,X,X,O
SIZOLJT,O,O,X,X,O,X,X,X,X,O,X,O
SIZOJTL,O,O,X,X,O,X,X,X,X,O,O,O
SIZOJLT,O,O,X,X,O,X,X,X,X,O,O,O
SIOTLJZ,O,O,X,O,X,X,X,X,X,X,X,X
SIOTLZJ,O,O,X,O,X,X,X,X,X,X,X,X
SIOTJLZ,O,O,X,X,X,X,X,X,X,X,X,X
SIOTJZL,O,X,X,X,X,X,X,X,X,X,O,X
SIOTZLJ,O,O,X,X,O,X,X,X,X,X,X,X
SIOTZJL,O,O,X,X,O,X,X,X,X,X,X,X
SIOLTJZ,O,O,O,O,X,X,X,X,X,X,X,X
SIOLTZJ,O,O,O,O,X,X,X,X,X,X,X,X
SIOLJTZ,O,O,O,O,X,X,X,X,X,O,X,X
SIOLJZT,O,O,O,X,X,X,X,X,X,X,O,X
SIOLZTJ,O,O,X,X,X,X,X,X,X,X,X,X
SIOLZJT,O,O,O,X,X,X,X,X,X,X,X,X
SIOJTLZ,O,O,X,X,X,X,X,X,X,O,X,X
SIOJTZL,O,X,X,X,X,X,X,X,X,X,O,X
SIOJLTZ,O,O,O,O,X,X,X,X,X,O,X,X
SIOJLZT,O,O,O,X,X,X,X,X,X,X,O,X
SIOJZTL,O,O,X,X,X,X,X,X,X,X,O,X
SIOJZLT,O,O,X,X,X,X,X,X,X,X,O,X
SIOZTLJ,O,O,X,X,O,X,X,X,X,X,X,X
SIOZTJL,O,O,X,X,O,X,X,X,X,X,X,X
SIOZLTJ,O,O,X,X,O,X,X,X,X,X,X,X
SIOZLJT,O,O,X,X,O,X,X,X,X,X,X,X
SIOZJTL,O,O,X,X,O,X,X,X,X,X,O,X
SIOZJLT,O,O,X,X,O,X,X,X,X,X,O,X
SLTIJZO,X,O,O,O,X,X,X,X,X,X,X,X
SLTIJOZ,O,O,O,O,X,X,O,X,X,X,X,X
SLTIZJO,X,O,O,O,X,X,X,X,O,X,X,X
SLTIZOJ,O,O,O,O,X,X,X,X,O,X,X,X
SLTIOJZ,O,O,O,O,X,X,O,X,X,X,X,X
SLTIOZJ,O,O,O,O,X,X,X,X,X,X,X,X
SLTJIZO,O,O,X,O,X,O,X,X,X,O,X,X
SLTJIOZ,O,O,X,O,X,X,O,X,X,X,X,X
SLTJZIO,O,O,X,X,X,O,X,X,O,O,X,X
SLTJZOI,O,O,X,X,X,O,O,X,O,X,X,X
SLTJOIZ,O,O,X,O,X,X,O,O,X,X,X,X
SLTJOZI,O,O,X,X,X,X,O,O,X,X,X,X
SLTZIJO,X,O,O,O,X,O,X,X,O,X,X,X
SLTZIOJ,O,O,O,O,X,O,X,X,O,X,X,X
SLTZJIO,X,O,X,X,X,O,X,X,O,X,X,X
SLTZJOI,X,O,X,X,X,O,O,X,O,X,X,X
SLTZOIJ,O,O,O,O,X,O,X,X,O,X,X,X
SLTZOJI,O,O,X,X,X,O,O,O,O,X,X,X
SLTOIJZ,O,O,O,O,X,X,O,X,X,X,X,X
SLTOIZJ,O,O,O,O,X,X,X,X,X,X,X,O
SLTOJIZ,O,O,X,O,X,X,O,O,X,O,X,X
SLTOJZI,O,O,X,X,X,X,O,O,X,O,X,X
SLTOZIJ,O,O,O,O,X,X,X,X,O,X,X,O
SLTOZJI,O,O,X,X,X,X,O,O,O,X,X,X
SLITJZO,X,X,O,O,X,X,X,X,X,X,X,X
SLITJOZ,O,O,O,O,X,X,X,X,X,X,X,X
SLITZJO,X,X,O,O,X,X,X,X,O,X,X,X
SLITZOJ,X,X,O,O,X,X,X,X,O,X,X,X
SLITOJZ,O,O,O,O,X,X,X,X,X,X,X,X
SLITOZJ,O,O,O,O,X,X,X,X,X,X,X,X
SLIJTZO,X,X,O,O,X,X,X,X,X,O,X,X
SLIJTOZ,O,O,O,O,X,X,X,X,X,X,X,X
SLIJZTO,O,X,X,X,X,X,X,X,X,X,O,X
SLIJZOT,O,O,O,X,X,X,X,X,X,X,O,X
SLIJOTZ,O,O,O,O,X,X,X,X,X,X,X,X
SLIJOZT,O,O,O,X,X,X,X,X,X,X,O,X
SLIZTJO,X,X,X,X,X,X,X,X,O,X,X,X
SLIZTOJ,O,X,X,X,X,X,X,X,O,X,X,X
SLIZJTO,X,X,X,X,X,X,X,X,X,O,X,X
SLIZJOT,O,O,O,X,X,X,X,X,X,X,X,X
SLIZOTJ,O,X,X,X,X,X,X,X,X,X,X,O
SLIZOJT,O,O,O,X,X,X,X,X,X,O,X,O
SLIOTJZ,O,O,O,O,X,X,X,X,X,X,X,X
SLIOTZJ,O,O,O,O,X,X,X,X,X,X,X,X
SLIOJTZ,O,O,O,O,X,X,X,X,X,O,X,X
SLIOJZT,O,O,O,X,X,X,X,X,X,X,O,X
SLIOZTJ,O,O,X,X,X,X,X,X,X,X,X,X
SLIOZJT,O,O,O,X,X,X,X,X,X,X,X,X
SLJTIZO,O,O,X,X,X,O,X,X,X,O,X,X
SLJTIOZ,O,O,X,X,X,X,O,X,X,X,X,X
SLJTZIO,O,O,X,X,X,O,X,X,O,O,X,X
SLJTZOI,O,O,X,X,X,O,O,X,O,X,X,X
SLJTOIZ,O,O,X,X,X,X,O,O,X,X,X,X
SLJTOZI,O,O,X,X,X,X,O,O,X,X,X,X
SLJITZO,X,X,X,X,X,O,X,X,X,O,X,X
SLJITOZ,O,O,X,X,X,X,X,X,X,X,X,X
SLJIZTO,O,O,X,X,X,X,X,X,X,X,O,X
SLJIZOT,O,O,X,X,X,X,X,X,X,X,O,X
SLJIOTZ,O,O,X,X,X,X,O,O,X,X,X,X
SLJIOZT,O,O,X,X,X,X,X,O,X,X,O,X
SLJZTIO,O,O,X,X,X,X,X,X,O,O,X,X
SLJZTOI,O,O,X,X,X,X,X,X,O,X,X,X
SLJZITO,O,O,X,X,X,X,X,X,X,O,X,X
SLJZIOT,O,O,X,X,X,X,X,X,X,X,X,X
SLJZOTI,O,O,X,X,X,X,X,X,X,X,X,X
SLJZOIT,O,O,X,X,X,X,X,X,X,X,X,X
SLJOTIZ,O,O,X,X,X,X,O,O,X,X,X,X
SLJOTZI,O,O,X,X,X,X,O,O,X,X,X,X
SLJOITZ,O,O,X,X,X,X,O,O,X,X,X,X
SLJOIZT,O,O,X,X,X,X,X,O,X,X,O,X
SLJOZTI,O,O,X,X,X,X,X,O,X,X,X,X
SLJOZIT,O,O,X,X,X,X,X,O,X,X,X,X
SLZTIJO,O,O,X,X,X,X,X,X,O,X,X,X
SLZTIOJ,O,O,X,X,X,X,X,X,O,X,X,X
SLZTJIO,O,O,X,X,X,X,X,X,O,X,X,X
SLZTJOI,O,O,X,X,X,X,X,X,O,X,X,X
SLZTOIJ,O,O,X,X,X,X,X,X,O,X,X,X
SLZTOJI,O,O,X,X,X,X,X,X,O,X,X,X
SLZITJO,X,O,X,X,X,X,X,X,O,X,X,X
SLZITOJ,O,O,X,X,X,X,X,X,O,X,X,X
SLZIJTO,X,O,X,X,X,X,X,X,X,O,X,X
SLZIJOT,O,O,O,X,X,X,X,X,X,X,X,X
SLZIOTJ,O,O,X,X,X,X,X,X,X,X,X,O
SLZIOJT,O,O,O,X,X,X,X,X,X,O,X,O
SLZJTIO,O,O,X,X,X,X,X,X,O,O,X,X
SLZJTOI,O,O,X,X,X,X,X,X,O,X,X,X
SLZJITO,O,O,X,X,X,X,X,X,X,O,X,X
SLZJIOT,O,O,X,X,X,X,X,X,X,X,X,X
SLZJOTI,O,O,X,X,X,X,X,X,X,X,X,X
SLZJOIT,O,O,X,X,X,X,X,X,X,X,X,X
SLZOTIJ,O,O,X,X,X,X,X,X,O,X,X,O
SLZOTJI,O,O,X,X,X,X,X,X,O,X,X,X
SLZOITJ,O,O,X,X,X,X,X,X,X,X,X,O
SLZOIJT,O,O,O,X,X,X,X,X,X,O,X,O
SLZOJTI,O,O,X,X,X,X,X,X,X,X,X,X
SLZOJIT,O,O,X,X,X,X,X,X,X,X,X,X
SLOTIJZ,O,O,O,O,X,X,O,X,X,X,X,X
SLOTIZJ,O,O,O,O,X,X,X,X,X,X,X,O
SLOTJIZ,O,O,X,O,X,X,O,O,X,O,X,X
SLOTJZI,O,O,X,X,X,X,O,O,X,O,X,X
SLOTZIJ,O,O,O,O,X,X,X,X,O,X,X,O
SLOTZJI,O,O,X,X,X,X,O,O,O,X,X,X
SLOITJZ,O,O,O,O,X,X,X,X,X,X,X,X
SLOITZJ,O,O,O,O,X,X,X,X,X,X,X,O
SLOIJTZ,O,O,O,O,X,X,X,X,X,O,X,X
SLOIJZT,O,O,O,X,X,X,X,X,X,X,O,X
