sequence,v115@EhD8EeF8DeI8BeC8JeT6IvhFegBCcBxdBlhB3lB0rB,v115@EhD8EeF8DeI8BeC8Jei6IvhFFcBxdBzfB+lB3hB0rB,v115@EhD8EeF8DeI8BeC8JeT6IvhF0cBxdBmgBXgB1qBqrB,v115@EhD8EeF8DeI8BeC8JeT6IvhFxdBSlBXmBOlBlmB0rB,v115@EhD8EeF8DeI8BeC8JeT6IvhFibBxdBUhBFlBGrBfsB,v115@EhD8EeF8DeI8BeC8JeT6IvhF2gBxdB3hBFlBCmB0rB,v115@EhD8EeF8DeI8BeC8Je//IvhFFbBOhBxdBclBSrBzrB,v115@EhD8EeF8DeI8BeC8Jei6IvhFfhBxdBzfBumB1qB0rB
JOLIZTS,X,O,O,X,X,X,X,O
JOLIZST,X,O,X,X,X,X,X,X
JOLSTIZ,O,O,X,O,X,X,X,O
JOLSTZI,O,O,X,O,X,X,X,O
JOLSITZ,O,O,X,O,X,X,X,O
JOLSIZT,O,O,X,O,X,X,X,X
JOLSZTI,X,O,X,O,X,X,X,X
JOLSZIT,O,O,X,O,X,X,X,X
JOLZTIS,X,O,O,X,X,X,X,O
JOLZTSI,X,O,O,X,X,X,X,O
JOLZITS,X,O,O,X,X,X,X,O
JOLZIST,X,O,X,X,X,X,X,X
JOLZSTI,X,O,X,X,X,X,X,X
JOLZSIT,X,O,X,X,X,X,X,X
JOSTILZ,O,O,X,X,X,O,X,O
JOSTIZL,O,O,X,X,X,O,X,O
JOSTLIZ,O,O,X,X,X,O,X,O
JOSTLZI,O,O,X,X,O,O,X,O
JOSTZIL,O,O,X,X,O,O,X,O
JOSTZLI,O,O,X,X,O,O,X,O
JOSITLZ,O,O,X,X,X,O,X,O
JOSITZL,O,O,X,X,X,O,X,O
JOSILTZ,O,O,X,X,X,X,X,O
JOSILZT,O,O,X,X,X,X,X,X
JOSIZTL,O,O,X,X,X,X,X,X
JOSIZLT,O,O,X,X,X,X,X,X
JOSLTIZ,O,O,X,X,X,X,X,O
JOSLTZI,O,O,X,X,X,X,X,O
JOSLITZ,O,O,X,X,X,X,X,O
JOSLIZT,O,O,X,X,X,X,X,X
JOSLZTI,X,O,X,X,X,X,X,X
JOSLZIT,O,O,X,X,X,X,X,X
JOSZTIL,O,O,X,X,X,X,X,X
JOSZTLI,O,O,X,X,X,X,X,X
JOSZITL,O,O,X,X,X,X,X,X
JOSZILT,O,O,X,X,X,X,X,X
JOSZLTI,X,O,X,X,X,X,X,X
JOSZLIT,O,O,X,X,X,X,X,X
JOZTILS,O,O,X,X,O,X,X,O
JOZTISL,X,O,X,X,O,X,X,O
JOZTLIS,O,O,X,X,O,X,X,O
JOZTLSI,X,O,X,X,O,X,X,O
JOZTSIL,X,O,X,X,O,X,X,O
JOZTSLI,X,O,X,X,O,X,X,O
JOZITLS,O,O,X,X,X,X,X,O
JOZITSL,X,O,X,X,X,X,X,O
JOZILTS,X,O,O,X,X,X,X,O
JOZILST,X,O,X,X,X,X,X,X
JOZISTL,O,O,X,X,X,X,X,X
JOZISLT,O,O,X,X,X,X,X,X
JOZLTIS,X,O,O,X,X,X,X,O
JOZLTSI,X,O,O,X,X,X,X,O
JOZLITS,X,O,O,X,X,X,X,O
JOZLIST,X,O,X,X,X,X,X,X
JOZLSTI,X,O,X,X,X,X,X,X
JOZLSIT,X,O,X,X,X,X,X,X
JOZSTIL,O,O,X,X,X,X,X,X
JOZSTLI,O,O,X,X,X,X,X,X
JOZSITL,O,O,X,X,X,X,X,X
JOZSILT,O,O,X,X,X,X,X,X
JOZSLTI,X,O,X,X,X,X,X,X
JOZSLIT,O,O,X,X,X,X,X,X
STILJZO,O,O,O,O,X,X,O,X
STILJOZ,O,O,O,O,X,O,X,X
STILZJO,O,O,O,O,X,X,O,X
STILZOJ,X,X,O,O,X,X,O,X
STILOJZ,O,O,O,O,X,O,X,X
STILOZJ,X,X,O,O,X,X,X,X
STIJLZO,O,O,X,X,X,X,X,X
STIJLOZ,O,O,X,X,X,O,X,O
STIJZLO,O,O,X,X,X,X,O,X
STIJZOL,O,O,X,X,X,O,X,O
STIJOLZ,O,O,X,X,X,O,X,O
STIJOZL,O,O,X,X,X,O,X,O
STIZLJO,O,O,X,X,X,O,O,X
STIZLOJ,X,X,X,X,X,O,O,X
STIZJLO,O,O,X,X,X,O,O,X
STIZJOL,O,O,X,X,X,O,X,X
STIZOLJ,X,X,X,X,X,O,O,X
STIZOJL,O,X,X,X,X,O,X,X
STIOLJZ,O,O,O,X,X,O,X,O
STIOLZJ,X,X,O,X,X,X,X,X
STIOJLZ,O,O,X,X,X,O,X,O
STIOJZL,O,O,X,X,X,O,X,O
STIOZLJ,X,X,X,X,X,O,O,X
STIOZJL,O,X,X,X,X,O,X,X
STLIJZO,O,O,O,O,X,X,O,X
STLIJOZ,O,O,O,O,X,O,X,X
STLIZJO,O,O,O,O,X,X,O,X
STLIZOJ,X,X,O,O,X,X,O,X
STLIOJZ,O,O,O,O,X,O,X,X
STLIOZJ,X,X,O,O,X,X,X,X
STLJIZO,O,O,O,O,X,X,O,X
STLJIOZ,O,O,O,O,X,O,X,O
STLJZIO,O,O,O,O,O,X,O,X
STLJZOI,O,X,O,O,O,X,O,X
STLJOIZ,O,O,O,O,X,O,X,O
STLJOZI,O,O,O,O,O,O,X,O
STLZIJO,O,O,O,O,X,X,O,X
STLZIOJ,X,X,O,O,X,X,O,X
STLZJIO,O,X,O,O,O,X,O,X
STLZJOI,O,X,O,O,O,X,O,X
STLZOIJ,X,X,O,O,X,X,O,X
STLZOJI,X,X,O,O,O,X,O,X
STLOIJZ,O,O,O,O,X,O,X,O
STLOIZJ,X,X,O,O,X,X,X,X
STLOJIZ,O,X,O,O,X,O,X,O
STLOJZI,O,X,O,O,O,O,X,O
STLOZIJ,X,X,O,O,X,X,X,X
STLOZJI,X,X,O,O,O,X,X,O
STJILZO,O,O,X,X,X,X,X,X
STJILOZ,O,O,X,X,X,O,X,O
STJIZLO,O,O,X,X,X,X,O,X
STJIZOL,O,O,X,X,X,O,X,O
STJIOLZ,O,O,X,X,X,O,X,O
STJIOZL,O,O,X,X,X,O,X,O
STJLIZO,O,O,X,X,X,X,X,X
STJLIOZ,O,O,X,X,X,O,X,O
STJLZIO,O,O,X,X,O,X,X,X
STJLZOI,O,X,X,X,O,X,X,X
STJLOIZ,O,O,X,X,X,O,X,O
STJLOZI,O,O,X,X,O,O,X,O
STJZILO,O,O,X,X,O,X,O,X
STJZIOL,O,O,X,X,O,O,X,O
STJZLIO,O,O,X,X,O,X,O,X
STJZLOI,O,X,X,X,O,X,O,X
STJZOIL,O,O,X,X,O,O,X,O
STJZOLI,O,O,X,X,O,O,X,O
STJOILZ,O,O,X,X,X,O,X,O
STJOIZL,O,O,X,X,X,O,X,O
STJOLIZ,O,O,X,X,X,O,X,O
STJOLZI,O,O,X,X,O,O,X,O
STJOZIL,O,O,X,X,O,O,X,O
STJOZLI,O,O,X,X,O,O,X,O
STZILJO,O,O,X,X,X,O,O,X
STZILOJ,X,X,X,X,X,O,O,X
STZIJLO,O,O,X,X,X,O,O,X
STZIJOL,O,O,X,X,X,O,X,X
STZIOLJ,X,X,X,X,X,O,O,X
STZIOJL,O,X,X,X,X,O,X,X
STZLIJO,O,O,X,X,X,O,O,X
STZLIOJ,X,X,X,X,X,O,O,X
STZLJIO,O,X,X,X,O,O,O,X
STZLJOI,O,X,X,X,O,O,O,X
STZLOIJ,X,X,X,X,X,O,O,X
STZLOJI,X,X,X,X,O,O,O,X
STZJILO,O,O,X,X,O,O,O,X
STZJIOL,O,O,X,X,O,O,X,O
STZJLIO,O,O,X,X,O,O,O,X
STZJLOI,O,X,X,X,O,O,O,X
STZJOIL,O,O,X,X,O,O,X,O
STZJOLI,O,O,X,X,O,O,X,O
STZOILJ,X,X,X,X,X,O,O,X
STZOIJL,O,X,X,X,X,O,X,X
STZOLIJ,X,X,X,X,X,O,O,X
STZOLJI,X,X,X,X,O,O,O,O
STZOJIL,O,X,X,X,O,O,X,O
STZOJLI,O,X,X,X,O,O,X,O
STOILJZ,O,O,O,X,X,O,X,O
STOILZJ,X,X,O,X,X,X,X,X
STOIJLZ,O,O,X,X,X,O,X,O
STOIJZL,O,O,X,X,X,O,X,O
STOIZLJ,X,X,X,X,X,O,O,X
STOIZJL,O,X,X,X,X,O,X,X
STOLIJZ,O,O,O,X,X,O,X,O
STOLIZJ,X,X,O,X,X,X,X,X
STOLJIZ,O,O,O,X,X,O,X,O
STOLJZI,O,O,O,X,O,O,X,O
STOLZIJ,X,X,O,X,X,X,X,X
STOLZJI,X,X,O,X,O,X,X,O
STOJILZ,O,O,X,X,X,O,X,O
STOJIZL,O,O,X,X,X,O,X,O
STOJLIZ,O,O,X,X,X,O,X,O
STOJLZI,O,O,X,X,O,O,X,O
STOJZIL,O,O,X,X,O,O,X,O
STOJZLI,O,O,X,X,O,O,X,O
STOZILJ,X,X,X,X,X,O,O,X
STOZIJL,O,X,X,X,X,O,X,X
STOZLIJ,X,X,X,X,X,O,O,X
STOZLJI,X,X,X,X,O,O,O,O
STOZJIL,O,X,X,X,O,O,X,O
STOZJLI,O,X,X,X,O,O,X,O
SITLJZO,O,O,O,O,X,X,O,X
SITLJOZ,O,O,O,O,X,O,X,X
SITLZJO,O,O,O,O,X,X,O,X
SITLZOJ,X,X,O,O,X,X,O,X
SITLOJZ,O,O,O,O,X,O,X,X
SITLOZJ,X,X,O,O,X,X,X,X
SITJLZO,O,O,X,X,X,X,X,X
SITJLOZ,O,O,X,X,X,O,X,X
SITJZLO,O,O,X,X,X,X,O,X
SITJZOL,O,O,X,X,X,O,X,X
SITJOLZ,O,O,X,X,X,O,X,X
SITJOZL,O,O,X,X,X,O,X,X
SITZLJO,O,O,X,X,X,O,O,X
SITZLOJ,X,X,X,X,X,O,O,X
SITZJLO,O,O,X,X,X,O,O,X
SITZJOL,O,O,X,X,X,O,X,X
SITZOLJ,X,X,X,X,X,O,O,X
SITZOJL,O,X,X,X,X,O,X,X
SITOLJZ,O,O,O,X,X,O,X,X
SITOLZJ,X,X,O,X,X,X,X,X
SITOJLZ,O,O,X,X,X,O,X,X
SITOJZL,O,O,X,X,X,O,X,X
SITOZLJ,X,X,X,X,X,O,O,X
SITOZJL,O,X,X,X,X,O,X,X
SILTJZO,O,O,O,O,X,X,O,X
SILTJOZ,O,O,O,O,X,O,X,X
SILTZJO,O,O,O,O,X,X,O,X
SILTZOJ,X,X,O,O,X,X,O,X
SILTOJZ,O,O,O,O,X,O,X,X
SILTOZJ,X,X,O,O,X,X,X,X
SILJTZO,O,O,X,O,X,X,O,X
SILJTOZ,O,O,X,O,X,X,X,X
SILJZTO,X,O,X,O,X,X,O,X
SILJZOT,O,O,X,O,X,X,O,X
SILJOTZ,O,O,X,O,X,X,X,O
SILJOZT,O,O,X,O,X,X,O,X
SILZTJO,X,O,O,O,X,X,O,X
SILZTOJ,X,X,O,O,X,X,O,X
SILZJTO,X,O,X,O,X,X,O,X
SILZJOT,O,X,X,O,X,X,O,X
SILZOTJ,X,X,O,O,X,X,O,X
SILZOJT,X,X,X,O,X,X,O,X
SILOTJZ,O,O,O,O,X,O,X,X
SILOTZJ,X,X,O,O,X,X,X,X
SILOJTZ,O,O,X,O,X,X,X,O
SILOJZT,O,O,X,O,X,X,O,X
SILOZTJ,X,X,O,O,X,X,O,X
SILOZJT,X,O,X,O,X,X,O,X
SIJTLZO,O,O,X,X,X,X,X,X
SIJTLOZ,O,O,X,X,X,O,X,O
SIJTZLO,O,O,X,X,X,X,O,X
SIJTZOL,O,O,X,X,X,O,X,O
SIJTOLZ,O,O,X,X,X,O,X,O
SIJTOZL,O,O,X,X,X,O,X,O
SIJLTZO,O,O,X,O,X,X,O,X
SIJLTOZ,O,O,X,O,X,X,X,X
SIJLZTO,X,O,X,O,X,X,O,X
SIJLZOT,O,O,X,O,X,X,O,X
SIJLOTZ,O,O,X,O,X,X,X,O
SIJLOZT,O,O,X,O,X,X,O,X
SIJZTLO,O,O,X,X,X,X,O,X
SIJZTOL,O,O,X,X,X,X,X,X
SIJZLTO,X,O,X,X,X,X,O,X
SIJZLOT,O,O,X,X,X,X,O,X
SIJZOTL,O,O,X,X,X,X,X,X
SIJZOLT,O,O,X,X,X,X,X,X
SIJOTLZ,O,O,X,X,X,O,X,O
SIJOTZL,O,O,X,X,X,O,X,O
SIJOLTZ,O,O,X,X,X,X,X,O
SIJOLZT,O,O,X,X,X,X,X,X
SIJOZTL,O,O,X,X,X,X,X,X
SIJOZLT,O,O,X,X,X,X,X,X
SIZTLJO,O,O,X,X,X,X,O,X
SIZTLOJ,X,X,X,X,X,X,O,X
SIZTJLO,O,O,X,X,X,X,O,X
SIZTJOL,O,O,X,X,X,O,X,X
SIZTOLJ,X,X,X,X,X,X,O,X
SIZTOJL,O,X,X,X,X,O,X,X
SIZLTJO,X,O,O,O,X,X,O,X
SIZLTOJ,X,X,O,O,X,X,O,X
SIZLJTO,X,O,X,O,X,X,O,X
SIZLJOT,O,X,X,O,X,X,O,X
SIZLOTJ,X,X,O,O,X,X,O,X
SIZLOJT,X,X,X,O,X,X,O,X
SIZJTLO,O,O,X,X,X,X,O,X
SIZJTOL,O,O,X,X,X,X,X,X
SIZJLTO,X,O,X,X,X,X,O,X
SIZJLOT,O,X,X,X,X,X,O,X
SIZJOTL,O,O,X,X,X,X,X,X
SIZJOLT,O,O,X,X,X,X,X,X
SIZOTLJ,X,X,X,X,X,X,O,X
SIZOTJL,O,X,X,X,X,O,X,X
SIZOLTJ,X,X,O,X,X,X,O,X
SIZOLJT,X,O,X,X,X,X,O,X
SIZOJTL,O,O,X,X,X,X,X,X
SIZOJLT,O,O,X,X,X,X,X,X
SIOTLJZ,O,O,O,X,X,O,X,X
SIOTLZJ,X,X,O,X,X,X,X,X
SIOTJLZ,O,O,X,X,X,O,X,X
SIOTJZL,O,O,X,X,X,O,X,X
SIOTZLJ,X,X,X,X,X,O,O,X
SIOTZJL,O,X,X,X,X,O,X,X
SIOLTJZ,O,O,O,O,X,O,X,X
SIOLTZJ,X,X,O,O,X,X,X,X
SIOLJTZ,O,O,X,O,X,X,X,O
SIOLJZT,O,O,X,O,X,X,O,X
SIOLZTJ,X,X,O,O,X,X,O,X
SIOLZJT,X,O,X,O,X,X,O,X
SIOJTLZ,O,O,X,X,X,O,X,O
SIOJTZL,O,O,X,X,X,O,X,O
SIOJLTZ,O,O,X,X,X,X,X,O
SIOJLZT,O,O,X,X,X,X,X,X
SIOJZTL,O,O,X,X,X,X,X,X
SIOJZLT,O,O,X,X,X,X,X,X
SIOZTLJ,X,X,X,X,X,X,O,X
SIOZTJL,O,X,X,X,X,O,X,X
SIOZLTJ,X,X,O,X,X,X,O,X
SIOZLJT,X,O,X,X,X,X,O,X
SIOZJTL,O,O,X,X,X,X,X,X
SIOZJLT,O,O,X,X,X,X,X,X
SLTIJZO,O,O,O,O,X,X,O,X
SLTIJOZ,O,O,O,O,X,O,X,X
SLTIZJO,O,O,O,O,X,X,O,X
SLTIZOJ,X,X,O,O,X,X,O,X
SLTIOJZ,O,O,O,O,X,O,X,X
SLTIOZJ,X,X,O,O,X,X,X,X
SLTJIZO,O,O,O,O,X,X,O,X
SLTJIOZ,O,O,O,O,X,O,X,X
SLTJZIO,O,O,O,O,X,X,O,X
SLTJZOI,O,X,O,O,X,X,O,X
SLTJOIZ,O,O,O,O,X,O,X,X
SLTJOZI,O,O,O,O,X,O,X,X
SLTZIJO,O,O,O,O,X,X,O,X
SLTZIOJ,X,X,O,O,X,X,O,X
SLTZJIO,O,X,O,O,X,X,O,X
SLTZJOI,O,X,O,O,X,X,O,X
SLTZOIJ,X,X,O,O,X,X,O,X
SLTZOJI,X,X,O,O,X,X,O,X
SLTOIJZ,O,O,O,O,X,O,X,X
SLTOIZJ,X,X,O,O,X,X,X,X
SLTOJIZ,O,X,O,O,X,O,X,X
SLTOJZI,O,X,O,O,X,O,X,X
SLTOZIJ,X,X,O,O,X,X,X,X
SLTOZJI,X,X,O,O,X,X,X,X
SLITJZO,O,O,O,O,X,X,O,X
SLITJOZ,O,O,O,O,X,O,X,X
SLITZJO,O,O,O,O,X,X,O,X
SLITZOJ,X,X,O,O,X,X,O,X
SLITOJZ,O,O,O,O,X,O,X,X
SLITOZJ,X,X,O,O,X,X,X,X
SLIJTZO,O,O,X,O,X,X,O,X
SLIJTOZ,O,O,X,O,X,X,X,X
SLIJZTO,X,O,X,O,X,X,O,X
SLIJZOT,O,O,X,O,X,X,O,X
SLIJOTZ,O,O,X,O,X,X,X,O
SLIJOZT,O,O,X,O,X,X,O,X
SLIZTJO,X,O,O,O,X,X,O,X
SLIZTOJ,X,X,O,O,X,X,O,X
SLIZJTO,X,O,X,O,X,X,O,X
SLIZJOT,O,X,X,O,X,X,O,X
SLIZOTJ,X,X,O,O,X,X,O,X
SLIZOJT,X,X,X,O,X,X,O,X
SLIOTJZ,O,O,O,O,X,O,X,X
SLIOTZJ,X,X,O,O,X,X,X,X
SLIOJTZ,O,O,X,O,X,X,X,O
SLIOJZT,O,O,X,O,X,X,O,X
SLIOZTJ,X,X,O,O,X,X,O,X
SLIOZJT,X,O,X,O,X,X,O,X
SLJTIZO,O,O,X,O,X,X,O,X
SLJTIOZ,O,O,X,O,X,X,X,X
SLJTZIO,O,O,X,O,X,X,O,X
SLJTZOI,O,X,X,O,X,X,O,X
SLJTOIZ,O,O,X,O,X,X,X,X
SLJTOZI,O,O,X,O,X,X,X,X
SLJITZO,O,O,X,O,X,X,O,X
SLJITOZ,O,O,X,O,X,X,X,X
SLJIZTO,X,O,X,O,X,X,O,X
SLJIZOT,O,O,X,O,X,X,O,X
SLJIOTZ,O,O,X,O,X,X,X,O
SLJIOZT,O,O,X,O,X,X,O,X
SLJZTIO,X,O,X,O,X,X,O,X
SLJZTOI,X,O,X,O,X,X,O,X
SLJZITO,X,O,X,O,X,X,O,X
SLJZIOT,O,O,X,O,X,X,O,X
SLJZOTI,X,O,X,O,X,X,O,X
SLJZOIT,O,O,X,O,X,X,O,X
SLJOTIZ,O,O,X,O,X,X,X,O
SLJOTZI,O,O,X,O,X,X,X,O
SLJOITZ,O,O,X,O,X,X,X,O
SLJOIZT,O,O,X,O,X,X,O,X
SLJOZTI,X,O,X,O,X,X,O,X
SLJOZIT,O,O,X,O,X,X,O,X
SLZTIJO,X,O,O,O,X,X,O,X
SLZTIOJ,X,X,O,O,X,X,O,X
SLZTJIO,X,X,O,O,X,X,O,X
SLZTJOI,X,X,O,O,X,X,O,X
SLZTOIJ,X,X,O,O,X,X,O,X
SLZTOJI,X,X,O,O,X,X,O,X
SLZITJO,X,O,O,O,X,X,O,X
SLZITOJ,X,X,O,O,X,X,O,X
SLZIJTO,X,O,X,O,X,X,O,X
SLZIJOT,O,X,X,O,X,X,O,X
SLZIOTJ,X,X,O,O,X,X,O,X
SLZIOJT,X,X,X,O,X,X,O,X
SLZJTIO,X,O,X,O,X,X,O,X
SLZJTOI,X,X,X,O,X,X,O,X
SLZJITO,X,O,X,O,X,X,O,X
SLZJIOT,O,X,X,O,X,X,O,X
SLZJOTI,X,X,X,O,X,X,O,X
SLZJOIT,O,X,X,O,X,X,O,X
SLZOTIJ,X,X,O,O,X,X,O,X
SLZOTJI,X,X,O,O,X,X,O,X
SLZOITJ,X,X,O,O,X,X,O,X
SLZOIJT,X,X,X,O,X,X,O,X
SLZOJTI,X,X,X,O,X,X,O,X
SLZOJIT,X,X,X,O,X,X,O,X
SLOTIJZ,O,O,O,O,X,O,X,O
SLOTIZJ,X,X,O,O,X,X,X,X
SLOTJIZ,O,O,O,O,X,O,X,O
SLOTJZI,O,O,O,O,X,O,X,O
SLOTZIJ,X,X,O,O,X,X,X,X
SLOTZJI,X,X,O,O,X,X,X,O
SLOITJZ,O,O,O,O,X,O,X,X
SLOITZJ,X,X,O,O,X,X,X,X
SLOIJTZ,O,O,X,O,X,X,X,O
SLOIJZT,O,O,X,O,X,X,O,X
SLOIZTJ,X,X,O,O,X,X,O,X
SLOIZJT,X,O,X,O,X,X,O,X
SLOJTIZ,O,O,X,O,X,X,X,O
SLOJTZI,O,O,X,O,X,X,X,O
SLOJITZ,O,O,X,O,X,X,X,O
SLOJIZT,O,O,X,O,X,X,O,X
SLOJZTI,X,O,X,O,X,X,O,X
SLOJZIT,O,O,X,O,X,X,O,X
SLOZTIJ,X,X,O,O,X,X,O,X
SLOZTJI,X,X,O,O,X,X,O,X
SLOZITJ,X,X,O,O,X,X,O,X
SLOZIJT,X,O,X,O,X,X,O,X
SLOZJTI,X,O,X,O,X,X,O,X
SLOZJIT,X,O,X,O,X,X,O,X
SJTILZO,O,O,X,X,X,X,X,X
SJTILOZ,O,O,X,X,X,O,X,O
SJTIZLO,O,O,X,X,X,X,O,X
SJTIZOL,O,O,X,X,X,O,X,O
SJTIOLZ,O,O,X,X,X,O,X,O
SJTIOZL,O,O,X,X,X,O,X,O
SJTLIZO,O,O,X,X,X,X,X,X
SJTLIOZ,O,O,X,X,X,O,X,O
SJTLZIO,O,O,X,X,O,X,X,X
SJTLZOI,O,X,X,X,O,X,X,X
SJTLOIZ,O,O,X,X,X,O,X,O
SJTLOZI,O,O,X,X,O,O,X,O
SJTZILO,O,O,X,X,O,X,O,X
SJTZIOL,O,O,X,X,O,O,X,O
SJTZLIO,O,O,X,X,O,X,O,X
SJTZLOI,O,X,X,X,O,X,O,X
SJTZOIL,O,O,X,X,O,O,X,O
SJTZOLI,O,O,X,X,O,O,X,O
SJTOILZ,O,O,X,X,X,O,X,O
SJTOIZL,O,O,X,X,X,O,X,O
SJTOLIZ,O,O,X,X,X,O,X,O
SJTOLZI,O,O,X,X,O,O,X,O
SJTOZIL,O,O,X,X,O,O,X,O
SJTOZLI,O,O,X,X,O,O,X,O
SJITLZO,O,O,X,X,X,X,X,X
SJITLOZ,O,O,X,X,X,O,X,O
SJITZLO,O,O,X,X,X,X,O,X
SJITZOL,O,O,X,X,X,O,X,O
SJITOLZ,O,O,X,X,X,O,X,O
SJITOZL,O,O,X,X,X,O,X,O
SJILTZO,O,O,X,O,X,X,O,X
SJILTOZ,O,O,X,O,X,X,X,X
SJILZTO,X,O,X,O,X,X,O,X
SJILZOT,O,O,X,O,X,X,O,X
SJILOTZ,O,O,X,O,X,X,X,O
SJILOZT,O,O,X,O,X,X,O,X
SJIZTLO,O,O,X,X,X,X,O,X
SJIZTOL,O,O,X,X,X,X,X,X
SJIZLTO,X,O,X,X,X,X,O,X
SJIZLOT,O,O,X,X,X,X,O,X
SJIZOTL,O,O,X,X,X,X,X,X
SJIZOLT,O,O,X,X,X,X,X,X
SJIOTLZ,O,O,X,X,X,O,X,O
SJIOTZL,O,O,X,X,X,O,X,O
SJIOLTZ,O,O,X,X,X,X,X,O
SJIOLZT,O,O,X,X,X,X,X,X
SJIOZTL,O,O,X,X,X,X,X,X
SJIOZLT,O,O,X,X,X,X,X,X
SJLTIZO,O,O,X,O,X,X,O,X
SJLTIOZ,O,O,X,O,X,X,X,X
SJLTZIO,O,O,X,O,X,X,O,X
SJLTZOI,O,X,X,O,X,X,O,X
SJLTOIZ,O,O,X,O,X,X,X,X
SJLTOZI,O,O,X,O,X,X,X,X
SJLITZO,O,O,X,O,X,X,O,X
SJLITOZ,O,O,X,O,X,X,X,X
SJLIZTO,X,O,X,O,X,X,O,X
SJLIZOT,O,O,X,O,X,X,O,X
SJLIOTZ,O,O,X,O,X,X,X,O
SJLIOZT,O,O,X,O,X,X,O,X
SJLZTIO,X,O,X,O,X,X,O,X
SJLZTOI,X,O,X,O,X,X,O,X
SJLZITO,X,O,X,O,X,X,O,X
SJLZIOT,O,O,X,O,X,X,O,X
SJLZOTI,X,O,X,O,X,X,O,X
SJLZOIT,O,O,X,O,X,X,O,X
SJLOTIZ,O,O,X,O,X,X,X,O
SJLOTZI,O,O,X,O,X,X,X,O
SJLOITZ,O,O,X,O,X,X,X,O
SJLOIZT,O,O,X,O,X,X,O,X
SJLOZTI,X,O,X,O,X,X,O,X
SJLOZIT,O,O,X,O,X,X,O,X
SJZTILO,O,O,X,X,O,X,O,X
SJZTIOL,O,O,X,X,O,X,X,X
SJZTLIO,O,O,X,X,O,X,O,X
SJZTLOI,O,O,X,X,O,X,O,X
SJZTOIL,O,O,X,X,O,X,X,X
SJZTOLI,O,O,X,X,O,X,X,X
SJZITLO,O,O,X,X,X,X,O,X
SJZITOL,O,O,X,X,X,X,X,X
SJZILTO,X,O,X,X,X,X,O,X
SJZILOT,O,O,X,X,X,X,O,X
SJZIOTL,O,O,X,X,X,X,X,X
SJZIOLT,O,O,X,X,X,X,X,X
SJZLTIO,X,O,X,X,X,X,O,X
SJZLTOI,X,O,X,X,X,X,O,X
SJZLITO,X,O,X,X,X,X,O,X
SJZLIOT,O,O,X,X,X,X,O,X
SJZLOTI,X,O,X,X,X,X,O,X
SJZLOIT,O,O,X,X,X,X,O,X
SJZOTIL,O,O,X,X,X,X,X,X
SJZOTLI,O,O,X,X,X,X,X,X
SJZOITL,O,O,X,X,X,X,X,X
SJZOILT,O,O,X,X,X,X,X,X
SJZOLTI,X,O,X,X,X,X,X,X
SJZOLIT,O,O,X,X,X,X,X,X
SJOTILZ,O,O,X,X,X,O,X,O
SJOTIZL,O,O,X,X,X,O,X,O
SJOTLIZ,O,O,X,X,X,O,X,O
SJOTLZI,O,O,X,X,O,O,X,O
SJOTZIL,O,O,X,X,O,O,X,O
SJOTZLI,O,O,X,X,O,O,X,O
SJOITLZ,O,O,X,X,X,O,X,O
SJOITZL,O,O,X,X,X,O,X,O
SJOILTZ,O,O,X,X,X,X,X,O
SJOILZT,O,O,X,X,X,X,X,X
SJOIZTL,O,O,X,X,X,X,X,X
SJOIZLT,O,O,X,X,X,X,X,X
SJOLTIZ,O,O,X,X,X,X,X,O
SJOLTZI,O,O,X,X,X,X,X,O
SJOLITZ,O,O,X,X,X,X,X,O
SJOLIZT,O,O,X,X,X,X,X,X
SJOLZTI,X,O,X,X,X,X,X,X
SJOLZIT,O,O,X,X,X,X,X,X
SJOZTIL,O,O,X,X,X,X,X,X
SJOZTLI,O,O,X,X,X,X,X,X
SJOZITL,O,O,X,X,X,X,X,X
SJOZILT,O,O,X,X,X,X,X,X
SJOZLTI,X,O,X,X,X,X,X,X
SJOZLIT,O,O,X,X,X,X,X,X
SZTILJO,O,O,X,X,X,X,O,X
SZTILOJ,X,X,X,X,X,X,O,X
SZTIJLO,O,O,X,X,X,X,O,X
SZTIJOL,O,O,X,X,X,O,X,X
SZTIOLJ,X,X,X,X,X,X,O,X
SZTIOJL,O,X,X,X,X,O,X,X
SZTLIJO,O,O,X,X,X,X,O,X
SZTLIOJ,X,X,X,X,X,X,O,X
SZTLJIO,O,X,X,X,X,X,O,X
SZTLJOI,O,X,X,X,X,X,O,X
SZTLOIJ,X,X,X,X,X,X,O,X
SZTLOJI,X,X,X,X,X,X,O,X
SZTJILO,O,O,X,X,X,X,O,X
SZTJIOL,O,O,X,X,X,O,X,X
SZTJLIO,O,O,X,X,X,X,O,X
SZTJLOI,O,X,X,X,X,X,O,X
SZTJOIL,O,O,X,X,X,O,X,X
SZTJOLI,O,O,X,X,X,O,X,X
SZTOILJ,X,X,X,X,X,X,O,X
SZTOIJL,O,X,X,X,X,O,X,X
SZTOLIJ,X,X,X,X,X,X,O,X
SZTOLJI,X,X,X,X,X,X,O,X
SZTOJIL,O,X,X,X,X,O,X,X
SZTOJLI,O,X,X,X,X,O,X,X
SZITLJO,O,O,X,X,X,X,O,X
SZITLOJ,X,X,X,X,X,X,O,X
SZITJLO,O,O,X,X,X,X,O,X
SZITJOL,O,O,X,X,X,O,X,X
SZITOLJ,X,X,X,X,X,X,O,X
