sequence,v115@5gD8FeD8FeD8GeD8CeF8JeZ/IvhFzaBGcB3gBqpB0m?BlqB,v115@5gD8FeD8FeD8GeD8CeF8JeZ/IvhFufB3bBchB6qB1r?BzpB,v115@5gD8FeD8FeD8GeD8CeF8Jex6IvhF6hB0fBlgB/pB2r?BTqB,v115@5gD8FeD8FeD8GeD8CeF8Jex6IvhF6hBTfBlgB/qB2r?B0pB,v115@5gD8FeD8FeD8GeD8CeF8Jex6IvhFTcBOkB0gBqpB/q?B1wB,v115@5gD8FeD8FeD8GeD8CeF8JeZ/IvhFUbBFcBflBqmBzl?BWvB,v115@5gD8FeD8FeD8GeD8CeF8JeZ/IvhFzaBUhBupB1qBqm?B3qB,v115@5gD8FeD8FeD8GeD8CeF8JeZ/IvhFufBchBTgB1rBCq?B3qB,v115@5gD8FeD8FeD8GeD8CeF8Jem6IvhFCcBTfBxlB0mBlp?B3qB,v115@5gD8FeD8FeD8GeD8CeF8JeZ/IvhFzaBWhBClBXmB0m?BVvB,v115@5gD8FeD8FeD8GeD8CeF8Jei6IvhFzbB+hB/pBFlBRr?BUqB,v115@5gD8FeD8FeD8GeD8CeF8JeZ/IvhFFcB0gBqmBzkB3q?BupB,v115@5gD8FeD8FeD8GeD8CeF8Je2/IvhFCcBThB/pBFlBRr?BUqB,v115@5gD8FeD8FeD8GeD8CeF8Jex6IvhF6hBlgBTkB/qB2r?B0pB,v115@5gD8FeD8FeD8GeD8CeF8JeT6IvhFGcBUhB/pBFlBRr?BKqB,v115@5gD8FeD8FeD8GeD8CeF8JeZ/IvhF3bBchBWlB1rBzk?BSvB,v115@5gD8FeD8FeD8GeD8CeF8JeO/IvhF8fBzbBxlBqmBlp?B3qB
JOILZTS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOILZST,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOISTLZ,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JOISTZL,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X
JOISLTZ,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JOISLZT,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOISZTL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOISZLT,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOIZTLS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOIZTSL,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOIZLTS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOIZLST,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOIZSTL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOIZSLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLTISZ,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
JOLTIZS,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLTSIZ,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
JOLTSZI,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
JOLTZIS,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLTZSI,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JOLITSZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOLITZS,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLISTZ,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JOLISZT,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLIZTS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLIZST,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLSTIZ,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
JOLSTZI,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
JOLSITZ,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JOLSIZT,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLSZTI,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
JOLSZIT,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLZTIS,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLZTSI,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLZITS,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLZIST,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLZSTI,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
JOLZSIT,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSTILZ,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
JOSTIZL,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X
JOSTLIZ,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
JOSTLZI,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
JOSTZIL,X,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X
JOSTZLI,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
JOSITLZ,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JOSITZL,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X
JOSILTZ,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JOSILZT,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSIZTL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSIZLT,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSLTIZ,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
JOSLTZI,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
JOSLITZ,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JOSLIZT,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSLZTI,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
JOSLZIT,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSZTIL,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
JOSZTLI,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
JOSZITL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSZILT,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSZLTI,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
JOSZLIT,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZTILS,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZTISL,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZTLIS,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZTLSI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTSIL,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZTSLI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZITLS,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZITSL,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZILTS,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZILST,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZISTL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZISLT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZLTIS,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZLTSI,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZLITS,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZLIST,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZLSTI,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
JOZLSIT,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZSTIL,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
JOZSTLI,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
JOZSITL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZSILT,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZSLTI,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
JOZSLIT,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STILJZO,O,X,X,O,O,X,X,X,O,O,O,X,X,X,X,O,X
STILJOZ,O,X,X,X,O,X,X,X,O,O,O,X,O,X,X,X,X
STILZJO,O,O,X,O,O,X,X,X,O,O,O,X,X,X,O,O,O
STILZOJ,O,O,X,O,O,X,X,X,O,O,X,X,X,X,O,O,X
STILOJZ,O,X,X,X,O,X,X,X,O,O,O,X,O,X,X,X,X
STILOZJ,O,X,X,O,X,X,X,X,O,O,X,O,O,X,X,X,X
STIJLZO,O,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X
STIJLOZ,O,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X
STIJZLO,X,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X,O
STIJZOL,X,X,X,X,X,X,O,X,X,X,O,X,O,X,O,X,O
STIJOLZ,X,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X
STIJOZL,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X
STIZLJO,X,O,X,O,O,X,X,X,O,O,O,X,X,X,O,O,O
STIZLOJ,X,O,X,O,O,X,X,X,O,O,X,X,X,X,O,O,X
STIZJLO,X,O,X,O,X,X,O,X,O,O,O,X,X,X,O,X,O
STIZJOL,X,O,X,X,O,X,O,X,X,X,O,X,O,X,O,X,O
STIZOLJ,X,O,X,O,O,X,X,X,O,X,X,X,O,X,O,X,X
STIZOJL,X,O,X,O,O,X,X,X,O,X,X,X,O,X,O,X,O
STIOLJZ,X,O,X,X,O,X,X,X,O,O,O,X,O,X,X,X,X
STIOLZJ,X,O,X,O,X,X,X,X,O,O,X,O,O,X,X,X,X
STIOJLZ,X,O,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X
STIOJZL,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
STIOZLJ,X,O,X,X,X,X,X,X,O,X,X,O,O,X,O,X,X
STIOZJL,X,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X,O
STLIJZO,O,X,X,O,O,X,X,X,O,O,O,X,X,X,X,O,X
STLIJOZ,O,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X
STLIZJO,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,O,O
STLIZOJ,O,O,X,O,O,X,X,X,O,O,X,O,X,X,X,O,X
STLIOJZ,O,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X
STLIOZJ,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X
STLJIZO,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
STLJIOZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STLJZIO,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O
STLJZOI,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X,O,X
STLJOIZ,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STLJOZI,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STLZIJO,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O
STLZIOJ,O,O,X,O,O,X,X,X,X,O,X,O,X,X,X,O,X
STLZJIO,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O
STLZJOI,O,O,X,O,O,X,X,X,X,O,X,O,X,X,X,O,X
STLZOIJ,O,O,X,O,O,X,X,O,X,O,X,O,X,X,X,O,X
STLZOJI,O,O,X,O,O,X,X,O,X,O,X,O,X,X,X,O,X
STLOIJZ,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
STLOIZJ,O,X,X,O,X,X,X,O,O,O,X,O,X,X,X,X,X
STLOJIZ,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
STLOJZI,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STLOZIJ,O,X,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X
STLOZJI,O,X,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X
STJILZO,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X
STJILOZ,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
STJIZLO,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O
STJIZOL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
STJIOLZ,X,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
STJIOZL,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STJLIZO,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
STJLIOZ,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STJLZIO,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O
STJLZOI,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
STJLOIZ,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STJLOZI,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STJZILO,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O
STJZIOL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O
STJZLIO,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O
STJZLOI,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
STJZOIL,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
STJZOLI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STJOILZ,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
STJOIZL,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STJOLIZ,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
STJOLZI,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STJOZIL,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O
STJOZLI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZILJO,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,O,O
STZILOJ,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X
STZIJLO,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,O
STZIJOL,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O
STZIOLJ,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STZIOJL,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O
STZLIJO,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,O
STZLIOJ,O,O,O,O,O,X,X,X,X,O,X,O,X,X,X,O,X
STZLJIO,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,O
STZLJOI,O,O,X,O,O,X,X,X,X,O,X,O,X,X,X,O,X
STZLOIJ,O,O,O,O,O,X,X,O,X,O,X,O,X,X,X,O,X
STZLOJI,O,O,X,O,O,X,X,O,X,O,X,O,X,X,X,O,X
STZJILO,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O
STZJIOL,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O
STZJLIO,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,O
STZJLOI,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X
STZJOIL,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
STZJOLI,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOILJ,X,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
STZOIJL,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O
STZOLIJ,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,O,X
STZOLJI,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X
STZOJIL,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O
STZOJLI,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOILJZ,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
STOILZJ,X,O,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X
STOIJLZ,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
STOIJZL,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STOIZLJ,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
STOIZJL,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
STOLIJZ,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
STOLIZJ,O,O,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X
STOLJIZ,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
STOLJZI,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STOLZIJ,O,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X
STOLZJI,O,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X
STOJILZ,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
STOJIZL,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STOJLIZ,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
STOJLZI,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STOJZIL,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
STOJZLI,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOZILJ,X,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
STOZIJL,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
STOZLIJ,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
STOZLJI,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
STOZJIL,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
STOZJLI,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITLJZO,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X,O,X
SITLJOZ,X,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X
SITLZJO,X,O,X,O,X,X,X,X,O,O,O,X,X,X,O,O,O
SITLZOJ,X,O,X,O,X,X,X,X,O,O,X,X,X,X,O,O,X
SITLOJZ,X,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X
SITLOZJ,X,X,X,O,X,X,X,X,O,O,X,O,O,X,X,X,X
SITJLZO,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X
SITJLOZ,X,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X
SITJZLO,X,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X,O
SITJZOL,X,X,X,X,X,X,O,X,X,X,O,X,O,X,O,X,O
SITJOLZ,X,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X
SITJOZL,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X
SITZLJO,X,O,X,O,X,X,X,X,O,O,O,X,X,X,O,O,O
SITZLOJ,X,O,X,O,X,X,X,X,O,O,X,X,X,X,O,O,X
SITZJLO,X,O,X,O,X,X,O,X,O,O,O,X,X,X,O,X,O
SITZJOL,X,O,X,X,X,X,O,X,X,X,O,X,O,X,O,X,O
SITZOLJ,X,O,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X
SITZOJL,X,O,X,O,X,X,X,X,O,X,X,X,O,X,O,X,O
SITOLJZ,X,O,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X
SITOLZJ,X,O,X,O,X,X,X,X,O,O,X,O,O,X,X,X,X
SITOJLZ,X,O,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X
SITOJZL,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
SITOZLJ,X,O,X,X,X,X,X,X,O,X,X,O,O,X,O,X,X
SITOZJL,X,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X,O
SILTJZO,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X
SILTJOZ,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X
SILTZJO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,O
SILTZOJ,O,O,X,X,X,X,X,X,O,O,X,O,X,X,O,X,X
SILTOJZ,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X
SILTOZJ,O,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X
SILJTZO,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X,O,X
SILJTOZ,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X
SILJZTO,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
SILJZOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SILJOTZ,X,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X
SILJOZT,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X
SILZTJO,O,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X
SILZTOJ,O,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X
SILZJTO,O,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O
SILZJOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SILZOTJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILZOJT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILOTJZ,O,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X
SILOTZJ,O,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X
SILOJTZ,X,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X
SILOJZT,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X
SILOZTJ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
SILOZJT,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
SIJTLZO,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X,X,X
SIJTLOZ,X,X,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X
SIJTZLO,X,X,O,X,X,O,O,X,O,O,O,X,X,X,O,X,O
SIJTZOL,X,X,O,X,X,O,O,X,X,X,O,X,O,X,O,X,O
SIJTOLZ,X,X,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X
SIJTOZL,X,X,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X
SIJLTZO,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X,X,X
SIJLTOZ,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X,X,X
SIJLZTO,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
SIJLZOT,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJLOTZ,X,X,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X
SIJLOZT,X,X,O,X,X,O,X,X,X,X,O,O,O,X,X,X,X
SIJZTLO,X,X,O,X,X,O,X,X,X,O,O,X,X,X,O,X,O
SIJZTOL,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X
SIJZLTO,X,X,O,X,X,O,X,X,O,X,O,X,X,X,O,X,O
SIJZLOT,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
SIJZOTL,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X
SIJZOLT,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O
SIJOTLZ,X,X,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X
SIJOTZL,X,X,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X
SIJOLTZ,X,X,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X
SIJOLZT,X,X,O,X,X,O,X,X,X,X,O,O,O,X,X,X,X
SIJOZTL,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJOZLT,X,X,O,X,X,O,X,X,X,X,O,O,O,X,X,X,X
SIZTLJO,X,X,O,O,X,X,X,X,O,O,O,X,X,X,O,X,O
SIZTLOJ,X,X,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X
SIZTJLO,X,X,O,O,X,X,X,X,O,O,O,X,X,X,O,X,O
SIZTJOL,O,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,O
SIZTOLJ,X,X,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X
SIZTOJL,O,X,X,O,X,X,X,X,O,X,X,X,O,X,O,X,O
SIZLTJO,O,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X
SIZLTOJ,O,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X
SIZLJTO,O,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O
SIZLJOT,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SIZLOTJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZLOJT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZJTLO,X,X,O,X,X,X,X,X,X,O,O,X,X,X,O,X,O
SIZJTOL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SIZJLTO,O,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O
SIZJLOT,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SIZJOTL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SIZJOLT,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,O
SIZOTLJ,X,X,O,O,X,X,X,X,X,X,X,O,O,X,O,X,X
SIZOTJL,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
SIZOLTJ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
SIZOLJT,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
SIZOJTL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SIZOJLT,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,O
SIOTLJZ,X,O,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X
SIOTLZJ,X,O,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X
SIOTJLZ,X,O,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X
SIOTJZL,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
SIOTZLJ,X,O,O,X,X,X,X,X,O,X,X,O,O,X,O,X,X
SIOTZJL,X,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X,O
SIOLTJZ,X,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X
SIOLTZJ,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
SIOLJTZ,X,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X
SIOLJZT,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X
SIOLZTJ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
SIOLZJT,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
SIOJTLZ,X,O,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X
