sequence,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Je07IvhFlcBGeB?ymB5nB/oBzrB,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Jex7IvhFTeBUhB?FiBGoBXnBSxB,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Je07IvhFmcB5jB?1mBziBCsB3sB,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Jel7IvhFUdBajB?5jBThBGsBXsB,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Je07IvhFmdB5jB?lmB3nB6rBTsB,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Jex7IvhFUhBFiB?XjB6oBTnBWxB,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Je07IvhFzdB5jB?umBihBXsBlsB
ZOJITLS,X,O,O,O,X,X,X
ZOJITSL,O,O,O,O,X,O,X
ZOJILTS,O,O,O,O,X,X,X
ZOJILST,O,O,X,O,X,X,X
ZOJISTL,O,O,X,O,X,O,X
ZOJISLT,O,O,X,O,X,X,X
ZOJLTIS,O,O,O,O,X,X,X
ZOJLTSI,O,O,O,O,X,X,X
ZOJLITS,O,O,O,O,X,X,X
ZOJLIST,O,O,X,O,X,X,X
ZOJLSTI,O,O,X,O,X,X,X
ZOJLSIT,O,O,X,O,X,X,X
ZOJSTIL,O,O,X,O,X,O,X
ZOJSTLI,O,O,X,O,X,O,X
ZOJSITL,O,O,X,O,X,O,X
ZOJSILT,O,O,X,O,X,X,X
ZOJSLTI,O,O,X,O,X,X,X
ZOJSLIT,O,O,X,O,X,X,X
ZOSTILJ,O,X,O,O,O,O,X
ZOSTIJL,O,X,O,X,O,X,X
ZOSTLIJ,O,X,X,O,X,O,X
ZOSTLJI,O,X,X,X,X,O,X
ZOSTJIL,O,X,O,X,O,X,X
ZOSTJLI,O,X,X,X,X,X,X
ZOSITLJ,O,X,O,O,O,O,X
ZOSITJL,O,X,O,X,O,X,X
ZOSILTJ,O,X,O,O,X,X,X
ZOSILJT,O,X,X,X,X,X,X
ZOSIJTL,O,X,X,X,X,O,O
ZOSIJLT,O,X,X,X,X,X,X
ZOSLTIJ,O,X,O,O,X,X,X
ZOSLTJI,O,X,O,X,X,X,X
ZOSLITJ,O,X,O,O,X,X,X
ZOSLIJT,O,X,X,X,X,X,X
ZOSLJTI,O,X,X,X,X,X,X
ZOSLJIT,O,X,X,X,X,X,X
ZOSJTIL,O,X,X,X,X,O,X
ZOSJTLI,O,X,X,X,X,O,X
ZOSJITL,O,X,X,X,X,O,O
ZOSJILT,O,X,X,X,X,X,X
ZOSJLTI,O,X,X,X,X,X,X
ZOSJLIT,O,X,X,X,X,X,X
OTILJSZ,O,X,O,O,X,X,X
OTILJZS,O,X,O,O,X,X,X
OTILSJZ,O,X,O,X,X,X,X
OTILSZJ,O,X,O,O,X,X,X
OTILZJS,O,X,O,O,X,X,X
OTILZSJ,O,X,O,O,X,X,X
OTIJLSZ,X,X,O,O,X,X,X
OTIJLZS,X,X,O,O,X,X,X
OTIJSLZ,X,X,X,O,X,X,X
OTIJSZL,X,X,O,O,X,X,X
OTIJZLS,X,X,O,O,X,X,X
OTIJZSL,X,X,O,O,X,X,X
OTISLJZ,O,X,O,X,O,X,X
OTISLZJ,O,X,O,O,O,X,X
OTISJLZ,O,X,X,O,O,X,X
OTISJZL,O,X,O,O,O,X,X
OTISZLJ,O,X,O,O,O,X,X
OTISZJL,O,X,O,X,O,X,X
OTIZLJS,O,X,O,O,X,X,X
OTIZLSJ,O,X,O,O,X,X,X
OTIZJLS,X,X,O,O,X,X,X
OTIZJSL,O,X,O,O,X,X,X
OTIZSLJ,O,X,O,O,O,X,X
OTIZSJL,O,X,O,X,O,X,X
OTLIJSZ,O,X,O,O,X,X,X
OTLIJZS,O,X,O,O,X,X,X
OTLISJZ,O,X,O,X,X,X,X
OTLISZJ,O,X,O,O,X,X,X
OTLIZJS,O,X,O,O,X,X,X
OTLIZSJ,O,X,O,O,X,X,X
OTLJISZ,O,X,O,O,X,X,X
OTLJIZS,O,X,O,O,X,X,X
OTLJSIZ,O,X,O,O,X,X,X
OTLJSZI,O,X,O,O,X,X,X
OTLJZIS,O,X,O,O,X,X,X
OTLJZSI,O,X,O,O,X,X,X
OTLSIJZ,O,X,O,X,X,X,X
OTLSIZJ,O,X,O,O,X,X,X
OTLSJIZ,O,X,O,X,X,X,X
OTLSJZI,O,X,O,X,X,X,X
OTLSZIJ,O,X,O,O,X,X,X
OTLSZJI,O,X,O,X,X,X,X
OTLZIJS,O,X,O,O,X,X,X
OTLZISJ,O,X,O,O,X,X,X
OTLZJIS,O,X,O,O,X,X,X
OTLZJSI,O,X,O,X,X,X,X
OTLZSIJ,O,X,O,O,X,X,X
OTLZSJI,O,X,O,X,X,X,X
OTJILSZ,X,X,O,O,X,X,X
OTJILZS,X,X,O,O,X,X,X
OTJISLZ,X,X,X,O,X,X,X
OTJISZL,X,X,O,O,X,X,X
OTJIZLS,X,X,O,O,X,X,X
OTJIZSL,X,X,O,O,X,X,X
OTJLISZ,X,X,X,O,X,X,X
OTJLIZS,X,X,O,O,X,X,X
OTJLSIZ,X,X,X,O,X,X,X
OTJLSZI,X,X,X,O,X,X,X
OTJLZIS,X,X,O,O,X,X,X
OTJLZSI,X,X,X,O,X,X,X
OTJSILZ,X,X,X,O,X,X,X
OTJSIZL,X,X,O,O,X,X,X
OTJSLIZ,X,X,X,O,X,X,X
OTJSLZI,X,X,X,O,X,X,X
OTJSZIL,X,X,O,O,X,X,X
OTJSZLI,X,X,X,O,X,X,X
OTJZILS,X,X,O,O,X,X,X
OTJZISL,X,X,O,O,X,X,X
OTJZLIS,X,X,O,O,X,X,X
OTJZLSI,X,X,X,O,X,X,X
OTJZSIL,X,X,O,O,X,X,X
OTJZSLI,X,X,X,O,X,X,X
OTSILJZ,O,X,O,X,O,X,X
OTSILZJ,O,X,O,O,O,X,X
OTSIJLZ,O,X,X,O,O,X,X
OTSIJZL,O,X,O,O,O,X,X
OTSIZLJ,O,X,O,O,O,X,X
OTSIZJL,O,X,O,X,O,X,X
OTSLIJZ,O,X,X,X,X,X,X
OTSLIZJ,O,X,X,O,X,X,X
OTSLJIZ,O,X,X,X,X,X,X
OTSLJZI,O,X,X,X,X,X,X
OTSLZIJ,O,X,X,O,X,X,X
OTSLZJI,O,X,X,X,X,X,X
OTSJILZ,O,X,X,O,O,X,X
OTSJIZL,O,X,O,O,O,X,X
OTSJLIZ,O,X,X,O,X,X,X
OTSJLZI,O,X,X,O,X,X,X
OTSJZIL,O,X,O,O,O,X,X
OTSJZLI,O,X,X,O,X,X,X
OTSZILJ,O,X,O,O,O,X,X
OTSZIJL,O,X,O,X,O,X,X
OTSZLIJ,O,X,X,O,X,X,X
OTSZLJI,O,X,X,X,X,X,X
OTSZJIL,O,X,O,X,O,X,X
OTSZJLI,O,X,X,X,X,X,X
OTZILJS,O,X,O,O,X,X,X
OTZILSJ,O,X,O,O,X,X,X
OTZIJLS,X,X,O,O,X,X,X
OTZIJSL,O,X,O,O,X,X,X
OTZISLJ,O,X,O,O,O,X,X
OTZISJL,O,X,O,X,O,X,X
OTZLIJS,O,X,O,O,X,X,X
OTZLISJ,O,X,O,O,X,X,X
OTZLJIS,O,X,O,O,X,X,X
OTZLJSI,O,X,O,X,X,X,X
OTZLSIJ,O,X,O,O,X,X,X
OTZLSJI,O,X,O,X,X,X,X
OTZJILS,X,X,O,O,X,X,X
OTZJISL,O,X,O,O,X,X,X
OTZJLIS,O,X,O,O,X,X,X
OTZJLSI,O,X,X,O,X,X,X
OTZJSIL,O,X,O,O,X,X,X
OTZJSLI,O,X,X,O,X,X,X
OTZSILJ,O,X,O,O,O,X,X
OTZSIJL,O,X,O,X,O,X,X
OTZSLIJ,O,X,X,O,X,X,X
OTZSLJI,O,X,X,X,X,X,X
OTZSJIL,O,X,O,X,O,X,X
OTZSJLI,O,X,X,X,X,X,X
OITLJSZ,O,X,O,O,X,X,X
OITLJZS,O,X,O,O,X,X,X
OITLSJZ,O,X,O,X,X,X,X
OITLSZJ,O,X,O,O,X,X,X
OITLZJS,O,X,O,O,X,X,X
OITLZSJ,O,X,O,O,X,X,X
OITJLSZ,X,X,O,O,X,X,X
OITJLZS,X,X,O,O,X,X,X
OITJSLZ,X,X,X,O,X,X,X
OITJSZL,X,X,O,O,X,X,X
OITJZLS,X,X,O,O,X,X,X
OITJZSL,X,X,O,O,X,X,X
OITSLJZ,O,X,O,X,O,X,X
OITSLZJ,O,X,O,O,O,X,X
OITSJLZ,O,X,X,O,O,X,X
OITSJZL,O,X,O,O,O,X,X
OITSZLJ,O,X,O,O,O,X,X
OITSZJL,O,X,O,X,O,X,X
OITZLJS,O,X,O,O,X,X,X
OITZLSJ,O,X,O,O,X,X,X
OITZJLS,X,X,O,O,X,X,X
OITZJSL,O,X,O,O,X,X,X
OITZSLJ,O,X,O,O,O,X,X
OITZSJL,O,X,O,X,O,X,X
OILTJSZ,O,X,O,O,X,X,X
OILTJZS,O,X,O,O,X,X,X
OILTSJZ,O,X,O,X,X,X,X
OILTSZJ,O,X,O,O,X,X,X
OILTZJS,O,X,O,O,X,X,X
OILTZSJ,O,X,O,O,X,X,X
OILJTSZ,O,X,O,O,X,X,X
OILJTZS,O,O,O,O,X,X,X
OILJSTZ,O,X,X,O,X,X,X
OILJSZT,O,O,X,O,X,X,X
OILJZTS,O,O,O,O,X,X,X
OILJZST,O,O,X,O,X,X,X
OILSTJZ,O,X,O,X,X,X,X
OILSTZJ,O,X,O,O,X,X,X
OILSJTZ,O,X,X,X,X,X,X
OILSJZT,O,X,X,X,X,X,X
OILSZTJ,O,X,O,O,X,X,X
OILSZJT,O,X,X,X,X,X,X
OILZTJS,O,O,O,O,X,X,X
OILZTSJ,O,X,O,O,X,X,X
OILZJTS,O,O,O,O,X,X,X
OILZJST,O,O,X,X,X,X,X
OILZSTJ,O,X,O,O,X,X,X
OILZSJT,O,X,X,X,X,X,X
OIJTLSZ,X,X,O,O,X,X,X
OIJTLZS,X,O,O,O,X,X,X
OIJTSLZ,X,X,X,O,X,X,X
OIJTSZL,X,X,O,O,X,X,X
OIJTZLS,X,O,O,O,X,X,X
OIJTZSL,X,O,O,O,X,X,X
OIJLTSZ,O,X,O,O,X,X,X
OIJLTZS,O,O,O,O,X,X,X
OIJLSTZ,O,X,X,O,X,X,X
OIJLSZT,O,O,X,O,X,X,X
OIJLZTS,O,O,O,O,X,X,X
OIJLZST,O,O,X,O,X,X,X
OIJSTLZ,O,X,X,O,X,X,X
OIJSTZL,O,X,X,O,X,X,X
OIJSLTZ,O,X,X,O,X,X,X
OIJSLZT,O,O,X,O,X,X,X
OIJSZTL,O,O,X,O,X,O,X
OIJSZLT,O,O,X,O,X,X,X
OIJZTLS,X,O,O,O,X,X,X
OIJZTSL,O,O,O,O,X,O,X
OIJZLTS,O,O,O,O,X,X,X
OIJZLST,O,O,X,O,X,X,X
OIJZSTL,O,O,X,O,X,O,X
OIJZSLT,O,O,X,O,X,X,X
OISTLJZ,O,X,O,X,O,X,X
OISTLZJ,O,X,O,O,O,X,X
OISTJLZ,O,X,X,O,O,X,X
OISTJZL,O,X,O,O,O,X,X
OISTZLJ,O,X,O,O,O,X,X
OISTZJL,O,X,O,X,O,X,X
OISLTJZ,O,X,O,X,X,X,X
OISLTZJ,O,X,O,O,X,X,X
OISLJTZ,O,X,X,X,X,X,X
OISLJZT,O,X,X,X,X,X,X
OISLZTJ,O,X,O,O,X,X,X
OISLZJT,O,X,X,X,X,X,X
OISJTLZ,O,X,X,O,O,X,O
OISJTZL,O,X,X,O,O,X,O
OISJLTZ,O,X,X,O,X,X,X
OISJLZT,O,X,X,O,X,X,X
OISJZTL,O,X,X,O,X,O,O
OISJZLT,O,X,X,O,X,X,X
OISZTLJ,O,X,O,O,O,O,X
OISZTJL,O,X,O,X,O,X,X
OISZLTJ,O,X,O,O,X,X,X
OISZLJT,O,X,X,X,X,X,X
OISZJTL,O,X,X,X,X,O,O
OISZJLT,O,X,X,X,X,X,X
OIZTLJS,O,X,O,O,X,X,X
OIZTLSJ,O,X,O,O,X,X,X
OIZTJLS,X,O,O,O,X,X,X
OIZTJSL,O,O,O,O,X,X,X
OIZTSLJ,O,X,O,O,O,O,X
OIZTSJL,O,X,O,X,O,X,X
OIZLTJS,O,O,O,O,X,X,X
OIZLTSJ,O,X,O,O,X,X,X
OIZLJTS,O,O,O,O,X,X,X
OIZLJST,O,O,X,X,X,X,X
OIZLSTJ,O,X,O,O,X,X,X
OIZLSJT,O,X,X,X,X,X,X
OIZJTLS,X,O,O,O,X,X,X
OIZJTSL,O,O,O,O,X,O,X
OIZJLTS,O,O,O,O,X,X,X
OIZJLST,O,O,X,O,X,X,X
OIZJSTL,O,O,X,O,X,O,X
OIZJSLT,O,O,X,O,X,X,X
OIZSTLJ,O,X,O,O,O,O,X
OIZSTJL,O,X,O,X,O,X,X
OIZSLTJ,O,X,O,O,X,X,X
OIZSLJT,O,X,X,X,X,X,X
OIZSJTL,O,X,X,X,X,O,O
OIZSJLT,O,X,X,X,X,X,X
OLTIJSZ,O,X,O,O,X,X,X
OLTIJZS,O,X,O,O,X,X,X
OLTISJZ,O,X,O,X,X,X,X
OLTISZJ,O,X,O,O,X,X,X
OLTIZJS,O,X,O,O,X,X,X
OLTIZSJ,O,X,O,O,X,X,X
OLTJISZ,O,X,O,O,X,X,X
OLTJIZS,O,X,O,O,X,X,X
OLTJSIZ,O,X,O,O,X,X,X
OLTJSZI,O,X,O,O,X,X,X
OLTJZIS,O,X,O,O,X,X,X
OLTJZSI,O,X,O,O,X,X,X
OLTSIJZ,O,X,O,X,X,X,X
OLTSIZJ,O,X,O,O,X,X,X
OLTSJIZ,O,X,O,X,X,X,X
OLTSJZI,O,X,O,X,X,X,X
OLTSZIJ,O,X,O,O,X,X,X
OLTSZJI,O,X,O,X,X,X,X
OLTZIJS,O,X,O,O,X,X,X
OLTZISJ,O,X,O,O,X,X,X
OLTZJIS,O,X,O,O,X,X,X
OLTZJSI,O,X,O,X,X,X,X
OLTZSIJ,O,X,O,O,X,X,X
OLTZSJI,O,X,O,X,X,X,X
OLITJSZ,O,X,O,O,X,X,X
OLITJZS,O,X,O,O,X,X,X
OLITSJZ,O,X,O,X,X,X,X
OLITSZJ,O,X,O,O,X,X,X
OLITZJS,O,X,O,O,X,X,X
OLITZSJ,O,X,O,O,X,X,X
OLIJTSZ,O,X,O,O,X,X,X
OLIJTZS,O,O,O,O,X,X,X
OLIJSTZ,O,X,X,O,X,X,X
OLIJSZT,O,O,X,O,X,X,X
OLIJZTS,O,O,O,O,X,X,X
OLIJZST,O,O,X,O,X,X,X
OLISTJZ,O,X,O,X,X,X,X
OLISTZJ,O,X,O,O,X,X,X
OLISJTZ,O,X,X,X,X,X,X
OLISJZT,O,X,X,X,X,X,X
OLISZTJ,O,X,O,O,X,X,X
OLISZJT,O,X,X,X,X,X,X
OLIZTJS,O,O,O,O,X,X,X
OLIZTSJ,O,X,O,O,X,X,X
OLIZJTS,O,O,O,O,X,X,X
OLIZJST,O,O,X,X,X,X,X
OLIZSTJ,O,X,O,O,X,X,X
OLIZSJT,O,X,X,X,X,X,X
OLJTISZ,O,X,O,O,X,X,X
OLJTIZS,O,O,O,O,X,X,X
OLJTSIZ,O,X,O,O,X,X,X
OLJTSZI,O,O,O,O,X,X,X
OLJTZIS,O,O,O,O,X,X,X
OLJTZSI,O,O,O,O,X,X,X
OLJITSZ,O,X,O,O,X,X,X
OLJITZS,O,O,O,O,X,X,X
OLJISTZ,O,X,X,O,X,X,X
OLJISZT,O,O,X,O,X,X,X
OLJIZTS,O,O,O,O,X,X,X
OLJIZST,O,O,X,O,X,X,X
OLJSTIZ,O,X,X,O,X,X,X
OLJSTZI,O,O,X,O,X,X,X
OLJSITZ,O,X,X,O,X,X,X
OLJSIZT,O,O,X,O,X,X,X
OLJSZTI,O,O,X,O,X,X,X
OLJSZIT,O,O,X,O,X,X,X
OLJZTIS,O,O,O,O,X,X,X
OLJZTSI,O,O,O,O,X,X,X
OLJZITS,O,O,O,O,X,X,X
OLJZIST,O,O,X,O,X,X,X
OLJZSTI,O,O,X,O,X,X,X
OLJZSIT,O,O,X,O,X,X,X
OLSTIJZ,O,X,O,X,X,X,X
OLSTIZJ,O,X,O,O,X,X,X
OLSTJIZ,O,X,O,X,X,X,X
OLSTJZI,O,X,O,X,X,X,X
OLSTZIJ,O,X,O,O,X,X,X
OLSTZJI,O,X,O,X,X,X,X
OLSITJZ,O,X,O,X,X,X,X
OLSITZJ,O,X,O,O,X,X,X
OLSIJTZ,O,X,X,X,X,X,X
OLSIJZT,O,X,X,X,X,X,X
OLSIZTJ,O,X,O,O,X,X,X
OLSIZJT,O,X,X,X,X,X,X
OLSJTIZ,O,X,X,X,X,X,X
OLSJTZI,O,X,X,X,X,X,X
OLSJITZ,O,X,X,X,X,X,X
OLSJIZT,O,X,X,X,X,X,X
OLSJZTI,O,X,X,X,X,X,X
OLSJZIT,O,X,X,X,X,X,X
OLSZTIJ,O,X,O,O,X,X,X
OLSZTJI,O,X,O,X,X,X,X
OLSZITJ,O,X,O,O,X,X,X
OLSZIJT,O,X,X,X,X,X,X
OLSZJTI,O,X,X,X,X,X,X
OLSZJIT,O,X,X,X,X,X,X
OLZTIJS,O,O,O,O,X,X,X
OLZTISJ,O,X,O,O,X,X,X
OLZTJIS,O,O,O,O,X,X,X
OLZTJSI,O,O,O,X,X,X,X
OLZTSIJ,O,X,O,O,X,X,X
OLZTSJI,O,X,O,X,X,X,X
OLZITJS,O,O,O,O,X,X,X
OLZITSJ,O,X,O,O,X,X,X
OLZIJTS,O,O,O,O,X,X,X
OLZIJST,O,O,X,X,X,X,X
OLZISTJ,O,X,O,O,X,X,X
OLZISJT,O,X,X,X,X,X,X
OLZJTIS,O,O,O,O,X,X,X
OLZJTSI,O,O,O,X,X,X,X
OLZJITS,O,O,O,O,X,X,X
OLZJIST,O,O,X,X,X,X,X
OLZJSTI,O,O,X,X,X,X,X
OLZJSIT,O,O,X,X,X,X,X
OLZSTIJ,O,X,O,O,X,X,X
OLZSTJI,O,X,O,X,X,X,X
OLZSITJ,O,X,O,O,X,X,X
OLZSIJT,O,X,X,X,X,X,X
OLZSJTI,O,X,X,X,X,X,X
OLZSJIT,O,X,X,X,X,X,X
OJTILSZ,X,X,O,O,X,X,X
OJTILZS,X,O,O,O,X,X,X
OJTISLZ,X,X,X,O,X,X,X
OJTISZL,X,X,O,O,X,X,X
OJTIZLS,X,O,O,O,X,X,X
OJTIZSL,X,O,O,O,X,X,X
OJTLISZ,X,X,X,O,X,X,X
OJTLIZS,X,O,O,O,X,X,X
OJTLSIZ,X,X,X,O,X,X,X
OJTLSZI,X,O,X,O,X,X,X
OJTLZIS,X,O,O,O,X,X,X
OJTLZSI,X,O,X,O,X,X,X
OJTSILZ,X,X,X,O,X,X,X
OJTSIZL,X,X,O,O,X,X,X
OJTSLIZ,X,X,X,O,X,X,X
OJTSLZI,X,X,X,O,X,X,X
OJTSZIL,X,O,O,O,X,X,X
OJTSZLI,X,O,X,O,X,X,X
OJTZILS,X,O,O,O,X,X,X
OJTZISL,X,O,O,O,X,X,X
OJTZLIS,X,O,O,O,X,X,X
OJTZLSI,X,O,X,O,X,X,X
OJTZSIL,X,O,O,O,X,X,X
OJTZSLI,X,O,X,O,X,X,X
OJITLSZ,X,X,O,O,X,X,X
OJITLZS,X,O,O,O,X,X,X
OJITSLZ,X,X,X,O,X,X,X
OJITSZL,X,X,O,O,X,X,X
OJITZLS,X,O,O,O,X,X,X
OJITZSL,X,O,O,O,X,X,X
OJILTSZ,O,X,O,O,X,X,X
OJILTZS,O,O,O,O,X,X,X
OJILSTZ,O,X,X,O,X,X,X
OJILSZT,O,O,X,O,X,X,X
OJILZTS,O,O,O,O,X,X,X
OJILZST,O,O,X,O,X,X,X
OJISTLZ,O,X,X,O,X,X,X
OJISTZL,O,X,X,O,X,X,X
OJISLTZ,O,X,X,O,X,X,X
OJISLZT,O,O,X,O,X,X,X
OJISZTL,O,O,X,O,X,O,X
OJISZLT,O,O,X,O,X,X,X
OJIZTLS,X,O,O,O,X,X,X
OJIZTSL,O,O,O,O,X,O,X
OJIZLTS,O,O,O,O,X,X,X
OJIZLST,O,O,X,O,X,X,X
OJIZSTL,O,O,X,O,X,O,X
OJIZSLT,O,O,X,O,X,X,X
OJLTISZ,O,X,O,O,X,X,X
OJLTIZS,O,O,O,O,X,X,X
OJLTSIZ,O,X,O,O,X,X,X
OJLTSZI,O,O,O,O,X,X,X
OJLTZIS,O,O,O,O,X,X,X
OJLTZSI,O,O,O,O,X,X,X
OJLITSZ,O,X,O,O,X,X,X
OJLITZS,O,O,O,O,X,X,X
OJLISTZ,O,X,X,O,X,X,X
OJLISZT,O,O,X,O,X,X,X
OJLIZTS,O,O,O,O,X,X,X
OJLIZST,O,O,X,O,X,X,X
OJLSTIZ,O,X,X,O,X,X,X
OJLSTZI,O,O,X,O,X,X,X
OJLSITZ,O,X,X,O,X,X,X
OJLSIZT,O,O,X,O,X,X,X
OJLSZTI,O,O,X,O,X,X,X
OJLSZIT,O,O,X,O,X,X,X
OJLZTIS,O,O,O,O,X,X,X
OJLZTSI,O,O,O,O,X,X,X
OJLZITS,O,O,O,O,X,X,X
OJLZIST,O,O,X,O,X,X,X
OJLZSTI,O,O,X,O,X,X,X
OJLZSIT,O,O,X,O,X,X,X
OJSTILZ,O,X,X,O,X,X,X
OJSTIZL,O,X,X,O,X,X,X
OJSTLIZ,O,X,X,O,X,X,X
OJSTLZI,O,X,X,O,X,X,X
OJSTZIL,O,O,X,O,X,O,X
OJSTZLI,O,O,X,O,X,O,X
OJSITLZ,O,X,X,O,X,X,X
OJSITZL,O,X,X,O,X,X,X
OJSILTZ,O,X,X,O,X,X,X
OJSILZT,O,O,X,O,X,X,X
OJSIZTL,O,O,X,O,X,O,X
OJSIZLT,O,O,X,O,X,X,X
OJSLTIZ,O,X,X,O,X,X,X
OJSLTZI,O,O,X,O,X,X,X
OJSLITZ,O,X,X,O,X,X,X
OJSLIZT,O,O,X,O,X,X,X
OJSLZTI,O,O,X,O,X,X,X
OJSLZIT,O,O,X,O,X,X,X
OJSZTIL,O,O,X,O,X,O,X
OJSZTLI,O,O,X,O,X,O,X
OJSZITL,O,O,X,O,X,O,X
OJSZILT,O,O,X,O,X,X,X
OJSZLTI,O,O,X,O,X,X,X
OJSZLIT,O,O,X,O,X,X,X
OJZTILS,X,O,O,O,X,X,X
OJZTISL,O,O,O,O,X,O,X
OJZTLIS,O,O,O,O,X,X,X
OJZTLSI,O,O,X,O,X,X,X
OJZTSIL,O,O,O,O,X,O,X
OJZTSLI,O,O,X,O,X,O,X
OJZITLS,X,O,O,O,X,X,X
OJZITSL,O,O,O,O,X,O,X
OJZILTS,O,O,O,O,X,X,X
OJZILST,O,O,X,O,X,X,X
OJZISTL,O,O,X,O,X,O,X
OJZISLT,O,O,X,O,X,X,X
OJZLTIS,O,O,O,O,X,X,X
OJZLTSI,O,O,O,O,X,X,X
OJZLITS,O,O,O,O,X,X,X
OJZLIST,O,O,X,O,X,X,X
OJZLSTI,O,O,X,O,X,X,X
OJZLSIT,O,O,X,O,X,X,X
OJZSTIL,O,O,X,O,X,O,X
OJZSTLI,O,O,X,O,X,O,X
OJZSITL,O,O,X,O,X,O,X
OJZSILT,O,O,X,O,X,X,X
OJZSLTI,O,O,X,O,X,X,X
OJZSLIT,O,O,X,O,X,X,X
OSTILJZ,O,X,O,X,O,X,X
OSTILZJ,O,X,O,O,O,X,X
OSTIJLZ,O,X,X,O,O,X,X
OSTIJZL,O,X,O,O,O,X,X
OSTIZLJ,O,X,O,O,O,X,X
OSTIZJL,O,X,O,X,O,X,X
OSTLIJZ,O,X,X,X,X,X,X
OSTLIZJ,O,X,X,O,X,X,X
OSTLJIZ,O,X,X,X,X,X,X
OSTLJZI,O,X,X,X,X,X,X
OSTLZIJ,O,X,X,O,X,X,X
OSTLZJI,O,X,X,X,X,X,X
OSTJILZ,O,X,X,O,O,X,X
OSTJIZL,O,X,O,O,O,X,X
OSTJLIZ,O,X,X,O,X,X,X
OSTJLZI,O,X,X,O,X,X,X
OSTJZIL,O,X,O,O,O,X,X
OSTJZLI,O,X,X,O,X,X,X
OSTZILJ,O,X,O,O,O,O,X
OSTZIJL,O,X,O,X,O,X,X
OSTZLIJ,O,X,X,O,X,O,X
OSTZLJI,O,X,X,X,X,O,X
OSTZJIL,O,X,O,X,O,X,X
OSTZJLI,O,X,X,X,X,X,X
OSITLJZ,O,X,O,X,O,X,X
OSITLZJ,O,X,O,O,O,X,X
OSITJLZ,O,X,X,O,O,X,X
OSITJZL,O,X,O,O,O,X,X
OSITZLJ,O,X,O,O,O,X,X
OSITZJL,O,X,O,X,O,X,X
OSILTJZ,O,X,O,X,X,X,X
OSILTZJ,O,X,O,O,X,X,X
OSILJTZ,O,X,X,X,X,X,X
OSILJZT,O,X,X,X,X,X,X
OSILZTJ,O,X,O,O,X,X,X
OSILZJT,O,X,X,X,X,X,X
OSIJTLZ,O,X,X,O,O,X,O
OSIJTZL,O,X,X,O,O,X,O
OSIJLTZ,O,X,X,O,X,X,X
OSIJLZT,O,X,X,O,X,X,X
OSIJZTL,O,X,X,O,X,O,O
OSIJZLT,O,X,X,O,X,X,X
OSIZTLJ,O,X,O,O,O,O,X
OSIZTJL,O,X,O,X,O,X,X
OSIZLTJ,O,X,O,O,X,X,X
OSIZLJT,O,X,X,X,X,X,X
OSIZJTL,O,X,X,X,X,O,O
OSIZJLT,O,X,X,X,X,X,X
OSLTIJZ,O,X,O,X,X,X,X
OSLTIZJ,O,X,O,O,X,X,X
OSLTJIZ,O,X,O,X,X,X,X
OSLTJZI,O,X,O,X,X,X,X
OSLTZIJ,O,X,O,O,X,X,X
OSLTZJI,O,X,O,X,X,X,X
OSLITJZ,O,X,O,X,X,X,X
OSLITZJ,O,X,O,O,X,X,X
OSLIJTZ,O,X,X,X,X,X,X
OSLIJZT,O,X,X,X,X,X,X
OSLIZTJ,O,X,O,O,X,X,X
OSLIZJT,O,X,X,X,X,X,X
OSLJTIZ,O,X,X,X,X,X,X
OSLJTZI,O,X,X,X,X,X,X
OSLJITZ,O,X,X,X,X,X,X
OSLJIZT,O,X,X,X,X,X,X
OSLJZTI,O,X,X,X,X,X,X
OSLJZIT,O,X,X,X,X,X,X
OSLZTIJ,O,X,O,O,X,X,X
OSLZTJI,O,X,O,X,X,X,X
OSLZITJ,O,X,O,O,X,X,X
OSLZIJT,O,X,X,X,X,X,X
OSLZJTI,O,X,X,X,X,X,X
OSLZJIT,O,X,X,X,X,X,X
OSJTILZ,O,X,X,O,O,X,X
OSJTIZL,O,X,X,O,O,X,X
OSJTLIZ,O,X,X,O,X,X,X
OSJTLZI,O,X,X,O,X,X,X
OSJTZIL,O,X,X,O,O,O,X
OSJTZLI,O,X,X,O,X,O,X
OSJITLZ,O,X,X,O,O,X,O
OSJITZL,O,X,X,O,O,X,O
OSJILTZ,O,X,X,O,X,X,X
OSJILZT,O,X,X,O,X,X,X
OSJIZTL,O,X,X,O,X,O,O
OSJIZLT,O,X,X,O,X,X,X
OSJLTIZ,O,X,X,O,X,X,X
OSJLTZI,O,X,X,O,X,X,X
OSJLITZ,O,X,X,O,X,X,X
OSJLIZT,O,X,X,O,X,X,X
OSJLZTI,O,X,X,O,X,X,X
OSJLZIT,O,X,X,O,X,X,X
OSJZTIL,O,X,X,O,X,O,X
OSJZTLI,O,X,X,O,X,O,X
OSJZITL,O,X,X,O,X,O,O
OSJZILT,O,X,X,O,X,X,X
OSJZLTI,O,X,X,O,X,X,X
