sequence,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Jem6Iv?hF/iBajB5jB0fBFqBzsB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Je//Iv?hFagBmdB5jB0iBFqBzsB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Jem6Iv?hFxdB0fB6nBTjBFqBXtB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Je2/Iv?hFxiBzfB0iBStBFqBXtB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8JeT6Iv?hFegB/iB5jB8sBFqBatB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8JeT6Iv?hFegBxdB0iBStBFqBXtB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8JeT6Iv?hF/iB6oBWqB8sBZlBFtB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Je2/Iv?hFxiBzfBXjBStBFqB0sB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Jem6Iv?hF0fBxiB6nBTjBFqBXtB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8JeT6Iv?hF/iBFeBWqBCtBZlBctB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Jem6Iv?hFxdB0fB6nBToBFqBXtB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Je2/Iv?hFxiBzfBXjBctB6sBFqB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8JeT6Iv?hFegBxdBXjBStBFqB0sB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Je//Iv?hFagBxdBTjBWtBFqB0sB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Je//Iv?hFagBxiBTjBWtBFqB0sB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Jei6Iv?hFzfBxiBGoBXoBFqB0sB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Jex9Iv?hF6nBUlBToBlkBXtBmpB
ZOLSIJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJTI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLSJIT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJTILS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTISL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTLIS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJTLSI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJTSIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTSLI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJITLS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJITSL,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJILTS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJILST,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOJISTL,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOJISLT,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOJLTIS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJLTSI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZOJLITS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJLIST,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJLSTI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJLSIT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJSTIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSTLI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJSITL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOJSILT,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOJSLTI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJSLIT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSTILJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTIJL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTLIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTLJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTJIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTJLI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSITLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSITJL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSILTJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSILJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSIJTL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSIJLT,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSLTIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOSLTJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOSLITJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLIJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLJTI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSLJIT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSJTIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJTLI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSJITL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSJILT,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOSJLTI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSJLIT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTILJSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTILJZS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OTILSJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTILSZJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTILZJS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OTILZSJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTIJLSZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
OTIJLZS,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X
OTIJSLZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
OTIJSZL,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OTIJZLS,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X
OTIJZSL,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OTISLJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
OTISLZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISJLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISZLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZLJS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OTIZLSJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTIZJLS,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
OTIZJSL,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTIZSLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZSJL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLIJSZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
OTLIJZS,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X
OTLISJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTLISZJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLIZJS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OTLIZSJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLJISZ,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X
OTLJIZS,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X
OTLJSIZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTLJSZI,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTLJZIS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
OTLJZSI,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
OTLSIJZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTLSIZJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLSJIZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTLSJZI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTLSZIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLSZJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLZIJS,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
OTLZISJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
OTLZJIS,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
OTLZJSI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
OTLZSIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
OTLZSJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
OTJILSZ,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,O,X
OTJILZS,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X
OTJISLZ,O,O,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X
OTJISZL,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X
OTJIZLS,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X
OTJIZSL,O,O,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X
OTJLISZ,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,O,X
OTJLIZS,X,X,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X
OTJLSIZ,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X
OTJLSZI,X,X,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X
OTJLZIS,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,O,X
OTJLZSI,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X
OTJSILZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X
OTJSIZL,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTJSLIZ,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X
OTJSLZI,O,O,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X
OTJSZIL,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OTJSZLI,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OTJZILS,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,O,X
OTJZISL,O,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X
OTJZLIS,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,O,X
OTJZLSI,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X
OTJZSIL,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OTJZSLI,O,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
OTSILJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
OTSILZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIJLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIJZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIZLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIZJL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTSLIJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
OTSLIZJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSLJIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X
OTSLJZI,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSLZIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSLZJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSJILZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X
OTSJIZL,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTSJLIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X
OTSJLZI,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTSJZIL,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTSJZLI,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTSZILJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZIJL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTSZLIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSZLJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSZJIL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTSZJLI,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OTZILJS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OTZILSJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZIJLS,O,O,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X
OTZIJSL,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X
OTZISLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZISJL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZLIJS,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
OTZLISJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
OTZLJIS,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
OTZLJSI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
OTZLSIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
OTZLSJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
OTZJILS,O,O,X,X,O,O,X,X,O,X,O,O,X,X,X,O,X
OTZJISL,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X
OTZJLIS,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X
OTZJLSI,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
OTZJSIL,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
OTZJSLI,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
OTZSILJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSIJL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTZSLIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZSLJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZSJIL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTZSJLI,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OITLJSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITLJZS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OITLSJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITLSZJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITLZJS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OITLZSJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITJLSZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
OITJLZS,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X
OITJSLZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OITJSZL,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OITJZLS,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OITJZSL,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OITSLJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
OITSLZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSJLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSZLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZLJS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OITZLSJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITZJLS,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
OITZJSL,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OITZSLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZSJL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OILTJSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTJZS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILTSJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTSZJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILTZJS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILTZSJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILJTSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJTZS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILJSTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJSZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJZTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJZST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSTZJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILSJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSJZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSZTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSZJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZTJS,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILZTSJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
OILZJTS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZJST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZSTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZSJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTLSZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJTLZS,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OIJTSLZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJTSZL,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OIJTZLS,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OIJTZSL,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OIJLTSZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJLTZS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJLSTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJLSZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLZTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLZST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSTLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSTZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSLTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSLZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSZTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSZLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZTLS,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OIJZTSL,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OIJZLTS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZLST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZSTL,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OIJZSLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTLJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTLZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTJLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTZLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLTZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLJZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLZTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLZJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISJTLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISJTZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISJLTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISJLZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISJZTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISJZLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISZTLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISZTJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISZLTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISZLJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISZJTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISZJLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZTLJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZTLSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZTJLS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIZTJSL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIZTSLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZTSJL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIZLTJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZLTSJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OIZLJTS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZLJST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZLSTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZLSJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZJTLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZJTSL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZJLTS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZJLST,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIZJSTL,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIZJSLT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIZSTLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZSTJL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIZSLTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZSLJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZSJTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZSJLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTIJSZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OLTIJZS,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
OLTISJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTISZJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLTIZJS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLTIZSJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLTJISZ,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
OLTJIZS,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
OLTJSIZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OLTJSZI,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OLTJZIS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OLTJZSI,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
OLTSIJZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OLTSIZJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
