sequence,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFufBcgB9iBTeBXo?BSyB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFCbB9jBXgB0iBus?BTtB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFCbB9iBTeBXgB8s?B+tB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFufBcgB9iB/oBzs?B6tB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFGbB3dBcjBzfBqs?B9tB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFqfBTbB3dBcjBts?B+tB,v115@3gC8GeB8GeD8DeF8CeG8Mex6IvhF9iBOkBXgB6oB8s?BTtB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFqfBTbB3dB9jBUo?BWyB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFCbB9jBXgB0iBGt?BzsB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFCbBTeBXgBGoBUt?B9sB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFWgB9iB6oBXgB8s?BTtB
SIOJLTZ,X,O,X,X,O,X,X,X,O,X,X
SIOJLZT,X,O,O,X,X,X,X,X,O,X,X
SIOJZTL,X,O,O,X,X,X,X,X,O,X,X
SIOJZLT,X,O,O,X,X,X,X,X,O,X,X
SIOZTLJ,X,O,X,O,X,X,X,X,O,X,X
SIOZTJL,X,O,X,O,X,X,X,X,X,X,X
SIOZLTJ,X,O,X,X,X,X,X,X,O,X,X
SIOZLJT,X,O,X,X,X,X,X,X,X,O,X
SIOZJTL,X,O,X,O,X,X,X,X,X,O,X
SIOZJLT,X,O,X,X,X,X,X,X,X,O,X
SLTIJZO,O,X,O,X,O,X,X,X,O,X,X
SLTIJOZ,O,X,X,X,X,X,X,X,O,X,X
SLTIZJO,O,O,X,X,O,X,X,X,O,O,X
SLTIZOJ,O,O,X,X,O,X,X,X,O,X,X
SLTIOJZ,O,O,X,X,O,X,X,X,X,X,X
SLTIOZJ,O,O,X,X,O,X,X,X,X,X,X
SLTJIZO,O,X,O,X,O,X,O,X,O,X,X
SLTJIOZ,O,X,X,X,X,X,X,X,O,X,X
SLTJZIO,O,X,O,X,O,X,O,X,O,X,X
SLTJZOI,O,X,O,X,O,X,O,X,O,X,X
SLTJOIZ,O,X,X,X,X,X,X,X,O,X,X
SLTJOZI,O,X,X,X,X,X,X,X,O,X,X
SLTZIJO,O,O,X,X,O,X,O,X,O,O,X
SLTZIOJ,O,O,X,X,O,X,X,X,O,X,X
SLTZJIO,O,O,X,X,O,X,O,X,O,O,X
SLTZJOI,O,X,X,X,O,X,O,X,X,X,X
SLTZOIJ,O,O,X,X,O,X,X,X,O,X,X
SLTZOJI,O,X,X,X,O,X,O,X,X,X,X
SLTOIJZ,O,O,X,X,O,X,X,X,X,X,X
SLTOIZJ,O,O,X,X,O,X,X,X,X,X,X
SLTOJIZ,O,O,X,X,O,X,X,X,X,X,X
SLTOJZI,O,O,X,X,O,X,X,X,X,X,X
SLTOZIJ,O,O,X,X,O,X,X,X,X,X,X
SLTOZJI,O,O,X,X,O,X,X,X,X,X,X
SLITJZO,O,X,O,X,O,X,X,X,O,X,X
SLITJOZ,O,X,X,X,X,X,X,X,O,X,X
SLITZJO,O,O,X,X,O,X,X,X,O,O,X
SLITZOJ,O,O,X,X,O,X,X,X,O,X,X
SLITOJZ,O,O,X,X,O,X,X,X,X,X,X
SLITOZJ,O,O,X,X,O,X,X,X,X,X,X
SLIJTZO,O,X,O,X,O,O,X,X,O,X,X
SLIJTOZ,O,X,X,X,X,O,X,X,O,X,X
SLIJZTO,O,O,O,X,X,X,X,O,O,O,X
SLIJZOT,O,X,O,X,X,X,X,O,O,O,X
SLIJOTZ,X,O,X,X,X,O,X,X,O,X,X
SLIJOZT,X,O,O,X,X,X,X,O,O,X,X
SLIZTJO,O,O,X,X,X,X,X,X,O,O,X
SLIZTOJ,O,O,X,X,X,X,X,X,O,X,X
SLIZJTO,O,O,O,X,X,X,X,X,O,O,X
SLIZJOT,O,X,O,X,X,X,X,X,O,O,X
SLIZOTJ,O,O,X,X,X,X,X,X,O,X,X
SLIZOJT,O,O,X,X,X,X,X,X,X,O,X
SLIOTJZ,O,O,X,X,O,X,X,X,X,X,X
SLIOTZJ,O,O,X,X,O,X,X,X,X,X,X
SLIOJTZ,X,O,X,X,O,O,X,X,O,X,X
SLIOJZT,X,O,O,X,X,X,X,O,O,X,X
SLIOZTJ,O,O,X,X,X,X,X,X,O,X,X
SLIOZJT,O,O,X,X,X,X,X,X,X,O,X
SLJTIZO,O,X,O,X,O,O,O,X,O,X,X
SLJTIOZ,O,X,X,X,X,O,X,X,O,X,X
SLJTZIO,O,X,O,X,O,O,O,X,O,X,X
SLJTZOI,O,X,O,X,O,O,O,X,O,X,X
SLJTOIZ,O,X,X,X,X,O,X,X,O,X,X
SLJTOZI,O,X,X,X,X,O,X,X,O,X,X
SLJITZO,O,X,O,X,O,O,O,X,O,X,X
SLJITOZ,O,X,X,X,X,O,X,X,O,X,X
SLJIZTO,O,O,O,X,X,X,O,O,O,O,X
SLJIZOT,O,X,O,X,X,X,X,O,O,O,X
SLJIOTZ,X,O,X,X,X,O,X,X,O,X,X
SLJIOZT,X,O,O,X,X,X,X,O,O,X,X
SLJZTIO,O,O,O,X,X,X,O,O,O,O,X
SLJZTOI,O,X,O,X,X,X,O,O,O,X,X
SLJZITO,O,O,O,X,X,X,O,O,O,O,X
SLJZIOT,O,X,O,X,X,X,X,O,O,O,X
SLJZOTI,O,X,O,X,X,X,X,O,O,X,X
SLJZOIT,O,X,O,X,X,X,X,O,O,O,X
SLJOTIZ,X,O,X,X,X,O,X,X,O,X,X
SLJOTZI,X,O,X,X,X,O,X,X,O,X,X
SLJOITZ,X,O,X,X,X,O,X,X,O,X,X
SLJOIZT,X,O,O,X,X,X,X,O,O,X,X
SLJOZTI,X,O,O,X,X,X,X,O,O,X,X
SLJOZIT,X,O,O,X,X,X,X,O,O,X,X
SLZTIJO,O,O,X,X,X,X,O,X,O,O,X
SLZTIOJ,O,O,X,X,X,X,X,X,O,X,X
SLZTJIO,O,O,X,X,X,X,O,X,O,O,X
SLZTJOI,O,X,X,X,X,X,O,X,X,X,X
SLZTOIJ,O,O,X,X,X,X,X,X,O,X,X
SLZTOJI,O,X,X,X,X,X,O,X,X,X,X
SLZITJO,O,O,X,X,X,X,X,X,O,O,X
SLZITOJ,O,O,X,X,X,X,X,X,O,X,X
SLZIJTO,O,O,O,X,X,X,X,X,O,O,X
SLZIJOT,O,X,O,X,X,X,X,X,O,O,X
SLZIOTJ,O,O,X,X,X,X,X,X,O,X,X
SLZIOJT,O,O,X,X,X,X,X,X,X,O,X
SLZJTIO,O,O,O,X,X,X,O,X,O,O,X
SLZJTOI,O,X,O,X,X,X,O,X,O,X,X
SLZJITO,O,O,O,X,X,X,O,X,O,O,X
SLZJIOT,O,X,O,X,X,X,X,X,O,O,X
SLZJOTI,O,X,O,X,X,X,X,X,O,X,X
SLZJOIT,O,X,O,X,X,X,X,X,O,O,X
SLZOTIJ,O,O,X,X,X,X,X,X,O,X,X
SLZOTJI,O,O,X,X,X,X,X,X,X,X,X
SLZOITJ,O,O,X,X,X,X,X,X,O,X,X
SLZOIJT,O,O,X,X,X,X,X,X,X,O,X
SLZOJTI,O,O,X,X,X,X,X,X,X,X,X
SLZOJIT,O,O,X,X,X,X,X,X,X,O,X
SLOTIJZ,O,O,X,X,O,X,X,X,X,X,X
SLOTIZJ,O,O,X,X,O,X,X,X,X,X,X
SLOTJIZ,O,O,X,X,O,X,X,X,X,X,X
SLOTJZI,O,O,X,X,O,X,X,X,X,X,X
SLOTZIJ,O,O,X,X,O,X,X,X,X,X,X
SLOTZJI,O,O,X,X,O,X,X,X,X,X,X
SLOITJZ,O,O,X,X,O,X,X,X,X,X,X
SLOITZJ,O,O,X,X,O,X,X,X,X,X,X
SLOIJTZ,X,O,X,X,O,O,X,X,O,X,X
SLOIJZT,X,O,O,X,X,X,X,O,O,X,X
SLOIZTJ,O,O,X,X,X,X,X,X,O,X,X
SLOIZJT,O,O,X,X,X,X,X,X,X,O,X
SLOJTIZ,X,O,X,X,O,O,X,X,O,X,X
SLOJTZI,X,O,X,X,O,O,X,X,O,X,X
SLOJITZ,X,O,X,X,O,O,X,X,O,X,X
SLOJIZT,X,O,O,X,X,X,X,O,O,X,X
SLOJZTI,X,O,O,X,X,X,X,O,O,X,X
SLOJZIT,X,O,O,X,X,X,X,O,O,X,X
SLOZTIJ,O,O,X,X,X,X,X,X,O,X,X
SLOZTJI,O,O,X,X,X,X,X,X,X,X,X
SLOZITJ,O,O,X,X,X,X,X,X,O,X,X
SLOZIJT,O,O,X,X,X,X,X,X,X,O,X
SLOZJTI,O,O,X,X,X,X,X,X,X,X,X
SLOZJIT,O,O,X,X,X,X,X,X,X,O,X
SJTILZO,X,X,O,X,X,O,O,X,O,X,X
SJTILOZ,X,X,X,X,X,O,X,X,O,X,X
SJTIZLO,X,X,O,X,X,O,O,X,O,X,O
SJTIZOL,X,X,O,X,X,O,O,X,O,X,X
SJTIOLZ,X,X,X,X,X,X,X,X,O,X,X
SJTIOZL,X,X,X,X,X,X,O,X,O,X,X
SJTLIZO,X,X,O,X,X,O,O,X,O,X,X
SJTLIOZ,X,X,X,X,X,O,X,X,O,X,X
SJTLZIO,X,X,O,X,X,O,O,X,O,X,X
SJTLZOI,X,X,O,X,X,O,O,X,O,X,X
SJTLOIZ,X,X,X,X,X,O,X,X,O,X,X
SJTLOZI,X,X,X,X,X,O,X,X,O,X,X
SJTZILO,X,X,O,X,X,O,O,X,O,X,O
SJTZIOL,X,X,O,X,X,O,O,X,O,X,X
SJTZLIO,X,X,O,X,X,O,O,X,O,X,O
SJTZLOI,X,X,O,X,X,O,O,X,O,X,X
SJTZOIL,X,X,O,X,X,O,O,X,O,X,X
SJTZOLI,X,X,O,X,X,O,O,X,O,X,X
SJTOILZ,X,X,X,X,X,X,X,X,O,X,X
SJTOIZL,X,X,X,X,X,X,O,X,O,X,X
SJTOLIZ,X,X,X,X,X,O,X,X,O,X,X
SJTOLZI,X,X,X,X,X,O,X,X,O,X,X
SJTOZIL,X,X,X,X,X,O,O,X,O,X,X
SJTOZLI,X,X,X,X,X,O,O,X,O,X,X
SJITLZO,X,X,O,X,X,O,O,X,O,X,X
SJITLOZ,X,X,X,X,X,O,X,X,O,X,X
SJITZLO,X,X,O,X,X,O,O,X,O,X,O
SJITZOL,X,X,O,X,X,O,O,X,O,X,X
SJITOLZ,X,X,X,X,X,X,X,X,O,X,X
SJITOZL,X,X,X,X,X,X,O,X,O,X,X
SJILTZO,X,X,O,X,O,O,O,X,O,X,X
SJILTOZ,X,X,X,X,X,O,X,X,O,X,X
SJILZTO,X,O,O,X,X,X,O,O,O,O,X
SJILZOT,X,X,O,X,X,X,X,O,O,O,X
SJILOTZ,X,O,X,X,X,O,X,X,O,X,X
SJILOZT,X,O,O,X,X,X,X,O,O,X,X
SJIZTLO,X,O,O,X,X,X,O,O,O,O,O
SJIZTOL,X,X,O,X,X,X,O,O,O,O,X
SJIZLTO,X,O,O,X,X,X,O,O,O,O,X
SJIZLOT,X,X,O,X,X,X,X,O,O,O,X
SJIZOTL,X,X,O,X,X,X,O,X,O,O,X
SJIZOLT,X,X,O,X,X,X,X,X,O,O,X
SJIOTLZ,X,O,X,X,X,X,X,X,O,X,X
SJIOTZL,X,O,X,X,X,X,O,X,O,X,X
SJIOLTZ,X,O,X,X,X,X,X,X,O,X,X
SJIOLZT,X,O,O,X,X,X,X,X,O,X,X
SJIOZTL,X,O,O,X,X,X,O,X,O,X,X
SJIOZLT,X,O,O,X,X,X,X,X,O,X,X
SJLTIZO,X,X,O,X,O,O,O,X,O,X,X
SJLTIOZ,X,X,X,X,X,O,X,X,O,X,X
SJLTZIO,X,X,O,X,O,O,O,X,O,X,X
SJLTZOI,X,X,O,X,O,O,O,X,O,X,X
SJLTOIZ,X,X,X,X,X,O,X,X,O,X,X
SJLTOZI,X,X,X,X,X,O,X,X,O,X,X
SJLITZO,X,X,O,X,O,O,O,X,O,X,X
SJLITOZ,X,X,X,X,X,O,X,X,O,X,X
SJLIZTO,X,O,O,X,X,X,O,O,O,O,X
SJLIZOT,X,X,O,X,X,X,X,O,O,O,X
SJLIOTZ,X,O,X,X,X,O,X,X,O,X,X
SJLIOZT,X,O,O,X,X,X,X,O,O,X,X
SJLZTIO,X,O,O,X,X,X,O,O,O,O,X
SJLZTOI,X,X,O,X,X,X,O,O,O,X,X
SJLZITO,X,O,O,X,X,X,O,O,O,O,X
SJLZIOT,X,X,O,X,X,X,X,O,O,O,X
SJLZOTI,X,X,O,X,X,X,X,O,O,X,X
SJLZOIT,X,X,O,X,X,X,X,O,O,O,X
SJLOTIZ,X,O,X,X,X,O,X,X,O,X,X
SJLOTZI,X,O,X,X,X,O,X,X,O,X,X
SJLOITZ,X,O,X,X,X,O,X,X,O,X,X
SJLOIZT,X,O,O,X,X,X,X,O,O,X,X
SJLOZTI,X,O,O,X,X,X,X,O,O,X,X
SJLOZIT,X,O,O,X,X,X,X,O,O,X,X
SJZTILO,X,O,O,X,X,X,O,O,O,O,O
SJZTIOL,X,X,O,X,X,X,O,O,O,O,X
SJZTLIO,X,O,O,X,X,X,O,O,O,O,O
SJZTLOI,X,X,O,X,X,X,O,O,O,X,X
SJZTOIL,X,X,O,X,X,X,O,O,O,X,X
SJZTOLI,X,X,O,X,X,X,O,O,O,X,X
SJZITLO,X,O,O,X,X,X,O,O,O,O,O
SJZITOL,X,X,O,X,X,X,O,O,O,O,X
SJZILTO,X,O,O,X,X,X,O,O,O,O,X
SJZILOT,X,X,O,X,X,X,X,O,O,O,X
SJZIOTL,X,X,O,X,X,X,O,X,O,O,X
SJZIOLT,X,X,O,X,X,X,X,X,O,O,X
SJZLTIO,X,O,O,X,X,X,O,O,O,O,X
SJZLTOI,X,X,O,X,X,X,O,O,O,X,X
SJZLITO,X,O,O,X,X,X,O,O,O,O,X
SJZLIOT,X,X,O,X,X,X,X,O,O,O,X
SJZLOTI,X,X,O,X,X,X,X,O,O,X,X
SJZLOIT,X,X,O,X,X,X,X,O,O,O,X
SJZOTIL,X,X,O,X,X,X,O,O,O,X,X
SJZOTLI,X,X,O,X,X,X,O,O,O,X,X
SJZOITL,X,X,O,X,X,X,O,X,O,O,X
SJZOILT,X,X,O,X,X,X,X,X,O,O,X
SJZOLTI,X,X,O,X,X,X,X,O,O,X,X
SJZOLIT,X,X,O,X,X,X,X,O,O,O,X
SJOTILZ,X,O,X,X,X,X,X,X,O,X,X
SJOTIZL,X,O,X,X,X,X,O,X,O,X,X
SJOTLIZ,X,O,X,X,X,O,X,X,O,X,X
SJOTLZI,X,O,X,X,X,O,X,X,O,X,X
SJOTZIL,X,O,X,X,X,O,O,X,O,X,X
SJOTZLI,X,O,X,X,X,O,O,X,O,X,X
SJOITLZ,X,O,X,X,X,X,X,X,O,X,X
SJOITZL,X,O,X,X,X,X,O,X,O,X,X
SJOILTZ,X,O,X,X,X,X,X,X,O,X,X
SJOILZT,X,O,O,X,X,X,X,X,O,X,X
SJOIZTL,X,O,O,X,X,X,O,X,O,X,X
SJOIZLT,X,O,O,X,X,X,X,X,O,X,X
SJOLTIZ,X,O,X,X,X,O,X,X,O,X,X
SJOLTZI,X,O,X,X,X,O,X,X,O,X,X
SJOLITZ,X,O,X,X,X,O,X,X,O,X,X
SJOLIZT,X,O,O,X,X,X,X,O,O,X,X
SJOLZTI,X,O,O,X,X,X,X,O,O,X,X
SJOLZIT,X,O,O,X,X,X,X,O,O,X,X
SJOZTIL,X,O,O,X,X,X,O,O,O,X,X
SJOZTLI,X,O,O,X,X,X,O,O,O,X,X
SJOZITL,X,O,O,X,X,X,O,X,O,X,X
SJOZILT,X,O,O,X,X,X,X,X,O,X,X
SJOZLTI,X,O,O,X,X,X,X,O,O,X,X
SJOZLIT,X,O,O,X,X,X,X,O,O,X,X
SZTILJO,O,O,X,X,X,X,O,X,O,O,O
SZTILOJ,O,O,X,X,X,X,X,X,O,X,X
SZTIJLO,O,O,X,X,X,X,O,X,O,O,O
SZTIJOL,X,X,X,O,X,X,O,X,X,O,X
SZTIOLJ,X,O,X,O,X,X,X,X,O,X,X
SZTIOJL,X,X,X,O,X,X,X,X,X,X,X
SZTLIJO,O,O,X,X,X,X,O,X,O,O,O
SZTLIOJ,O,O,X,X,X,X,X,X,O,X,X
SZTLJIO,O,O,X,X,X,X,O,X,O,O,O
SZTLJOI,O,X,X,X,X,X,O,X,X,X,X
SZTLOIJ,O,O,X,X,X,X,X,X,O,X,X
SZTLOJI,O,X,X,X,X,X,O,X,X,X,X
SZTJILO,O,O,X,X,X,X,O,X,O,O,O
SZTJIOL,X,X,X,O,X,X,O,X,X,O,X
SZTJLIO,O,O,X,X,X,X,O,X,O,O,O
SZTJLOI,O,X,X,X,X,X,O,X,X,X,X
SZTJOIL,X,X,X,O,X,X,O,X,X,X,X
SZTJOLI,X,X,X,O,X,X,O,X,X,X,X
SZTOILJ,X,O,X,O,X,X,X,X,O,X,X
SZTOIJL,X,X,X,O,X,X,X,X,X,X,X
SZTOLIJ,X,O,X,O,X,X,X,X,O,X,X
SZTOLJI,X,X,X,O,X,X,O,X,X,X,X
SZTOJIL,X,X,X,O,X,X,O,X,X,X,X
SZTOJLI,X,X,X,O,X,X,O,X,X,X,X
SZITLJO,O,O,X,X,X,X,O,X,O,O,O
SZITLOJ,O,O,X,X,X,X,X,X,O,X,X
SZITJLO,O,O,X,X,X,X,O,X,O,O,O
SZITJOL,X,X,X,O,X,X,O,X,X,O,X
SZITOLJ,X,O,X,O,X,X,X,X,O,X,X
SZITOJL,X,X,X,O,X,X,X,X,X,X,X
SZILTJO,O,O,X,X,X,X,X,X,O,O,X
SZILTOJ,O,O,X,X,X,X,X,X,O,X,X
SZILJTO,O,O,O,X,X,X,X,X,O,O,X
SZILJOT,O,X,O,X,X,X,X,X,O,O,X
SZILOTJ,O,O,X,X,X,X,X,X,O,X,X
SZILOJT,O,O,X,X,X,X,X,X,X,O,X
SZIJTLO,O,O,O,X,X,X,O,X,O,O,O
SZIJTOL,X,X,O,O,X,X,O,X,O,O,X
SZIJLTO,O,O,O,X,X,X,O,X,O,O,X
SZIJLOT,O,X,O,X,X,X,X,X,O,O,X
SZIJOTL,X,X,O,O,X,X,O,X,O,O,X
SZIJOLT,X,X,O,X,X,X,X,X,O,O,X
SZIOTLJ,X,O,X,O,X,X,X,X,O,X,X
SZIOTJL,X,O,X,O,X,X,X,X,X,X,X
SZIOLTJ,X,O,X,X,X,X,X,X,O,X,X
SZIOLJT,X,O,X,X,X,X,X,X,X,O,X
SZIOJTL,X,O,X,O,X,X,X,X,X,O,X
SZIOJLT,X,O,X,X,X,X,X,X,X,O,X
SZLTIJO,O,O,X,X,X,X,O,X,O,O,X
SZLTIOJ,O,O,X,X,X,X,X,X,O,X,X
SZLTJIO,O,O,X,X,X,X,O,X,O,O,X
SZLTJOI,O,X,X,X,X,X,O,X,X,X,X
SZLTOIJ,O,O,X,X,X,X,X,X,O,X,X
SZLTOJI,O,X,X,X,X,X,O,X,X,X,X
SZLITJO,O,O,X,X,X,X,X,X,O,O,X
SZLITOJ,O,O,X,X,X,X,X,X,O,X,X
SZLIJTO,O,O,O,X,X,X,X,X,O,O,X
SZLIJOT,O,X,O,X,X,X,X,X,O,O,X
SZLIOTJ,O,O,X,X,X,X,X,X,O,X,X
SZLIOJT,O,O,X,X,X,X,X,X,X,O,X
SZLJTIO,O,O,O,X,X,X,O,X,O,O,X
SZLJTOI,O,X,O,X,X,X,O,X,O,X,X
SZLJITO,O,O,O,X,X,X,O,X,O,O,X
SZLJIOT,O,X,O,X,X,X,X,X,O,O,X
SZLJOTI,O,X,O,X,X,X,X,X,O,X,X
SZLJOIT,O,X,O,X,X,X,X,X,O,O,X
SZLOTIJ,O,O,X,X,X,X,X,X,O,X,X
SZLOTJI,O,O,X,X,X,X,X,X,X,X,X
SZLOITJ,O,O,X,X,X,X,X,X,O,X,X
SZLOIJT,O,O,X,X,X,X,X,X,X,O,X
SZLOJTI,O,O,X,X,X,X,X,X,X,X,X
SZLOJIT,O,O,X,X,X,X,X,X,X,O,X
SZJTILO,O,O,O,X,X,X,O,X,O,O,O
SZJTIOL,X,X,O,O,X,X,O,X,O,O,X
SZJTLIO,O,O,O,X,X,X,O,X,O,O,O
SZJTLOI,O,X,O,X,X,X,O,X,O,X,X
SZJTOIL,X,X,O,O,X,X,O,X,O,X,X
SZJTOLI,X,X,O,O,X,X,O,X,O,X,X
SZJITLO,O,O,O,X,X,X,O,X,O,O,O
SZJITOL,X,X,O,O,X,X,O,X,O,O,X
SZJILTO,O,O,O,X,X,X,O,X,O,O,X
SZJILOT,O,X,O,X,X,X,X,X,O,O,X
SZJIOTL,X,X,O,O,X,X,O,X,O,O,X
SZJIOLT,X,X,O,X,X,X,X,X,O,O,X
SZJLTIO,O,O,O,X,X,X,O,X,O,O,X
SZJLTOI,O,X,O,X,X,X,O,X,O,X,X
SZJLITO,O,O,O,X,X,X,O,X,O,O,X
SZJLIOT,O,X,O,X,X,X,X,X,O,O,X
SZJLOTI,O,X,O,X,X,X,X,X,O,X,X
SZJLOIT,O,X,O,X,X,X,X,X,O,O,X
SZJOTIL,X,X,O,O,X,X,O,X,O,X,X
SZJOTLI,X,X,O,O,X,X,O,X,O,X,X
SZJOITL,X,X,O,O,X,X,O,X,O,O,X
SZJOILT,X,X,O,X,X,X,X,X,O,O,X
SZJOLTI,X,X,O,X,X,X,X,X,O,X,X
SZJOLIT,X,X,O,X,X,X,X,X,O,O,X
SZOTILJ,X,O,X,O,X,X,X,X,O,X,X
SZOTIJL,X,O,X,O,X,X,X,X,X,X,X
SZOTLIJ,X,O,X,O,X,X,X,X,O,X,X
SZOTLJI,X,O,X,O,X,X,O,X,X,X,X
SZOTJIL,X,O,X,O,X,X,O,X,X,X,X
SZOTJLI,X,O,X,O,X,X,O,X,X,X,X
SZOITLJ,X,O,X,O,X,X,X,X,O,X,X
SZOITJL,X,O,X,O,X,X,X,X,X,X,X
SZOILTJ,X,O,X,X,X,X,X,X,O,X,X
SZOILJT,X,O,X,X,X,X,X,X,X,O,X
SZOIJTL,X,O,X,O,X,X,X,X,X,O,X
SZOIJLT,X,O,X,X,X,X,X,X,X,O,X
SZOLTIJ,X,O,X,X,X,X,X,X,O,X,X
SZOLTJI,X,O,X,X,X,X,X,X,X,X,X
SZOLITJ,X,O,X,X,X,X,X,X,O,X,X
SZOLIJT,X,O,X,X,X,X,X,X,X,O,X
SZOLJTI,X,O,X,X,X,X,X,X,X,X,X
SZOLJIT,X,O,X,X,X,X,X,X,X,O,X
SZOJTIL,X,O,X,O,X,X,O,X,X,X,X
SZOJTLI,X,O,X,O,X,X,O,X,X,X,X
SZOJITL,X,O,X,O,X,X,O,X,X,O,X
SZOJILT,X,O,X,X,X,X,X,X,X,O,X
SZOJLTI,X,O,X,X,X,X,X,X,X,X,X
SZOJLIT,X,O,X,X,X,X,X,X,X,O,X
SOTILJZ,X,O,X,X,X,X,X,X,X,X,X
SOTILZJ,X,O,X,O,X,X,X,X,X,X,X
SOTIJLZ,X,O,X,X,X,X,X,X,X,X,X
SOTIJZL,X,O,X,O,X,X,X,X,X,X,X
SOTIZLJ,X,O,X,O,X,X,X,X,X,X,X
SOTIZJL,X,O,X,O,X,X,X,X,X,X,X
SOTLIJZ,X,O,X,X,X,X,X,X,X,X,X
SOTLIZJ,X,O,X,O,X,X,X,X,X,X,X
SOTLJIZ,X,O,X,X,X,X,X,X,X,X,X
SOTLJZI,X,O,X,X,X,X,X,X,X,X,X
SOTLZIJ,X,O,X,O,X,X,X,X,X,X,X
SOTLZJI,X,O,X,O,X,X,X,X,X,X,X
SOTJILZ,X,O,X,X,X,X,X,X,X,X,X
SOTJIZL,X,O,X,O,X,X,O,X,X,X,X
SOTJLIZ,X,O,X,X,X,X,X,X,X,X,X
SOTJLZI,X,O,X,X,X,X,X,X,X,X,X
SOTJZIL,X,O,X,O,X,X,O,X,X,X,X
SOTJZLI,X,O,X,O,X,X,O,X,X,X,X
SOTZILJ,X,O,X,O,X,X,X,X,X,X,X
SOTZIJL,X,O,X,O,X,X,X,X,X,X,X
SOTZLIJ,X,O,X,O,X,X,X,X,X,X,X
SOTZLJI,X,O,X,O,X,X,O,X,X,X,X
SOTZJIL,X,O,X,O,X,X,O,X,X,X,X
SOTZJLI,X,O,X,O,X,X,O,X,X,X,X
SOITLJZ,X,O,X,X,X,X,X,X,X,X,X
SOITLZJ,X,O,X,O,X,X,X,X,X,X,X
SOITJLZ,X,O,X,X,X,X,X,X,X,X,X
SOITJZL,X,O,X,O,X,X,X,X,X,X,X
SOITZLJ,X,O,X,O,X,X,X,X,X,X,X
SOITZJL,X,O,X,O,X,X,X,X,X,X,X
SOILTJZ,X,O,X,X,O,X,X,X,X,X,X
SOILTZJ,X,O,X,X,O,X,X,X,X,X,X
SOILJTZ,X,O,X,X,O,X,X,X,O,X,X
SOILJZT,X,O,O,X,X,X,X,X,O,X,X
SOILZTJ,X,O,X,X,X,X,X,X,O,X,X
SOILZJT,X,O,X,X,X,X,X,X,X,O,X
SOIJTLZ,X,O,X,X,X,X,X,X,O,X,X
SOIJTZL,X,O,X,X,X,X,X,X,O,X,X
SOIJLTZ,X,O,X,X,O,X,X,X,O,X,X
SOIJLZT,X,O,O,X,X,X,X,X,O,X,X
SOIJZTL,X,O,O,X,X,X,X,X,O,X,X
SOIJZLT,X,O,O,X,X,X,X,X,O,X,X
SOIZTLJ,X,O,X,O,X,X,X,X,O,X,X
SOIZTJL,X,O,X,O,X,X,X,X,X,X,X
SOIZLTJ,X,O,X,X,X,X,X,X,O,X,X
SOIZLJT,X,O,X,X,X,X,X,X,X,O,X
SOIZJTL,X,O,X,O,X,X,X,X,X,O,X
SOIZJLT,X,O,X,X,X,X,X,X,X,O,X
SOLTIJZ,X,O,X,X,O,X,X,X,X,X,X
SOLTIZJ,X,O,X,X,O,X,X,X,X,X,X
SOLTJIZ,X,O,X,X,O,X,X,X,X,X,X
SOLTJZI,X,O,X,X,O,X,X,X,X,X,X
SOLTZIJ,X,O,X,X,O,X,X,X,X,X,X
SOLTZJI,X,O,X,X,O,X,X,X,X,X,X
SOLITJZ,X,O,X,X,O,X,X,X,X,X,X
SOLITZJ,X,O,X,X,O,X,X,X,X,X,X
SOLIJTZ,X,O,X,X,O,O,X,X,O,X,X
SOLIJZT,X,O,O,X,X,X,X,O,O,X,X
SOLIZTJ,X,O,X,X,X,X,X,X,O,X,X
SOLIZJT,X,O,X,X,X,X,X,X,X,O,X
SOLJTIZ,X,O,X,X,O,O,X,X,O,X,X
SOLJTZI,X,O,X,X,O,O,X,X,O,X,X
SOLJITZ,X,O,X,X,O,O,X,X,O,X,X
SOLJIZT,X,O,O,X,X,X,X,O,O,X,X
SOLJZTI,X,O,O,X,X,X,X,O,O,X,X
SOLJZIT,X,O,O,X,X,X,X,O,O,X,X
SOLZTIJ,X,O,X,X,X,X,X,X,O,X,X
SOLZTJI,X,O,X,X,X,X,X,X,X,X,X
SOLZITJ,X,O,X,X,X,X,X,X,O,X,X
SOLZIJT,X,O,X,X,X,X,X,X,X,O,X
SOLZJTI,X,O,X,X,X,X,X,X,X,X,X
SOLZJIT,X,O,X,X,X,X,X,X,X,O,X
SOJTILZ,X,O,X,X,X,X,X,X,O,X,X
SOJTIZL,X,O,X,X,X,X,O,X,O,X,X
SOJTLIZ,X,O,X,X,X,O,X,X,O,X,X
SOJTLZI,X,O,X,X,X,O,X,X,O,X,X
