sequence,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhF0d?B6jBzfB2nBFsBXtB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhFKi?BGeBzfBUjBFsBXtB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhFOi?BXeBzfBSoBUsBFtB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Je6/IvhFOg?BxdB/nBToBUsBFtB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Je06IvhFyi?B5jBXgBTiBetBFsB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8JeX7IvhFyi?B5jB0fBTiBetBFsB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Je06IvhFxd?BTiB6oBXgBetBFsB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhF0d?B6jBzfBenBFtB3sB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhFld?BcjBzfBXnBStB2xB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8JeX7IvhFxd?BTiB6oB0fBetBFsB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhFOi?BzfBFjB6oBftBUsB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Je6/IvhFOg?BxiB/nBToBUsBFtB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhFGe?BzfBynBctBFsB/sB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhFzf?B0iB6oBenB3sBFtB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Je06IvhFxi?BXgBCjBVsBToB2xB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Je06IvhFxi?BXgBTiB6oBetBFsB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8JeX7IvhFxi?B0fBTiB6oBetBFsB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhFzf?B1nBStBenBctB3sB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8JeX7IvhF5j?BenBziB0fBlnByxB,v115@3gB8DeA8BeC8DeA8BeC8DeE8EeF8CeA8Jex6IvhF0d?B6jBzfBXnBVtB2xB
TLOZSJI,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJILSZO,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJILSOZ,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
TJILZSO,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TJILZOS,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TJILOSZ,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X
TJILOZS,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJISLZO,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJISLOZ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
TJISZLO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X
TJISZOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
TJISOLZ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TJISOZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJIZLSO,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TJIZLOS,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TJIZSLO,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X
TJIZSOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X
TJIZOLS,O,X,O,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
TJIZOSL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
TJIOLSZ,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJIOLZS,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJIOSLZ,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TJIOSZL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJIOZLS,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TJIOZSL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TJLISZO,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJLISOZ,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TJLIZSO,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TJLIZOS,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TJLIOSZ,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJLIOZS,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJLSIZO,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJLSIOZ,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TJLSZIO,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLSZOI,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJLSOIZ,X,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJLSOZI,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJLZISO,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TJLZIOS,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TJLZSIO,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLZSOI,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJLZOIS,O,O,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TJLZOSI,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJLOISZ,X,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJLOIZS,O,O,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TJLOSIZ,X,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJLOSZI,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJLOZIS,O,O,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TJLOZSI,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJSILZO,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJSILOZ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
TJSIZLO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X
TJSIZOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
TJSIOLZ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TJSIOZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJSLIZO,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJSLIOZ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TJSLZIO,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSLZOI,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJSLOIZ,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJSLOZI,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJSZILO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X
TJSZIOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
TJSZLIO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSZLOI,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJSZOIL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSZOLI,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJSOILZ,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TJSOIZL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJSOLIZ,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJSOLZI,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJSOZIL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSOZLI,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJZILSO,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TJZILOS,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TJZISLO,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X
TJZISOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X
TJZIOLS,O,X,O,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
TJZIOSL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
TJZLISO,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TJZLIOS,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TJZLSIO,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZLSOI,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJZLOIS,O,X,O,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
TJZLOSI,O,X,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TJZSILO,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X
TJZSIOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
TJZSLIO,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZSLOI,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJZSOIL,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZSOLI,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJZOILS,O,X,O,X,O,X,O,O,X,X,X,O,O,X,O,O,X,X,X,X
TJZOISL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
TJZOLIS,O,X,O,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
TJZOLSI,O,X,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TJZOSIL,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZOSLI,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOILSZ,X,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOILZS,O,O,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TJOISLZ,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TJOISZL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJOIZLS,O,X,O,X,O,X,O,O,X,X,X,X,O,X,O,O,X,X,X,X
TJOIZSL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
TJOLISZ,X,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOLIZS,O,O,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TJOLSIZ,X,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOLSZI,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOLZIS,O,O,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TJOLZSI,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOSILZ,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TJOSIZL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJOSLIZ,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOSLZI,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOSZIL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOSZLI,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOZILS,O,X,O,X,O,X,O,O,X,X,X,O,O,X,O,O,X,X,X,X
TJOZISL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
TJOZLIS,O,X,O,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
TJOZLSI,O,X,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TJOZSIL,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOZSLI,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSILJZO,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
TSILJOZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSILZJO,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
TSILZOJ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
TSILOJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSILOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSIJLZO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O
TSIJLOZ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
TSIJZLO,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O
TSIJZOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSIJOLZ,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
TSIJOZL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TSIZLJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSIZLOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
TSIZJLO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSIZJOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSIZOLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
TSIZOJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
TSIOLJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TSIOLZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSIOJLZ,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O
TSIOJZL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TSIOZLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSIOZJL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TSLIJZO,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
TSLIJOZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSLIZJO,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
TSLIZOJ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
TSLIOJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSLIOZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSLJIZO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O
TSLJIOZ,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
TSLJZIO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
TSLJZOI,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
TSLJOIZ,O,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O
TSLJOZI,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
TSLZIJO,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
TSLZIOJ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
TSLZJIO,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
TSLZJOI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
TSLZOIJ,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
TSLZOJI,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
TSLOIJZ,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
TSLOIZJ,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
TSLOJIZ,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
TSLOJZI,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
TSLOZIJ,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
TSLOZJI,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
TSJILZO,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O
TSJILOZ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
TSJIZLO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,O
TSJIZOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
TSJIOLZ,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
TSJIOZL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TSJLIZO,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O
TSJLIOZ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TSJLZIO,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
TSJLZOI,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
TSJLOIZ,O,O,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TSJLOZI,O,O,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TSJZILO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,O
TSJZIOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
TSJZLIO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
TSJZLOI,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
TSJZOIL,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
TSJZOLI,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TSJOILZ,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O
TSJOIZL,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O
TSJOLIZ,O,O,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TSJOLZI,O,O,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TSJOZIL,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
TSJOZLI,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TSZILJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSZILOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
TSZIJLO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSZIJOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSZIOLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
TSZIOJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
TSZLIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSZLIOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSZLJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSZLJOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSZLOIJ,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O
TSZLOJI,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O
TSZJILO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O
TSZJIOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
TSZJLIO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSZJLOI,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
TSZJOIL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TSZJOLI,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
TSZOILJ,O,O,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O
TSZOIJL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O
TSZOLIJ,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O
TSZOLJI,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O
TSZOJIL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TSZOJLI,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
TSOILJZ,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
TSOILZJ,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
TSOIJLZ,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
TSOIJZL,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
TSOIZLJ,O,O,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O
TSOIZJL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O
TSOLIJZ,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
TSOLIZJ,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
TSOLJIZ,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
TSOLJZI,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
TSOLZIJ,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
TSOLZJI,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
TSOJILZ,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O
TSOJIZL,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O
TSOJLIZ,O,O,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TSOJLZI,O,O,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TSOJZIL,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
TSOJZLI,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TSOZILJ,O,O,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O
TSOZIJL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O
TSOZLIJ,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O
TSOZLJI,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O
TSOZJIL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TSOZJLI,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
TZILJSO,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZILJOS,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZILSJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZILSOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TZILOJS,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
TZILOSJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
TZIJLSO,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TZIJLOS,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TZIJSLO,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TZIJSOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TZIJOLS,O,X,O,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
TZIJOSL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TZISLJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZISLOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TZISJLO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZISJOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TZISOLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TZISOJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TZIOLJS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
TZIOLSJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
TZIOJLS,X,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
TZIOJSL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TZIOSLJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
TZIOSJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
