sequence,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFzaBaiB?FhB0lB+rB3qB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFahBzcB?FgBfrBurBUqB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFzaBUcB?aiB1lB+rB3qB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFzaBaiB?llBcrBGrB3qB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFGbByhB?UgBlmB3qBTrB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFCbBmcB?TgB0hB/rB1vB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFGbB/hB?aiBllBTrBUqB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFahBFgB?zhBfrBurBUqB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFGbByhB?llB3mBUqBTrB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFmcB0hB?llBTrBfqB6qB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFfgBlbB?8lBzhBurByvB
STZJIOL,X,O,O,X,O,O,X,X,X,X,X
STZJLIO,X,O,O,X,O,O,X,X,X,X,X
STZJLOI,X,O,O,X,O,O,X,X,X,X,X
STZJOIL,X,O,O,X,O,O,X,X,X,X,X
STZJOLI,X,O,O,X,O,O,X,X,X,X,X
STZOILJ,X,X,O,X,O,O,X,O,X,X,X
STZOIJL,X,X,O,X,O,O,X,X,X,X,X
STZOLIJ,X,X,O,X,O,O,X,O,X,X,X
STZOLJI,X,X,X,X,O,O,X,X,X,X,X
STZOJIL,X,X,O,X,O,O,X,X,X,X,X
STZOJLI,X,X,O,X,O,O,X,X,X,X,X
STOILJZ,X,O,O,X,X,O,X,O,X,X,X
STOILZJ,X,X,O,O,O,O,X,O,O,X,O
STOIJLZ,X,O,O,X,X,O,X,O,X,X,X
STOIJZL,X,O,O,X,X,O,X,X,X,X,X
STOIZLJ,X,X,O,X,O,O,X,O,O,X,X
STOIZJL,X,X,O,X,O,O,X,X,O,X,X
STOLIJZ,X,O,O,X,X,O,X,O,X,X,X
STOLIZJ,X,X,O,O,O,O,X,O,O,X,O
STOLJIZ,X,O,O,X,X,O,X,O,X,X,X
STOLJZI,X,O,O,X,X,O,X,X,X,X,X
STOLZIJ,X,X,O,O,O,O,X,O,X,X,O
STOLZJI,X,X,X,X,O,O,X,X,X,X,O
STOJILZ,X,O,O,X,X,O,X,O,X,X,X
STOJIZL,X,O,O,X,X,O,X,X,X,X,X
STOJLIZ,X,O,O,X,X,O,X,O,X,X,X
STOJLZI,X,O,O,X,X,O,X,X,X,X,X
STOJZIL,X,O,O,X,X,O,X,X,X,X,X
STOJZLI,X,O,O,X,X,O,X,X,X,X,X
STOZILJ,X,X,O,X,O,O,X,O,X,X,X
STOZIJL,X,X,O,X,O,O,X,X,X,X,X
STOZLIJ,X,X,O,X,O,O,X,O,X,X,X
STOZLJI,X,X,X,X,O,O,X,X,X,X,X
STOZJIL,X,X,O,X,O,O,X,X,X,X,X
STOZJLI,X,X,O,X,O,O,X,X,X,X,X
SITLJZO,X,O,O,X,O,O,X,X,O,X,X
SITLJOZ,X,O,O,X,X,X,X,O,X,X,X
SITLZJO,X,O,X,O,O,O,X,X,O,X,O
SITLZOJ,X,X,O,O,O,O,X,O,O,X,O
SITLOJZ,X,O,O,X,X,O,X,O,X,X,X
SITLOZJ,X,X,O,O,O,O,X,O,O,X,O
SITJLZO,X,O,O,X,O,O,X,X,O,X,X
SITJLOZ,X,O,O,X,X,X,X,O,X,X,X
SITJZLO,X,O,O,X,O,O,X,X,O,X,X
SITJZOL,X,O,O,X,O,O,X,X,O,X,X
SITJOLZ,X,O,O,X,X,O,X,O,X,X,X
SITJOZL,X,O,O,X,X,O,X,X,X,X,X
SITZLJO,X,O,X,X,O,O,X,X,O,X,X
SITZLOJ,X,X,O,X,O,O,X,O,O,X,X
SITZJLO,X,O,O,X,O,O,X,X,O,X,X
SITZJOL,X,O,O,X,O,O,X,X,O,X,X
SITZOLJ,X,X,O,X,O,O,X,O,O,X,X
SITZOJL,X,X,O,X,O,O,X,X,O,X,X
SITOLJZ,X,O,O,X,X,O,X,O,X,X,X
SITOLZJ,X,X,O,O,O,O,X,O,O,X,O
SITOJLZ,X,O,O,X,X,O,X,O,X,X,X
SITOJZL,X,O,O,X,X,O,X,X,X,X,X
SITOZLJ,X,X,O,X,O,O,X,O,O,X,X
SITOZJL,X,X,O,X,O,O,X,X,O,X,X
SILTJZO,X,O,O,X,O,O,X,X,O,X,X
SILTJOZ,X,O,O,X,X,X,X,O,X,X,X
SILTZJO,X,O,X,O,O,O,X,X,O,X,O
SILTZOJ,X,X,O,O,O,O,X,O,O,X,O
SILTOJZ,X,O,O,X,X,O,X,O,X,X,X
SILTOZJ,X,X,O,O,O,O,X,O,O,X,O
SILJTZO,X,O,O,X,X,X,X,X,O,X,X
SILJTOZ,O,O,O,X,X,X,X,O,X,X,X
SILJZTO,O,O,O,X,X,X,X,X,X,X,O
SILJZOT,O,O,X,X,X,X,X,X,X,X,O
SILJOTZ,O,O,O,X,X,X,X,O,X,X,X
SILJOZT,O,O,X,X,X,X,X,X,X,X,O
SILZTJO,X,O,X,O,O,X,X,X,O,X,O
SILZTOJ,X,X,X,O,O,X,X,O,O,X,O
SILZJTO,O,O,X,X,O,X,X,X,X,X,O
SILZJOT,O,O,X,X,X,X,X,X,X,X,O
SILZOTJ,X,X,X,O,X,X,X,O,X,X,O
SILZOJT,O,X,X,X,X,X,X,X,X,X,O
SILOTJZ,X,O,O,X,X,O,O,O,X,X,X
SILOTZJ,X,X,O,O,X,O,O,O,O,X,O
SILOJTZ,O,O,O,X,X,X,O,O,X,X,X
SILOJZT,O,O,X,X,X,X,X,X,X,X,O
SILOZTJ,X,X,X,O,X,X,O,O,X,X,O
SILOZJT,O,X,X,X,X,X,X,X,X,X,O
SIJTLZO,X,O,O,X,O,X,X,X,O,X,X
SIJTLOZ,O,O,O,X,X,X,X,O,X,X,X
SIJTZLO,X,O,O,X,O,X,X,X,O,X,X
SIJTZOL,X,O,O,X,O,X,X,X,O,X,X
SIJTOLZ,O,O,O,X,X,X,X,O,X,X,X
SIJTOZL,X,O,O,X,X,X,X,X,X,X,X
SIJLTZO,X,O,O,X,X,X,X,X,O,X,X
SIJLTOZ,O,O,O,X,X,X,X,O,X,X,X
SIJLZTO,O,O,O,X,X,X,X,X,X,X,O
SIJLZOT,O,O,X,X,X,X,X,X,X,X,O
SIJLOTZ,O,O,O,X,X,X,X,O,X,X,X
SIJLOZT,O,O,X,X,X,X,X,X,X,X,O
SIJZTLO,O,O,O,X,O,X,X,X,X,X,X
SIJZTOL,O,O,O,X,O,X,X,X,X,X,X
SIJZLTO,O,O,O,X,O,X,X,X,X,X,X
SIJZLOT,O,O,X,X,X,X,X,X,X,X,X
SIJZOTL,O,O,X,X,O,X,X,X,X,X,X
SIJZOLT,O,O,X,X,X,X,X,X,X,X,X
SIJOTLZ,O,O,O,X,X,X,X,O,X,X,X
SIJOTZL,X,O,O,X,X,X,X,X,X,X,X
SIJOLTZ,O,O,O,X,X,X,X,O,X,X,X
SIJOLZT,O,O,X,X,X,X,X,X,X,X,O
SIJOZTL,O,O,X,X,X,X,X,X,X,X,X
SIJOZLT,O,O,X,X,X,X,X,X,X,X,X
SIZTLJO,X,O,X,O,O,X,X,X,O,X,X
SIZTLOJ,X,X,X,O,O,X,X,O,O,X,X
SIZTJLO,X,O,O,X,O,X,X,X,O,X,X
SIZTJOL,X,O,O,X,O,X,X,X,O,X,X
SIZTOLJ,X,X,X,O,O,X,X,O,O,X,X
SIZTOJL,X,X,O,X,O,X,X,X,O,X,X
SIZLTJO,X,O,X,O,O,X,X,X,O,X,O
SIZLTOJ,X,X,X,O,O,X,X,O,O,X,O
SIZLJTO,O,O,X,X,O,X,X,X,X,X,O
SIZLJOT,O,O,X,X,X,X,X,X,X,X,O
SIZLOTJ,X,X,X,O,X,X,X,O,X,X,O
SIZLOJT,O,X,X,X,X,X,X,X,X,X,O
SIZJTLO,O,O,O,X,O,X,X,X,X,X,X
SIZJTOL,O,O,O,X,O,X,X,X,X,X,X
SIZJLTO,O,O,O,X,O,X,X,X,X,X,X
SIZJLOT,O,O,X,X,X,X,X,X,X,X,X
SIZJOTL,O,O,X,X,O,X,X,X,X,X,X
SIZJOLT,O,O,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,X,X,O,O,X,X,O,X,X,X
SIZOTJL,X,X,O,X,O,X,X,X,X,X,X
SIZOLTJ,X,X,X,O,X,X,X,O,X,X,O
SIZOLJT,O,X,X,X,X,X,X,X,X,X,O
SIZOJTL,O,X,X,X,O,X,X,X,X,X,X
SIZOJLT,O,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,X,O,O,X,X,O,O,O,X,X,X
SIOTLZJ,X,X,O,O,O,O,O,O,O,X,O
SIOTJLZ,X,O,O,X,X,O,O,O,X,X,X
SIOTJZL,X,O,O,X,X,O,O,X,X,X,X
SIOTZLJ,X,X,O,X,O,O,O,O,O,O,X
SIOTZJL,X,X,O,X,O,O,O,X,O,O,X
SIOLTJZ,X,O,O,X,X,O,O,O,X,X,X
SIOLTZJ,X,X,O,O,X,O,O,O,O,X,O
SIOLJTZ,O,O,O,X,X,X,O,O,X,X,X
SIOLJZT,O,O,X,X,X,X,X,X,X,X,O
SIOLZTJ,X,X,X,O,X,X,O,O,X,X,O
SIOLZJT,O,X,X,X,X,X,X,X,X,X,O
SIOJTLZ,O,O,O,X,X,X,O,O,X,X,X
SIOJTZL,X,O,O,X,X,X,O,X,X,X,X
SIOJLTZ,O,O,O,X,X,X,O,O,X,X,X
SIOJLZT,O,O,X,X,X,X,X,X,X,X,O
SIOJZTL,O,O,X,X,X,X,X,X,X,X,X
SIOJZLT,O,O,X,X,X,X,X,X,X,X,X
SIOZTLJ,X,X,X,O,O,X,O,O,X,O,X
SIOZTJL,X,X,O,X,O,X,O,X,X,O,X
SIOZLTJ,X,X,X,O,X,X,O,O,X,X,O
SIOZLJT,O,X,X,X,X,X,X,X,X,X,O
SIOZJTL,O,X,X,X,O,X,X,X,X,O,X
SIOZJLT,O,X,X,X,X,X,X,X,X,X,X
SLTIJZO,X,O,O,X,O,O,X,X,O,X,X
SLTIJOZ,X,O,O,X,X,X,X,O,X,X,X
SLTIZJO,X,O,X,O,O,O,X,X,O,X,O
SLTIZOJ,X,X,O,O,O,O,X,O,O,X,O
SLTIOJZ,X,O,O,X,X,O,X,O,X,X,X
SLTIOZJ,X,X,O,O,O,O,X,O,O,X,O
SLTJIZO,X,O,O,X,O,O,X,X,O,X,X
SLTJIOZ,X,O,O,X,X,X,X,O,X,X,X
SLTJZIO,X,O,O,X,O,O,X,X,X,X,X
SLTJZOI,X,O,O,X,O,O,X,X,X,X,X
SLTJOIZ,X,O,O,X,X,X,X,O,X,X,X
SLTJOZI,X,O,O,X,X,X,X,X,X,X,X
SLTZIJO,X,O,X,O,O,O,X,X,O,X,O
SLTZIOJ,X,X,O,O,O,O,X,O,O,X,O
SLTZJIO,X,O,X,X,O,O,X,X,X,X,O
SLTZJOI,X,O,X,X,O,O,X,X,X,X,O
SLTZOIJ,X,X,O,O,O,O,X,O,X,X,O
SLTZOJI,X,X,X,X,O,O,X,X,X,X,O
SLTOIJZ,X,O,O,X,X,O,X,O,X,X,X
SLTOIZJ,X,X,O,O,O,O,X,O,O,X,O
SLTOJIZ,X,O,O,X,X,O,X,O,X,X,X
SLTOJZI,X,O,O,X,X,O,X,X,X,X,X
SLTOZIJ,X,X,O,O,O,O,X,O,X,X,O
SLTOZJI,X,X,X,X,O,O,X,X,X,X,O
SLITJZO,X,O,O,X,O,O,X,X,O,X,X
SLITJOZ,X,O,O,X,X,X,X,O,X,X,X
SLITZJO,X,O,X,O,O,O,X,X,O,X,O
SLITZOJ,X,X,O,O,O,O,X,O,O,X,O
SLITOJZ,X,O,O,X,X,O,X,O,X,X,X
SLITOZJ,X,X,O,O,O,O,X,O,O,X,O
SLIJTZO,X,O,O,X,X,X,X,X,O,X,X
SLIJTOZ,O,O,O,X,X,X,X,O,X,X,X
SLIJZTO,O,O,O,X,X,X,X,X,X,X,O
SLIJZOT,O,O,X,X,X,X,X,X,X,X,O
SLIJOTZ,O,O,O,X,X,X,X,O,X,X,X
SLIJOZT,O,O,X,X,X,X,X,X,X,X,O
SLIZTJO,X,O,X,O,O,X,X,X,O,X,O
SLIZTOJ,X,X,X,O,O,X,X,O,O,X,O
SLIZJTO,O,O,X,X,O,X,X,X,X,X,O
SLIZJOT,O,O,X,X,X,X,X,X,X,X,O
SLIZOTJ,X,X,X,O,X,X,X,O,X,X,O
SLIZOJT,O,X,X,X,X,X,X,X,X,X,O
SLIOTJZ,X,O,O,X,X,O,O,O,X,X,X
SLIOTZJ,X,X,O,O,X,O,O,O,O,X,O
SLIOJTZ,O,O,O,X,X,X,O,O,X,X,X
SLIOJZT,O,O,X,X,X,X,X,X,X,X,O
SLIOZTJ,X,X,X,O,X,X,O,O,X,X,O
SLIOZJT,O,X,X,X,X,X,X,X,X,X,O
SLJTIZO,X,O,O,X,X,X,X,X,O,X,X
SLJTIOZ,O,O,O,X,X,X,X,O,X,X,X
SLJTZIO,X,O,O,X,X,X,X,X,X,X,X
SLJTZOI,X,O,O,X,X,X,X,X,X,X,X
SLJTOIZ,O,O,O,X,X,X,X,O,X,X,X
SLJTOZI,X,O,O,X,X,X,X,X,X,X,X
SLJITZO,X,O,O,X,X,X,X,X,O,X,X
SLJITOZ,O,O,O,X,X,X,X,O,X,X,X
SLJIZTO,O,O,O,X,X,X,X,X,X,X,O
SLJIZOT,O,O,X,X,X,X,X,X,X,X,O
SLJIOTZ,O,O,O,X,X,X,X,O,X,X,X
SLJIOZT,O,O,X,X,X,X,X,X,X,X,O
SLJZTIO,O,O,O,X,X,X,X,X,X,X,O
SLJZTOI,O,O,O,X,X,X,X,X,X,X,O
SLJZITO,O,O,O,X,X,X,X,X,X,X,O
SLJZIOT,O,O,X,X,X,X,X,X,X,X,O
SLJZOTI,O,O,X,X,X,X,X,X,X,X,O
SLJZOIT,O,O,X,X,X,X,X,X,X,X,O
SLJOTIZ,O,O,O,X,X,X,X,O,X,X,X
SLJOTZI,X,O,O,X,X,X,X,X,X,X,X
SLJOITZ,O,O,O,X,X,X,X,O,X,X,X
SLJOIZT,O,O,X,X,X,X,X,X,X,X,O
SLJOZTI,O,O,X,X,X,X,X,X,X,X,O
SLJOZIT,O,O,X,X,X,X,X,X,X,X,O
SLZTIJO,X,O,X,O,O,X,X,X,O,X,O
SLZTIOJ,X,X,X,O,O,X,X,O,O,X,O
SLZTJIO,X,O,X,X,O,X,X,X,X,X,O
SLZTJOI,X,O,X,X,O,X,X,X,X,X,O
SLZTOIJ,X,X,X,O,O,X,X,O,X,X,O
SLZTOJI,X,X,X,X,O,X,X,X,X,X,O
SLZITJO,X,O,X,O,O,X,X,X,O,X,O
SLZITOJ,X,X,X,O,O,X,X,O,O,X,O
SLZIJTO,O,O,X,X,O,X,X,X,X,X,O
SLZIJOT,O,O,X,X,X,X,X,X,X,X,O
SLZIOTJ,X,X,X,O,X,X,X,O,X,X,O
SLZIOJT,O,X,X,X,X,X,X,X,X,X,O
SLZJTIO,O,O,X,X,O,X,X,X,X,X,O
SLZJTOI,O,O,X,X,O,X,X,X,X,X,O
SLZJITO,O,O,X,X,O,X,X,X,X,X,O
SLZJIOT,O,O,X,X,X,X,X,X,X,X,O
SLZJOTI,O,O,X,X,X,X,X,X,X,X,O
SLZJOIT,O,O,X,X,X,X,X,X,X,X,O
SLZOTIJ,X,X,X,O,X,X,X,O,X,X,O
SLZOTJI,X,X,X,X,X,X,X,X,X,X,O
SLZOITJ,X,X,X,O,X,X,X,O,X,X,O
SLZOIJT,O,X,X,X,X,X,X,X,X,X,O
SLZOJTI,O,X,X,X,X,X,X,X,X,X,O
SLZOJIT,O,X,X,X,X,X,X,X,X,X,O
SLOTIJZ,X,O,O,X,X,O,O,O,X,X,X
SLOTIZJ,X,X,O,O,X,O,O,O,O,X,O
SLOTJIZ,X,O,O,X,X,O,O,O,X,X,X
SLOTJZI,X,O,O,X,X,O,O,X,X,X,X
SLOTZIJ,X,X,O,O,X,O,O,O,X,X,O
SLOTZJI,X,X,X,X,X,O,O,X,X,X,O
SLOITJZ,X,O,O,X,X,O,O,O,X,X,X
SLOITZJ,X,X,O,O,X,O,O,O,O,X,O
SLOIJTZ,O,O,O,X,X,X,O,O,X,X,X
SLOIJZT,O,O,X,X,X,X,X,X,X,X,O
SLOIZTJ,X,X,X,O,X,X,O,O,X,X,O
SLOIZJT,O,X,X,X,X,X,X,X,X,X,O
SLOJTIZ,O,O,O,X,X,X,O,O,X,X,X
SLOJTZI,X,O,O,X,X,X,O,X,X,X,X
SLOJITZ,O,O,O,X,X,X,O,O,X,X,X
SLOJIZT,O,O,X,X,X,X,X,X,X,X,O
SLOJZTI,O,O,X,X,X,X,X,X,X,X,O
SLOJZIT,O,O,X,X,X,X,X,X,X,X,O
SLOZTIJ,X,X,X,O,X,X,O,O,X,X,O
SLOZTJI,X,X,X,X,X,X,O,X,X,X,O
SLOZITJ,X,X,X,O,X,X,O,O,X,X,O
SLOZIJT,O,X,X,X,X,X,X,X,X,X,O
SLOZJTI,O,X,X,X,X,X,X,X,X,X,O
SLOZJIT,O,X,X,X,X,X,X,X,X,X,O
SJTILZO,X,O,O,X,O,X,X,X,O,X,X
SJTILOZ,O,O,O,X,X,X,X,O,X,X,X
SJTIZLO,X,O,O,X,O,X,X,X,O,X,X
SJTIZOL,X,O,O,X,O,X,X,X,O,X,X
SJTIOLZ,O,O,O,X,X,X,X,O,X,X,X
SJTIOZL,X,O,O,X,X,X,X,X,X,X,X
SJTLIZO,X,O,O,X,O,X,X,X,O,X,X
SJTLIOZ,O,O,O,X,X,X,X,O,X,X,X
SJTLZIO,X,O,O,X,O,X,X,X,X,X,X
SJTLZOI,X,O,O,X,O,X,X,X,X,X,X
SJTLOIZ,O,O,O,X,X,X,X,O,X,X,X
SJTLOZI,X,O,O,X,X,X,X,X,X,X,X
SJTZILO,X,O,O,X,O,X,X,X,X,X,X
SJTZIOL,X,O,O,X,O,X,X,X,X,X,X
SJTZLIO,X,O,O,X,O,X,X,X,X,X,X
SJTZLOI,X,O,O,X,O,X,X,X,X,X,X
SJTZOIL,X,O,O,X,O,X,X,X,X,X,X
SJTZOLI,X,O,O,X,O,X,X,X,X,X,X
SJTOILZ,O,O,O,X,X,X,X,O,X,X,X
SJTOIZL,X,O,O,X,X,X,X,X,X,X,X
SJTOLIZ,O,O,O,X,X,X,X,O,X,X,X
SJTOLZI,X,O,O,X,X,X,X,X,X,X,X
SJTOZIL,X,O,O,X,X,X,X,X,X,X,X
SJTOZLI,X,O,O,X,X,X,X,X,X,X,X
SJITLZO,X,O,O,X,O,X,X,X,O,X,X
SJITLOZ,O,O,O,X,X,X,X,O,X,X,X
SJITZLO,X,O,O,X,O,X,X,X,O,X,X
SJITZOL,X,O,O,X,O,X,X,X,O,X,X
SJITOLZ,O,O,O,X,X,X,X,O,X,X,X
SJITOZL,X,O,O,X,X,X,X,X,X,X,X
SJILTZO,X,O,O,X,X,X,X,X,O,X,X
SJILTOZ,O,O,O,X,X,X,X,O,X,X,X
SJILZTO,O,O,O,X,X,X,X,X,X,X,O
SJILZOT,O,O,X,X,X,X,X,X,X,X,O
SJILOTZ,O,O,O,X,X,X,X,O,X,X,X
SJILOZT,O,O,X,X,X,X,X,X,X,X,O
SJIZTLO,O,O,O,X,O,X,X,X,X,X,X
SJIZTOL,O,O,O,X,O,X,X,X,X,X,X
SJIZLTO,O,O,O,X,O,X,X,X,X,X,X
SJIZLOT,O,O,X,X,X,X,X,X,X,X,X
SJIZOTL,O,O,X,X,O,X,X,X,X,X,X
SJIZOLT,O,O,X,X,X,X,X,X,X,X,X
SJIOTLZ,O,O,O,X,X,X,X,O,X,X,X
SJIOTZL,X,O,O,X,X,X,X,X,X,X,X
SJIOLTZ,O,O,O,X,X,X,X,O,X,X,X
SJIOLZT,O,O,X,X,X,X,X,X,X,X,O
SJIOZTL,O,O,X,X,X,X,X,X,X,X,X
SJIOZLT,O,O,X,X,X,X,X,X,X,X,X
SJLTIZO,X,O,O,X,X,X,X,X,O,X,X
SJLTIOZ,O,O,O,X,X,X,X,O,X,X,X
SJLTZIO,X,O,O,X,X,X,X,X,X,X,X
SJLTZOI,X,O,O,X,X,X,X,X,X,X,X
SJLTOIZ,O,O,O,X,X,X,X,O,X,X,X
SJLTOZI,X,O,O,X,X,X,X,X,X,X,X
SJLITZO,X,O,O,X,X,X,X,X,O,X,X
SJLITOZ,O,O,O,X,X,X,X,O,X,X,X
SJLIZTO,O,O,O,X,X,X,X,X,X,X,O
SJLIZOT,O,O,X,X,X,X,X,X,X,X,O
SJLIOTZ,O,O,O,X,X,X,X,O,X,X,X
SJLIOZT,O,O,X,X,X,X,X,X,X,X,O
SJLZTIO,O,O,O,X,X,X,X,X,X,X,O
SJLZTOI,O,O,O,X,X,X,X,X,X,X,O
SJLZITO,O,O,O,X,X,X,X,X,X,X,O
SJLZIOT,O,O,X,X,X,X,X,X,X,X,O
SJLZOTI,O,O,X,X,X,X,X,X,X,X,O
SJLZOIT,O,O,X,X,X,X,X,X,X,X,O
SJLOTIZ,O,O,O,X,X,X,X,O,X,X,X
SJLOTZI,X,O,O,X,X,X,X,X,X,X,X
SJLOITZ,O,O,O,X,X,X,X,O,X,X,X
SJLOIZT,O,O,X,X,X,X,X,X,X,X,O
SJLOZTI,O,O,X,X,X,X,X,X,X,X,O
SJLOZIT,O,O,X,X,X,X,X,X,X,X,O
SJZTILO,O,O,O,X,O,X,X,X,X,X,X
SJZTIOL,O,O,O,X,O,X,X,X,X,X,X
SJZTLIO,O,O,O,X,O,X,X,X,X,X,X
SJZTLOI,O,O,O,X,O,X,X,X,X,X,X
SJZTOIL,O,O,O,X,O,X,X,X,X,X,X
SJZTOLI,O,O,O,X,O,X,X,X,X,X,X
SJZITLO,O,O,O,X,O,X,X,X,X,X,X
SJZITOL,O,O,O,X,O,X,X,X,X,X,X
SJZILTO,O,O,O,X,O,X,X,X,X,X,X
SJZILOT,O,O,X,X,X,X,X,X,X,X,X
SJZIOTL,O,O,X,X,O,X,X,X,X,X,X
SJZIOLT,O,O,X,X,X,X,X,X,X,X,X
SJZLTIO,O,O,O,X,O,X,X,X,X,X,X
SJZLTOI,O,O,O,X,O,X,X,X,X,X,X
SJZLITO,O,O,O,X,O,X,X,X,X,X,X
SJZLIOT,O,O,X,X,X,X,X,X,X,X,X
SJZLOTI,O,O,X,X,X,X,X,X,X,X,X
SJZLOIT,O,O,X,X,X,X,X,X,X,X,X
SJZOTIL,O,O,X,X,O,X,X,X,X,X,X
SJZOTLI,O,O,X,X,O,X,X,X,X,X,X
SJZOITL,O,O,X,X,O,X,X,X,X,X,X
SJZOILT,O,O,X,X,X,X,X,X,X,X,X
SJZOLTI,O,O,X,X,X,X,X,X,X,X,X
SJZOLIT,O,O,X,X,X,X,X,X,X,X,X
SJOTILZ,O,O,O,X,X,X,X,O,X,X,X
SJOTIZL,X,O,O,X,X,X,X,X,X,X,X
SJOTLIZ,O,O,O,X,X,X,X,O,X,X,X
SJOTLZI,X,O,O,X,X,X,X,X,X,X,X
SJOTZIL,X,O,O,X,X,X,X,X,X,X,X
SJOTZLI,X,O,O,X,X,X,X,X,X,X,X
SJOITLZ,O,O,O,X,X,X,X,O,X,X,X
SJOITZL,X,O,O,X,X,X,X,X,X,X,X
SJOILTZ,O,O,O,X,X,X,X,O,X,X,X
SJOILZT,O,O,X,X,X,X,X,X,X,X,O
SJOIZTL,O,O,X,X,X,X,X,X,X,X,X
SJOIZLT,O,O,X,X,X,X,X,X,X,X,X
SJOLTIZ,O,O,O,X,X,X,X,O,X,X,X
SJOLTZI,X,O,O,X,X,X,X,X,X,X,X
SJOLITZ,O,O,O,X,X,X,X,O,X,X,X
SJOLIZT,O,O,X,X,X,X,X,X,X,X,O
SJOLZTI,O,O,X,X,X,X,X,X,X,X,O
SJOLZIT,O,O,X,X,X,X,X,X,X,X,O
SJOZTIL,O,O,X,X,X,X,X,X,X,X,X
SJOZTLI,O,O,X,X,X,X,X,X,X,X,X
SJOZITL,O,O,X,X,X,X,X,X,X,X,X
SJOZILT,O,O,X,X,X,X,X,X,X,X,X
SJOZLTI,O,O,X,X,X,X,X,X,X,X,X
SJOZLIT,O,O,X,X,X,X,X,X,X,X,X
SZTILJO,X,O,X,O,O,X,X,X,O,X,X
SZTILOJ,X,X,X,O,O,X,X,O,O,X,X
SZTIJLO,X,O,O,X,O,X,X,X,O,X,X
SZTIJOL,X,O,O,X,O,X,X,X,O,X,X
SZTIOLJ,X,X,X,O,O,X,X,O,O,X,X
SZTIOJL,X,X,O,X,O,X,X,X,O,X,X
SZTLIJO,X,O,X,O,O,X,X,X,O,X,X
SZTLIOJ,X,X,X,O,O,X,X,O,O,X,X
SZTLJIO,X,O,X,X,O,X,X,X,X,X,X
SZTLJOI,X,O,X,X,O,X,X,X,X,X,X
SZTLOIJ,X,X,X,O,O,X,X,O,X,X,X
SZTLOJI,X,X,X,X,O,X,X,X,X,X,X
SZTJILO,X,O,O,X,O,X,X,X,X,X,X
SZTJIOL,X,O,O,X,O,X,X,X,X,X,X
SZTJLIO,X,O,O,X,O,X,X,X,X,X,X
SZTJLOI,X,O,O,X,O,X,X,X,X,X,X
SZTJOIL,X,O,O,X,O,X,X,X,X,X,X
SZTJOLI,X,O,O,X,O,X,X,X,X,X,X
SZTOILJ,X,X,X,O,O,X,X,O,X,X,X
SZTOIJL,X,X,O,X,O,X,X,X,X,X,X
SZTOLIJ,X,X,X,O,O,X,X,O,X,X,X
SZTOLJI,X,X,X,X,O,X,X,X,X,X,X
SZTOJIL,X,X,O,X,O,X,X,X,X,X,X
SZTOJLI,X,X,O,X,O,X,X,X,X,X,X
SZITLJO,X,O,X,O,O,X,X,X,O,X,X
SZITLOJ,X,X,X,O,O,X,X,O,O,X,X
SZITJLO,X,O,O,X,O,X,X,X,O,X,X
SZITJOL,X,O,O,X,O,X,X,X,O,X,X
SZITOLJ,X,X,X,O,O,X,X,O,O,X,X
SZITOJL,X,X,O,X,O,X,X,X,O,X,X
SZILTJO,X,O,X,O,O,X,X,X,O,X,O
SZILTOJ,X,X,X,O,O,X,X,O,O,X,O
SZILJTO,O,O,X,X,O,X,X,X,X,X,O
SZILJOT,O,O,X,X,X,X,X,X,X,X,O
SZILOTJ,X,X,X,O,X,X,X,O,X,X,O
SZILOJT,O,X,X,X,X,X,X,X,X,X,O
SZIJTLO,O,O,O,X,O,X,X,X,X,X,X
SZIJTOL,O,O,O,X,O,X,X,X,X,X,X
SZIJLTO,O,O,O,X,O,X,X,X,X,X,X
SZIJLOT,O,O,X,X,X,X,X,X,X,X,X
SZIJOTL,O,O,X,X,O,X,X,X,X,X,X
SZIJOLT,O,O,X,X,X,X,X,X,X,X,X
SZIOTLJ,X,X,X,O,O,X,X,O,X,X,X
SZIOTJL,X,X,O,X,O,X,X,X,X,X,X
SZIOLTJ,X,X,X,O,X,X,X,O,X,X,O
SZIOLJT,O,X,X,X,X,X,X,X,X,X,O
SZIOJTL,O,X,X,X,O,X,X,X,X,X,X
SZIOJLT,O,X,X,X,X,X,X,X,X,X,X
SZLTIJO,X,O,X,O,O,X,X,X,O,X,O
SZLTIOJ,X,X,X,O,O,X,X,O,O,X,O
