sequence,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFidB+jB?ZkBThB3iBFsB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFOiBXeB?ZkBThBSoBFsB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFXdB6jB?ZkB2mBziBFsB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFTeBZkB?/mBFiBCoBOsB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Jex9IvhFifB/mB?FiBTjBcsBOpB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFTeBZkB?ihBWoBXiBFsB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFViBZkB?/mBTjBOsBCtB
ZSOLTIJ,X,X,O,X,O,X,X
ZSOLTJI,X,O,O,X,O,X,X
ZSOLITJ,X,X,O,X,O,X,X
ZSOLIJT,X,O,O,X,X,X,X
ZSOLJTI,X,O,O,X,O,X,X
ZSOLJIT,X,O,O,X,X,X,X
ZSOJTIL,O,X,X,X,O,X,X
ZSOJTLI,O,X,O,X,O,X,X
ZSOJITL,X,X,X,X,X,X,O
ZSOJILT,O,X,O,X,X,X,O
ZSOJLTI,O,X,O,X,O,X,X
ZSOJLIT,O,X,O,X,X,X,X
ZOTILJS,O,O,O,X,X,X,X
ZOTILSJ,X,O,O,X,X,X,X
ZOTIJLS,O,O,O,X,X,X,X
ZOTIJSL,O,O,O,X,X,X,X
ZOTISLJ,X,O,O,X,X,X,X
ZOTISJL,O,O,X,X,X,X,X
ZOTLIJS,X,O,O,X,X,X,X
ZOTLISJ,X,O,O,X,X,X,X
ZOTLJIS,X,O,O,X,X,X,X
ZOTLJSI,O,O,O,X,X,X,X
ZOTLSIJ,X,O,O,X,O,X,X
ZOTLSJI,X,O,O,X,O,X,X
ZOTJILS,O,O,O,X,X,X,X
ZOTJISL,O,O,O,X,X,X,X
ZOTJLIS,X,O,O,X,X,X,X
ZOTJLSI,O,O,O,X,X,X,X
ZOTJSIL,O,X,O,X,X,X,X
ZOTJSLI,O,O,O,X,X,X,X
ZOTSILJ,X,X,O,X,O,X,X
ZOTSIJL,X,X,X,X,O,X,X
ZOTSLIJ,X,O,O,X,O,X,X
ZOTSLJI,X,O,O,X,O,X,X
ZOTSJIL,O,X,O,X,O,X,X
ZOTSJLI,O,O,O,X,O,X,X
ZOITLJS,O,O,O,X,X,X,X
ZOITLSJ,X,O,O,X,X,X,X
ZOITJLS,O,O,O,X,X,X,X
ZOITJSL,O,O,O,X,X,X,X
ZOITSLJ,X,O,O,X,X,X,X
ZOITSJL,O,O,X,X,X,X,O
ZOILTJS,O,O,O,X,X,X,X
ZOILTSJ,X,O,O,X,X,X,X
ZOILJTS,O,X,O,X,X,X,X
ZOILJST,O,O,O,X,X,X,X
ZOILSTJ,X,O,O,X,O,X,X
ZOILSJT,X,O,O,X,X,X,O
ZOIJTLS,O,O,O,X,X,X,X
ZOIJTSL,O,O,O,X,X,X,X
ZOIJLTS,O,X,O,X,X,X,X
ZOIJLST,O,O,O,X,X,X,X
ZOIJSTL,O,X,O,X,X,X,O
ZOIJSLT,O,X,O,X,X,X,O
ZOISTLJ,X,O,O,X,O,X,X
ZOISTJL,O,O,X,X,O,X,O
ZOISLTJ,X,O,O,X,O,X,X
ZOISLJT,X,O,O,X,X,X,O
ZOISJTL,O,X,O,X,X,X,O
ZOISJLT,O,X,O,X,X,X,O
ZOLTIJS,X,O,O,X,X,X,X
ZOLTISJ,X,O,O,X,X,X,X
ZOLTJIS,X,O,O,X,X,X,X
ZOLTJSI,O,O,O,X,X,X,X
ZOLTSIJ,X,O,O,X,O,X,X
ZOLTSJI,X,O,O,X,O,X,X
ZOLITJS,X,X,O,X,X,X,X
ZOLITSJ,X,O,O,X,X,X,X
ZOLIJTS,X,X,O,X,X,X,X
ZOLIJST,X,O,O,X,X,X,X
ZOLISTJ,X,O,O,X,O,X,X
ZOLISJT,X,O,O,X,X,X,X
ZOLJTIS,X,X,X,X,X,X,X
ZOLJTSI,O,X,O,X,X,X,X
ZOLJITS,X,X,O,X,X,X,X
ZOLJIST,X,X,O,X,X,X,X
ZOLJSTI,O,O,O,X,O,X,X
ZOLJSIT,O,O,O,X,X,X,X
ZOLSTIJ,X,X,O,X,O,X,X
ZOLSTJI,X,O,O,X,O,X,X
ZOLSITJ,X,O,O,X,O,X,X
ZOLSIJT,X,O,O,X,X,X,X
ZOLSJTI,X,O,O,X,O,X,X
ZOLSJIT,X,O,O,X,X,X,X
ZOJTILS,O,O,X,X,X,X,X
ZOJTISL,O,X,X,X,X,X,X
ZOJTLIS,X,O,X,X,X,X,X
ZOJTLSI,O,O,O,X,X,X,X
ZOJTSIL,O,X,X,X,X,X,X
ZOJTSLI,O,O,O,X,X,X,X
ZOJITLS,O,X,O,X,X,X,X
ZOJITSL,O,X,O,X,X,X,X
ZOJILTS,O,X,O,X,X,X,X
ZOJILST,O,X,O,X,X,X,X
ZOJISTL,O,X,O,X,X,X,X
ZOJISLT,O,X,O,X,X,X,X
ZOJLTIS,X,X,X,X,X,X,X
ZOJLTSI,O,X,O,X,X,X,X
ZOJLITS,X,X,O,X,X,X,X
ZOJLIST,X,X,O,X,X,X,X
ZOJLSTI,O,O,O,X,O,X,X
ZOJLSIT,O,O,O,X,X,X,X
ZOJSTIL,O,X,X,X,O,X,X
ZOJSTLI,O,X,O,X,O,X,X
ZOJSITL,O,X,O,X,X,X,X
ZOJSILT,O,X,O,X,X,X,X
ZOJSLTI,O,X,O,X,O,X,X
ZOJSLIT,O,X,O,X,X,X,X
ZOSTILJ,X,X,X,X,O,X,X
ZOSTIJL,X,X,X,X,O,X,X
ZOSTLIJ,X,O,O,X,O,X,X
ZOSTLJI,X,O,O,X,O,X,X
ZOSTJIL,O,X,X,X,O,X,X
ZOSTJLI,O,O,X,X,O,X,X
ZOSITLJ,X,X,O,X,O,X,X
ZOSITJL,X,X,X,X,O,X,O
ZOSILTJ,X,X,O,X,O,X,X
ZOSILJT,X,X,O,X,X,X,O
ZOSIJTL,X,X,X,X,X,X,O
ZOSIJLT,X,X,O,X,X,X,O
ZOSLTIJ,X,X,O,X,O,X,X
ZOSLTJI,X,O,O,X,O,X,X
ZOSLITJ,X,X,O,X,O,X,X
ZOSLIJT,X,O,O,X,X,X,X
ZOSLJTI,X,O,O,X,O,X,X
ZOSLJIT,X,O,O,X,X,X,X
ZOSJTIL,O,X,X,X,O,X,X
ZOSJTLI,O,X,O,X,O,X,X
ZOSJITL,X,X,X,X,X,X,O
ZOSJILT,O,X,O,X,X,X,O
ZOSJLTI,O,X,O,X,O,X,X
ZOSJLIT,O,X,O,X,X,X,X
OTILJSZ,O,O,O,X,X,O,X
OTILJZS,O,O,O,X,X,O,X
OTILSJZ,X,O,O,X,X,X,X
OTILSZJ,X,O,O,X,X,X,X
OTILZJS,O,O,O,X,X,O,X
OTILZSJ,X,O,O,X,X,X,X
OTIJLSZ,O,O,O,X,X,O,X
OTIJLZS,O,O,O,X,X,O,X
OTIJSLZ,O,O,O,X,X,O,X
OTIJSZL,O,O,O,X,X,O,X
OTIJZLS,O,O,O,X,X,O,X
OTIJZSL,O,O,O,X,X,O,X
OTISLJZ,X,O,O,X,X,X,X
OTISLZJ,X,O,O,X,X,X,X
OTISJLZ,O,O,O,X,X,X,O
OTISJZL,O,O,O,X,X,X,O
OTISZLJ,X,O,O,X,X,X,X
OTISZJL,O,O,O,X,X,X,O
OTIZLJS,O,O,O,X,X,O,X
OTIZLSJ,X,O,O,X,X,X,X
OTIZJLS,O,O,O,X,X,O,X
OTIZJSL,O,O,O,X,X,O,X
OTIZSLJ,X,O,O,X,X,X,X
OTIZSJL,O,O,O,X,X,X,O
OTLIJSZ,O,O,O,X,X,O,X
OTLIJZS,O,O,O,X,X,O,X
OTLISJZ,X,O,O,X,X,X,X
OTLISZJ,X,O,O,X,X,X,X
OTLIZJS,O,O,O,X,X,O,X
OTLIZSJ,X,O,O,X,X,X,X
OTLJISZ,O,O,O,X,X,O,X
OTLJIZS,O,O,O,X,X,O,X
OTLJSIZ,O,O,O,X,X,O,X
OTLJSZI,O,O,O,X,X,X,X
OTLJZIS,X,O,O,X,X,O,X
OTLJZSI,O,O,O,X,X,X,X
OTLSIJZ,X,O,O,X,X,X,X
OTLSIZJ,X,O,O,X,O,X,X
OTLSJIZ,X,O,O,X,X,X,X
OTLSJZI,X,O,O,X,O,X,X
OTLSZIJ,X,O,O,X,O,X,X
OTLSZJI,X,O,O,X,O,X,X
OTLZIJS,X,O,O,X,X,X,X
OTLZISJ,X,O,O,X,X,X,X
OTLZJIS,X,O,O,X,X,X,X
OTLZJSI,O,O,O,X,X,X,X
OTLZSIJ,X,O,O,X,O,X,X
OTLZSJI,X,O,O,X,O,X,X
OTJILSZ,O,O,O,X,X,O,X
OTJILZS,O,O,O,X,X,O,X
OTJISLZ,O,O,O,X,X,O,X
OTJISZL,O,O,O,X,X,O,X
OTJIZLS,O,O,O,X,X,O,X
OTJIZSL,O,O,O,X,X,O,X
OTJLISZ,O,O,O,X,X,O,X
OTJLIZS,O,O,O,X,X,O,X
OTJLSIZ,O,O,O,X,X,O,X
OTJLSZI,O,O,O,X,X,X,X
OTJLZIS,X,O,O,X,X,O,X
OTJLZSI,O,O,O,X,X,X,X
OTJSILZ,O,O,O,X,X,O,X
OTJSIZL,O,O,O,X,X,O,X
OTJSLIZ,O,O,O,X,X,O,X
OTJSLZI,O,O,O,X,X,X,X
OTJSZIL,O,X,O,X,X,X,X
OTJSZLI,O,O,O,X,X,X,X
OTJZILS,O,O,O,X,X,O,X
OTJZISL,O,O,O,X,X,O,X
OTJZLIS,X,O,O,X,X,O,X
OTJZLSI,O,O,O,X,X,X,X
OTJZSIL,O,X,O,X,X,X,X
OTJZSLI,O,O,O,X,X,X,X
OTSILJZ,X,O,O,X,X,X,X
OTSILZJ,X,O,O,X,O,X,X
OTSIJLZ,O,O,O,X,X,X,O
OTSIJZL,O,O,O,X,X,X,O
OTSIZLJ,X,O,O,X,X,X,X
OTSIZJL,O,O,O,X,X,X,O
OTSLIJZ,X,O,O,X,X,X,X
OTSLIZJ,X,O,O,X,O,X,X
OTSLJIZ,X,O,O,X,X,X,X
OTSLJZI,X,O,O,X,O,X,X
OTSLZIJ,X,O,O,X,O,X,X
OTSLZJI,X,O,O,X,O,X,X
OTSJILZ,O,O,O,X,X,X,O
OTSJIZL,O,O,O,X,X,X,O
OTSJLIZ,O,O,O,X,X,X,X
OTSJLZI,O,O,O,X,O,X,X
OTSJZIL,O,X,O,X,X,X,X
OTSJZLI,O,O,O,X,X,X,X
OTSZILJ,X,X,O,X,O,X,X
OTSZIJL,X,X,O,X,O,X,X
OTSZLIJ,X,O,O,X,O,X,X
OTSZLJI,X,O,O,X,O,X,X
OTSZJIL,O,X,O,X,O,X,X
OTSZJLI,O,O,O,X,O,X,X
OTZILJS,O,O,O,X,X,X,X
OTZILSJ,X,O,O,X,X,X,X
OTZIJLS,O,O,O,X,X,X,X
OTZIJSL,O,O,O,X,X,X,X
OTZISLJ,X,O,O,X,X,X,X
OTZISJL,O,O,O,X,X,X,X
OTZLIJS,X,O,O,X,X,X,X
OTZLISJ,X,O,O,X,X,X,X
OTZLJIS,X,O,O,X,X,X,X
OTZLJSI,O,O,O,X,X,X,X
OTZLSIJ,X,O,O,X,O,X,X
OTZLSJI,X,O,O,X,O,X,X
OTZJILS,O,O,O,X,X,X,X
OTZJISL,O,O,O,X,X,X,X
OTZJLIS,X,O,O,X,X,X,X
OTZJLSI,O,O,O,X,X,X,X
OTZJSIL,O,X,O,X,X,X,X
OTZJSLI,O,O,O,X,X,X,X
OTZSILJ,X,X,O,X,O,X,X
OTZSIJL,X,X,O,X,O,X,X
OTZSLIJ,X,O,O,X,O,X,X
OTZSLJI,X,O,O,X,O,X,X
OTZSJIL,O,X,O,X,O,X,X
OTZSJLI,O,O,O,X,O,X,X
OITLJSZ,O,O,O,X,X,O,X
OITLJZS,O,O,O,X,X,O,X
OITLSJZ,X,O,O,X,X,X,X
OITLSZJ,X,O,O,X,X,X,X
OITLZJS,O,O,O,X,X,O,X
OITLZSJ,X,O,O,X,X,X,X
OITJLSZ,O,O,O,X,X,O,X
OITJLZS,O,O,O,X,X,O,X
OITJSLZ,O,O,O,X,X,O,X
OITJSZL,O,O,O,X,X,O,X
OITJZLS,O,O,O,X,X,O,X
OITJZSL,O,O,O,X,X,O,X
OITSLJZ,X,O,O,X,X,X,X
OITSLZJ,X,O,O,X,X,X,X
OITSJLZ,O,O,O,X,X,X,O
OITSJZL,O,O,O,X,X,X,O
OITSZLJ,X,O,O,X,X,X,X
OITSZJL,O,O,O,X,X,X,O
OITZLJS,O,O,O,X,X,O,X
OITZLSJ,X,O,O,X,X,X,X
OITZJLS,O,O,O,X,X,O,X
OITZJSL,O,O,O,X,X,O,X
OITZSLJ,X,O,O,X,X,X,X
OITZSJL,O,O,O,X,X,X,O
OILTJSZ,O,O,O,X,X,O,X
OILTJZS,O,O,O,X,X,O,X
OILTSJZ,X,O,O,O,X,X,X
OILTSZJ,X,O,O,O,X,X,X
OILTZJS,O,O,O,X,X,O,X
OILTZSJ,X,O,O,O,X,X,X
OILJTSZ,O,X,O,X,X,X,X
OILJTZS,O,X,O,X,X,O,X
OILJSTZ,O,O,O,O,X,X,X
OILJSZT,O,O,O,O,X,O,X
OILJZTS,O,X,O,X,X,O,X
OILJZST,O,O,O,O,X,O,X
OILSTJZ,X,O,X,O,X,X,X
OILSTZJ,X,O,O,O,O,X,X
OILSJTZ,X,O,O,O,X,X,O
OILSJZT,X,O,O,O,X,X,O
OILSZTJ,X,O,O,O,O,X,X
OILSZJT,X,O,O,O,X,X,O
OILZTJS,O,O,O,X,X,O,X
OILZTSJ,X,O,O,O,X,X,X
OILZJTS,O,X,O,X,X,O,X
OILZJST,O,O,O,O,X,O,X
OILZSTJ,X,O,O,O,O,X,X
OILZSJT,X,O,O,O,X,X,O
OIJTLSZ,O,O,O,X,X,X,X
OIJTLZS,O,O,O,X,X,O,X
OIJTSLZ,O,O,O,X,X,X,X
OIJTSZL,O,O,O,X,X,X,X
OIJTZLS,O,O,O,X,X,O,X
OIJTZSL,O,O,O,X,X,X,X
OIJLTSZ,O,X,O,X,X,X,X
OIJLTZS,O,X,O,X,X,O,X
OIJLSTZ,O,O,O,X,X,X,X
OIJLSZT,O,O,O,X,X,O,X
OIJLZTS,O,X,O,X,X,O,X
OIJLZST,O,O,O,X,X,O,X
OIJSTLZ,O,X,O,X,X,X,O
OIJSTZL,O,X,O,X,X,X,O
OIJSLTZ,O,X,O,X,X,X,O
OIJSLZT,O,X,O,X,X,O,O
OIJSZTL,O,X,O,X,X,X,O
OIJSZLT,O,X,O,X,X,O,O
OIJZTLS,O,O,O,X,X,O,X
OIJZTSL,O,O,O,X,X,X,X
OIJZLTS,O,X,O,X,X,O,X
OIJZLST,O,O,O,X,X,O,X
OIJZSTL,O,X,O,X,X,X,O
OIJZSLT,O,X,O,X,X,O,O
OISTLJZ,X,O,X,O,X,X,X
OISTLZJ,X,O,O,O,O,X,X
OISTJLZ,O,O,X,X,X,X,O
OISTJZL,O,O,X,X,X,X,O
OISTZLJ,X,O,O,O,X,X,X
OISTZJL,O,O,X,X,X,X,O
OISLTJZ,X,O,X,O,X,X,X
OISLTZJ,X,O,O,O,O,X,X
OISLJTZ,X,O,O,O,X,X,O
OISLJZT,X,O,O,O,X,X,O
OISLZTJ,X,O,O,O,O,X,X
OISLZJT,X,O,O,O,X,X,O
OISJTLZ,O,X,O,X,X,X,O
OISJTZL,O,X,O,X,X,X,O
OISJLTZ,O,X,O,X,X,X,O
OISJLZT,O,X,O,X,X,X,O
OISJZTL,O,X,O,X,X,X,O
OISJZLT,O,X,O,X,X,X,O
OISZTLJ,X,O,O,O,O,X,X
OISZTJL,O,O,X,X,O,X,O
OISZLTJ,X,O,O,O,O,X,X
OISZLJT,X,O,O,O,X,X,O
OISZJTL,O,X,O,X,X,X,O
OISZJLT,O,X,O,X,X,X,O
OIZTLJS,O,O,O,X,X,O,X
OIZTLSJ,X,O,O,X,X,X,X
OIZTJLS,O,O,O,X,X,O,X
OIZTJSL,O,O,O,X,X,O,X
OIZTSLJ,X,O,O,X,X,X,X
OIZTSJL,O,O,O,X,X,X,O
OIZLTJS,O,O,O,X,X,O,X
OIZLTSJ,X,O,O,O,X,X,X
OIZLJTS,O,X,O,X,X,O,X
OIZLJST,O,O,O,O,X,O,X
OIZLSTJ,X,O,O,O,O,X,X
OIZLSJT,X,O,O,O,X,X,O
OIZJTLS,O,O,O,X,X,O,X
OIZJTSL,O,O,O,X,X,X,X
OIZJLTS,O,X,O,X,X,O,X
OIZJLST,O,O,O,X,X,O,X
OIZJSTL,O,X,O,X,X,X,O
OIZJSLT,O,X,O,X,X,O,O
OIZSTLJ,X,O,O,O,O,X,X
OIZSTJL,O,O,X,X,O,X,O
OIZSLTJ,X,O,O,O,O,X,X
OIZSLJT,X,O,O,O,X,X,O
OIZSJTL,O,X,O,X,X,X,O
OIZSJLT,O,X,O,X,X,X,O
OLTIJSZ,O,O,O,X,X,O,X
OLTIJZS,O,O,O,X,X,O,X
OLTISJZ,X,O,O,O,X,X,X
OLTISZJ,X,O,O,O,X,X,X
OLTIZJS,O,O,O,X,X,O,X
OLTIZSJ,X,O,O,O,X,X,X
OLTJISZ,O,O,O,X,X,O,X
OLTJIZS,O,O,O,X,X,O,X
OLTJSIZ,O,O,O,X,X,O,X
OLTJSZI,O,O,O,X,X,X,X
OLTJZIS,X,O,O,X,X,O,X
OLTJZSI,O,O,O,X,X,X,X
OLTSIJZ,X,O,O,O,X,X,X
OLTSIZJ,X,O,O,O,O,X,X
OLTSJIZ,X,O,O,O,X,X,X
OLTSJZI,X,O,O,X,O,X,X
OLTSZIJ,X,O,O,O,O,X,X
OLTSZJI,X,O,O,X,O,X,X
OLTZIJS,X,O,O,X,X,X,X
OLTZISJ,X,O,O,X,X,X,X
OLTZJIS,X,O,O,X,X,X,X
OLTZJSI,O,O,O,X,X,X,X
OLTZSIJ,X,O,O,X,O,X,X
OLTZSJI,X,O,O,X,O,X,X
OLITJSZ,O,O,O,X,X,O,X
OLITJZS,O,O,O,X,X,O,X
OLITSJZ,X,O,O,O,X,X,X
OLITSZJ,X,O,O,O,X,X,X
OLITZJS,O,O,O,X,X,O,X
OLITZSJ,X,O,O,O,X,X,X
OLIJTSZ,O,X,O,X,X,X,X
OLIJTZS,O,X,O,X,X,O,X
OLIJSTZ,O,O,O,O,X,X,X
OLIJSZT,O,O,O,O,X,O,X
OLIJZTS,O,X,O,X,X,O,X
OLIJZST,O,O,O,O,X,O,X
OLISTJZ,X,O,X,O,X,X,X
OLISTZJ,X,O,O,O,O,X,X
OLISJTZ,X,O,O,O,X,X,O
OLISJZT,X,O,O,O,X,X,O
OLISZTJ,X,O,O,O,O,X,X
OLISZJT,X,O,O,O,X,X,O
OLIZTJS,O,O,O,X,X,O,X
OLIZTSJ,X,O,O,O,X,X,X
OLIZJTS,O,X,O,X,X,O,X
OLIZJST,O,O,O,O,X,O,X
OLIZSTJ,X,O,O,O,O,X,X
OLIZSJT,X,O,O,O,X,X,O
OLJTISZ,O,X,O,X,X,X,X
OLJTIZS,O,X,O,X,X,O,X
OLJTSIZ,O,X,O,X,X,X,X
OLJTSZI,O,X,O,X,X,X,X
OLJTZIS,X,X,X,X,X,X,X
OLJTZSI,O,X,O,X,X,X,X
OLJITSZ,O,X,O,X,X,X,X
OLJITZS,O,X,O,X,X,O,X
OLJISTZ,O,O,O,O,X,X,X
OLJISZT,O,O,O,O,X,O,X
OLJIZTS,O,X,O,X,X,O,X
OLJIZST,O,O,O,O,X,O,X
OLJSTIZ,O,O,O,O,X,X,X
OLJSTZI,O,O,O,X,O,X,X
OLJSITZ,O,O,O,O,X,X,X
OLJSIZT,O,O,O,O,X,O,X
OLJSZTI,O,O,O,X,O,X,X
OLJSZIT,O,O,O,X,X,X,X
OLJZTIS,X,X,X,X,X,X,X
OLJZTSI,O,X,O,X,X,X,X
OLJZITS,X,X,O,X,X,O,X
OLJZIST,X,X,O,X,X,O,X
OLJZSTI,O,O,O,X,O,X,X
OLJZSIT,O,O,O,X,X,X,X
OLSTIJZ,X,O,X,O,X,X,X
OLSTIZJ,X,O,O,O,O,X,X
OLSTJIZ,X,O,X,O,X,X,X
OLSTJZI,X,O,X,X,O,X,X
OLSTZIJ,X,X,O,O,O,X,X
OLSTZJI,X,O,O,X,O,X,X
OLSITJZ,X,O,X,O,X,X,X
OLSITZJ,X,O,O,O,O,X,X
OLSIJTZ,X,O,O,O,X,X,O
OLSIJZT,X,O,O,O,X,X,O
OLSIZTJ,X,O,O,O,O,X,X
OLSIZJT,X,O,O,O,X,X,O
OLSJTIZ,X,O,O,O,X,X,X
OLSJTZI,X,O,O,X,O,X,X
OLSJITZ,X,O,O,O,X,X,O
OLSJIZT,X,O,O,O,X,X,O
OLSJZTI,X,O,O,X,O,X,X
OLSJZIT,X,O,O,X,X,X,X
OLSZTIJ,X,X,O,O,O,X,X
OLSZTJI,X,O,O,X,O,X,X
OLSZITJ,X,O,O,O,O,X,X
OLSZIJT,X,O,O,O,X,X,X
OLSZJTI,X,O,O,X,O,X,X
OLSZJIT,X,O,O,X,X,X,X
OLZTIJS,X,O,O,X,X,X,X
OLZTISJ,X,O,O,X,X,X,X
OLZTJIS,X,O,O,X,X,X,X
OLZTJSI,O,O,O,X,X,X,X
OLZTSIJ,X,O,O,X,O,X,X
OLZTSJI,X,O,O,X,O,X,X
OLZITJS,X,X,O,X,X,X,X
OLZITSJ,X,O,O,O,X,X,X
OLZIJTS,X,X,O,X,X,X,X
OLZIJST,X,O,O,O,X,X,X
OLZISTJ,X,O,O,O,O,X,X
OLZISJT,X,O,O,O,X,X,X
OLZJTIS,X,X,X,X,X,X,X
OLZJTSI,O,X,O,X,X,X,X
OLZJITS,X,X,O,X,X,X,X
OLZJIST,X,X,O,X,X,X,X
OLZJSTI,O,O,O,X,O,X,X
OLZJSIT,O,O,O,X,X,X,X
OLZSTIJ,X,X,O,O,O,X,X
OLZSTJI,X,O,O,X,O,X,X
OLZSITJ,X,O,O,O,O,X,X
OLZSIJT,X,O,O,O,X,X,X
OLZSJTI,X,O,O,X,O,X,X
OLZSJIT,X,O,O,X,X,X,X
OJTILSZ,O,O,O,X,X,X,X
OJTILZS,O,O,O,X,X,O,X
OJTISLZ,O,O,O,X,X,X,X
OJTISZL,O,O,O,X,X,X,X
OJTIZLS,O,O,O,X,X,O,X
OJTIZSL,O,O,O,X,X,X,X
OJTLISZ,O,O,O,X,X,X,X
OJTLIZS,O,O,O,X,X,O,X
OJTLSIZ,O,O,O,X,X,X,X
OJTLSZI,O,O,O,X,X,X,X
OJTLZIS,X,O,X,X,X,X,X
OJTLZSI,O,O,O,X,X,X,X
OJTSILZ,O,O,O,X,X,X,X
OJTSIZL,O,O,O,X,X,X,X
OJTSLIZ,O,O,O,X,X,X,X
OJTSLZI,O,O,O,X,X,X,X
OJTSZIL,O,X,X,X,X,X,X
OJTSZLI,O,O,O,X,X,X,X
OJTZILS,O,O,X,X,X,X,X
OJTZISL,O,O,X,X,X,X,X
OJTZLIS,X,O,X,X,X,X,X
OJTZLSI,O,O,O,X,X,X,X
OJTZSIL,O,X,X,X,X,X,X
OJTZSLI,O,O,O,X,X,X,X
OJITLSZ,O,O,O,X,X,X,X
OJITLZS,O,O,O,X,X,O,X
OJITSLZ,O,O,O,X,X,X,X
OJITSZL,O,O,O,X,X,X,X
OJITZLS,O,O,O,X,X,O,X
OJITZSL,O,O,O,X,X,X,X
OJILTSZ,O,X,O,X,X,X,X
OJILTZS,O,X,O,X,X,O,X
OJILSTZ,O,O,O,X,X,X,X
OJILSZT,O,O,O,X,X,O,X
OJILZTS,O,X,O,X,X,O,X
OJILZST,O,O,O,X,X,O,X
OJISTLZ,O,X,O,X,X,X,O
OJISTZL,O,X,O,X,X,X,O
OJISLTZ,O,X,O,X,X,X,O
OJISLZT,O,X,O,X,X,O,O
OJISZTL,O,X,O,X,X,X,O
OJISZLT,O,X,O,X,X,O,O
OJIZTLS,O,O,O,X,X,O,X
OJIZTSL,O,O,O,X,X,X,X
OJIZLTS,O,X,O,X,X,O,X
OJIZLST,O,O,O,X,X,O,X
OJIZSTL,O,X,O,X,X,X,O
OJIZSLT,O,X,O,X,X,O,O
OJLTISZ,O,X,O,X,X,X,X
OJLTIZS,O,X,O,X,X,O,X
OJLTSIZ,O,X,O,X,X,X,X
OJLTSZI,O,X,O,X,X,X,X
OJLTZIS,X,X,X,X,X,X,X
OJLTZSI,O,X,O,X,X,X,X
OJLITSZ,O,X,O,X,X,X,X
OJLITZS,O,X,O,X,X,O,X
OJLISTZ,O,O,O,X,X,X,X
OJLISZT,O,O,O,X,X,O,X
OJLIZTS,O,X,O,X,X,O,X
OJLIZST,O,O,O,X,X,O,X
OJLSTIZ,O,O,O,X,X,X,X
OJLSTZI,O,O,O,X,O,X,X
OJLSITZ,O,O,O,X,X,X,X
OJLSIZT,O,O,O,X,X,O,X
OJLSZTI,O,O,O,X,O,X,X
OJLSZIT,O,O,O,X,X,X,X
OJLZTIS,X,X,X,X,X,X,X
OJLZTSI,O,X,O,X,X,X,X
OJLZITS,X,X,O,X,X,O,X
OJLZIST,X,X,O,X,X,O,X
OJLZSTI,O,O,O,X,O,X,X
OJLZSIT,O,O,O,X,X,X,X
OJSTILZ,O,X,O,X,X,X,O
OJSTIZL,O,X,O,X,X,X,O
OJSTLIZ,O,X,O,X,X,X,X
OJSTLZI,O,X,O,X,O,X,X
OJSTZIL,O,X,X,X,X,X,X
OJSTZLI,O,X,O,X,X,X,X
OJSITLZ,O,X,O,X,X,X,O
OJSITZL,O,X,O,X,X,X,O
OJSILTZ,O,X,O,X,X,X,O
OJSILZT,O,X,O,X,X,O,O
OJSIZTL,O,X,O,X,X,X,O
OJSIZLT,O,X,O,X,X,O,O
OJSLTIZ,O,X,O,X,X,X,X
OJSLTZI,O,X,O,X,O,X,X
OJSLITZ,O,X,O,X,X,X,O
OJSLIZT,O,X,O,X,X,O,O
OJSLZTI,O,X,O,X,O,X,X
OJSLZIT,O,X,O,X,X,X,X
OJSZTIL,O,X,X,X,O,X,X
OJSZTLI,O,X,O,X,O,X,X
OJSZITL,O,X,O,X,X,X,O
OJSZILT,O,X,O,X,X,X,O
OJSZLTI,O,X,O,X,O,X,X
OJSZLIT,O,X,O,X,X,X,X
OJZTILS,O,O,X,X,X,X,X
OJZTISL,O,X,X,X,X,X,X
OJZTLIS,X,O,X,X,X,X,X
OJZTLSI,O,O,O,X,X,X,X
OJZTSIL,O,X,X,X,X,X,X
OJZTSLI,O,O,O,X,X,X,X
OJZITLS,O,X,O,X,X,O,X
OJZITSL,O,X,O,X,X,X,X
OJZILTS,O,X,O,X,X,O,X
OJZILST,O,X,O,X,X,O,X
OJZISTL,O,X,O,X,X,X,X
OJZISLT,O,X,O,X,X,O,X
OJZLTIS,X,X,X,X,X,X,X
OJZLTSI,O,X,O,X,X,X,X
OJZLITS,X,X,O,X,X,O,X
OJZLIST,X,X,O,X,X,O,X
OJZLSTI,O,O,O,X,O,X,X
OJZLSIT,O,O,O,X,X,X,X
OJZSTIL,O,X,X,X,O,X,X
OJZSTLI,O,X,O,X,O,X,X
OJZSITL,O,X,O,X,X,X,X
OJZSILT,O,X,O,X,X,X,X
OJZSLTI,O,X,O,X,O,X,X
OJZSLIT,O,X,O,X,X,X,X
OSTILJZ,X,O,X,O,X,X,X
OSTILZJ,X,O,O,O,O,X,X
OSTIJLZ,O,O,X,X,X,X,O
