sequence,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8Jem6IvhFxdB0fB?lhB3iBTmBywB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8Jei6IvhFxdBzfB?lhB3iB0mB2wB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8JeT6IvhFegBxdB?lhB3iBirB0rB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8JeT6IvhFegBxcB?XeBFnB0rBirB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8Jem6IvhFTcBxdB?0fBliB3mBywB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8Jey/IvhFTcBxdB?liB0fBmrB3rB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8Jem6IvhFCdBXeB?0fBVnBZmBzrB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8Jei6IvhFxcBXeB?zfBVnB0mB2wB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8Jey/IvhFxdBlhB?3iB0fBmrBTrB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8Jey/IvhFxdBlhB?3iB0fBOrBzrB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8Jei6IvhFXeBzfB?WnBZmB8rBFsB
SIJTLZO,X,X,O,X,X,O,X,O,O,O,X
SIJTLOZ,X,O,O,O,X,O,X,O,O,X,X
SIJTZLO,O,X,X,O,X,O,X,O,O,X,X
SIJTZOL,O,O,O,O,X,O,X,O,X,X,X
SIJTOLZ,X,O,O,O,X,O,X,O,O,X,X
SIJTOZL,X,O,O,O,X,O,X,O,X,X,X
SIJLTZO,O,X,O,X,X,O,X,O,O,O,X
SIJLTOZ,X,O,O,X,X,O,X,O,O,X,X
SIJLZTO,O,X,O,X,X,X,X,O,O,X,X
SIJLZOT,O,X,O,X,X,X,X,O,X,X,X
SIJLOTZ,X,O,O,O,X,X,X,O,O,X,X
SIJLOZT,X,O,O,O,X,X,X,O,X,X,X
SIJZTLO,O,X,X,O,X,X,X,X,O,X,X
SIJZTOL,O,O,O,O,X,X,X,X,X,X,X
SIJZLTO,O,X,O,X,X,X,X,O,O,X,X
SIJZLOT,O,X,O,O,X,X,X,O,X,X,X
SIJZOTL,O,O,O,O,X,X,X,X,X,X,X
SIJZOLT,O,O,O,O,X,X,X,O,X,X,X
SIJOTLZ,X,O,O,O,X,X,X,O,O,X,O
SIJOTZL,X,O,O,O,X,X,X,O,X,X,O
SIJOLTZ,X,O,O,O,X,X,X,O,O,X,O
SIJOLZT,X,O,O,O,X,X,X,O,X,X,O
SIJOZTL,X,O,O,O,X,X,X,X,X,X,O
SIJOZLT,X,O,O,O,X,X,X,O,X,X,O
SIZTLJO,O,X,X,O,O,X,O,X,O,O,X
SIZTLOJ,O,X,X,X,O,X,O,X,O,O,X
SIZTJLO,O,X,X,O,O,X,O,X,X,X,X
SIZTJOL,O,X,O,O,O,X,O,X,X,X,X
SIZTOLJ,X,O,X,X,X,X,O,X,X,X,X
SIZTOJL,O,X,X,O,O,X,O,X,X,X,X
SIZLTJO,O,X,O,X,O,X,X,X,O,O,X
SIZLTOJ,O,X,X,X,O,X,X,O,O,O,X
SIZLJTO,O,X,O,X,O,X,X,O,O,X,X
SIZLJOT,O,X,O,O,O,X,X,O,X,X,X
SIZLOTJ,O,X,X,X,O,X,X,O,X,X,X
SIZLOJT,O,X,X,X,O,X,X,O,X,X,X
SIZJTLO,O,X,X,O,O,X,O,X,O,X,X
SIZJTOL,O,O,O,O,O,X,O,X,X,X,X
SIZJLTO,O,X,O,X,O,X,X,X,O,X,X
SIZJLOT,O,X,O,O,O,X,X,X,X,X,X
SIZJOTL,O,O,O,O,O,X,X,X,X,X,X
SIZJOLT,O,O,O,O,X,X,X,X,X,X,X
SIZOTLJ,X,O,X,X,X,X,X,X,X,X,X
SIZOTJL,O,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,O,O,X,X,X,X,X,O,X,X,X
SIZOLJT,O,O,X,X,X,X,X,O,X,X,X
SIZOJTL,O,O,X,O,O,X,X,X,X,X,X
SIZOJLT,O,O,X,O,X,X,X,X,X,X,X
SIOTLJZ,X,O,X,X,X,X,X,O,X,X,X
SIOTLZJ,X,O,X,X,X,X,X,O,O,O,X
SIOTJLZ,X,O,O,X,X,X,X,O,X,X,X
SIOTJZL,X,O,O,X,X,X,X,O,X,X,X
SIOTZLJ,X,O,X,X,X,X,X,O,X,X,X
SIOTZJL,O,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,X,O,O,X,X,X,X,O,X,X,X
SIOLTZJ,O,O,X,X,X,X,X,O,O,O,X
SIOLJTZ,X,O,O,X,X,X,X,O,O,X,O
SIOLJZT,X,O,O,X,X,X,X,O,X,X,O
SIOLZTJ,O,O,X,X,X,X,X,O,X,X,X
SIOLZJT,O,O,X,X,X,X,X,O,X,X,X
SIOJTLZ,X,O,O,O,X,X,X,O,O,X,O
SIOJTZL,X,O,O,O,X,X,X,O,X,X,O
SIOJLTZ,X,O,O,O,X,X,X,O,O,X,O
SIOJLZT,X,O,O,O,X,X,X,O,X,X,O
SIOJZTL,X,O,O,O,X,X,X,X,X,X,O
SIOJZLT,X,O,O,O,X,X,X,O,X,X,O
SIOZTLJ,X,O,X,X,X,X,X,X,X,X,X
SIOZTJL,O,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,O,O,X,X,X,X,X,O,X,X,X
SIOZLJT,O,O,X,X,X,X,X,O,X,X,X
SIOZJTL,O,O,X,X,O,X,X,X,X,X,X
SIOZJLT,O,O,X,X,X,X,X,X,X,X,X
SLTIJZO,O,X,O,X,O,X,X,O,O,O,X
SLTIJOZ,X,X,O,O,O,X,X,O,O,X,X
SLTIZJO,O,X,O,X,O,X,O,X,O,O,X
SLTIZOJ,O,X,X,X,O,X,O,O,O,O,X
SLTIOJZ,X,O,O,X,O,X,X,O,X,X,X
SLTIOZJ,O,O,X,X,O,O,X,O,O,O,X
SLTJIZO,O,X,O,X,O,X,X,O,O,O,X
SLTJIOZ,X,X,O,O,O,X,X,O,O,X,X
SLTJZIO,O,X,O,O,O,X,O,O,O,O,X
SLTJZOI,O,X,O,O,O,X,O,X,O,O,X
SLTJOIZ,X,X,O,O,O,X,X,O,O,X,X
SLTJOZI,X,X,O,O,O,X,X,X,O,X,X
SLTZIJO,O,X,O,X,O,X,O,X,O,O,X
SLTZIOJ,O,X,X,X,O,X,O,O,O,O,X
SLTZJIO,O,X,O,X,O,X,O,X,O,O,X
SLTZJOI,O,X,O,X,O,X,O,X,O,O,X
SLTZOIJ,O,X,X,X,O,X,O,X,O,O,X
SLTZOJI,O,X,X,X,O,X,O,X,O,O,X
SLTOIJZ,X,O,O,X,O,X,X,O,X,X,X
SLTOIZJ,O,O,X,X,O,O,X,O,O,O,X
SLTOJIZ,X,O,O,X,O,O,X,O,X,X,X
SLTOJZI,X,O,O,X,O,O,X,O,X,X,X
SLTOZIJ,O,O,X,X,O,O,O,O,O,O,X
SLTOZJI,O,O,X,X,O,O,O,O,O,O,X
SLITJZO,O,X,O,X,O,X,X,O,O,O,X
SLITJOZ,X,X,O,X,O,X,X,O,O,X,X
SLITZJO,O,X,O,X,O,X,X,X,O,O,X
SLITZOJ,O,X,X,X,O,X,X,O,O,O,X
SLITOJZ,X,O,O,X,O,X,X,O,X,X,X
SLITOZJ,O,O,X,X,O,O,X,O,O,O,X
SLIJTZO,O,X,O,X,X,O,X,O,O,O,X
SLIJTOZ,X,O,O,X,X,O,X,O,O,X,X
SLIJZTO,O,X,O,X,O,X,X,O,O,X,X
SLIJZOT,O,X,O,X,O,X,X,O,X,X,X
SLIJOTZ,X,O,O,O,X,X,X,O,O,X,X
SLIJOZT,X,O,O,O,O,X,X,O,X,X,X
SLIZTJO,O,X,O,X,O,X,X,X,O,O,X
SLIZTOJ,O,X,X,X,O,X,X,O,O,O,X
SLIZJTO,O,X,O,X,O,X,X,O,O,X,X
SLIZJOT,O,X,O,X,O,X,X,O,X,X,X
SLIZOTJ,O,X,X,X,O,X,X,O,X,X,X
SLIZOJT,O,X,X,X,O,X,X,O,X,X,X
SLIOTJZ,X,O,O,X,O,X,X,O,X,X,X
SLIOTZJ,O,O,X,X,O,X,X,O,O,O,X
SLIOJTZ,X,O,O,X,X,X,X,O,O,X,X
SLIOJZT,X,O,O,X,O,X,X,O,X,X,X
SLIOZTJ,O,O,X,X,O,X,X,O,X,X,X
SLIOZJT,O,O,X,X,O,X,X,O,X,X,X
SLJTIZO,O,X,O,X,O,O,X,O,O,O,X
SLJTIOZ,X,O,O,O,O,O,X,O,O,X,X
SLJTZIO,O,X,O,O,O,O,X,O,O,O,X
SLJTZOI,O,X,O,O,O,O,X,X,O,O,X
SLJTOIZ,X,O,O,O,O,O,X,O,O,X,X
SLJTOZI,X,O,O,O,O,O,X,O,O,X,X
SLJITZO,O,X,O,X,X,O,X,O,O,O,X
SLJITOZ,X,O,O,X,X,O,X,O,O,X,X
SLJIZTO,O,X,O,X,O,X,X,O,O,X,X
SLJIZOT,O,X,O,X,O,X,X,O,X,X,X
SLJIOTZ,X,O,O,O,X,O,X,O,O,X,X
SLJIOZT,X,O,O,O,O,X,X,O,X,X,X
SLJZTIO,O,X,O,O,O,O,X,O,O,X,X
SLJZTOI,O,X,O,O,O,O,X,X,O,X,X
SLJZITO,O,X,O,X,O,X,X,O,O,X,X
SLJZIOT,O,X,O,O,O,X,X,O,X,X,X
SLJZOTI,O,X,O,O,O,O,X,X,X,X,X
SLJZOIT,O,X,O,O,O,X,X,X,X,X,X
SLJOTIZ,X,O,O,O,O,O,X,O,O,X,O
SLJOTZI,X,O,O,O,O,O,X,O,O,X,X
SLJOITZ,X,O,O,O,X,O,X,O,O,X,O
SLJOIZT,X,O,O,O,O,X,X,O,X,X,O
SLJOZTI,X,O,O,O,O,O,X,O,X,X,X
SLJOZIT,X,O,O,O,O,X,X,O,X,X,O
SLZTIJO,O,X,O,O,O,X,O,X,O,O,X
SLZTIOJ,O,X,X,X,O,X,O,O,O,O,X
SLZTJIO,O,X,O,O,O,X,O,X,O,O,X
SLZTJOI,O,X,O,O,O,X,O,X,O,O,X
SLZTOIJ,O,X,X,X,O,X,O,X,O,O,X
SLZTOJI,O,X,X,X,O,X,O,X,O,O,X
SLZITJO,O,X,O,X,O,X,X,X,O,O,X
SLZITOJ,O,X,X,X,O,X,X,O,O,O,X
SLZIJTO,O,X,O,X,O,X,X,O,O,X,X
SLZIJOT,O,X,O,O,O,X,X,O,X,X,X
SLZIOTJ,O,X,X,X,O,X,X,O,X,X,X
SLZIOJT,O,X,X,X,O,X,X,O,X,X,X
SLZJTIO,O,X,O,O,O,X,O,O,O,X,X
SLZJTOI,O,X,O,O,O,X,O,X,O,X,X
SLZJITO,O,X,O,X,O,X,X,O,O,X,X
SLZJIOT,O,X,O,O,O,X,X,O,X,X,X
SLZJOTI,O,X,O,O,O,X,X,X,X,X,X
SLZJOIT,O,X,O,O,O,X,X,X,X,X,X
SLZOTIJ,O,X,X,X,O,X,X,X,X,X,X
SLZOTJI,O,X,X,X,O,X,X,X,X,X,X
SLZOITJ,O,X,X,X,O,X,X,X,X,X,X
SLZOIJT,O,X,X,X,O,X,X,X,X,X,X
SLZOJTI,O,X,X,X,O,X,X,X,X,X,X
SLZOJIT,O,X,X,X,O,X,X,X,X,X,X
SLOTIJZ,X,O,O,X,O,X,X,O,X,O,X
SLOTIZJ,O,O,X,X,O,O,X,O,O,O,X
SLOTJIZ,X,O,O,X,O,O,X,O,X,O,O
SLOTJZI,X,O,O,X,O,O,X,O,X,O,X
SLOTZIJ,O,O,X,X,O,O,X,O,O,O,X
SLOTZJI,O,O,X,X,O,O,X,O,O,O,X
SLOITJZ,X,O,O,X,O,X,X,O,X,O,X
SLOITZJ,O,O,X,X,O,X,X,O,O,O,X
SLOIJTZ,X,O,O,X,X,X,X,O,O,O,O
SLOIJZT,X,O,O,X,O,X,X,O,X,X,O
SLOIZTJ,O,O,X,X,O,X,X,O,X,O,X
SLOIZJT,O,O,X,X,O,X,X,O,X,X,X
SLOJTIZ,X,O,O,X,O,O,X,O,O,O,O
SLOJTZI,X,O,O,X,O,O,X,O,O,O,X
SLOJITZ,X,O,O,X,X,X,X,O,O,O,O
SLOJIZT,X,O,O,X,O,X,X,O,X,X,O
SLOJZTI,X,O,O,X,O,X,X,O,X,X,X
SLOJZIT,X,O,O,X,O,X,X,O,X,X,O
SLOZTIJ,O,O,X,X,O,X,X,O,X,O,X
SLOZTJI,O,O,X,X,O,X,X,O,X,O,X
SLOZITJ,O,O,X,X,O,X,X,O,X,O,X
SLOZIJT,O,O,X,X,O,X,X,O,X,X,X
SLOZJTI,O,O,X,X,O,X,X,O,X,X,X
SLOZJIT,O,O,X,X,O,X,X,O,X,X,O
SJTILZO,X,X,O,X,X,O,X,O,O,O,X
SJTILOZ,X,O,O,O,X,O,X,O,O,X,X
SJTIZLO,O,X,X,O,X,O,X,O,O,X,X
SJTIZOL,O,O,O,O,X,O,X,O,X,X,X
SJTIOLZ,X,O,O,O,X,O,X,O,O,X,X
SJTIOZL,X,O,O,O,X,O,X,O,X,X,X
SJTLIZO,X,X,O,X,X,O,X,O,O,O,X
SJTLIOZ,X,O,O,O,X,O,X,O,O,X,X
SJTLZIO,X,X,O,O,X,O,O,O,O,O,X
SJTLZOI,X,X,O,O,X,O,O,X,O,O,X
SJTLOIZ,X,O,O,O,X,O,X,O,O,X,X
SJTLOZI,X,O,O,O,X,O,X,O,O,X,X
SJTZILO,O,X,X,O,X,O,O,O,O,X,X
SJTZIOL,O,O,O,O,X,O,O,O,X,X,X
SJTZLIO,O,X,X,O,X,O,O,O,O,X,X
SJTZLOI,O,X,X,O,X,O,O,X,O,X,X
SJTZOIL,O,O,O,O,X,O,O,O,X,X,X
SJTZOLI,O,O,O,O,X,O,O,O,X,X,X
SJTOILZ,X,O,O,O,X,O,X,O,O,X,O
SJTOIZL,X,O,O,O,X,O,X,O,X,X,O
SJTOLIZ,X,O,O,O,X,O,X,O,O,X,O
SJTOLZI,X,O,O,O,X,O,X,O,O,X,X
SJTOZIL,X,O,O,O,X,O,X,O,X,X,X
SJTOZLI,X,O,O,O,X,O,X,O,X,X,X
SJITLZO,X,X,O,X,X,O,X,O,O,O,X
SJITLOZ,X,O,O,O,X,O,X,O,O,X,X
SJITZLO,O,X,X,O,X,O,X,O,O,X,X
SJITZOL,O,O,O,O,X,O,X,O,X,X,X
SJITOLZ,X,O,O,O,X,O,X,O,O,X,X
SJITOZL,X,O,O,O,X,O,X,O,X,X,X
SJILTZO,O,X,O,X,X,O,X,O,O,O,X
SJILTOZ,X,O,O,X,X,O,X,O,O,X,X
SJILZTO,O,X,O,X,X,X,X,O,O,X,X
SJILZOT,O,X,O,X,X,X,X,O,X,X,X
SJILOTZ,X,O,O,O,X,O,X,O,O,X,X
SJILOZT,X,O,O,O,X,X,X,O,X,X,X
SJIZTLO,O,X,X,O,X,X,X,X,O,X,X
SJIZTOL,O,O,O,O,X,X,X,X,X,X,X
SJIZLTO,O,X,O,X,X,X,X,O,O,X,X
SJIZLOT,O,X,O,O,X,X,X,O,X,X,X
SJIZOTL,O,O,O,O,X,X,X,X,X,X,X
SJIZOLT,O,O,O,O,X,X,X,O,X,X,X
SJIOTLZ,X,O,O,O,X,O,X,O,O,X,O
SJIOTZL,X,O,O,O,X,O,X,O,X,X,O
SJIOLTZ,X,O,O,O,X,O,X,O,O,X,O
SJIOLZT,X,O,O,O,X,X,X,O,X,X,O
SJIOZTL,X,O,O,O,X,X,X,X,X,X,O
SJIOZLT,X,O,O,O,X,X,X,O,X,X,O
SJLTIZO,O,X,O,X,X,O,X,O,O,O,X
SJLTIOZ,X,O,O,O,X,O,X,O,O,X,X
SJLTZIO,O,X,O,O,X,O,X,O,O,O,X
SJLTZOI,O,X,O,O,X,O,X,X,O,O,X
SJLTOIZ,X,O,O,O,X,O,X,O,O,X,X
SJLTOZI,X,O,O,O,X,O,X,O,O,X,X
SJLITZO,O,X,O,X,X,O,X,O,O,O,X
SJLITOZ,X,O,O,X,X,O,X,O,O,X,X
SJLIZTO,O,X,O,X,X,X,X,O,O,X,X
SJLIZOT,O,X,O,X,X,X,X,O,X,X,X
SJLIOTZ,X,O,O,O,X,O,X,O,O,X,X
SJLIOZT,X,O,O,O,X,X,X,O,X,X,X
SJLZTIO,O,X,O,O,X,O,X,O,O,X,X
SJLZTOI,O,X,O,O,X,O,X,X,O,X,X
SJLZITO,O,X,O,X,X,X,X,O,O,X,X
SJLZIOT,O,X,O,O,X,X,X,O,X,X,X
SJLZOTI,O,X,O,O,X,O,X,X,X,X,X
SJLZOIT,O,X,O,O,X,X,X,X,X,X,X
SJLOTIZ,X,O,O,O,X,O,X,O,O,X,O
SJLOTZI,X,O,O,O,X,O,X,O,O,X,X
SJLOITZ,X,O,O,O,X,O,X,O,O,X,O
SJLOIZT,X,O,O,O,X,X,X,O,X,X,O
SJLOZTI,X,O,O,O,X,O,X,O,X,X,X
SJLOZIT,X,O,O,O,X,X,X,O,X,X,O
SJZTILO,O,X,X,O,X,O,O,O,O,X,X
SJZTIOL,O,O,O,O,X,O,O,O,X,X,X
SJZTLIO,O,X,X,O,X,O,O,O,O,X,X
SJZTLOI,O,X,X,O,X,O,O,X,O,X,X
SJZTOIL,O,O,O,O,X,O,O,O,X,X,X
SJZTOLI,O,O,O,O,X,O,O,O,X,X,X
SJZITLO,O,X,X,O,X,X,O,X,O,X,X
SJZITOL,O,O,O,O,X,X,O,X,X,X,X
SJZILTO,O,X,O,X,X,X,X,O,O,X,X
SJZILOT,O,X,O,O,X,X,X,O,X,X,X
SJZIOTL,O,O,O,O,X,X,X,X,X,X,X
SJZIOLT,O,O,O,O,X,X,X,O,X,X,X
SJZLTIO,O,X,O,O,X,O,O,O,O,X,X
SJZLTOI,O,X,O,O,X,O,O,X,O,X,X
SJZLITO,O,X,O,X,X,X,X,O,O,X,X
SJZLIOT,O,X,O,O,X,X,X,O,X,X,X
SJZLOTI,O,X,O,O,X,O,X,X,X,X,X
SJZLOIT,O,X,O,O,X,X,X,X,X,X,X
SJZOTIL,O,O,O,O,X,O,O,O,X,X,X
SJZOTLI,O,O,O,O,X,O,O,O,X,X,X
SJZOITL,O,O,O,O,X,X,X,X,X,X,O
SJZOILT,O,O,O,O,X,X,X,O,X,X,O
SJZOLTI,O,O,O,O,X,O,X,O,X,X,X
SJZOLIT,O,O,O,O,X,X,X,O,X,X,O
SJOTILZ,X,O,O,O,X,O,X,O,O,X,O
SJOTIZL,X,O,O,O,X,O,X,O,X,X,O
SJOTLIZ,X,O,O,O,X,O,X,O,O,X,O
SJOTLZI,X,O,O,O,X,O,X,O,O,X,X
SJOTZIL,X,O,O,O,X,O,X,O,X,X,X
SJOTZLI,X,O,O,O,X,O,X,O,X,X,X
SJOITLZ,X,O,O,O,X,O,X,O,O,X,O
SJOITZL,X,O,O,O,X,O,X,O,X,X,O
SJOILTZ,X,O,O,O,X,O,X,O,O,X,O
SJOILZT,X,O,O,O,X,X,X,O,X,X,O
SJOIZTL,X,O,O,O,X,X,X,X,X,X,O
SJOIZLT,X,O,O,O,X,X,X,O,X,X,O
SJOLTIZ,X,O,O,O,X,O,X,O,O,X,O
SJOLTZI,X,O,O,O,X,O,X,O,O,X,X
SJOLITZ,X,O,O,O,X,O,X,O,O,X,O
SJOLIZT,X,O,O,O,X,X,X,O,X,X,O
SJOLZTI,X,O,O,O,X,O,X,O,X,X,X
SJOLZIT,X,O,O,O,X,X,X,O,X,X,O
SJOZTIL,X,O,O,O,X,O,X,O,X,X,X
SJOZTLI,X,O,O,O,X,O,X,O,X,X,X
SJOZITL,X,O,O,O,X,X,X,X,X,X,O
SJOZILT,X,O,O,O,X,X,X,O,X,X,O
SJOZLTI,X,O,O,O,X,O,X,O,X,X,X
SJOZLIT,X,O,O,O,X,X,X,O,X,X,O
SZTILJO,O,X,X,O,O,X,O,X,O,O,X
SZTILOJ,O,X,X,X,O,X,O,O,O,O,X
SZTIJLO,O,X,X,O,O,X,O,X,X,X,X
SZTIJOL,O,X,O,O,O,X,O,X,X,X,X
SZTIOLJ,X,O,X,X,X,X,O,O,X,X,X
SZTIOJL,O,X,X,O,O,X,O,X,X,X,X
SZTLIJO,O,X,X,O,O,X,O,X,O,O,X
SZTLIOJ,O,X,X,X,O,X,O,O,O,O,X
SZTLJIO,O,X,X,O,O,X,O,X,O,O,X
SZTLJOI,O,X,X,O,O,X,O,X,O,O,X
SZTLOIJ,O,X,X,X,O,X,O,X,O,O,X
SZTLOJI,O,X,X,X,O,X,O,X,O,O,X
SZTJILO,O,X,X,O,O,X,O,X,X,X,X
SZTJIOL,O,X,O,O,O,X,O,X,X,X,X
SZTJLIO,O,X,X,O,O,X,O,X,X,X,X
SZTJLOI,O,X,X,O,O,X,O,X,X,X,X
SZTJOIL,O,X,O,O,O,X,O,X,X,X,X
SZTJOLI,O,X,O,O,X,X,O,X,X,X,X
SZTOILJ,X,O,X,X,X,X,O,O,X,X,X
SZTOIJL,O,X,X,O,O,X,O,X,X,X,X
SZTOLIJ,X,O,X,X,X,X,O,O,X,X,X
SZTOLJI,X,O,X,X,X,X,O,O,X,X,X
SZTOJIL,O,X,X,O,O,X,O,O,X,X,X
SZTOJLI,O,X,X,O,X,X,O,O,X,X,X
SZITLJO,O,X,X,O,O,X,O,X,O,O,X
SZITLOJ,O,X,X,X,O,X,O,X,O,O,X
SZITJLO,O,X,X,O,O,X,O,X,X,X,X
SZITJOL,O,X,O,O,O,X,O,X,X,X,X
SZITOLJ,X,O,X,X,X,X,O,X,X,X,X
SZITOJL,O,X,X,O,O,X,O,X,X,X,X
SZILTJO,O,X,O,X,O,X,X,X,O,O,X
SZILTOJ,O,X,X,X,O,X,X,O,O,O,X
SZILJTO,O,X,O,X,O,X,X,O,O,X,X
SZILJOT,O,X,O,O,O,X,X,O,X,X,X
SZILOTJ,O,X,X,X,O,X,X,O,X,X,X
SZILOJT,O,X,X,X,O,X,X,O,X,X,X
SZIJTLO,O,X,X,O,O,X,O,X,O,X,X
SZIJTOL,O,O,O,O,O,X,O,X,X,X,X
SZIJLTO,O,X,O,X,O,X,X,X,O,X,X
SZIJLOT,O,X,O,O,O,X,X,X,X,X,X
SZIJOTL,O,O,O,O,O,X,X,X,X,X,X
SZIJOLT,O,O,O,O,X,X,X,X,X,X,X
SZIOTLJ,X,O,X,X,X,X,X,X,X,X,X
SZIOTJL,O,X,X,X,X,X,X,X,X,X,X
SZIOLTJ,O,O,X,X,X,X,X,O,X,X,X
SZIOLJT,O,O,X,X,X,X,X,O,X,X,X
SZIOJTL,O,O,X,O,O,X,X,X,X,X,X
SZIOJLT,O,O,X,O,X,X,X,X,X,X,X
SZLTIJO,O,X,O,O,O,X,O,X,O,O,X
SZLTIOJ,O,X,X,X,O,X,O,O,O,O,X
SZLTJIO,O,X,O,O,O,X,O,X,O,O,X
SZLTJOI,O,X,O,O,O,X,O,X,O,O,X
SZLTOIJ,O,X,X,X,O,X,O,X,O,O,X
SZLTOJI,O,X,X,X,O,X,O,X,O,O,X
SZLITJO,O,X,O,X,O,X,X,X,O,O,X
SZLITOJ,O,X,X,X,O,X,X,O,O,O,X
SZLIJTO,O,X,O,X,O,X,X,O,O,X,X
SZLIJOT,O,X,O,O,O,X,X,O,X,X,X
SZLIOTJ,O,X,X,X,O,X,X,O,X,X,X
SZLIOJT,O,X,X,X,O,X,X,O,X,X,X
SZLJTIO,O,X,O,O,O,X,O,O,O,X,X
SZLJTOI,O,X,O,O,O,X,O,X,O,X,X
SZLJITO,O,X,O,X,O,X,X,O,O,X,X
SZLJIOT,O,X,O,O,O,X,X,O,X,X,X
SZLJOTI,O,X,O,O,O,X,X,X,X,X,X
SZLJOIT,O,X,O,O,O,X,X,X,X,X,X
SZLOTIJ,O,X,X,X,O,X,X,X,X,X,X
SZLOTJI,O,X,X,X,O,X,X,X,X,X,X
SZLOITJ,O,X,X,X,O,X,X,X,X,X,X
SZLOIJT,O,X,X,X,O,X,X,X,X,X,X
SZLOJTI,O,X,X,X,O,X,X,X,X,X,X
SZLOJIT,O,X,X,X,O,X,X,X,X,X,X
SZJTILO,O,X,X,O,O,X,O,O,O,X,X
SZJTIOL,O,O,O,O,O,X,O,O,X,X,X
SZJTLIO,O,X,X,O,O,X,O,O,O,X,X
SZJTLOI,O,X,X,O,O,X,O,X,O,X,X
SZJTOIL,O,O,O,O,O,X,O,O,X,X,X
SZJTOLI,O,O,O,O,X,X,O,O,X,X,X
SZJITLO,O,X,X,O,O,X,O,X,O,X,X
SZJITOL,O,O,O,O,O,X,O,X,X,X,X
SZJILTO,O,X,O,X,O,X,X,O,O,X,X
SZJILOT,O,X,O,O,O,X,X,O,X,X,X
SZJIOTL,O,O,O,O,O,X,X,X,X,X,X
SZJIOLT,O,O,O,O,X,X,X,O,X,X,X
SZJLTIO,O,X,O,O,O,X,O,O,O,X,X
SZJLTOI,O,X,O,O,O,X,O,X,O,X,X
SZJLITO,O,X,O,X,O,X,X,O,O,X,X
SZJLIOT,O,X,O,O,O,X,X,O,X,X,X
SZJLOTI,O,X,O,O,O,X,X,X,X,X,X
SZJLOIT,O,X,O,O,O,X,X,X,X,X,X
SZJOTIL,O,O,O,O,O,X,O,O,X,X,X
SZJOTLI,O,O,O,O,X,X,O,O,X,X,X
SZJOITL,O,O,O,O,O,X,X,X,X,X,O
SZJOILT,O,O,O,O,X,X,X,O,X,X,O
SZJOLTI,O,O,O,O,X,X,X,O,X,X,X
SZJOLIT,O,O,O,O,X,X,X,O,X,X,O
SZOTILJ,X,O,X,X,X,X,O,O,X,X,X
SZOTIJL,O,X,X,O,O,X,O,X,X,X,X
SZOTLIJ,X,O,X,X,X,X,O,O,X,X,X
SZOTLJI,X,O,X,X,X,X,O,O,X,X,X
SZOTJIL,O,X,X,O,O,X,O,O,X,X,X
SZOTJLI,O,X,X,O,X,X,O,O,X,X,X
SZOITLJ,X,O,X,X,X,X,X,X,X,X,X
SZOITJL,O,X,X,X,X,X,X,X,X,X,X
SZOILTJ,O,O,X,X,X,X,X,O,X,X,X
SZOILJT,O,O,X,X,X,X,X,O,X,X,X
SZOIJTL,O,O,X,O,O,X,X,X,X,X,X
SZOIJLT,O,O,X,O,X,X,X,X,X,X,X
SZOLTIJ,O,O,X,X,X,X,X,O,X,X,X
SZOLTJI,O,O,X,X,X,X,X,O,X,X,X
SZOLITJ,O,O,X,X,X,X,X,O,X,X,X
SZOLIJT,O,O,X,X,X,X,X,O,X,X,X
SZOLJTI,O,O,X,X,X,X,X,O,X,X,X
SZOLJIT,O,O,X,X,X,X,X,O,X,X,O
SZOJTIL,O,O,X,O,O,X,O,O,X,X,X
SZOJTLI,O,O,X,O,X,X,O,O,X,X,X
SZOJITL,O,O,X,O,O,X,X,X,X,X,O
SZOJILT,O,O,X,O,X,X,X,O,X,X,O
SZOJLTI,O,O,X,O,X,X,X,O,X,X,X
SZOJLIT,O,O,X,O,X,X,X,O,X,X,O
SOTILJZ,X,O,X,X,X,X,X,O,X,O,X
SOTILZJ,X,O,X,X,X,O,O,O,O,O,X
SOTIJLZ,X,O,O,O,X,X,X,O,X,O,X
SOTIJZL,X,O,O,O,X,X,X,O,X,X,X
SOTIZLJ,X,O,X,X,X,X,O,O,X,O,X
SOTIZJL,O,X,X,X,O,X,O,X,X,X,X
SOTLIJZ,X,O,X,X,X,X,X,O,X,O,X
SOTLIZJ,X,O,X,X,X,O,O,O,O,O,X
SOTLJIZ,X,O,X,X,X,O,X,O,X,O,O
SOTLJZI,X,O,X,X,X,O,O,O,X,O,X
SOTLZIJ,X,O,X,X,X,O,O,O,O,O,X
