sequence,v115@DhD8FeF8EeF8AeF8JeO/IvhFXbBTcBxdBSlB0mBlqB,v115@DhD8FeF8EeF8AeF8JeK/IvhFzaBGcBxdB3gB0mBlqB,v115@DhD8FeF8EeF8AeF8JeO/IvhFXcBxdBzfBqmB0gBlqB,v115@DhD8FeF8EeF8AeF8JeO/IvhF0bBxdBzfBqmBXhBlqB,v115@DhD8FeF8EeF8AeF8Jem6IvhFShBxdBTfB3gB0mBlqB,v115@DhD8FeF8EeF8AeF8JeO/IvhF8fBxdBzgBqmB/qBFrB,v115@DhD8FeF8EeF8AeF8JeT6IvhF/gBFcBxdBqmBmkB8qB,v115@DhD8FeF8EeF8AeF8JeO/IvhFXbBxdBSlBThB0mBlqB,v115@DhD8FeF8EeF8AeF8JeO/IvhFTcBxdBCgB0gB/qB1wB,v115@DhD8FeF8EeF8AeF8Jei6IvhFchBxdB3fBTlB1rBuqB,v115@DhD8FeF8EeF8AeF8Jem6IvhFCcBxdBTfB/qBFrB0rB
IOTLZJS,O,X,O,O,X,X,X,O,O,X,X
IOTLZSJ,O,O,O,O,X,X,X,O,X,O,X
IOTJLSZ,O,X,O,O,X,X,X,O,O,X,X
IOTJLZS,O,X,O,O,X,X,X,O,O,X,X
IOTJSLZ,X,X,O,O,X,X,X,O,O,O,O
IOTJSZL,X,X,X,X,X,X,X,X,O,O,O
IOTJZLS,X,X,O,O,O,X,X,O,O,X,X
IOTJZSL,X,X,X,X,X,X,X,X,O,O,X
IOTSLJZ,X,O,O,O,X,X,X,O,O,O,O
IOTSLZJ,X,O,O,O,X,X,X,O,O,O,O
IOTSJLZ,X,O,O,O,X,X,X,O,O,O,O
IOTSJZL,X,X,X,X,X,X,X,X,O,O,O
IOTSZLJ,X,X,X,X,X,X,X,X,O,O,O
IOTSZJL,X,X,X,X,X,X,X,X,O,O,O
IOTZLJS,X,X,O,O,O,X,X,O,O,X,X
IOTZLSJ,X,X,O,O,O,X,X,O,X,O,X
IOTZJLS,X,X,O,O,O,X,X,O,O,X,X
IOTZJSL,X,X,X,X,O,X,X,X,O,O,X
IOTZSLJ,X,X,X,X,O,X,X,X,O,O,X
IOTZSJL,X,X,X,X,O,X,X,X,O,O,X
IOLTJSZ,O,O,O,O,X,X,X,O,O,X,X
IOLTJZS,O,X,O,O,X,X,X,O,O,X,X
IOLTSJZ,O,O,O,O,X,X,X,O,O,O,X
IOLTSZJ,O,O,O,O,X,X,X,O,X,O,X
IOLTZJS,O,O,O,O,X,X,X,O,O,X,X
IOLTZSJ,O,O,O,O,X,X,O,O,X,O,X
IOLJTSZ,O,O,O,O,X,X,X,O,O,X,X
IOLJTZS,O,X,O,O,X,X,O,O,O,X,X
IOLJSTZ,O,X,O,O,X,X,X,O,X,X,O
IOLJSZT,O,X,O,O,X,X,O,X,X,X,X
IOLJZTS,O,O,O,O,O,X,O,X,X,X,X
IOLJZST,O,O,O,O,O,O,O,X,X,X,X
IOLSTJZ,O,O,O,O,X,X,X,O,X,O,O
IOLSTZJ,O,O,O,O,X,O,X,O,X,O,O
IOLSJTZ,O,X,O,O,X,X,X,O,X,O,O
IOLSJZT,O,X,O,O,X,O,X,X,X,X,X
IOLSZTJ,O,X,X,X,X,O,X,X,X,O,X
IOLSZJT,O,O,O,O,X,O,X,X,X,X,X
IOLZTJS,O,O,O,O,O,X,X,X,X,X,X
IOLZTSJ,O,O,O,O,O,X,O,X,X,X,X
IOLZJTS,O,O,O,O,O,X,O,X,X,X,X
IOLZJST,O,O,O,O,O,O,O,X,X,X,X
IOLZSTJ,O,O,X,X,X,O,O,X,X,X,X
IOLZSJT,O,O,O,O,O,O,O,X,X,X,X
IOJTLSZ,O,X,O,O,X,X,X,O,O,X,X
IOJTLZS,O,X,O,O,X,X,O,O,O,X,X
IOJTSLZ,X,X,O,O,X,X,X,O,O,O,O
IOJTSZL,X,X,X,X,X,X,X,X,O,O,O
IOJTZLS,X,X,O,O,O,X,O,O,O,X,X
IOJTZSL,X,X,X,X,X,X,O,X,O,O,X
IOJLTSZ,O,X,O,O,X,X,X,O,O,X,X
IOJLTZS,O,X,O,O,X,X,O,O,O,X,X
IOJLSTZ,O,X,O,O,X,X,X,O,X,X,O
IOJLSZT,O,X,O,O,X,X,O,X,X,X,X
IOJLZTS,O,X,O,O,O,X,O,X,X,X,X
IOJLZST,O,X,O,O,O,O,O,X,X,X,X
IOJSTLZ,X,X,O,O,X,X,X,X,X,O,O
IOJSTZL,X,X,X,X,X,X,X,X,X,O,O
IOJSLTZ,X,X,O,O,X,X,X,X,X,O,O
IOJSLZT,X,X,O,O,X,X,O,X,X,X,X
IOJSZTL,X,X,X,X,X,X,O,X,X,X,O
IOJSZLT,X,X,X,X,O,X,O,X,X,X,X
IOJZTLS,O,X,O,O,O,X,O,X,X,X,X
IOJZTSL,O,X,X,X,O,X,O,X,X,X,X
IOJZLTS,O,X,O,O,O,X,O,X,X,X,X
IOJZLST,O,X,O,O,O,O,O,X,X,X,X
IOJZSTL,O,X,X,X,X,X,O,X,X,X,O
IOJZSLT,O,X,X,X,O,O,O,X,X,X,X
IOSTLJZ,X,X,O,O,X,X,X,X,X,O,O
IOSTLZJ,X,X,O,O,X,X,X,X,X,O,O
IOSTJLZ,X,X,O,O,X,X,X,X,X,O,O
IOSTJZL,X,X,X,X,X,X,X,X,X,O,O
IOSTZLJ,X,X,X,X,X,X,X,X,X,O,O
IOSTZJL,X,X,X,X,X,X,X,X,X,O,O
IOSLTJZ,X,X,O,O,X,X,X,X,X,O,O
IOSLTZJ,X,X,O,O,X,O,X,X,X,O,O
IOSLJTZ,X,X,O,O,X,X,X,X,X,O,O
IOSLJZT,X,X,O,O,X,O,X,X,X,X,X
IOSLZTJ,X,X,X,X,X,O,X,X,X,O,X
IOSLZJT,X,X,O,O,X,O,X,X,X,X,X
IOSJTLZ,X,X,O,O,X,X,X,X,X,O,O
IOSJTZL,X,X,X,X,X,X,X,X,X,O,O
IOSJLTZ,X,X,O,O,X,X,X,X,X,O,O
IOSJLZT,X,X,O,O,X,X,X,X,X,X,X
IOSJZTL,X,X,X,X,X,X,X,X,X,X,O
IOSJZLT,X,X,X,X,O,X,X,X,X,X,X
IOSZTLJ,X,X,X,X,O,X,X,X,X,O,O
IOSZTJL,X,X,X,X,O,X,X,X,X,O,O
IOSZLTJ,X,X,X,X,X,O,X,X,X,O,X
IOSZLJT,X,X,X,X,O,O,X,X,X,X,X
IOSZJTL,X,X,X,X,X,X,X,X,X,X,O
IOSZJLT,X,X,X,X,O,O,X,X,X,X,X
IOZTLJS,O,O,O,O,O,X,X,X,X,X,X
IOZTLSJ,O,O,O,O,O,X,X,X,X,O,X
IOZTJLS,O,O,O,O,O,X,X,X,X,X,X
IOZTJSL,O,O,X,X,O,X,X,X,X,O,X
IOZTSLJ,O,O,X,X,O,X,X,X,X,O,X
IOZTSJL,O,O,X,X,O,X,X,X,X,O,X
IOZLTJS,O,O,O,O,O,X,X,X,X,X,X
IOZLTSJ,O,O,O,O,O,X,O,X,X,X,X
IOZLJTS,O,O,O,O,O,X,O,X,X,X,X
IOZLJST,O,O,O,O,O,O,O,X,X,X,X
IOZLSTJ,O,O,X,X,X,O,O,X,X,X,X
IOZLSJT,O,O,O,O,O,O,O,X,X,X,X
IOZJTLS,O,O,O,O,O,X,O,X,X,X,X
IOZJTSL,O,O,X,X,O,X,O,X,X,X,X
IOZJLTS,O,O,O,O,O,X,O,X,X,X,X
IOZJLST,O,O,O,O,O,O,O,X,X,X,X
IOZJSTL,O,X,X,X,X,X,O,X,X,X,O
IOZJSLT,O,O,X,X,O,O,O,X,X,X,X
IOZSTLJ,O,X,X,X,O,X,X,X,X,O,O
IOZSTJL,O,X,X,X,O,X,X,X,X,O,O
IOZSLTJ,O,O,X,X,X,O,O,X,X,O,X
IOZSLJT,O,O,X,X,O,O,O,X,X,X,X
IOZSJTL,O,X,X,X,X,X,O,X,X,X,O
IOZSJLT,O,O,X,X,O,O,O,X,X,X,X
LTIJSZO,O,O,X,X,X,X,X,O,O,X,X
LTIJSOZ,O,O,O,O,X,X,X,O,O,X,X
LTIJZSO,O,X,X,X,X,O,O,O,X,X,X
LTIJZOS,O,X,O,O,X,X,O,O,O,X,X
LTIJOSZ,O,O,O,O,X,X,X,O,O,X,X
LTIJOZS,O,X,O,O,X,X,O,O,O,X,X
LTISJZO,O,O,X,X,X,X,X,O,O,X,X
LTISJOZ,O,O,O,O,X,X,X,O,O,X,X
LTISZJO,O,O,X,X,X,O,O,O,O,X,X
LTISZOJ,O,O,O,X,X,O,O,O,O,X,X
LTISOJZ,O,O,O,O,X,X,X,O,O,X,X
LTISOZJ,O,O,O,O,X,O,X,O,O,X,X
LTIZJSO,O,O,X,X,X,O,O,O,X,X,X
LTIZJOS,O,O,O,O,X,X,O,O,O,X,X
LTIZSJO,O,O,X,X,X,O,O,O,X,X,X
LTIZSOJ,O,O,O,X,X,O,O,O,X,X,X
LTIZOJS,O,O,O,O,X,X,X,O,O,X,X
LTIZOSJ,O,O,O,O,X,X,O,O,X,O,X
LTIOJSZ,O,O,O,O,X,X,X,O,O,X,X
LTIOJZS,O,X,O,O,X,X,X,O,O,X,X
LTIOSJZ,O,O,O,O,X,X,X,O,O,O,X
LTIOSZJ,O,O,O,O,X,X,X,O,O,O,X
LTIOZJS,O,O,O,O,X,X,X,O,O,X,X
LTIOZSJ,O,O,O,O,X,X,O,O,X,O,X
LTJISZO,O,O,X,X,X,X,X,O,O,X,X
LTJISOZ,O,O,O,O,X,X,X,O,O,X,X
LTJIZSO,O,X,X,X,X,O,O,O,X,X,X
LTJIZOS,O,X,O,O,X,X,O,O,O,X,X
LTJIOSZ,O,O,O,O,X,X,X,O,O,X,X
LTJIOZS,O,X,O,O,X,X,O,O,O,X,X
LTJSIZO,O,O,X,X,X,X,X,O,O,X,X
LTJSIOZ,O,O,O,O,X,X,X,O,O,X,X
LTJSZIO,O,O,X,X,X,X,X,O,O,X,X
LTJSZOI,O,O,X,X,X,X,X,O,O,X,X
LTJSOIZ,O,O,O,O,X,X,X,O,O,X,X
LTJSOZI,O,O,O,O,X,X,X,O,O,X,X
LTJZISO,O,X,X,X,X,O,O,O,X,X,X
LTJZIOS,O,X,O,O,X,X,O,O,O,X,X
LTJZSIO,O,X,X,X,X,O,O,O,X,X,X
LTJZSOI,O,X,X,X,X,O,O,O,X,X,X
LTJZOIS,O,X,O,O,X,X,O,O,O,X,X
LTJZOSI,O,X,O,O,X,X,O,O,O,X,X
LTJOISZ,O,O,O,O,X,X,X,O,O,X,X
LTJOIZS,O,X,O,O,X,X,O,O,O,X,X
LTJOSIZ,O,O,O,O,X,X,X,O,O,X,X
LTJOSZI,O,O,O,O,X,X,X,O,O,X,X
LTJOZIS,O,X,O,O,X,X,O,O,O,X,X
LTJOZSI,O,X,O,O,X,X,O,O,O,X,X
LTSIJZO,O,O,X,X,X,X,X,O,O,X,X
LTSIJOZ,O,O,O,O,X,X,X,O,O,X,X
LTSIZJO,O,O,X,X,X,O,O,O,O,X,X
LTSIZOJ,O,O,O,X,X,O,O,O,O,X,X
LTSIOJZ,O,O,O,O,X,X,X,O,O,X,X
LTSIOZJ,O,O,O,O,X,O,X,O,O,X,X
LTSJIZO,O,O,X,X,X,X,X,O,O,X,X
LTSJIOZ,O,O,O,O,X,X,X,O,O,X,X
LTSJZIO,O,O,X,X,X,X,X,O,O,X,X
LTSJZOI,O,O,X,X,X,X,X,O,O,X,X
LTSJOIZ,O,O,O,O,X,X,X,O,O,X,X
LTSJOZI,O,O,O,O,X,X,X,O,O,X,X
LTSZIJO,O,O,X,X,X,O,O,O,O,X,X
LTSZIOJ,O,O,O,X,X,O,O,O,O,X,X
LTSZJIO,O,O,X,X,X,O,O,O,O,X,X
LTSZJOI,O,O,X,X,X,O,O,O,O,X,X
LTSZOIJ,O,O,O,X,X,O,O,O,O,X,X
LTSZOJI,O,O,O,X,X,O,O,O,O,X,X
LTSOIJZ,O,O,O,O,X,X,X,O,O,X,X
LTSOIZJ,O,O,O,O,X,O,X,O,O,X,X
LTSOJIZ,O,O,O,O,X,X,X,O,O,X,X
LTSOJZI,O,O,O,O,X,X,X,O,O,X,X
LTSOZIJ,O,O,O,O,X,O,X,O,O,X,X
LTSOZJI,O,O,O,O,X,O,X,O,O,X,X
LTZIJSO,O,O,X,X,X,O,O,O,X,X,X
LTZIJOS,O,O,O,O,X,X,O,O,O,X,X
LTZISJO,O,O,X,X,X,O,O,O,X,X,X
LTZISOJ,O,O,O,X,X,O,O,O,X,X,X
LTZIOJS,O,O,O,O,X,X,X,O,O,X,X
LTZIOSJ,O,O,O,O,X,X,O,O,X,O,X
LTZJISO,O,O,X,X,X,O,O,O,X,X,X
LTZJIOS,O,O,O,O,X,X,O,O,O,X,X
LTZJSIO,O,O,X,X,X,O,O,O,X,X,X
LTZJSOI,O,O,X,X,X,O,O,O,X,X,X
LTZJOIS,O,O,O,O,X,X,O,O,O,X,X
LTZJOSI,O,O,O,O,X,X,O,O,O,X,X
LTZSIJO,O,O,X,X,X,O,O,O,X,X,X
LTZSIOJ,O,O,O,X,X,O,O,O,X,X,X
LTZSJIO,O,O,X,X,X,O,O,O,X,X,X
LTZSJOI,O,O,X,X,X,O,O,O,X,X,X
LTZSOIJ,O,O,O,X,X,O,O,O,X,X,X
LTZSOJI,O,O,O,X,X,O,O,O,X,X,X
LTZOIJS,O,O,O,O,X,X,X,O,O,X,X
LTZOISJ,O,O,O,O,X,X,O,O,X,O,X
LTZOJIS,O,O,O,O,X,X,X,O,O,X,X
LTZOJSI,O,O,O,O,X,X,X,O,O,X,X
LTZOSIJ,O,O,O,O,X,X,O,O,X,O,X
LTZOSJI,O,O,O,O,X,X,O,O,X,O,X
LTOIJSZ,O,O,O,O,X,X,X,O,O,X,X
LTOIJZS,O,X,O,O,X,X,X,O,O,X,X
LTOISJZ,O,O,O,O,X,X,X,O,O,O,X
LTOISZJ,O,O,O,O,X,X,X,O,O,O,X
LTOIZJS,O,O,O,O,X,X,X,O,O,X,X
LTOIZSJ,O,O,O,O,X,X,O,O,X,O,X
LTOJISZ,O,O,O,O,X,X,X,O,O,X,X
LTOJIZS,O,X,O,O,X,X,X,O,O,X,X
LTOJSIZ,O,O,O,O,X,X,X,O,O,X,X
LTOJSZI,O,O,O,O,X,X,X,O,O,X,X
LTOJZIS,O,X,O,O,X,X,X,O,O,X,X
LTOJZSI,O,X,O,O,X,X,X,O,O,X,X
LTOSIJZ,O,O,O,O,X,X,X,O,O,O,X
LTOSIZJ,O,O,O,O,X,X,X,O,O,O,X
LTOSJIZ,O,O,O,O,X,X,X,O,O,O,X
LTOSJZI,O,O,O,O,X,X,X,O,O,O,X
LTOSZIJ,O,O,O,O,X,X,X,O,O,O,X
LTOSZJI,O,O,O,O,X,X,X,O,O,O,X
LTOZIJS,O,O,O,O,X,X,X,O,O,X,X
LTOZISJ,O,O,O,O,X,X,O,O,X,O,X
LTOZJIS,O,O,O,O,X,X,X,O,O,X,X
LTOZJSI,O,X,O,O,X,X,X,O,O,X,X
LTOZSIJ,O,O,O,O,X,X,O,O,X,O,X
LTOZSJI,O,O,O,O,X,X,O,O,X,O,X
LITJSZO,O,O,X,X,X,X,X,O,O,X,X
LITJSOZ,O,O,O,O,X,X,X,O,O,X,X
LITJZSO,O,X,X,X,X,O,O,O,X,X,X
LITJZOS,O,X,O,O,X,X,O,O,O,X,X
LITJOSZ,O,O,O,O,X,X,X,O,O,X,X
LITJOZS,O,X,O,O,X,X,O,O,O,X,X
LITSJZO,O,O,X,X,X,X,X,O,O,X,X
LITSJOZ,O,O,O,O,X,X,X,O,O,X,X
LITSZJO,O,O,X,X,X,O,O,O,O,X,X
LITSZOJ,O,O,O,X,X,O,O,O,O,X,X
LITSOJZ,O,O,O,O,X,X,X,O,O,X,X
LITSOZJ,O,O,O,O,X,O,X,O,O,X,X
LITZJSO,O,O,X,X,X,O,O,O,X,X,X
LITZJOS,O,O,O,O,X,X,O,O,O,X,X
LITZSJO,O,O,X,X,X,O,O,O,X,X,X
LITZSOJ,O,O,O,X,X,O,O,O,X,X,X
LITZOJS,O,O,O,O,X,X,X,O,O,X,X
LITZOSJ,O,O,O,O,X,X,O,O,X,O,X
LITOJSZ,O,O,O,O,X,X,X,O,O,X,X
LITOJZS,O,X,O,O,X,X,X,O,O,X,X
LITOSJZ,O,O,O,O,X,X,X,O,O,O,X
LITOSZJ,O,O,O,O,X,X,X,O,O,O,X
LITOZJS,O,O,O,O,X,X,X,O,O,X,X
LITOZSJ,O,O,O,O,X,X,O,O,X,O,X
LIJTSZO,O,O,X,X,X,X,X,O,O,X,X
LIJTSOZ,O,O,O,O,X,X,X,O,O,X,X
LIJTZSO,O,X,X,X,X,O,O,O,X,X,X
LIJTZOS,O,X,O,O,X,X,O,O,O,X,X
LIJTOSZ,O,O,O,O,X,X,X,O,O,X,X
LIJTOZS,O,X,O,O,X,X,O,O,O,X,X
LIJSTZO,O,X,X,X,X,X,X,O,X,X,X
LIJSTOZ,O,X,O,O,X,X,X,O,O,X,X
LIJSZTO,O,X,X,X,X,O,O,O,X,X,X
LIJSZOT,O,X,X,X,X,O,O,X,X,X,X
LIJSOTZ,O,X,O,O,X,X,X,O,X,X,X
LIJSOZT,O,X,O,O,X,O,O,X,X,X,X
LIJZTSO,O,O,X,X,X,O,O,O,X,X,X
LIJZTOS,O,O,O,O,X,X,O,O,O,X,X
LIJZSTO,O,O,X,X,X,O,O,O,X,X,X
LIJZSOT,O,O,X,X,X,O,O,X,X,X,X
LIJZOTS,O,O,O,O,X,X,O,X,X,X,X
LIJZOST,O,O,O,O,X,O,O,X,X,X,X
LIJOTSZ,O,O,O,O,X,X,X,O,O,X,X
LIJOTZS,O,X,O,O,X,X,O,O,O,X,X
LIJOSTZ,O,X,O,O,X,X,X,O,X,X,X
LIJOSZT,O,X,O,O,X,X,O,X,X,X,X
LIJOZTS,O,O,O,O,X,X,O,X,X,X,X
LIJOZST,O,O,O,O,X,O,O,X,X,X,X
LISTJZO,O,O,X,X,X,X,X,O,X,X,O
LISTJOZ,O,O,O,O,X,X,X,O,O,X,O
LISTZJO,O,O,X,X,X,O,O,O,X,X,O
LISTZOJ,O,O,O,X,X,O,O,O,X,X,O
LISTOJZ,O,O,O,O,X,X,X,O,O,O,O
LISTOZJ,O,O,O,O,X,O,X,O,X,O,O
LISJTZO,O,X,X,X,X,X,X,O,X,X,O
LISJTOZ,O,X,O,O,X,X,X,O,O,X,O
LISJZTO,O,X,X,X,X,O,O,O,X,X,X
LISJZOT,O,X,X,X,X,O,O,X,X,X,X
LISJOTZ,O,X,O,O,X,X,X,O,X,O,X
LISJOZT,O,X,O,O,X,O,O,X,X,X,X
LISZTJO,O,O,X,X,X,O,O,O,X,X,X
LISZTOJ,O,O,O,X,X,O,O,O,X,X,X
LISZJTO,O,O,X,X,X,O,O,O,X,X,X
LISZJOT,O,O,X,X,X,O,O,X,X,X,X
LISZOTJ,O,O,X,X,X,O,O,X,X,O,X
LISZOJT,O,O,O,X,X,O,O,X,X,X,X
LISOTJZ,O,O,O,O,X,X,X,O,X,O,O
LISOTZJ,O,O,O,O,X,O,X,O,X,O,O
LISOJTZ,O,X,O,O,X,X,X,O,X,O,O
LISOJZT,O,X,O,O,X,O,X,X,X,X,X
LISOZTJ,O,X,X,X,X,O,X,X,X,O,X
LISOZJT,O,O,O,O,X,O,X,X,X,X,X
LIZTJSO,O,O,X,X,X,O,O,O,X,X,X
LIZTJOS,O,O,O,O,O,X,O,O,O,X,X
LIZTSJO,O,O,X,X,X,O,O,O,X,X,X
LIZTSOJ,O,O,O,X,O,O,O,O,X,X,X
LIZTOJS,O,O,O,O,O,X,X,O,O,X,X
LIZTOSJ,O,O,O,O,O,X,O,O,X,X,X
LIZJTSO,O,O,X,X,X,O,O,O,X,X,X
LIZJTOS,O,O,O,O,X,X,O,O,O,X,X
LIZJSTO,O,O,X,X,X,O,O,O,X,X,X
LIZJSOT,O,O,X,X,X,O,O,X,X,X,X
LIZJOTS,O,O,O,O,O,X,O,X,X,X,X
LIZJOST,O,O,O,O,O,O,O,X,X,X,X
LIZSTJO,O,O,X,X,X,O,O,O,X,X,X
LIZSTOJ,O,O,O,X,X,O,O,O,X,X,X
LIZSJTO,O,O,X,X,X,O,O,O,X,X,X
LIZSJOT,O,O,X,X,X,O,O,X,X,X,X
LIZSOTJ,O,O,X,X,X,O,O,X,X,X,X
LIZSOJT,O,O,O,X,O,O,O,X,X,X,X
LIZOTJS,O,O,O,O,O,X,X,X,X,X,X
LIZOTSJ,O,O,O,O,O,X,O,X,X,X,X
LIZOJTS,O,O,O,O,O,X,O,X,X,X,X
LIZOJST,O,O,O,O,O,O,O,X,X,X,X
LIZOSTJ,O,O,X,X,X,O,O,X,X,X,X
LIZOSJT,O,O,O,O,O,O,O,X,X,X,X
LIOTJSZ,O,O,O,O,X,X,X,O,O,X,X
LIOTJZS,O,X,O,O,X,X,X,O,O,X,X
LIOTSJZ,O,O,O,O,X,X,X,O,O,O,X
LIOTSZJ,O,O,O,O,X,X,X,O,X,O,X
LIOTZJS,O,O,O,O,X,X,X,O,O,X,X
LIOTZSJ,O,O,O,O,X,X,O,O,X,O,X
LIOJTSZ,O,O,O,O,X,X,X,O,O,X,X
LIOJTZS,O,X,O,O,X,X,O,O,O,X,X
LIOJSTZ,O,X,O,O,X,X,X,O,X,X,O
LIOJSZT,O,X,O,O,X,X,O,X,X,X,X
LIOJZTS,O,O,O,O,O,X,O,X,X,X,X
LIOJZST,O,O,O,O,O,O,O,X,X,X,X
LIOSTJZ,O,O,O,O,X,X,X,O,X,O,O
LIOSTZJ,O,O,O,O,X,O,X,O,X,O,O
LIOSJTZ,O,X,O,O,X,X,X,O,X,O,O
LIOSJZT,O,X,O,O,X,O,X,X,X,X,X
LIOSZTJ,O,X,X,X,X,O,X,X,X,O,X
LIOSZJT,O,O,O,O,X,O,X,X,X,X,X
LIOZTJS,O,O,O,O,O,X,X,X,X,X,X
LIOZTSJ,O,O,O,O,O,X,O,X,X,X,X
LIOZJTS,O,O,O,O,O,X,O,X,X,X,X
LIOZJST,O,O,O,O,O,O,O,X,X,X,X
LIOZSTJ,O,O,X,X,X,O,O,X,X,X,X
LIOZSJT,O,O,O,O,O,O,O,X,X,X,X
LJTISZO,O,O,X,X,X,X,X,O,O,X,X
LJTISOZ,O,O,O,O,X,X,X,O,O,X,X
LJTIZSO,O,X,X,X,X,O,O,O,X,X,X
LJTIZOS,O,X,O,O,X,X,O,O,O,X,X
LJTIOSZ,O,O,O,O,X,X,X,O,O,X,X
LJTIOZS,O,X,O,O,X,X,O,O,O,X,X
LJTSIZO,O,O,X,X,X,X,X,O,O,X,X
LJTSIOZ,O,O,O,O,X,X,X,O,O,X,X
LJTSZIO,O,O,X,X,X,X,X,O,O,X,X
LJTSZOI,O,O,X,X,X,X,X,O,O,X,X
LJTSOIZ,O,O,O,O,X,X,X,O,O,X,X
LJTSOZI,O,O,O,O,X,X,X,O,O,X,X
LJTZISO,O,X,X,X,X,O,O,O,X,X,X
LJTZIOS,O,X,O,O,X,X,O,O,O,X,X
LJTZSIO,O,X,X,X,X,O,O,O,X,X,X
LJTZSOI,O,X,X,X,X,O,O,O,X,X,X
LJTZOIS,O,X,O,O,X,X,O,O,O,X,X
LJTZOSI,O,X,O,O,X,X,O,O,O,X,X
LJTOISZ,O,O,O,O,X,X,X,O,O,X,X
LJTOIZS,O,X,O,O,X,X,O,O,O,X,X
LJTOSIZ,O,O,O,O,X,X,X,O,O,X,X
LJTOSZI,O,O,O,O,X,X,X,O,O,X,X
LJTOZIS,O,X,O,O,X,X,O,O,O,X,X
LJTOZSI,O,X,O,O,X,X,O,O,O,X,X
LJITSZO,O,O,X,X,X,X,X,O,O,X,X
LJITSOZ,O,O,O,O,X,X,X,O,O,X,X
LJITZSO,O,X,X,X,X,O,O,O,X,X,X
LJITZOS,O,X,O,O,X,X,O,O,O,X,X
LJITOSZ,O,O,O,O,X,X,X,O,O,X,X
LJITOZS,O,X,O,O,X,X,O,O,O,X,X
LJISTZO,O,X,X,X,X,X,X,O,X,X,X
LJISTOZ,O,X,O,O,X,X,X,O,O,X,X
LJISZTO,O,X,X,X,X,O,O,O,X,X,X
LJISZOT,O,X,X,X,X,O,O,X,X,X,X
LJISOTZ,O,X,O,O,X,X,X,O,X,X,X
LJISOZT,O,X,O,O,X,O,O,X,X,X,X
LJIZTSO,O,O,X,X,X,O,O,O,X,X,X
LJIZTOS,O,O,O,O,X,X,O,O,O,X,X
LJIZSTO,O,O,X,X,X,O,O,O,X,X,X
LJIZSOT,O,O,X,X,X,O,O,X,X,X,X
LJIZOTS,O,O,O,O,X,X,O,X,X,X,X
LJIZOST,O,O,O,O,X,O,O,X,X,X,X
LJIOTSZ,O,O,O,O,X,X,X,O,O,X,X
LJIOTZS,O,X,O,O,X,X,O,O,O,X,X
LJIOSTZ,O,X,O,O,X,X,X,O,X,X,X
LJIOSZT,O,X,O,O,X,X,O,X,X,X,X
LJIOZTS,O,O,O,O,X,X,O,X,X,X,X
LJIOZST,O,O,O,O,X,O,O,X,X,X,X
LJSTIZO,O,X,X,X,X,X,X,O,X,X,X
LJSTIOZ,O,X,O,O,X,X,X,O,O,X,X
LJSTZIO,O,X,X,X,X,X,X,O,X,X,X
LJSTZOI,O,X,X,X,X,X,X,O,X,X,X
LJSTOIZ,O,X,O,O,X,X,X,O,O,X,X
LJSTOZI,O,X,O,O,X,X,X,O,O,X,X
LJSITZO,O,X,X,X,X,X,X,O,X,X,X
LJSITOZ,O,X,O,O,X,X,X,O,O,X,X
LJSIZTO,O,X,X,X,X,O,O,O,X,X,X
LJSIZOT,O,X,X,X,X,O,O,X,X,X,X
LJSIOTZ,O,X,O,O,X,X,X,O,X,X,X
LJSIOZT,O,X,O,O,X,O,O,X,X,X,X
LJSZTIO,O,X,X,X,X,O,O,O,X,X,X
LJSZTOI,O,X,X,X,X,O,O,O,X,X,X
LJSZITO,O,X,X,X,X,O,O,O,X,X,X
LJSZIOT,O,X,X,X,X,O,O,X,X,X,X
LJSZOTI,O,X,X,X,X,O,O,X,X,X,X
LJSZOIT,O,X,X,X,X,O,O,X,X,X,X
LJSOTIZ,O,X,O,O,X,X,X,O,X,X,X
LJSOTZI,O,X,O,O,X,X,X,O,X,X,X
LJSOITZ,O,X,O,O,X,X,X,O,X,X,X
LJSOIZT,O,X,O,O,X,O,O,X,X,X,X
LJSOZTI,O,X,O,O,X,O,O,X,X,X,X
LJSOZIT,O,X,O,O,X,O,O,X,X,X,X
LJZTISO,O,O,X,X,X,O,O,O,X,X,X
LJZTIOS,O,O,O,O,X,X,O,O,O,X,X
LJZTSIO,O,O,X,X,X,O,O,O,X,X,X
LJZTSOI,O,O,X,X,X,O,O,O,X,X,X
LJZTOIS,O,O,O,O,X,X,O,O,O,X,X
LJZTOSI,O,O,O,O,X,X,O,O,O,X,X
LJZITSO,O,O,X,X,X,O,O,O,X,X,X
LJZITOS,O,O,O,O,X,X,O,O,O,X,X
LJZISTO,O,O,X,X,X,O,O,O,X,X,X
LJZISOT,O,O,X,X,X,O,O,X,X,X,X
LJZIOTS,O,O,O,O,X,X,O,X,X,X,X
LJZIOST,O,O,O,O,X,O,O,X,X,X,X
LJZSTIO,O,O,X,X,X,O,O,O,X,X,X
LJZSTOI,O,O,X,X,X,O,O,O,X,X,X
LJZSITO,O,O,X,X,X,O,O,O,X,X,X
LJZSIOT,O,O,X,X,X,O,O,X,X,X,X
LJZSOTI,O,O,X,X,X,O,O,X,X,X,X
LJZSOIT,O,O,X,X,X,O,O,X,X,X,X
LJZOTIS,O,O,O,O,X,X,O,X,X,X,X
LJZOTSI,O,O,O,O,X,X,O,X,X,X,X
