sequence,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxbBXdB0gBFnBCr?B2wB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxbBXdBmgBqqBFn?B0rB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFibBFdBulBcmBXn?BRwB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxcBlgB3hBOsB0l?BSwB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhF0cBlgBxmB6qBXn?B2wB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFibB5lB/rBFnBcr?BOsB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxcB0gBlhBXnB6q?B2wB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhF2gBXdBUmBFnBCm?BRwB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxcB6lB/rBFnBmr?B0qB,v115@7gB8GeF8EeE8DeF8DeC8Jei6IvhFchBGgBVnBzlBXn?BRwB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxbBXdB6lBFnB0r?BerB
IZOSLJT,X,X,O,X,X,X,X,X,X,X,X
IZOSJTL,X,X,O,X,X,X,O,O,X,X,X
IZOSJLT,X,X,O,X,X,X,X,X,X,X,X
IOTLJSZ,X,O,O,X,X,X,X,O,X,X,X
IOTLJZS,X,O,O,X,O,X,X,X,X,O,X
IOTLSJZ,O,O,O,O,X,X,X,O,X,X,X
IOTLSZJ,O,O,O,X,X,X,X,O,X,X,X
IOTLZJS,O,X,O,X,O,X,X,O,X,O,X
IOTLZSJ,O,X,O,X,O,X,X,O,X,X,X
IOTJLSZ,X,O,O,O,X,X,X,O,X,X,X
IOTJLZS,X,X,O,X,O,X,X,X,X,O,X
IOTJSLZ,X,O,O,O,X,X,O,O,X,X,X
IOTJSZL,X,O,O,O,O,X,O,O,X,X,X
IOTJZLS,X,X,O,X,O,X,X,O,X,O,X
IOTJZSL,X,O,O,X,O,X,X,O,X,X,X
IOTSLJZ,O,O,O,X,X,O,X,O,O,X,X
IOTSLZJ,O,O,O,X,X,O,O,O,X,X,X
IOTSJLZ,O,O,O,X,X,O,O,O,X,X,X
IOTSJZL,O,O,O,X,O,O,O,O,X,X,X
IOTSZLJ,O,O,O,X,O,O,O,O,X,X,X
IOTSZJL,O,O,O,X,O,O,O,O,X,X,X
IOTZLJS,O,X,O,X,O,X,X,O,X,O,O
IOTZLSJ,O,X,O,X,O,X,X,O,X,X,X
IOTZJLS,X,X,O,X,O,X,X,O,X,O,X
IOTZJSL,O,X,O,X,O,X,X,O,X,X,X
IOTZSLJ,O,X,O,X,O,X,X,O,X,X,X
IOTZSJL,O,X,O,X,O,X,X,O,X,X,X
IOLTJSZ,X,O,O,X,X,X,X,O,X,X,X
IOLTJZS,X,O,O,X,O,X,X,X,X,O,X
IOLTSJZ,O,O,O,O,X,X,X,O,X,X,X
IOLTSZJ,O,O,O,X,X,X,X,O,X,X,X
IOLTZJS,O,X,O,X,O,X,X,O,X,O,X
IOLTZSJ,O,X,O,X,O,X,X,O,X,X,X
IOLJTSZ,X,O,O,O,X,X,X,O,X,X,X
IOLJTZS,X,O,O,X,O,X,X,X,X,O,X
IOLJSTZ,X,O,O,O,X,X,O,O,X,X,X
IOLJSZT,X,O,O,O,X,X,X,X,X,X,X
IOLJZTS,X,O,O,X,O,X,X,O,X,X,X
IOLJZST,X,O,O,O,X,X,X,X,X,X,X
IOLSTJZ,X,O,O,O,X,O,X,O,O,X,X
IOLSTZJ,X,X,O,X,X,O,O,O,X,X,X
IOLSJTZ,X,O,O,X,X,X,O,O,X,X,X
IOLSJZT,X,O,O,X,X,X,X,X,X,X,X
IOLSZTJ,X,X,O,X,X,X,X,X,X,X,X
IOLSZJT,X,O,O,X,X,X,X,X,X,X,X
IOLZTJS,O,O,O,X,O,X,X,O,X,X,O
IOLZTSJ,O,O,O,X,O,X,X,O,X,X,X
IOLZJTS,X,O,O,X,X,X,X,O,X,X,X
IOLZJST,X,O,O,X,X,X,X,X,X,X,X
IOLZSTJ,X,O,O,X,X,X,X,X,X,X,X
IOLZSJT,X,O,O,X,X,X,X,X,X,X,X
IOJTLSZ,X,O,O,O,X,X,X,O,X,X,X
IOJTLZS,X,X,O,X,O,X,X,X,X,O,X
IOJTSLZ,X,O,O,O,X,X,O,O,X,X,X
IOJTSZL,X,O,O,O,O,X,O,O,X,X,X
IOJTZLS,X,X,O,X,O,X,X,O,X,O,X
IOJTZSL,X,O,O,X,O,X,X,O,X,X,X
IOJLTSZ,X,O,O,O,X,X,X,O,X,X,X
IOJLTZS,X,O,O,X,O,X,X,X,X,O,X
IOJLSTZ,X,O,O,O,X,X,O,O,X,X,X
IOJLSZT,X,O,O,O,X,X,X,X,X,X,X
IOJLZTS,X,O,O,X,O,X,X,O,X,X,X
IOJLZST,X,O,O,O,X,X,X,X,X,X,X
IOJSTLZ,X,O,O,O,X,O,O,O,X,X,X
IOJSTZL,X,O,O,O,O,O,O,O,X,X,X
IOJSLTZ,X,O,O,O,X,X,O,O,X,X,X
IOJSLZT,X,O,O,O,X,X,X,X,X,X,X
IOJSZTL,X,O,O,O,O,X,O,O,X,X,X
IOJSZLT,X,O,O,O,X,X,X,X,X,X,X
IOJZTLS,X,X,O,X,O,X,X,O,X,X,X
IOJZTSL,X,X,O,X,O,X,O,O,X,X,X
IOJZLTS,X,X,O,X,O,X,X,O,X,X,X
IOJZLST,X,X,O,O,X,X,X,X,X,X,X
IOJZSTL,X,O,O,O,O,X,O,O,X,X,X
IOJZSLT,X,O,O,O,X,X,X,X,X,X,X
IOSTLJZ,O,O,O,X,X,O,X,O,O,X,X
IOSTLZJ,O,O,O,X,X,O,O,O,X,X,X
IOSTJLZ,O,O,O,X,X,O,O,O,X,X,X
IOSTJZL,O,O,O,X,O,O,O,O,X,X,X
IOSTZLJ,O,O,O,X,O,O,O,O,X,X,X
IOSTZJL,O,O,O,X,O,O,O,O,X,X,X
IOSLTJZ,O,O,O,X,X,O,X,O,O,X,X
IOSLTZJ,O,O,O,X,X,O,O,O,X,X,X
IOSLJTZ,X,O,O,X,X,X,O,O,X,X,X
IOSLJZT,X,O,O,X,X,X,X,X,X,X,X
IOSLZTJ,X,X,O,X,X,X,X,X,X,X,X
IOSLZJT,X,O,O,X,X,X,X,X,X,X,X
IOSJTLZ,O,O,O,O,X,O,O,O,X,X,X
IOSJTZL,O,O,O,O,O,O,O,O,X,X,X
IOSJLTZ,X,O,O,O,X,X,O,O,X,X,X
IOSJLZT,X,O,O,O,X,X,X,X,X,X,X
IOSJZTL,X,O,O,O,O,X,O,O,X,X,X
IOSJZLT,X,O,O,O,X,X,X,X,X,X,X
IOSZTLJ,O,O,O,X,O,O,O,O,X,X,X
IOSZTJL,O,O,O,X,O,O,O,O,X,X,X
IOSZLTJ,X,X,O,X,X,X,X,X,X,X,X
IOSZLJT,X,O,O,X,X,X,X,X,X,X,X
IOSZJTL,X,O,O,X,X,X,O,O,X,X,X
IOSZJLT,X,O,O,X,X,X,X,X,X,X,X
IOZTLJS,O,X,O,X,O,X,X,O,X,X,O
IOZTLSJ,O,X,O,X,O,X,X,O,X,X,X
IOZTJLS,X,X,O,X,O,X,X,O,X,X,X
IOZTJSL,O,X,O,X,O,X,O,O,X,X,X
IOZTSLJ,O,X,O,X,O,X,O,O,X,X,X
IOZTSJL,O,X,O,X,O,X,O,O,X,X,X
IOZLTJS,O,X,O,X,O,X,X,O,X,X,O
IOZLTSJ,O,X,O,X,O,X,X,O,X,X,X
IOZLJTS,X,X,O,X,X,X,X,O,X,X,X
IOZLJST,X,X,O,X,X,X,X,X,X,X,X
IOZLSTJ,X,X,O,X,X,X,X,X,X,X,X
IOZLSJT,X,X,O,X,X,X,X,X,X,X,X
IOZJTLS,X,X,O,X,O,X,X,O,X,X,X
IOZJTSL,X,X,O,X,O,X,O,O,X,X,X
IOZJLTS,X,X,O,X,O,X,X,O,X,X,X
IOZJLST,X,X,O,O,X,X,X,X,X,X,X
IOZJSTL,X,X,O,O,O,X,O,O,X,X,X
IOZJSLT,X,X,O,O,X,X,X,X,X,X,X
IOZSTLJ,X,X,O,X,O,O,O,O,X,X,X
IOZSTJL,X,X,O,X,O,O,O,O,X,X,X
IOZSLTJ,X,X,O,X,X,X,X,X,X,X,X
IOZSLJT,X,X,O,X,X,X,X,X,X,X,X
IOZSJTL,X,X,O,X,X,X,O,O,X,X,X
IOZSJLT,X,X,O,X,X,X,X,X,X,X,X
LTIJSZO,X,O,X,X,X,X,X,X,X,O,X
LTIJSOZ,X,O,X,X,X,X,X,O,X,X,X
LTIJZSO,X,O,O,X,X,X,X,X,X,O,X
LTIJZOS,X,O,O,X,O,X,X,X,X,O,X
LTIJOSZ,X,O,O,X,X,X,X,O,X,X,X
LTIJOZS,X,O,O,X,O,X,X,X,X,O,X
LTISJZO,X,O,X,X,X,X,X,X,X,O,X
LTISJOZ,O,O,O,X,X,X,X,O,X,X,X
LTISZJO,O,O,O,X,X,X,X,O,X,O,X
LTISZOJ,O,O,O,X,X,X,X,O,X,X,X
LTISOJZ,O,O,O,O,X,X,X,O,X,X,X
LTISOZJ,O,O,O,X,X,X,X,O,X,X,X
LTIZJSO,O,X,O,X,X,X,X,O,X,O,X
LTIZJOS,O,X,O,X,X,X,X,O,X,O,X
LTIZSJO,O,X,X,X,X,X,X,O,X,O,X
LTIZSOJ,O,X,O,X,X,X,X,O,X,X,X
LTIZOJS,O,X,O,X,O,X,X,O,X,O,X
LTIZOSJ,O,X,O,X,O,X,X,O,X,X,X
LTIOJSZ,X,O,O,X,X,X,X,O,X,X,X
LTIOJZS,X,O,O,X,O,X,X,X,X,O,X
LTIOSJZ,O,O,O,O,X,X,X,O,X,X,X
LTIOSZJ,O,O,O,X,X,X,X,O,X,X,X
LTIOZJS,O,X,O,X,O,X,X,O,X,O,X
LTIOZSJ,O,X,O,X,O,X,X,O,X,X,X
LTJISZO,X,O,X,X,X,X,X,X,X,O,X
LTJISOZ,X,O,X,X,X,X,X,X,X,X,X
LTJIZSO,X,O,X,X,X,X,X,X,X,O,X
LTJIZOS,X,O,X,X,O,X,X,X,X,O,X
LTJIOSZ,X,O,X,X,X,X,X,X,X,X,X
LTJIOZS,X,O,X,X,O,X,X,X,X,O,X
LTJSIZO,X,O,X,X,X,X,X,X,X,O,X
LTJSIOZ,O,O,X,O,X,X,X,X,X,X,X
LTJSZIO,O,O,X,X,X,X,X,X,X,O,X
LTJSZOI,O,O,X,X,X,X,X,X,X,O,X
LTJSOIZ,O,O,X,O,X,X,X,O,X,X,X
LTJSOZI,O,O,X,O,X,X,X,X,X,X,X
LTJZISO,O,O,X,X,X,X,X,X,X,O,X
LTJZIOS,O,O,X,X,X,X,X,X,X,O,X
LTJZSIO,O,O,X,X,X,X,X,X,X,O,X
LTJZSOI,O,O,X,X,X,X,X,X,X,O,X
LTJZOIS,O,O,X,X,O,X,X,X,X,O,X
LTJZOSI,O,O,X,X,X,X,X,X,X,O,X
LTJOISZ,X,O,O,X,X,X,X,X,X,X,X
LTJOIZS,X,O,O,X,O,X,X,X,X,O,X
LTJOSIZ,O,O,O,O,X,X,X,O,X,X,X
LTJOSZI,O,O,O,O,X,X,X,X,X,X,X
LTJOZIS,O,O,X,X,O,X,X,X,X,O,X
LTJOZSI,O,O,X,X,X,X,X,X,X,O,X
LTSIJZO,X,O,X,X,X,O,X,X,O,O,X
LTSIJOZ,O,O,O,X,X,O,X,O,O,X,X
LTSIZJO,O,O,O,X,X,O,X,O,X,O,X
LTSIZOJ,O,O,O,X,X,O,X,O,X,X,X
LTSIOJZ,O,O,O,O,X,O,X,O,O,X,X
LTSIOZJ,O,O,O,X,X,O,X,O,X,X,X
LTSJIZO,X,O,X,X,X,X,X,X,O,O,X
LTSJIOZ,O,O,X,X,X,X,X,X,O,X,X
LTSJZIO,O,O,X,X,X,X,X,X,O,O,X
LTSJZOI,O,O,X,X,X,X,X,X,O,O,X
LTSJOIZ,O,O,O,O,X,X,X,O,O,X,X
LTSJOZI,O,O,O,O,X,X,X,X,O,X,X
LTSZIJO,O,O,O,X,X,X,X,X,X,O,X
LTSZIOJ,O,O,O,X,X,X,X,X,X,X,X
LTSZJIO,O,O,O,X,X,X,X,X,O,O,X
LTSZJOI,O,O,O,X,X,X,X,X,O,O,X
LTSZOIJ,O,O,O,X,X,X,X,X,X,X,X
LTSZOJI,O,O,O,O,X,X,X,X,O,X,X
LTSOIJZ,O,O,O,O,X,O,X,O,O,X,X
LTSOIZJ,O,O,O,X,X,O,X,O,X,X,X
LTSOJIZ,O,O,O,O,X,X,X,O,O,X,X
LTSOJZI,O,O,O,O,X,X,X,X,O,X,X
LTSOZIJ,O,O,O,X,X,X,X,X,X,X,X
LTSOZJI,O,O,O,O,X,X,X,X,O,X,X
LTZIJSO,O,O,X,X,X,X,X,X,X,O,O
LTZIJOS,O,O,X,X,X,X,X,X,X,O,O
LTZISJO,O,O,X,X,X,X,X,X,X,O,X
LTZISOJ,O,O,X,X,X,X,X,X,X,X,X
LTZIOJS,O,O,X,X,X,X,X,X,X,O,O
LTZIOSJ,O,O,X,X,X,X,X,X,X,X,X
LTZJISO,O,O,X,X,X,X,X,X,X,O,O
LTZJIOS,O,O,X,X,X,X,X,X,X,O,O
LTZJSIO,O,O,X,X,X,X,X,X,X,O,O
LTZJSOI,O,O,X,X,X,X,X,X,X,O,O
LTZJOIS,O,O,X,X,X,X,X,X,X,O,O
LTZJOSI,O,O,X,X,X,X,X,X,X,O,O
LTZSIJO,O,O,X,X,X,X,X,X,X,O,X
LTZSIOJ,O,O,X,X,X,X,X,X,X,X,X
LTZSJIO,O,O,X,X,X,X,X,X,X,O,O
LTZSJOI,O,O,X,X,X,X,X,X,X,O,O
LTZSOIJ,O,O,X,X,X,X,X,X,X,X,X
LTZSOJI,O,O,X,O,X,X,X,X,X,X,O
LTZOIJS,O,O,O,X,O,X,X,X,X,O,O
LTZOISJ,O,O,O,X,O,X,X,X,X,X,X
LTZOJIS,O,O,X,X,O,X,X,X,X,O,O
LTZOJSI,O,O,X,X,X,X,X,X,X,O,O
LTZOSIJ,O,O,O,X,X,X,X,X,X,X,X
LTZOSJI,O,O,O,O,X,X,X,X,X,X,O
LTOIJSZ,X,O,O,X,X,X,X,O,X,X,X
LTOIJZS,X,O,O,X,O,X,X,X,X,O,X
LTOISJZ,O,O,O,O,X,X,X,O,X,X,X
LTOISZJ,O,O,O,X,X,X,X,O,X,X,X
LTOIZJS,O,X,O,X,O,X,X,O,X,O,X
LTOIZSJ,O,X,O,X,O,X,X,O,X,X,X
LTOJISZ,X,O,O,X,X,X,X,X,X,X,X
LTOJIZS,X,O,O,X,O,X,X,X,X,O,X
LTOJSIZ,O,O,O,O,X,X,X,O,X,X,X
LTOJSZI,O,O,O,O,X,X,X,X,X,X,X
LTOJZIS,O,O,X,X,O,X,X,X,X,O,X
LTOJZSI,O,O,X,X,X,X,X,X,X,O,X
LTOSIJZ,O,O,O,O,X,O,X,O,O,X,X
LTOSIZJ,O,O,O,X,X,O,X,O,X,X,X
LTOSJIZ,O,O,O,O,X,X,X,O,O,X,X
LTOSJZI,O,O,O,O,X,X,X,X,O,X,X
LTOSZIJ,O,O,O,X,X,X,X,X,X,X,X
LTOSZJI,O,O,O,O,X,X,X,X,O,X,X
LTOZIJS,O,O,O,X,O,X,X,X,X,O,O
LTOZISJ,O,O,O,X,O,X,X,X,X,X,X
LTOZJIS,O,O,X,X,O,X,X,X,X,O,O
LTOZJSI,O,O,X,X,X,X,X,X,X,O,O
LTOZSIJ,O,O,O,X,X,X,X,X,X,X,X
LTOZSJI,O,O,O,O,X,X,X,X,X,X,O
LITJSZO,X,O,X,X,X,X,X,X,X,O,X
LITJSOZ,X,O,X,X,X,X,X,O,X,X,X
LITJZSO,X,O,O,X,X,X,X,X,X,O,X
LITJZOS,X,O,O,X,O,X,X,X,X,O,X
LITJOSZ,X,O,O,X,X,X,X,O,X,X,X
LITJOZS,X,O,O,X,O,X,X,X,X,O,X
LITSJZO,X,O,X,X,X,X,X,X,X,O,X
LITSJOZ,O,O,O,X,X,X,X,O,X,X,X
LITSZJO,O,O,O,X,X,X,X,O,X,O,X
LITSZOJ,O,O,O,X,X,X,X,O,X,X,X
LITSOJZ,O,O,O,O,X,X,X,O,X,X,X
LITSOZJ,O,O,O,X,X,X,X,O,X,X,X
LITZJSO,O,X,O,X,X,X,X,O,X,O,X
LITZJOS,O,X,O,X,X,X,X,O,X,O,X
LITZSJO,O,X,X,X,X,X,X,O,X,O,X
LITZSOJ,O,X,O,X,X,X,X,O,X,X,X
LITZOJS,O,X,O,X,O,X,X,O,X,O,X
LITZOSJ,O,X,O,X,O,X,X,O,X,X,X
LITOJSZ,X,O,O,X,X,X,X,O,X,X,X
LITOJZS,X,O,O,X,O,X,X,X,X,O,X
LITOSJZ,O,O,O,O,X,X,X,O,X,X,X
LITOSZJ,O,O,O,X,X,X,X,O,X,X,X
LITOZJS,O,X,O,X,O,X,X,O,X,O,X
LITOZSJ,O,X,O,X,O,X,X,O,X,X,X
LIJTSZO,X,O,X,O,X,X,X,X,X,O,X
LIJTSOZ,X,O,X,O,X,X,X,O,X,X,X
LIJTZSO,X,O,O,X,X,X,X,X,X,O,X
LIJTZOS,X,O,O,X,O,X,X,X,X,O,X
LIJTOSZ,X,O,O,O,X,X,X,O,X,X,X
LIJTOZS,X,O,O,X,O,X,X,X,X,O,X
LIJSTZO,X,X,X,O,X,X,X,X,X,O,X
LIJSTOZ,X,O,O,O,X,X,O,X,X,X,X
LIJSZTO,X,O,O,O,X,X,X,X,X,X,X
LIJSZOT,X,O,O,O,X,X,X,X,X,X,X
LIJSOTZ,X,O,O,O,X,X,O,O,X,X,X
LIJSOZT,X,O,O,O,X,X,X,X,X,X,X
LIJZTSO,X,O,O,X,X,X,X,O,X,O,X
LIJZTOS,X,O,O,X,O,X,X,O,X,O,X
LIJZSTO,X,O,O,O,X,X,X,X,X,X,X
LIJZSOT,X,O,O,O,X,X,X,X,X,X,X
LIJZOTS,X,O,O,X,O,X,X,O,X,X,X
LIJZOST,X,O,O,O,X,X,X,X,X,X,X
LIJOTSZ,X,O,O,O,X,X,X,O,X,X,X
LIJOTZS,X,O,O,X,O,X,X,X,X,O,X
LIJOSTZ,X,O,O,O,X,X,O,O,X,X,X
LIJOSZT,X,O,O,O,X,X,X,X,X,X,X
LIJOZTS,X,O,O,X,O,X,X,O,X,X,X
LIJOZST,X,O,O,O,X,X,X,X,X,X,X
LISTJZO,X,X,X,X,X,O,X,X,O,O,X
LISTJOZ,X,O,O,X,X,O,X,O,O,X,X
LISTZJO,X,X,O,X,X,O,X,O,X,O,X
LISTZOJ,X,X,O,X,X,O,X,O,X,X,X
LISTOJZ,X,O,O,O,X,O,X,O,O,X,X
LISTOZJ,X,X,O,X,X,O,O,O,X,X,X
LISJTZO,X,X,X,X,X,X,X,X,X,O,X
LISJTOZ,X,O,O,X,X,X,O,X,X,X,X
LISJZTO,X,X,O,X,X,X,X,X,X,X,X
LISJZOT,X,O,O,X,X,X,X,X,X,X,X
LISJOTZ,X,O,O,X,X,X,O,O,X,X,X
LISJOZT,X,O,O,X,X,X,X,X,X,X,X
LISZTJO,X,X,O,X,X,X,X,X,X,X,X
LISZTOJ,X,X,O,X,X,X,X,X,X,X,X
LISZJTO,X,X,O,X,X,X,X,X,X,X,X
LISZJOT,X,O,O,X,X,X,X,X,X,X,X
LISZOTJ,X,X,O,X,X,X,X,X,X,X,X
LISZOJT,X,O,O,X,X,X,X,X,X,X,X
LISOTJZ,X,O,O,O,X,O,X,O,O,X,X
LISOTZJ,X,X,O,X,X,O,O,O,X,X,X
LISOJTZ,X,O,O,X,X,X,O,O,X,X,X
LISOJZT,X,O,O,X,X,X,X,X,X,X,X
LISOZTJ,X,X,O,X,X,X,X,X,X,X,X
LISOZJT,X,O,O,X,X,X,X,X,X,X,X
LIZTJSO,O,O,O,X,X,X,X,O,X,O,O
LIZTJOS,O,O,O,X,X,X,X,O,X,O,O
LIZTSJO,O,O,X,X,X,X,X,O,X,O,X
LIZTSOJ,O,O,O,X,X,X,X,O,X,X,X
LIZTOJS,O,O,O,X,O,X,X,O,X,O,O
LIZTOSJ,O,O,O,X,O,X,X,O,X,X,X
LIZJTSO,X,O,O,X,X,X,X,O,X,O,X
LIZJTOS,X,O,O,X,X,X,X,O,X,O,X
LIZJSTO,X,O,O,X,X,X,X,X,X,X,X
LIZJSOT,X,O,O,X,X,X,X,X,X,X,X
LIZJOTS,X,O,O,X,X,X,X,O,X,X,X
LIZJOST,X,O,O,X,X,X,X,X,X,X,X
LIZSTJO,X,O,O,X,X,X,X,X,X,X,X
LIZSTOJ,X,O,O,X,X,X,X,X,X,X,X
LIZSJTO,X,O,O,X,X,X,X,X,X,X,X
LIZSJOT,X,O,O,X,X,X,X,X,X,X,X
LIZSOTJ,X,O,O,X,X,X,X,X,X,X,X
LIZSOJT,X,O,O,X,X,X,X,X,X,X,X
LIZOTJS,O,O,O,X,O,X,X,O,X,X,O
LIZOTSJ,O,O,O,X,O,X,X,O,X,X,X
LIZOJTS,X,O,O,X,X,X,X,O,X,X,X
LIZOJST,X,O,O,X,X,X,X,X,X,X,X
LIZOSTJ,X,O,O,X,X,X,X,X,X,X,X
LIZOSJT,X,O,O,X,X,X,X,X,X,X,X
LIOTJSZ,X,O,O,X,X,X,X,O,X,X,X
LIOTJZS,X,O,O,X,O,X,X,X,X,O,X
LIOTSJZ,O,O,O,O,X,X,X,O,X,X,X
LIOTSZJ,O,O,O,X,X,X,X,O,X,X,X
LIOTZJS,O,X,O,X,O,X,X,O,X,O,X
LIOTZSJ,O,X,O,X,O,X,X,O,X,X,X
LIOJTSZ,X,O,O,O,X,X,X,O,X,X,X
LIOJTZS,X,O,O,X,O,X,X,X,X,O,X
LIOJSTZ,X,O,O,O,X,X,O,O,X,X,X
LIOJSZT,X,O,O,O,X,X,X,X,X,X,X
LIOJZTS,X,O,O,X,O,X,X,O,X,X,X
LIOJZST,X,O,O,O,X,X,X,X,X,X,X
LIOSTJZ,X,O,O,O,X,O,X,O,O,X,X
LIOSTZJ,X,X,O,X,X,O,O,O,X,X,X
LIOSJTZ,X,O,O,X,X,X,O,O,X,X,X
LIOSJZT,X,O,O,X,X,X,X,X,X,X,X
LIOSZTJ,X,X,O,X,X,X,X,X,X,X,X
LIOSZJT,X,O,O,X,X,X,X,X,X,X,X
LIOZTJS,O,O,O,X,O,X,X,O,X,X,O
LIOZTSJ,O,O,O,X,O,X,X,O,X,X,X
LIOZJTS,X,O,O,X,X,X,X,O,X,X,X
LIOZJST,X,O,O,X,X,X,X,X,X,X,X
LIOZSTJ,X,O,O,X,X,X,X,X,X,X,X
LIOZSJT,X,O,O,X,X,X,X,X,X,X,X
LJTISZO,X,O,X,O,X,X,X,X,X,O,X
LJTISOZ,X,O,X,O,X,X,X,X,X,X,X
LJTIZSO,X,O,X,X,X,X,X,X,X,O,X
LJTIZOS,X,O,X,X,O,X,X,X,X,O,X
LJTIOSZ,X,O,X,O,X,X,X,X,X,X,X
LJTIOZS,X,O,X,X,O,X,X,X,X,O,X
LJTSIZO,X,O,X,O,X,X,X,X,X,O,X
LJTSIOZ,O,O,X,O,X,X,X,X,X,X,X
LJTSZIO,O,O,X,O,X,X,X,X,X,O,X
LJTSZOI,O,O,X,O,X,X,X,X,X,O,X
LJTSOIZ,O,O,X,O,X,X,X,O,X,X,X
LJTSOZI,O,O,X,O,X,X,X,X,X,X,X
LJTZISO,O,O,X,X,X,X,X,X,X,O,X
LJTZIOS,O,O,X,X,X,X,X,X,X,O,X
LJTZSIO,O,O,X,O,X,X,X,X,X,O,X
LJTZSOI,O,O,X,O,X,X,X,X,X,O,X
LJTZOIS,O,O,X,X,O,X,X,X,X,O,X
LJTZOSI,O,O,X,O,X,X,X,X,X,O,X
LJTOISZ,X,O,O,O,X,X,X,X,X,X,X
LJTOIZS,X,O,O,X,O,X,X,X,X,O,X
LJTOSIZ,O,O,O,O,X,X,X,O,X,X,X
LJTOSZI,O,O,O,O,X,X,X,X,X,X,X
LJTOZIS,O,O,X,X,O,X,X,X,X,O,X
LJTOZSI,O,O,X,O,X,X,X,X,X,O,X
LJITSZO,X,O,X,O,X,X,X,X,X,O,X
LJITSOZ,X,O,X,O,X,X,X,O,X,X,X
LJITZSO,X,O,O,X,X,X,X,X,X,O,X
LJITZOS,X,O,O,X,O,X,X,X,X,O,X
LJITOSZ,X,O,O,O,X,X,X,O,X,X,X
LJITOZS,X,O,O,X,O,X,X,X,X,O,X
LJISTZO,X,X,X,O,X,X,X,X,X,O,X
LJISTOZ,X,O,O,O,X,X,O,X,X,X,X
LJISZTO,X,O,O,O,X,X,X,X,X,X,X
LJISZOT,X,O,O,O,X,X,X,X,X,X,X
LJISOTZ,X,O,O,O,X,X,O,O,X,X,X
LJISOZT,X,O,O,O,X,X,X,X,X,X,X
LJIZTSO,X,O,O,X,X,X,X,O,X,O,X
LJIZTOS,X,O,O,X,O,X,X,O,X,O,X
LJIZSTO,X,O,O,O,X,X,X,X,X,X,X
LJIZSOT,X,O,O,O,X,X,X,X,X,X,X
LJIZOTS,X,O,O,X,O,X,X,O,X,X,X
LJIZOST,X,O,O,O,X,X,X,X,X,X,X
LJIOTSZ,X,O,O,O,X,X,X,O,X,X,X
LJIOTZS,X,O,O,X,O,X,X,X,X,O,X
LJIOSTZ,X,O,O,O,X,X,O,O,X,X,X
LJIOSZT,X,O,O,O,X,X,X,X,X,X,X
LJIOZTS,X,O,O,X,O,X,X,O,X,X,X
LJIOZST,X,O,O,O,X,X,X,X,X,X,X
LJSTIZO,X,O,X,O,X,X,X,X,O,O,X
LJSTIOZ,X,O,X,O,X,X,O,X,O,X,X
LJSTZIO,X,O,X,O,X,X,O,X,O,O,X
LJSTZOI,X,O,X,O,X,X,O,X,O,O,X
LJSTOIZ,X,O,O,O,X,X,O,X,O,X,X
LJSTOZI,X,O,O,O,X,X,O,X,O,X,X
LJSITZO,X,X,X,O,X,X,X,X,X,O,X
LJSITOZ,X,O,O,O,X,X,O,X,X,X,X
LJSIZTO,X,O,O,O,X,X,X,X,X,X,X
LJSIZOT,X,O,O,O,X,X,X,X,X,X,X
LJSIOTZ,X,O,O,O,X,X,O,X,X,X,X
LJSIOZT,X,O,O,O,X,X,X,X,X,X,X
LJSZTIO,X,O,X,O,X,X,O,X,X,X,X
LJSZTOI,X,O,O,O,X,X,O,X,X,X,X
LJSZITO,X,O,X,O,X,X,X,X,X,X,X
LJSZIOT,X,O,X,O,X,X,X,X,X,X,X
LJSZOTI,X,O,O,O,X,X,O,X,X,X,X
LJSZOIT,X,O,X,O,X,X,X,X,X,X,X
LJSOTIZ,X,O,O,O,X,X,O,O,O,X,X
LJSOTZI,X,O,O,O,X,X,O,X,O,X,X
LJSOITZ,X,O,O,O,X,X,O,O,X,X,X
LJSOIZT,X,O,O,O,X,X,X,X,X,X,X
LJSOZTI,X,O,O,O,X,X,O,X,X,X,X
LJSOZIT,X,O,X,O,X,X,X,X,X,X,X
LJZTISO,O,O,X,X,X,X,X,X,X,O,O
LJZTIOS,O,O,X,X,X,X,X,X,X,O,O
LJZTSIO,O,O,X,O,X,X,X,X,X,O,O
LJZTSOI,O,O,X,O,X,X,X,X,X,O,O
LJZTOIS,O,O,X,X,X,X,X,X,X,O,O
LJZTOSI,O,O,X,O,X,X,O,X,X,O,O
LJZITSO,X,O,X,X,X,X,X,X,X,O,X
LJZITOS,X,O,X,X,X,X,X,X,X,O,X
LJZISTO,X,O,X,O,X,X,X,X,X,X,X
LJZISOT,X,O,X,O,X,X,X,X,X,X,X
LJZIOTS,X,O,X,X,X,X,X,X,X,X,X
