sequence,v115@zgB8HeC8GeB8EeF8DeF8DeC8Je07IvhFxcBTeBXiBl?lBmrBSwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Je07IvhFxcBTeBCiBl?lBesBXrB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Jel7IvhFGdBTeB/mBa?nB0lBRwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Jex7IvhFTeBUhBFiB6?qBXnB2wB,v115@zgB8HeC8GeB8EeF8DeF8DeC8JeX8IvhFTeBFiBxlB0?lBOsBSwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8JeG9IvhFTeBZnBllBc?rB6qB/rB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Jex7IvhFTeBFhBXiB0?lBOsBSwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Je07IvhFSiBTeBllB3?mBmmBRwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Jex7IvhFTeBOnBllBc?rBCrBXsB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Je/BJvhFGeB1lBiiB0?lBzmBRwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Je07IvhFxcBTeBOnBl?lBXrBqrB
JTLZOSI,O,O,X,O,X,X,X,X,X,X,X
JTLOISZ,X,O,O,X,O,X,X,X,X,O,X
JTLOIZS,X,O,O,X,X,X,X,X,X,X,X
JTLOSIZ,O,O,X,X,O,X,X,X,X,O,X
JTLOSZI,O,O,X,X,X,X,X,X,X,O,X
JTLOZIS,O,O,O,O,X,X,X,O,X,X,X
JTLOZSI,O,O,O,O,X,X,X,X,X,X,X
JTSILZO,O,O,X,X,X,X,X,X,X,O,O
JTSILOZ,O,O,X,X,X,X,X,X,X,O,O
JTSIZLO,O,O,X,X,X,X,X,X,X,O,X
JTSIZOL,O,O,X,X,X,X,X,X,X,X,X
JTSIOLZ,O,O,X,X,X,X,X,X,X,O,O
JTSIOZL,O,O,X,X,X,X,X,X,X,X,X
JTSLIZO,O,O,X,X,X,X,X,X,X,O,O
JTSLIOZ,O,O,X,X,X,X,X,X,X,O,O
JTSLZIO,O,O,X,X,X,X,X,X,X,O,O
JTSLZOI,O,O,X,X,X,X,X,X,X,O,O
JTSLOIZ,O,O,X,X,X,X,X,X,X,O,O
JTSLOZI,O,O,X,X,X,X,X,X,X,O,O
JTSZILO,O,O,X,X,X,X,X,X,X,O,X
JTSZIOL,O,O,X,X,X,X,X,X,X,X,X
JTSZLIO,O,O,X,X,X,X,X,X,X,O,O
JTSZLOI,O,O,X,X,X,X,X,X,X,O,O
JTSZOIL,O,O,X,X,X,X,X,X,X,X,X
JTSZOLI,O,O,X,O,X,X,X,X,X,X,O
JTSOILZ,O,O,O,X,O,X,X,X,X,O,O
JTSOIZL,O,O,O,X,O,X,X,X,X,X,X
JTSOLIZ,O,O,X,X,O,X,X,X,X,O,O
JTSOLZI,O,O,X,X,X,X,X,X,X,O,O
JTSOZIL,O,O,O,X,X,X,X,X,X,X,X
JTSOZLI,O,O,O,O,X,X,X,X,X,X,O
JTZILSO,X,O,X,X,X,O,X,X,O,O,X
JTZILOS,O,O,O,X,X,O,X,O,O,X,X
JTZISLO,O,O,O,X,X,O,X,O,X,O,X
JTZISOL,O,O,O,X,X,O,X,O,X,X,X
JTZIOLS,O,O,O,O,X,O,X,O,O,X,X
JTZIOSL,O,O,O,X,X,O,X,O,X,X,X
JTZLISO,X,O,X,X,X,X,X,X,O,O,X
JTZLIOS,O,O,X,X,X,X,X,X,O,X,X
JTZLSIO,O,O,X,X,X,X,X,X,O,O,X
JTZLSOI,O,O,X,X,X,X,X,X,O,O,X
JTZLOIS,O,O,O,O,X,X,X,O,O,X,X
JTZLOSI,O,O,O,O,X,X,X,X,O,X,X
JTZSILO,O,O,O,X,X,X,X,X,X,O,X
JTZSIOL,O,O,O,X,X,X,X,X,X,X,X
JTZSLIO,O,O,O,X,X,X,X,X,O,O,X
JTZSLOI,O,O,O,X,X,X,X,X,O,O,X
JTZSOIL,O,O,O,X,X,X,X,X,X,X,X
JTZSOLI,O,O,O,O,X,X,X,X,O,X,X
JTZOILS,O,O,O,O,X,O,X,O,O,X,X
JTZOISL,O,O,O,X,X,O,X,O,X,X,X
JTZOLIS,O,O,O,O,X,X,X,O,O,X,X
JTZOLSI,O,O,O,O,X,X,X,X,O,X,X
JTZOSIL,O,O,O,X,X,X,X,X,X,X,X
JTZOSLI,O,O,O,O,X,X,X,X,O,X,X
JTOILSZ,X,O,O,X,O,X,X,X,X,O,X
JTOILZS,X,O,O,X,X,X,X,O,X,X,X
JTOISLZ,O,X,O,X,O,X,X,O,X,O,X
JTOISZL,O,X,O,X,O,X,X,O,X,X,X
JTOIZLS,O,O,O,O,X,X,X,O,X,X,X
JTOIZSL,O,O,O,X,X,X,X,O,X,X,X
JTOLISZ,X,O,O,X,O,X,X,X,X,O,X
JTOLIZS,X,O,O,X,X,X,X,X,X,X,X
JTOLSIZ,O,O,X,X,O,X,X,X,X,O,X
JTOLSZI,O,O,X,X,X,X,X,X,X,O,X
JTOLZIS,O,O,O,O,X,X,X,O,X,X,X
JTOLZSI,O,O,O,O,X,X,X,X,X,X,X
JTOSILZ,O,O,O,X,O,X,X,X,X,O,O
JTOSIZL,O,O,O,X,O,X,X,X,X,X,X
JTOSLIZ,O,O,X,X,O,X,X,X,X,O,O
JTOSLZI,O,O,X,X,X,X,X,X,X,O,O
JTOSZIL,O,O,O,X,X,X,X,X,X,X,X
JTOSZLI,O,O,O,O,X,X,X,X,X,X,O
JTOZILS,O,O,O,O,X,O,X,O,O,X,X
JTOZISL,O,O,O,X,X,O,X,O,X,X,X
JTOZLIS,O,O,O,O,X,X,X,O,O,X,X
JTOZLSI,O,O,O,O,X,X,X,X,O,X,X
JTOZSIL,O,O,O,X,X,X,X,X,X,X,X
JTOZSLI,O,O,O,O,X,X,X,X,O,X,X
JITLSZO,X,O,O,X,X,X,X,X,X,O,X
JITLSOZ,X,O,O,X,O,X,X,X,X,O,X
JITLZSO,X,O,X,X,X,X,X,X,X,O,X
JITLZOS,X,O,X,X,X,X,X,O,X,X,X
JITLOSZ,X,O,O,X,O,X,X,X,X,O,X
JITLOZS,X,O,O,X,X,X,X,O,X,X,X
JITSLZO,O,X,O,X,X,X,X,O,X,O,X
JITSLOZ,O,X,O,X,X,X,X,O,X,O,X
JITSZLO,O,X,X,X,X,X,X,O,X,O,X
JITSZOL,O,X,O,X,X,X,X,O,X,X,X
JITSOLZ,O,X,O,X,O,X,X,O,X,O,X
JITSOZL,O,X,O,X,O,X,X,O,X,X,X
JITZLSO,X,O,X,X,X,X,X,X,X,O,X
JITZLOS,O,O,O,X,X,X,X,O,X,X,X
JITZSLO,O,O,O,X,X,X,X,O,X,O,X
JITZSOL,O,O,O,X,X,X,X,O,X,X,X
JITZOLS,O,O,O,O,X,X,X,O,X,X,X
JITZOSL,O,O,O,X,X,X,X,O,X,X,X
JITOLSZ,X,O,O,X,O,X,X,X,X,O,X
JITOLZS,X,O,O,X,X,X,X,O,X,X,X
JITOSLZ,O,X,O,X,O,X,X,O,X,O,X
JITOSZL,O,X,O,X,O,X,X,O,X,X,X
JITOZLS,O,O,O,O,X,X,X,O,X,X,X
JITOZSL,O,O,O,X,X,X,X,O,X,X,X
JILTSZO,X,O,O,X,X,X,X,X,X,O,X
JILTSOZ,X,O,O,X,O,X,X,X,X,O,X
JILTZSO,X,O,X,O,X,X,X,X,X,O,X
JILTZOS,X,O,X,O,X,X,X,O,X,X,X
JILTOSZ,X,O,O,X,O,X,X,X,X,O,X
JILTOZS,X,O,O,O,X,X,X,O,X,X,X
JILSTZO,X,O,O,X,X,X,X,O,X,O,X
JILSTOZ,X,O,O,X,O,X,X,O,X,O,X
JILSZTO,X,O,O,O,X,X,X,X,X,X,X
JILSZOT,X,O,O,O,X,X,X,X,X,X,X
JILSOTZ,X,O,O,X,O,X,X,O,X,X,X
JILSOZT,X,O,O,O,X,X,X,X,X,X,X
JILZTSO,X,X,X,O,X,X,X,X,X,O,X
JILZTOS,X,O,O,O,X,X,O,X,X,X,X
JILZSTO,X,O,O,O,X,X,X,X,X,X,X
JILZSOT,X,O,O,O,X,X,X,X,X,X,X
JILZOTS,X,O,O,O,X,X,O,O,X,X,X
JILZOST,X,O,O,O,X,X,X,X,X,X,X
JILOTSZ,X,O,O,X,O,X,X,X,X,O,X
JILOTZS,X,O,O,O,X,X,X,O,X,X,X
JILOSTZ,X,O,O,X,O,X,X,O,X,X,X
JILOSZT,X,O,O,O,X,X,X,X,X,X,X
JILOZTS,X,O,O,O,X,X,O,O,X,X,X
JILOZST,X,O,O,O,X,X,X,X,X,X,X
JISTLZO,O,O,O,X,X,X,X,O,X,O,O
JISTLOZ,O,O,O,X,X,X,X,O,X,O,O
JISTZLO,O,O,X,X,X,X,X,O,X,O,X
JISTZOL,O,O,O,X,X,X,X,O,X,X,X
JISTOLZ,O,O,O,X,O,X,X,O,X,O,O
JISTOZL,O,O,O,X,O,X,X,O,X,X,X
JISLTZO,X,O,O,X,X,X,X,O,X,O,X
JISLTOZ,X,O,O,X,X,X,X,O,X,O,X
JISLZTO,X,O,O,X,X,X,X,X,X,X,X
JISLZOT,X,O,O,X,X,X,X,X,X,X,X
JISLOTZ,X,O,O,X,X,X,X,O,X,X,X
JISLOZT,X,O,O,X,X,X,X,X,X,X,X
JISZTLO,X,O,O,X,X,X,X,X,X,X,X
JISZTOL,X,O,O,X,X,X,X,X,X,X,X
JISZLTO,X,O,O,X,X,X,X,X,X,X,X
JISZLOT,X,O,O,X,X,X,X,X,X,X,X
JISZOTL,X,O,O,X,X,X,X,X,X,X,X
JISZOLT,X,O,O,X,X,X,X,X,X,X,X
JISOTLZ,O,O,O,X,O,X,X,O,X,X,O
JISOTZL,O,O,O,X,O,X,X,O,X,X,X
JISOLTZ,X,O,O,X,X,X,X,O,X,X,X
JISOLZT,X,O,O,X,X,X,X,X,X,X,X
JISOZTL,X,O,O,X,X,X,X,X,X,X,X
JISOZLT,X,O,O,X,X,X,X,X,X,X,X
JIZTLSO,X,X,X,X,X,O,X,X,O,O,X
JIZTLOS,X,O,O,X,X,O,X,O,O,X,X
JIZTSLO,X,X,O,X,X,O,X,O,X,O,X
JIZTSOL,X,X,O,X,X,O,X,O,X,X,X
JIZTOLS,X,O,O,O,X,O,X,O,O,X,X
JIZTOSL,X,X,O,X,X,O,O,O,X,X,X
JIZLTSO,X,X,X,X,X,X,X,X,X,O,X
JIZLTOS,X,O,O,X,X,X,O,X,X,X,X
JIZLSTO,X,X,O,X,X,X,X,X,X,X,X
JIZLSOT,X,O,O,X,X,X,X,X,X,X,X
JIZLOTS,X,O,O,X,X,X,O,O,X,X,X
JIZLOST,X,O,O,X,X,X,X,X,X,X,X
JIZSTLO,X,X,O,X,X,X,X,X,X,X,X
JIZSTOL,X,X,O,X,X,X,X,X,X,X,X
JIZSLTO,X,X,O,X,X,X,X,X,X,X,X
JIZSLOT,X,O,O,X,X,X,X,X,X,X,X
JIZSOTL,X,X,O,X,X,X,X,X,X,X,X
JIZSOLT,X,O,O,X,X,X,X,X,X,X,X
JIZOTLS,X,O,O,O,X,O,X,O,O,X,X
JIZOTSL,X,X,O,X,X,O,O,O,X,X,X
JIZOLTS,X,O,O,X,X,X,O,O,X,X,X
JIZOLST,X,O,O,X,X,X,X,X,X,X,X
JIZOSTL,X,X,O,X,X,X,X,X,X,X,X
JIZOSLT,X,O,O,X,X,X,X,X,X,X,X
JIOTLSZ,X,O,O,X,O,X,X,X,X,O,X
JIOTLZS,X,O,O,X,X,X,X,O,X,X,X
JIOTSLZ,O,X,O,X,O,X,X,O,X,O,X
JIOTSZL,O,X,O,X,O,X,X,O,X,X,X
JIOTZLS,O,O,O,O,X,X,X,O,X,X,X
JIOTZSL,O,O,O,X,X,X,X,O,X,X,X
JIOLTSZ,X,O,O,X,O,X,X,X,X,O,X
JIOLTZS,X,O,O,O,X,X,X,O,X,X,X
JIOLSTZ,X,O,O,X,O,X,X,O,X,X,X
JIOLSZT,X,O,O,O,X,X,X,X,X,X,X
JIOLZTS,X,O,O,O,X,X,O,O,X,X,X
JIOLZST,X,O,O,O,X,X,X,X,X,X,X
JIOSTLZ,O,O,O,X,O,X,X,O,X,X,O
JIOSTZL,O,O,O,X,O,X,X,O,X,X,X
JIOSLTZ,X,O,O,X,X,X,X,O,X,X,X
JIOSLZT,X,O,O,X,X,X,X,X,X,X,X
JIOSZTL,X,O,O,X,X,X,X,X,X,X,X
JIOSZLT,X,O,O,X,X,X,X,X,X,X,X
JIOZTLS,X,O,O,O,X,O,X,O,O,X,X
JIOZTSL,X,X,O,X,X,O,O,O,X,X,X
JIOZLTS,X,O,O,X,X,X,O,O,X,X,X
JIOZLST,X,O,O,X,X,X,X,X,X,X,X
JIOZSTL,X,X,O,X,X,X,X,X,X,X,X
JIOZSLT,X,O,O,X,X,X,X,X,X,X,X
JLTISZO,X,O,X,X,X,X,X,X,X,O,X
JLTISOZ,X,O,X,X,O,X,X,X,X,O,X
JLTIZSO,X,O,X,O,X,X,X,X,X,O,X
JLTIZOS,X,O,X,O,X,X,X,X,X,X,X
JLTIOSZ,X,O,X,X,O,X,X,X,X,O,X
JLTIOZS,X,O,X,O,X,X,X,X,X,X,X
JLTSIZO,O,O,X,X,X,X,X,X,X,O,X
JLTSIOZ,O,O,X,X,X,X,X,X,X,O,X
JLTSZIO,O,O,X,O,X,X,X,X,X,O,X
JLTSZOI,O,O,X,O,X,X,X,X,X,O,X
JLTSOIZ,O,O,X,X,O,X,X,X,X,O,X
JLTSOZI,O,O,X,O,X,X,X,X,X,O,X
JLTZISO,X,O,X,O,X,X,X,X,X,O,X
JLTZIOS,O,O,X,O,X,X,X,X,X,X,X
JLTZSIO,O,O,X,O,X,X,X,X,X,O,X
JLTZSOI,O,O,X,O,X,X,X,X,X,O,X
JLTZOIS,O,O,X,O,X,X,X,O,X,X,X
JLTZOSI,O,O,X,O,X,X,X,X,X,X,X
JLTOISZ,X,O,O,X,O,X,X,X,X,O,X
JLTOIZS,X,O,O,O,X,X,X,X,X,X,X
JLTOSIZ,O,O,X,X,O,X,X,X,X,O,X
JLTOSZI,O,O,X,O,X,X,X,X,X,O,X
JLTOZIS,O,O,O,O,X,X,X,O,X,X,X
JLTOZSI,O,O,O,O,X,X,X,X,X,X,X
JLITSZO,X,O,O,X,X,X,X,X,X,O,X
JLITSOZ,X,O,O,X,O,X,X,X,X,O,X
JLITZSO,X,O,X,O,X,X,X,X,X,O,X
JLITZOS,X,O,X,O,X,X,X,O,X,X,X
JLITOSZ,X,O,O,X,O,X,X,X,X,O,X
JLITOZS,X,O,O,O,X,X,X,O,X,X,X
JLISTZO,X,O,O,X,X,X,X,O,X,O,X
JLISTOZ,X,O,O,X,O,X,X,O,X,O,X
JLISZTO,X,O,O,O,X,X,X,X,X,X,X
JLISZOT,X,O,O,O,X,X,X,X,X,X,X
JLISOTZ,X,O,O,X,O,X,X,O,X,X,X
JLISOZT,X,O,O,O,X,X,X,X,X,X,X
JLIZTSO,X,X,X,O,X,X,X,X,X,O,X
JLIZTOS,X,O,O,O,X,X,O,X,X,X,X
JLIZSTO,X,O,O,O,X,X,X,X,X,X,X
JLIZSOT,X,O,O,O,X,X,X,X,X,X,X
JLIZOTS,X,O,O,O,X,X,O,O,X,X,X
JLIZOST,X,O,O,O,X,X,X,X,X,X,X
JLIOTSZ,X,O,O,X,O,X,X,X,X,O,X
JLIOTZS,X,O,O,O,X,X,X,O,X,X,X
JLIOSTZ,X,O,O,X,O,X,X,O,X,X,X
JLIOSZT,X,O,O,O,X,X,X,X,X,X,X
JLIOZTS,X,O,O,O,X,X,O,O,X,X,X
JLIOZST,X,O,O,O,X,X,X,X,X,X,X
JLSTIZO,O,O,X,X,X,X,X,X,X,O,O
JLSTIOZ,O,O,X,X,X,X,X,X,X,O,O
JLSTZIO,O,O,X,O,X,X,X,X,X,O,O
JLSTZOI,O,O,X,O,X,X,X,X,X,O,O
JLSTOIZ,O,O,X,X,X,X,X,X,X,O,O
JLSTOZI,O,O,X,O,X,X,O,X,X,O,O
JLSITZO,X,O,X,X,X,X,X,X,X,O,X
JLSITOZ,X,O,X,X,X,X,X,X,X,O,X
JLSIZTO,X,O,X,O,X,X,X,X,X,X,X
JLSIZOT,X,O,X,O,X,X,X,X,X,X,X
JLSIOTZ,X,O,X,X,X,X,X,X,X,X,X
JLSIOZT,X,O,X,O,X,X,X,X,X,X,X
JLSZTIO,X,O,X,O,X,X,O,X,X,X,X
JLSZTOI,X,O,X,O,X,X,O,X,X,X,X
JLSZITO,X,O,X,O,X,X,X,X,X,X,X
JLSZIOT,X,O,X,O,X,X,X,X,X,X,X
JLSZOTI,X,O,X,O,X,X,O,X,X,X,X
JLSZOIT,X,O,X,O,X,X,X,X,X,X,X
JLSOTIZ,O,O,X,X,X,X,X,X,X,X,O
JLSOTZI,O,O,X,O,X,X,O,X,X,X,O
JLSOITZ,X,O,X,X,X,X,X,X,X,X,X
JLSOIZT,X,O,X,O,X,X,X,X,X,X,X
JLSOZTI,X,O,X,O,X,X,O,X,X,X,X
JLSOZIT,X,O,X,O,X,X,X,X,X,X,X
JLZTISO,X,O,X,O,X,X,X,X,O,O,X
JLZTIOS,X,O,X,O,X,X,O,X,O,X,X
JLZTSIO,X,O,X,O,X,X,O,X,O,O,X
JLZTSOI,X,O,X,O,X,X,O,X,O,O,X
JLZTOIS,X,O,O,O,X,X,O,X,O,X,X
JLZTOSI,X,O,O,O,X,X,O,X,O,X,X
JLZITSO,X,X,X,O,X,X,X,X,X,O,X
JLZITOS,X,O,O,O,X,X,O,X,X,X,X
JLZISTO,X,O,O,O,X,X,X,X,X,X,X
JLZISOT,X,O,O,O,X,X,X,X,X,X,X
JLZIOTS,X,O,O,O,X,X,O,X,X,X,X
JLZIOST,X,O,O,O,X,X,X,X,X,X,X
JLZSTIO,X,O,X,O,X,X,O,X,X,X,X
JLZSTOI,X,O,O,O,X,X,O,X,X,X,X
JLZSITO,X,O,X,O,X,X,X,X,X,X,X
JLZSIOT,X,O,X,O,X,X,X,X,X,X,X
JLZSOTI,X,O,O,O,X,X,O,X,X,X,X
JLZSOIT,X,O,X,O,X,X,X,X,X,X,X
JLZOTIS,X,O,O,O,X,X,O,O,O,X,X
JLZOTSI,X,O,O,O,X,X,O,X,O,X,X
JLZOITS,X,O,O,O,X,X,O,O,X,X,X
JLZOIST,X,O,O,O,X,X,X,X,X,X,X
JLZOSTI,X,O,O,O,X,X,O,X,X,X,X
JLZOSIT,X,O,X,O,X,X,X,X,X,X,X
JLOTISZ,X,O,O,X,O,X,X,X,X,O,X
JLOTIZS,X,O,O,O,X,X,X,X,X,X,X
JLOTSIZ,O,O,X,X,O,X,X,X,X,O,X
JLOTSZI,O,O,X,O,X,X,X,X,X,O,X
JLOTZIS,O,O,O,O,X,X,X,O,X,X,X
JLOTZSI,O,O,O,O,X,X,X,X,X,X,X
JLOITSZ,X,O,O,X,O,X,X,X,X,O,X
JLOITZS,X,O,O,O,X,X,X,O,X,X,X
JLOISTZ,X,O,O,X,O,X,X,O,X,X,X
JLOISZT,X,O,O,O,X,X,X,X,X,X,X
JLOIZTS,X,O,O,O,X,X,O,O,X,X,X
JLOIZST,X,O,O,O,X,X,X,X,X,X,X
JLOSTIZ,O,O,X,X,X,X,X,X,X,X,O
JLOSTZI,O,O,X,O,X,X,O,X,X,X,O
JLOSITZ,X,O,X,X,X,X,X,X,X,X,X
JLOSIZT,X,O,X,O,X,X,X,X,X,X,X
JLOSZTI,X,O,X,O,X,X,O,X,X,X,X
JLOSZIT,X,O,X,O,X,X,X,X,X,X,X
JLOZTIS,X,O,O,O,X,X,O,O,O,X,X
JLOZTSI,X,O,O,O,X,X,O,X,O,X,X
JLOZITS,X,O,O,O,X,X,O,O,X,X,X
JLOZIST,X,O,O,O,X,X,X,X,X,X,X
JLOZSTI,X,O,O,O,X,X,O,X,X,X,X
JLOZSIT,X,O,X,O,X,X,X,X,X,X,X
JSTILZO,O,O,X,X,X,X,X,X,X,O,O
JSTILOZ,O,O,X,X,X,X,X,X,X,O,O
JSTIZLO,O,O,X,X,X,X,X,X,X,O,X
JSTIZOL,O,O,X,X,X,X,X,X,X,X,X
JSTIOLZ,O,O,X,X,X,X,X,X,X,O,O
JSTIOZL,O,O,X,X,X,X,X,X,X,X,X
JSTLIZO,O,O,X,X,X,X,X,X,X,O,O
JSTLIOZ,O,O,X,X,X,X,X,X,X,O,O
JSTLZIO,O,O,X,X,X,X,X,X,X,O,O
JSTLZOI,O,O,X,X,X,X,X,X,X,O,O
JSTLOIZ,O,O,X,X,X,X,X,X,X,O,O
JSTLOZI,O,O,X,X,X,X,X,X,X,O,O
JSTZILO,O,O,X,X,X,X,X,X,X,O,X
JSTZIOL,O,O,X,X,X,X,X,X,X,X,X
JSTZLIO,O,O,X,X,X,X,X,X,X,O,O
JSTZLOI,O,O,X,X,X,X,X,X,X,O,O
JSTZOIL,O,O,X,X,X,X,X,X,X,X,X
JSTZOLI,O,O,X,O,X,X,X,X,X,X,O
JSTOILZ,O,O,O,X,X,X,X,X,X,O,O
JSTOIZL,O,O,O,X,X,X,X,X,X,X,X
JSTOLIZ,O,O,X,X,X,X,X,X,X,O,O
JSTOLZI,O,O,X,X,X,X,O,X,X,O,O
JSTOZIL,O,O,O,X,X,X,O,X,X,X,X
JSTOZLI,O,O,O,O,X,X,O,X,X,X,O
JSITLZO,O,O,X,X,X,X,X,X,X,O,O
JSITLOZ,O,O,O,X,X,X,X,X,X,O,O
JSITZLO,O,O,X,X,X,X,X,X,X,O,X
JSITZOL,O,O,O,X,X,X,X,X,X,X,X
JSITOLZ,O,O,O,X,X,X,X,X,X,O,O
JSITOZL,O,O,O,X,X,X,X,X,X,X,X
JSILTZO,X,O,O,X,X,X,X,X,X,O,X
JSILTOZ,X,O,O,X,X,X,X,X,X,O,X
JSILZTO,X,O,O,X,X,X,X,X,X,X,X
JSILZOT,X,O,O,X,X,X,X,X,X,X,X
JSILOTZ,X,O,O,X,X,X,X,X,X,X,X
JSILOZT,X,O,O,X,X,X,X,X,X,X,X
JSIZTLO,X,O,O,X,X,X,X,X,X,X,X
JSIZTOL,X,O,O,X,X,X,X,X,X,X,X
JSIZLTO,X,O,O,X,X,X,X,X,X,X,X
JSIZLOT,X,O,O,X,X,X,X,X,X,X,X
JSIZOTL,X,O,O,X,X,X,X,X,X,X,X
JSIZOLT,X,O,O,X,X,X,X,X,X,X,X
JSIOTLZ,O,O,O,X,X,X,X,X,X,X,O
JSIOTZL,O,O,O,X,X,X,X,X,X,X,X
JSIOLTZ,X,O,O,X,X,X,X,X,X,X,X
JSIOLZT,X,O,O,X,X,X,X,X,X,X,X
JSIOZTL,X,O,O,X,X,X,X,X,X,X,X
JSIOZLT,X,O,O,X,X,X,X,X,X,X,X
JSLTIZO,O,O,X,X,X,X,X,X,X,O,O
JSLTIOZ,O,O,X,X,X,X,X,X,X,O,O
JSLTZIO,O,O,X,X,X,X,X,X,X,O,O
JSLTZOI,O,O,X,X,X,X,X,X,X,O,O
JSLTOIZ,O,O,X,X,X,X,X,X,X,O,O
JSLTOZI,O,O,X,X,X,X,O,X,X,O,O
JSLITZO,X,O,X,X,X,X,X,X,X,O,X
JSLITOZ,X,O,X,X,X,X,X,X,X,O,X
JSLIZTO,X,O,X,X,X,X,X,X,X,X,X
JSLIZOT,X,O,X,X,X,X,X,X,X,X,X
JSLIOTZ,X,O,X,X,X,X,X,X,X,X,X
JSLIOZT,X,O,X,X,X,X,X,X,X,X,X
JSLZTIO,X,O,X,X,X,X,O,X,X,X,X
JSLZTOI,X,O,X,X,X,X,O,X,X,X,X
JSLZITO,X,O,X,X,X,X,X,X,X,X,X
JSLZIOT,X,O,X,X,X,X,X,X,X,X,X
JSLZOTI,X,O,X,X,X,X,O,X,X,X,X
JSLZOIT,X,O,X,X,X,X,X,X,X,X,X
JSLOTIZ,O,O,X,X,X,X,X,X,X,X,O
JSLOTZI,O,O,X,X,X,X,O,X,X,X,O
JSLOITZ,X,O,X,X,X,X,X,X,X,X,X
JSLOIZT,X,O,X,X,X,X,X,X,X,X,X
JSLOZTI,X,O,X,X,X,X,O,X,X,X,X
JSLOZIT,X,O,X,X,X,X,X,X,X,X,X
JSZTILO,O,O,X,X,X,X,X,X,X,X,X
JSZTIOL,O,O,O,X,X,X,O,X,X,X,X
JSZTLIO,O,O,X,X,X,X,X,X,O,X,O
JSZTLOI,O,O,O,X,X,X,X,X,O,X,O
JSZTOIL,O,O,O,X,X,X,O,X,X,X,X
JSZTOLI,O,O,O,O,X,X,O,X,O,X,O
JSZITLO,X,O,O,X,X,X,X,X,X,X,X
JSZITOL,X,O,O,X,X,X,X,X,X,X,X
JSZILTO,X,O,O,X,X,X,X,X,X,X,X
JSZILOT,X,O,O,X,X,X,X,X,X,X,X
JSZIOTL,X,O,O,X,X,X,X,X,X,X,X
JSZIOLT,X,O,O,X,X,X,X,X,X,X,X
JSZLTIO,X,O,X,X,X,X,X,X,X,X,X
JSZLTOI,X,O,O,X,X,X,X,X,X,X,X
JSZLITO,X,O,X,X,X,X,X,X,X,X,X
JSZLIOT,X,O,X,X,X,X,X,X,X,X,X
JSZLOTI,X,O,O,X,X,X,X,X,X,X,X
JSZLOIT,X,O,X,X,X,X,X,X,X,X,X
JSZOTIL,O,O,O,X,X,X,O,X,X,X,X
JSZOTLI,O,O,O,O,X,X,O,X,O,X,O
JSZOITL,X,O,O,X,X,X,X,X,X,X,X
JSZOILT,X,O,O,X,X,X,X,X,X,X,X
JSZOLTI,X,O,O,X,X,X,X,X,X,X,X
JSZOLIT,X,O,X,X,X,X,X,X,X,X,X
JSOTILZ,O,O,O,X,X,X,X,X,X,X,O
JSOTIZL,O,O,O,X,X,X,X,X,X,X,X
JSOTLIZ,O,O,X,X,X,X,X,X,X,X,O
JSOTLZI,O,O,X,X,X,X,O,X,X,X,O
JSOTZIL,O,O,O,X,X,X,O,X,X,X,X
JSOTZLI,O,O,O,O,X,X,O,X,X,X,O
JSOITLZ,O,O,O,X,X,X,X,X,X,X,O
JSOITZL,O,O,O,X,X,X,X,X,X,X,X
JSOILTZ,X,O,O,X,X,X,X,X,X,X,X
JSOILZT,X,O,O,X,X,X,X,X,X,X,X
JSOIZTL,X,O,O,X,X,X,X,X,X,X,X
JSOIZLT,X,O,O,X,X,X,X,X,X,X,X
JSOLTIZ,O,O,X,X,X,X,X,X,X,X,O
JSOLTZI,O,O,X,X,X,X,O,X,X,X,O
JSOLITZ,X,O,X,X,X,X,X,X,X,X,X
JSOLIZT,X,O,X,X,X,X,X,X,X,X,X
JSOLZTI,X,O,X,X,X,X,O,X,X,X,X
JSOLZIT,X,O,X,X,X,X,X,X,X,X,X
JSOZTIL,O,O,O,X,X,X,O,X,X,X,X
JSOZTLI,O,O,O,O,X,X,O,X,O,X,O
JSOZITL,X,O,O,X,X,X,X,X,X,X,X
JSOZILT,X,O,O,X,X,X,X,X,X,X,X
JSOZLTI,X,O,O,X,X,X,X,X,X,X,X
JSOZLIT,X,O,X,X,X,X,X,X,X,X,X
JZTILSO,X,O,X,X,X,O,X,X,O,O,X
JZTILOS,O,O,O,X,X,O,X,O,O,X,X
JZTISLO,O,O,O,X,X,O,X,O,X,O,X
JZTISOL,O,O,O,X,X,O,X,O,X,X,X
JZTIOLS,O,O,O,O,X,O,X,O,O,X,X
JZTIOSL,O,O,O,X,X,O,O,O,X,X,X
JZTLISO,X,O,X,X,X,X,X,X,O,O,X
JZTLIOS,O,O,X,X,X,X,X,X,O,X,X
JZTLSIO,O,O,X,X,X,X,X,X,O,O,X
JZTLSOI,O,O,X,X,X,X,X,X,O,O,X
